"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","county","locality","phylum","order","identifiedBy","imagecode","scientificNameAuthorship","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2016-10-19 10:49:00-02","NY","NYBG","01419523","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","P. Jorgensen",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419523","3608",NA,NA,"Hialy.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-10-19 10:49:00-02","NY","NYBG","01419526","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","F. Mereles",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668569' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419526","2419","Cordillera",NA,"San Bernardino no Altos.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419526_01",NA,"-57.25","-25.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 19:26:00-03","NY","NYBG","01419519","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","P. Jorgensen","1929","10",NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419519","3608",NA,NA,"Villa Rica","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01419482","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","R. M. Aguilar","1945","02","24","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666535' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419482","335","Chaco",NA,"Margarita Belén","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419482_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00924493","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","L. Riedel",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924493","757","Minas Gerais",NA,"Pr. Jaquaré","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY00924493_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 19:26:00-03","NY","NYBG","01419485","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","J. E. Montes","1958","06","22","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666539' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419485","27743","Misiones",NA,"Villa Lanus - FCN - Urquiza.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419485_01 NY01419485_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 05:40:00-03","NY","NYBG","01419495","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","R. S. Williams","1902","07","09","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667819' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419495","1416",NA,NA,"Apolo","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419495_01",NA,"-68.41692","-14.720389","1463.0","1463.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01419514","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1991","05","27","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419514","40587","Santa Cruz","Ichilo","between the Huaytu-Buena Vista road and E side of Rio Surutu, at crossing on road to El Carmen.","Magnoliophyta","Fabales","M. H. Nee","NY01419514_01","(Benth.) Barneby & J.W.Grimes","-63.67","-17.52","320","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-10-19 10:49:00-02","NY","NYBG","01419535","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. Hassler",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668597' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419535","7527",NA,NA,NA,"Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419535_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-27 19:26:00-03","NY","NYBG","01419476","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. Rojas","1944","09","10","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666526' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419476","12275","Chaco",NA,"Clorinda.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-12-16 11:56:00-02","NY","NYBG","01419516","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. Saldías Paz","1988","09","11","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419516","439","Santa Cruz","Andrés Ibáñez","Campus Universitario. 1 km NW del centro de Santa Cruz","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419516_01",NA,"-63.17","-17.8","417","417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01419503","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. G. Beck","1986","09","05","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419503","5831","El Beni","José Ballivián","Espíritu. Zona de infuencia del río Yacuma.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419503_01","(Benth.) Barneby & J.W.Grimes","-66.6167","-14.2","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 05:41:00-03","NY","NYBG","01419512","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","J. Steinbach","1924","10","03","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668116' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419512","6559","Santa Cruz","Sara","Bosque de Buena Vista.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419512_01",NA,"-63.662729","-17.459703","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01419513","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1990","10","03","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110957' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419513","39055","Santa Cruz","Ichilo","4 km. SW of center of Buena Vista, south side of Rio Surutú. Parque Nacional Amboró","Magnoliophyta","Fabales","M. H. Nee","NY01419513_01","(Benth.) Barneby & J.W.Grimes","-63.68","-17.48","315","315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01419506","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1990","09","30","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129203' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419506","39014","Santa Cruz","Andrés Ibáñez","2 km. SE of Naranjillos on road from Santa Cruz to Ibapo, 5-6 km. N of railroad crossing","Magnoliophyta","Fabales","M. H. Nee","NY01419506_01","(Benth.) Barneby & J.W.Grimes","-63.23","-18","520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01419491","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1990","12","07","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419491","40224","Santa Cruz","Ichilo","1 km SW of center of Buena Vista., on slope between town and Rio Surutu.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419491_01","(Benth.) Barneby & J.W.Grimes","-63.67","-17.47","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01419524","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. Morong",NA,NA,NA,"South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668567' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419524","801A",NA,NA,"Central Paraguay","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419524_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01419497","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. J. G. Hopkins","1983","07","27","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667823' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419497","113","Santa Cruz","José Miguel de Velasco","San Ignacio, near lake shore.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419497_01","(Benth.) Barneby & J.W.Grimes","-60.98","-16.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01419490","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1990","09","23","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110963' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419490","38883","Santa Cruz","Ichilo","Parque Nacional Amboro, 9 km. SW of Terminal de Huaytu, trail parallel to Rio Agua Blanca, W of Rio Cheyo","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419490_01 NY01419490_02","(Benth.) Barneby & J.W.Grimes","-63.67","-17.63","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-10-19 10:49:00-02","NY","NYBG","01419532","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","E. M. Zardini","1993","08","12","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1668595' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419532","36990","Central",NA,"Tavarory. Trail to Arroyo Consuelo.","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419532_01",NA,"-57.53","-25.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 13:22:00-03","NY","NYBG","01419489","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. Estenssoro","1987","06","19","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419489","806","Cochabamba","Mizque","Mizque, a 5 km. del pueblo de Mizque a Rodeo.","Magnoliophyta","Fabales",NA,"NY01419489_01",NA,NA,NA,"2270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00924492","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","B. A. S. Pereira","1995","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924492","2927","Minas Gerais","Buritis",NA,"Magnoliophyta","Fabales","R. C. Barneby","NY00924492_01","(Benth.) Barneby & J.W.Grimes","-46.33","-15.5","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01144916","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","H. Lorenzi","1995","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144916","1210","Minas Gerais","Passos","Road to Furnas.","Magnoliophyta","Fabales","G. K. Brown","NY01144916_01 NY01144916_02","(Benth.) Barneby & J.W.Grimes","-46.6094","-20.7192","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00309685","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1998","06","21","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309685","49835","Santa Cruz","Andrés Ibáñez","Along Río Salado, 3.5 km NW of turnoff at Tarumá from Santa Cruz-Samaipata highway.","Magnoliophyta","Fabales","M. H. Nee","NY00309685_01","(Benth.) Barneby & J.W.Grimes","-63.48","-18.1","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00924466","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","B. A. S. Pereira","1995","08","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003590' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924466","2871","Tocantins","Combinado","No km 7 da estrada Campos Belos","Magnoliophyta","Fabales",NA,"NY00924466_01","(Benth.) Barneby & J.W.Grimes","-46.67","-13","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01419472","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","C. E. O. Kuntze","1892","10",NA,"South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666521' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419472","s.n.",NA,NA,"Jujuy","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419472_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-27 19:26:00-03","NY","NYBG","01419473","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","S. Venturi","1920","10","10","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666522' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419473","6159","Tucumán","Leales",NA,"Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419473_01",NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01419488","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","R. Caballero Pardo","1992","01","23","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1667294' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419488","160","Cochabamba","Narciso Campero","Comunidad Viña Perdida.","Magnoliophyta","Fabales","G. K. Brown","NY01419488_01","(Benth.) Barneby & J.W.Grimes",NA,NA,"1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01419492","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1990","11","17","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419492","39987","Santa Cruz","Andrés Ibáñez","12 km SE of Comunidad Don Lorenzo, 0.5 km E of Estancia Caracore, floodplain of W side of Rio Grande","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419492_01","(Benth.) Barneby & J.W.Grimes","-62.78","-17.85","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01419484","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","T. M. Pedersen","1952","10","02","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1666538' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419484","1843","Corrientes","Mburucuyá","Estancia Santa Teresa","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419484_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01419494","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","M. H. Nee","1987","08","30","South America","Bolivia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=378722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01419494","35895","Santa Cruz","Andrés Ibáñez","Opposite Santa Cruz and 6 km.W of center of the city, on W side of Río Paraí,","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY01419494_01","(Benth.) Barneby & J.W.Grimes","-63.23","-17.78","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00924494","PreservedSpecimen","Plantae","Fabaceae","Chloroleucon","tenuiflorum","Chloroleucon tenuiflorum","J. M. Soares Gouveia","1950","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00924494","s.n.","Minas Gerais",NA,"Bom Despacho, Andrelandia","Magnoliophyta","Fabales","R. C. Barneby; J. W. Grimes","NY00924494_01","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
