"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","typeStatus","relatedCatalogItem"
"45","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","16981",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","R.R. Vervloet; et al","349","2002","06","11",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore com aproximado 7m, topo do morro, frutos imaturos verde, dossel aproximado 10m. Lado direito da trilha.","MBML016981","MBML016981",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","20325",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","R.R. Vervloet; et al","2094","2003","04","01",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto, de 7m, frutos jovem de cor verde claro. Fundo de vale, dossel 17m.","MBML020325","MBML020325",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:48:00-03","MBML","MBML-HERBARIO","21175",NA,"Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaerskou) Mattos","Marcelo da Costa Souza/29-10-2009","R.R. Vervloet; et al","2509","2003","05","27",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 14m, flores passadas, frutos imaturos de cor cor verde. Baixada, dossel 18m.","MBML021175","MBML021175",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-11-24 14:11:48-02","UFLA","ESAL","14501","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","M.Sobral","Van den Berg, E","EB 121",NA,NA,NA,NA,"Brasil","Minas Gerais","Itutinga",NA,"-44.6577987670898","-21.2980995178223",NA,"árvore; ; ;; ripário",NA,NA,"9","9",NA,NA,NA,NA,NA,"24458","auto",NA,NA,NA,NA,NA
"49","2017-11-24 14:11:48-02","UFLA","ESAL","20307","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Laércio Loures","Juliane D. Nunes","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Rita de Caldas","Pião","-46.3367004394531","-22.028600692749",NA,"árvore; 10, m; branca; roxo; floresta",NA,NA,"1","1",NA,NA,NA,NA,NA,"29392","auto",NA,NA,NA,NA,NA
"50","2017-11-24 14:11:48-02","UFLA","ESAL","20434","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","M.Sobral","Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santa Rita de Caldas",NA,"-46.3367004394531","-22.028600692749",NA,"; ; ;",NA,NA,"1","1",NA,NA,NA,NA,NA,"29392","auto",NA,NA,NA,NA,NA
"51","2020-11-18 11:41:00-03","UERJ","HRJ","12421","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","M.C. Souza","L. P. G. Rosa; W. Silva, C. Dias","s.n.","2011","06","19",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012589",NA,"597","597",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA
"52","2019-11-13 11:27:20-03","USP","SPF","109288","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Giaretta, A","Hatschbach, G","61142","1994","10","08",NA,"Brasil","Espírito Santo","Alfredo Chaves",NA,"-40.749698638916","-20.6350002288818",NA,NA,"SPF00109288",NA,NA,NA,NA,NA,"1995","06",NA,"32447","auto",NA,NA,NA,NA,NA
"53","2019-10-07 09:35:50-03","UEFS","HUEFS","85150","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","A.Stadnik","Mattos, J.","13852","1966","09","26",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de boraceia, perto de Rio Claro","-45.8400001525879","-23.5300006866455",NA,NA,"HUEFS0085150","HUEFS0085150",NA,NA,NA,NA,"2019","07",NA,"18032","auto",NA,NA,"Rosanae",NA,NA
"54","2019-10-07 09:35:50-03","UEFS","HUEFS","33151","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","A.Stadnik","Hatschbach, G.","61142","1994","10","08",NA,"Brasil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, rodovia para Castelino.","-40.749698638916","-20.6350002288818",NA,"Mata pluvial.","HUEFS0033151","HUEFS0033151",NA,NA,NA,NA,"2019","07",NA,"32447","auto",NA,NA,"Rosanae",NA,NA
"55","2019-09-04 18:18:41-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","warmingiana","Calyptranthes warmingiana",NA,NA,"A. Glaziou","6533","1876",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype",NA
"56","2019-09-04 18:29:31-03","F","FMNH-SEEDPLANTS","V0064878F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","warmingiana","Calyptranthes warmingiana",NA,NA,"A. Glaziou","9427","1877","7","31","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064878F","V0064878F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype",NA
"57","2019-09-04 18:29:32-03","F","FMNH-SEEDPLANTS","V0064879F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calyptranthes","warmingiana","Calyptranthes warmingiana",NA,NA,"A. Glaziou","6533",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0064879F","V0064879F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isosyntype",NA
"58","2020-07-23 12:15:32-03","CEPLAC","CEPEC","69887","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","warmingiana","Calyptranthes warmingiana",NA,"M. C. Souza","D. Sucre","7695","1971","09","22",NA,"Brasil","Rio de Janeiro","rio de janeiro","Estrada da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,"30/09/2006"
"59","2020-07-23 12:16:30-03","CEPLAC","CEPEC","68393","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana",NA,"M. C. Souza","G. Hatschbach","61142","1994","10","08",NA,"Brasil","Espírito Santo","alfredo chaves","Sao Bento de Urânia, Rod. p/ Castelinho.","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA,NA,"30/09/2006"
"60","2020-11-05 13:53:54-03","UNIRIO","HUNI","2045","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","M.C. Souza","A.C. Azevedo; A.C. de Azevedo",NA,"2012","05","31",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Reserva Florestal da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,"Habito: Árvore","HUNI00002045",NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"61","2020-11-12 17:02:06-03","UEL","FUEL","37764","PreservedSpecimen","Plantae","Tracheophyta","Myrtales","Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Mattos, J","Mattos, J","13852","1966","09","26",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,"FUEL011663",NA,NA,NA,NA,NA,"1970",NA,NA,"18032","auto",NA,NA,NA,NA,NA
"62","2021-02-23 13:22:50-03","MN","R-TIPOS","8928","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","warmingiana","Calyptranthes warmingiana","Kiaersk.",NA,"Glaziou, A.F.M.","1273","1867","07","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"R000008928","R000008928_001",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"Isosyntypus",NA
"63","2021-02-23 13:22:55-03","MN","R-TIPOS","142690","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Mitranthes","hoehnei","Mitranthes hoehnei","Burret","Sobral, M.","Schwebel, E.","II - 69",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"R000142690","R000142690_001",NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,"Isotypus",NA
"64","2021-04-05 20:16:23-03","UFSC","FLOR","68818","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Fernandes, T.","Külkamp, J.; Ferreira, C.D.M.; Lorenzetti, T.; Vânia","1051","2019","08","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha para o Pico da Bandeira.","-43.277778","-22.956389",NA,"Interior de floresta, margem de córrego, solo profundo e argiloso. Pouco frequente. Árvore com tronco escuro, 10m altura, ramos pendentes, folhas discolores, botões verdes a esbranquiçados. Nativa. Duplicata de RB 791854","FLOR0068818",NA,"450","450","43º16'40''W","22º57'23''S","2019","09",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-04 15:45:37-03","IF","SPSF","09638","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana",NA,NA,"A.L.Albernaz",NA,"1986","01","27","América do Sul","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,"Magnoliopsida",NA,NA
"66","2021-03-04 15:45:37-03","IF","SPSF","10005","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk) Mattos","O.T. Aguiar","A.Custodio Filho","2358","1984","04","06","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.883333","-23.633333",NA,"COLETA: Árvore 8m altura; flores brancas.;",NA,NA,"890","950",NA,NA,"2014","02","21",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"67","2021-03-04 15:45:37-03","IF","SPSF","10009","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk) Mattos","O.T. Aguiar","A.Custodio Filho","2368","1984","04","06","América do Sul","Brasil","SP","Biritiba Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"COLETA: Árvore de 5m de altura;flores de cor creme.;",NA,NA,"890","950",NA,NA,"2014","02","21",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"68","2021-03-04 15:45:37-03","IF","SPSF","34813","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk) Mattos","O.T.Aguiar","F. M. Souza & F. A. R. D. P. Arzolla & C. O. Araújo & W. Corrêa","567","2005","03","31","América do Sul","Brasil","SP","Biritiba Mirim","Parque Estadual da Serra do Mar, Núcleo São Sebastião","-45.909444","-23.675556",NA,"COLETA: Árvore com aprox. 8 m de altura, botões florísticos vermelhos.; GEOGRAFIA: Trilha de Guaratuba. &nf;Floresta Ombrófila Densa Montana (Floresta Sempre-verde do Planalto)&nf;UTM: X=407255 Y=7381404;",NA,NA,"864","864",NA,NA,"2014","02","21",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"69","2021-03-04 15:45:37-03","IF","SPSF","11324","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana",NA,NA,"J.B.Baitello","221","1986","12","03","América do Sul","Brasil","SP","Teodoro Sampaio","P.E.Morro do Diabo","-52.1599998474121","-22.5300006866455",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,"Magnoliopsida",NA,NA
"70","2019-11-21 10:11:50-03","IBt","SP","1299","S","Plantae",NA,NA,"Myrtaceae","Mitranthes","hoehnei","Mitranthes hoehnei","Burret","Burret, KEM","Schwebel, E","69","1917","08",NA,NA,"Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,"Flores brancas","SP001356","SP001356",NA,NA,NA,NA,"1941",NA,NA,"27258","auto",NA,NA,NA,"Holotype",NA
"71","2019-11-21 10:12:31-03","IBt","SP","197525","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Kawasaki, ML","Custodio Filho, A","2358","1984","04","06",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,"SP022824","SP022824","890","950","-45.866667","-23.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:12:31-03","IBt","SP","338795","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Kawasaki, ML","Custodio Filho, A","2368","1984","04","06",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-46.0299987792969","-23.5699996948242",NA,NA,"SP022826","SP022826",NA,NA,NA,NA,NA,NA,NA,"19656","auto",NA,NA,NA,NA,NA
"73","2019-11-21 10:12:31-03","IBt","SP","339649","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Kawasaki, ML","Hashimoto, G","17191","1989","08","23",NA,"Brasil","São Paulo","Salesópolis",NA,"-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,"18032","auto",NA,NA,NA,NA,NA
"74","2019-11-21 10:12:31-03","IBt","SP","118800","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","hoehnei","Neomitranthes hoehnei","(Burret) Mattos","Proença, C","Mattos, J","13852","1966","09","26",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Perto do Rio Claro","-45.8400001525879","-23.5300006866455",NA,NA,"SP022825","SP022825",NA,NA,NA,NA,"1986",NA,NA,"18032","auto",NA,NA,NA,NA,NA
"75","2019-11-21 10:12:31-03","IBt","SP","315897","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","warmingiana","Neomitranthes warmingiana","(Kiaersk.) Mattos","Barroso, GM","Sucre, D","7695","1971","09","22",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Antiga Guanabara, estrada da Vista Chinesa.","-43.2075004577637","-22.9027996063232",NA,"Árvore semi-umbrofila, crescente em formação de mata úmida fuste reto e alto e não decumbente, lâmina da folha na face ventral verde-escuro fosco com a nervura médua verde-pa#?#lido, na face dorsal verde gaio muito lúcido com nervura média verde castan",NA,NA,"490","490",NA,NA,"1981","09","30","57442","auto",NA,NA,NA,NA,NA
