"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","573606","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"G. G. Hatschbach","21397","1969","04","23","Brazil","Paraná","Paranaguá","Baia de Paranagua, Piaçaguera","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573606","NY00573606_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","573610","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","5088","1952","12","23","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573610","NY00573610_01","1","1","Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","571900","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"Collector unspecified","s.n.","1925","06",NA,"Brazil","Rio de Janeiro","Niterói","Nicteroy","-43.1036","-22.8833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587309' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571900","NY00571900_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","571892","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","43007","1980","05","29","Brazil","Paraná","Paranaguá","Rio Almeida","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571892","NY00571892_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","337278","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke",NA,NA,NA,NA,"R. L. Brooks","12656","1932","05","29","Trinidad and Tobago",NA,NA,"Trinidad. Caroni Swamp",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337278","NY00337278_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet","type",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01788478","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke",NA,NA,NA,NA,"G. T. Prance","21146","1974","06","22","Brazil","Amazonas",NA,"Manaus-Caracaraí road km. 62. Reserva Campina. Campina.","-60.0274569","-2.4369262",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096183' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788478","NY01788478_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1015115","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"J. Vidal","s.n.","1934","06",NA,"Brazil",NA,NA,"Ilha de Haravata - Bahia de Guana. [illegible]",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099831' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015115","NY01015115_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","571891","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"G. G. Hatschbach","I920","1950","06","30","Brazil","Paraná","Paranaguá","Rio Itibere","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571891","NY00571891_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","571894","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"A. F. M. Glaziou","11317",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"Fragment ex Herb. Jard. Bot. Brussels <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571894","NY00571894_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","571889","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"M. B. Casari","566","1981","05","15","Brazil","Rio de Janeiro","Niterói","Lagoa de Itaipu","-43.1036","-22.8833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260912' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571889","NY00571889_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","571893","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","29144","1972","02","10","Brazil","Paraná","Guaraqueçaba","Paruquara","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571893","NY00571893_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","571890","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","A. C. Cervi",NA,NA,NA,"A. C. Cervi","6312","1997","08","26","Brazil","Paraná","Guaraqueçaba","Trapiche","-48.32","-25.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260913' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571890","NY00571890_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","571887","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"G. F. J. Pabst","7385","1963","08","25","Brazil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador, Reserva Biológica do Jequia","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571887","NY00571887_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1016190","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","A. L. Peixoto",NA,NA,NA,"D. A. de Grande","276","1979","03","15","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Rio Sambaqui-Mirim, próx. ao Sambaqui.","-47.9197","-25.0103",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016190","NY01016190_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","571888","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"G. F. J. Pabst","7385","1963","08","25","Brazil","Rio de Janeiro","Rio de Janeiro","Ilha do Governador, Reserva Biológica do Jequia","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571888","NY00571888_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00955661","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"J. Nadeaud","s.n.","1862","11",NA,"Brazil",NA,NA,"Brésíl. Marais salé de Victherohy.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00955661","NY00955661_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","571886","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana","Stapf & Leechm. ex Moldenke","H. N. Moldenke",NA,NA,NA,"A. P. Duarte","5017","1959","09","17","Brazil","Rio de Janeiro","Rio de Janeiro","Avenida Brasil, entrada para Petrópolis","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=260917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571886","NY00571886_01",NA,NA,"Magnoliophyta","Lamiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","573616","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"A. Löfgren","s/n°","1895","08","16","Brazil","São Paulo",NA,"S. Sebastiao, Cubatao",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573616","NY00573616_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","573605","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"G. G. Hatschbach","14096","1966","03","23","Brazil","Paraná","Antonina","Pinheirinho","-48.7117","-25.4286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573605","NY00573605_01","2","2","Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","573607","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","5525","1953","02","05","Brazil","Santa Catarina","Palhoça","Palhoça","-48.6678","-27.6456",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573607","NY00573607_01","5","5","Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","573103","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"Martii Herbar. Florae Brasil.","108",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Laguna de S. Christovao","-43.2075","-22.9031",NA,NA,"fl. Jun <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587306' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573103","NY00573103_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","573612","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","5088","1952","12","23","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573612","NY00573612_01","1","1","Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","571898","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"F. Sellow","304",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571898","NY00571898_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","571896","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"D. S. D. de Araújo","4786","1982","01","28","Brazil","Alagoas",NA,"+/- 20 km de Mauiá, para o N., Praia da Sereia, manguezal em area pr. ao arrecife",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571896","NY00571896_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","573615","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"F. C. Hoehne","s.n.","1933","08","10","Brazil","São Paulo","Sao Vicente","S. Vicente","-46.3897","-23.96",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573615","NY00573615_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1788483","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke",NA,NA,NA,NA,"Collector unspecified","s.n.",NA,NA,NA,"Brazil",NA,NA,"Sebastianopolis.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096196' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788483","NY01788483_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00573619","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"F. E. Drouet","2548","1935","10","03","Brazil","Ceará","Fortaleza","Poço da Draga.","-38.5431","-3.7172",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587303' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573619","NY00573619_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1788481","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke",NA,NA,NA,NA,"P. K. H. Dusén","s.n.",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096194' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788481","NY01788481_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","573102","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"C. Gaudichaud-Beaupré","464","1831",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587310' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573102","NY00573102_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","573613","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"A. Usteri","s/n¦","1907","07","25","Brazil","São Paulo","Cubatao","Cubatao","-46.4197","-23.89",NA,NA,"Ex Herv. da Esc. Polit. de S. Paulo s/n° <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573613","NY00573613_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","573609","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"R. Reitz","5088","1952","12","23","Brazil","Santa Catarina","Florianópolis","Rio Tavares, Ilha S. Catarina","-48.4776878","-27.6525515",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573609","NY00573609_01","1","1","Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","573106","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke","H. N. Moldenke",NA,NA,NA,"A. F. M. Glaziou","1362","1864","06","20","Brazil","Rio de Janeiro",NA,"Praia Grande",NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=587311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573106","NY00573106_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1788480","PreservedSpecimen","Plantae","Acanthaceae","Avicennia","schaueriana","Avicennia schaueriana candicans","Moldenke",NA,NA,NA,NA,"G. T. Prance","20207","1974","01","13","Brazil","Pará",NA,"Salinopolis, Maçerico Bay",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2096193' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788480","NY01788480_01",NA,NA,"Magnoliophyta","Lamiales","candicans","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
