"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","class"
"11","2020-11-04 11:18:47-03","ESALQ","ESA","16164","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Mart.","Taylor, C.M.","Souza, V.C. ; Sakuragui, C.M.",NA,"Brasil",NA,NA,"ESA016164","ESA016164","1997","01","01","1616.0","1990","01","01","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA
"12","2020-11-04 11:18:47-03","ESALQ","ESA","73224","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,"Oliveira, A.C.P.","Ivanauskas, N.M. et al.",NA,"Brasil",NA,NA,"ESA073224","ESA073224",NA,NA,NA,"4537.0","2001","09","19","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA
"13","2020-11-04 11:18:47-03","ESALQ","ESA","27643","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Mart.","Taylor, C.M.","Leitão Filho, H.F. et al.",NA,"Brasil",NA,NA,"ESA027643","ESA027643","1997","01","01","34741.0","1996","01","31","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"14","2020-11-04 11:18:47-03","ESALQ","ESA","18337","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Gomes, M.","Furlan, A. et al.",NA,"Brasil",NA,NA,"ESA018337","ESA018337","1997","04","28","1543.0","1994","04","17","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"15","2020-11-04 11:18:47-03","ESALQ","ESA","122965","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"Zipparro, V.B.",NA,"Brasil",NA,NA,"ESA122965",NA,NA,NA,NA,"2358.0","2008","04","17","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"16","2020-11-04 11:18:47-03","ESALQ","ESA","12570","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Mart.","Taylor, C.M.","Campos, M.T.V.A. et al.",NA,"Brasil",NA,NA,"ESA012570","ESA012570","1997","01","01","98.0","1991","04","20","São Paulo","Ilhabela",NA,"-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA
"17","2020-11-04 11:18:47-03","ESALQ","ESA","122946","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"Zipparro, V.B.",NA,"Brasil",NA,NA,"ESA122946",NA,NA,NA,NA,"2414.0","2008","05","23","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"18","2020-11-04 11:18:47-03","ESALQ","ESA","122964","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii",NA,NA,"Luize, B.G. ; Zipparro, V.B.",NA,"Brasil",NA,NA,"ESA122964",NA,NA,NA,NA,"48.0","2007","08","16","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA).","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"19","2020-11-04 11:18:47-03","ESALQ","ESA","13420","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Gomes, M.","Tamashiro, J.Y. et al.",NA,"Brasil",NA,NA,"ESA013420","ESA013420","1997","04","28","18715.0","1986","11","04","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,NA,NA,"37616","auto",NA,NA,NA,NA
"20","2021-03-01 16:39:56-03","UNICAMP","UEC","156006","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Zipparro, VB",NA,"Brazil",NA,"árvore, cerca de 4,5 m de altura, presença de botões brancos e flores brancas muito aromáticas.; Trilha do Leste, floresta ombrófila densa, ambiente sombreado. Parcela U.","UEC076682","UEC076682",NA,NA,NA,"2358","2008","02","21","São Paulo","Ubatuba","Parque estadual da Ilha Anchieta","-45.033333","-23.516667","-45.033333","-23.516667",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-04-22 16:24:26-03","UFPB","JPB","53960","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Mull. Arg.","Zappi, DC","Quinet, A; et al.","Southern America","Brasil",NA,"; DESC: Árvore 7m de altura,folhas cartaceas discolores verde.Frutos verde-avinosados com calice avonosado persistente.","JPB0053960",NA,"2005",NA,NA,"401","2000","08","26","Rio de Janeiro","Saracuruna","Reserva da Petrobrás, Garrão, Sitio Riacho dos Beija-flores, próximo a barragem de Saracuruna. Floresta pluvial Atlântica.","-43.233333","-22.516667","-43.233333","-22.516667",NA,"130",NA,NA,NA,NA,NA,NA
"22","2020-06-29 09:32:00-03","UFRRJ","RBR","26310","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026310",NA,NA,NA,NA,"s.n.","1994","03","21","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 1. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"23","2020-06-29 09:32:00-03","UFRRJ","RBR","26320","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026320",NA,NA,NA,NA,"s.n.","1994","03","21","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 1. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"24","2020-06-29 09:32:00-03","UFRRJ","RBR","26309","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026309",NA,NA,NA,NA,"s.n.","1994","05","14","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 2. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"25","2020-06-29 09:32:00-03","UFRRJ","RBR","26317","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026317",NA,NA,NA,NA,"s.n.","1994","06","11","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"26","2020-06-29 09:32:00-03","UFRRJ","RBR","26321","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026321",NA,NA,NA,NA,"s.n.","1994","06","11","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"27","2020-06-29 09:32:00-03","UFRRJ","RBR","26319","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026319",NA,NA,NA,NA,"s.n.","1994","06","11","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 3. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"28","2020-06-29 09:32:00-03","UFRRJ","RBR","26314","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026314",NA,NA,NA,NA,"s.n.","1994","07","16","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 5. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"29","2020-06-29 09:32:00-03","UFRRJ","RBR","26315","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026315",NA,NA,NA,NA,"s.n.","1994","07","16","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 5. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"30","2020-06-29 09:32:00-03","UFRRJ","RBR","26318","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026318",NA,NA,NA,NA,"s.n.","1994","07","16","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 5. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"31","2020-06-29 09:32:00-03","UFRRJ","RBR","26316","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; R.M.O. Souza, P.A.S. Pontes",NA,"Brasil",NA,NA,"RBR00026316",NA,NA,NA,NA,"s.n.","1994","10","29","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 7. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"32","2020-06-29 09:32:00-03","UFRRJ","RBR","26313","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; P.A.S. Pontes",NA,"Brasil",NA,NA,"RBR00026313",NA,NA,NA,NA,"s.n.","1994","11","05","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrdaa do Ouro, linha 7. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"33","2020-06-29 09:32:00-03","UFRRJ","RBR","8488","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","S.J. Silva-Neto","D.M. Braz",NA,"Brasil",NA,NA,"RBR00008488",NA,"2006","10","09","6","1995","05","24","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"34","2020-06-29 09:32:00-03","UFRRJ","RBR","26312","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","M. Gomes","H.C. Rodrigues; F.A. Baroni",NA,"Brasil",NA,NA,"RBR00026312",NA,"1995","02","13","s.n.","1994","07","02","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Trilha atrás da Sede. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"35","2020-06-29 09:32:00-03","UFRRJ","RBR","26308","S","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"H.C. Rodrigues; P.A.S. Pontes",NA,"Brasil",NA,NA,"RBR00026308",NA,NA,NA,NA,"s.n.","1994","11","05","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Estrada do Ouro, linha 7. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"36","2020-12-21 16:43:44-03","MBM","MBM","404850","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Gomes, M.","Silva, L.","Southern America","Brazil",NA,"Arbusto com 2,5 m de altura, base reta, casca interna verde e branco e externa cinza claro, fina. Flor creme.; Floresta Ombrófila Densa, terço médio da encosta.","MBM404850","MBM404850","2015","08","11","118","2015","08","10","Rio de Janeiro","Duque de Caxias","Conglomerado 329-4-1-2-R","-43.29","-22.499722","-43.29","-22.499722","875","875",NA,NA,NA,NA,NA,NA
"37","2019-11-01 15:33:10-03","PUC-RIO","FCAB","7541","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Mario Gomes","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva",NA,"Brasil",NA,"Arbusto de 2,5 m de altura. Frutos jovens esverdeados. Ocasional.; Mata de encosta.","FCAB007541",NA,"2016","12","05","8377","2016","12","02","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Tinguá, Estrada do Comércio, a 3,4 km após o entroncamento para a Sede da Rebio, três Voltas.","-43.462222","-22.576389","-43.462222","-22.576389","590","590",NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:28:39-03","PUC-RIO","FCAB","2372","PreservedSpecimen","Plantae",NA,"Angiospermae","Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Mario Gomes","P. Capell S.J.",NA,"Brasil",NA,"A partir da sólida árvore de floresta alta.","002372",NA,"1991","04","05","s.n.","1953","02","12","Rio de Janeiro","Santa Bárbara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-11-06 14:21:05-02","MNHN","RECOLNAT_MNHN_P","P00837043","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Glaziou","Glaziou, A.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00837043' target='other'> <mi>dwc_moreinfo</mi></a>","P00837043","P00837043_01",NA,NA,NA,NA,"1869","3","27",NA,NA,"Rio de Janeiro, Chez Lagorbe",NA,NA,NA,NA,NA,NA,NA,NA,"syntype","3037",NA,NA
"40","2015-11-06 14:21:08-02","MNHN","RECOLNAT_MNHN_P","P00837044","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Riedel, L.",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00837044' target='other'> <mi>dwc_moreinfo</mi></a>","P00837044","P00837044_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,"syntype","118",NA,NA
"41","2013-11-22 09:34:00-02","MO","MOBOT","100655302","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","D. Zappi","J.A. Lira Neto|et al.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Lira Neto 651","1997","9","26","Rio de Janeiro",NA,"Saracuruna. Reserva da Petrobras. Trilha do Sangradouro.","-43.2333333","-22.5166667",NA,NA,"60.00000000",NA,NA,NA,NA,NA,"1",NA
"42","2021-01-04 11:30:01-03","UEMA","SLUI","5369","PreservedSpecimen","Plantae","Angiospermae",NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Mull.Org.",NA,"S. J. Silva Neto et al.",NA,"Brasil",NA,NA,"SLUI005369",NA,NA,NA,NA,"1458","2001","09","12","Rio de Janeiro","Nova Iguaçu","Picada da Rela","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"43","2020-07-15 14:43:41-03","UNESP-RC","HRCB","31021","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.",NA,"Bencke, C. S. C.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Núcleo Picinguaba - Parque Estadual da Serra do Mar","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"44","2020-07-15 14:43:41-03","UNESP-RC","HRCB","15998","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Zappi","Assis, M. A. de",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"45","2020-07-15 14:43:41-03","UNESP-RC","HRCB","20736","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Zappi","Assis, M. A. de",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"46","2020-07-15 14:43:41-03","UNESP-RC","HRCB","23390","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Mario Gomes","Assis, M. A. de",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"47","2020-07-15 14:43:41-03","UNESP-RC","HRCB","8382","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Zappi","Ribeiro, J. E. L. S.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"48","2020-07-15 14:43:41-03","UNESP-RC","HRCB","9166","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll. Arg.","Zappi","Ribeiro, J. E. L. S.",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"49","2020-11-18 11:50:09-03","UERJ","HRJ","12229","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","S. J. Silva Neto","L. P. G. Rosa; W. Silva.",NA,"Brasil",NA,NA,"HRJ00012609",NA,NA,NA,NA,"s.n.","2011","07","19","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"730","730","32988","auto",NA,NA,NA,NA
"50","2020-11-18 11:50:09-03","UERJ","HRJ","11220","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"?",NA,"Brasil",NA,NA,"HRJ00011220",NA,NA,NA,NA,"s.n.","2009","07","18","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA
"51","2021-02-09 10:13:52-03","UENF","HUENF","4555","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.",NA,"Emílio",NA,"Brasil",NA,"Fértil","HUENF00004558",NA,NA,NA,NA,NA,"2007","07","11","Rio de Janeiro","Nova Iguaçu","Tinguá Reserva Biológica Tinguá","-43.438056","-22.655","43º26'17''W","22º39'18''S","52","52",NA,NA,NA,NA,NA,NA
"52","2021-02-09 10:13:52-03","UENF","HUENF","5594","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","glaziovii","Psychotria glaziovii","Müll.Arg.","Sebastião da Silva Neto","Neto, S.S.; Moraes, T.M.; Miguel, E.C.",NA,"Brasil",NA,NA,"HUENF00005597",NA,NA,NA,NA,NA,"2008","05","20","Rio de Janeiro","Nova Iguaçu","Reserva Biológica Tinguá","-43.438056","-22.655","43º26'17''W","22º39'18''S","52","52",NA,NA,NA,NA,NA,NA
