"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","relationshipType","sex"
"21","2020-06-29 11:29:54-03","UFRJ","RFA","5851","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Joaquim Falcão","A.P. Duarte","4656","1959","03","24",NA,"Brasil","Rio de Janeiro","Loteamento de Joatinga",NA,NA,NA,"Planta de flores alvas e pequenas","RFA39635",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"1975","04",NA,NA,"08","57442","auto",NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:22-03","UFRJ","RFA","27506","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","R. Simão Bianchini","Flavio Britto Pereira","out-86","2001","04","04",NA,"Brasil","Espírito Santo","Fazenda São Bento","28","28",NA,"Trepadeira, flor branca, comum no local","RFA37565",NA,"Mimoso do Sul","-41.339722","-21.2125",NA,"2010",NA,"41º20'23''W","21º12'45''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:29:54-03","UFRJ","RFA","9585","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.","Joaquim Falcão","P. Occhioni","4506","1971","03",NA,NA,"Brasil","Rio de Janeiro","Matas da Gávea",NA,NA,NA,"Volúvel. Flor branca. Ornamental","RFA39634",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"1975","04",NA,NA,"07","57442","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-24 17:10:36-03","UTFPR","DVPR","939","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Bonamia","burchelli","Bonamia burchelli","(Choisy) Hallier f.","Ferreira, PPA","Pavão, OC; Fadelli, L","s.n.","2000","05","19",NA,"Brasil","Paraná","Fazenda Ingá",NA,NA,NA,"Cipó, frutos imaturos verdes.","DVPR000939","DVPR000939","Alvorada do Sul","-51.2310981750488","-22.7803001403809",NA,"2013","06",NA,NA,NA,"20708","auto",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:37:30-03","EAO","IAN","119062","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Moreira, ALC","Belém, RP; Magalhães, MG","861","1965","04","17","Southern America","Brasil","Bahia","Itapebí, margem do Rio Jequitinhonha.",NA,NA,NA,NA,"IAN119062",NA,NA,NA,NA,NA,"2015","12",NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-26 18:07:40-03","CPAN-UFMS","COR","9189","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","G. Staples","Damasceno Jr., G. A.; Ferreira, V. L.; Teixeira, L. L.; Ercília.","1300","1998","02","19",NA,"Brasil","Mato Grosso do Sul","Estrada da Manga próxima a fazenda Bandalta. Mata com vegetação alta - Bancada Laterítica (lagedo); litólico e rico em ferro; plano levemente inclinado.","150","150",NA,"Com Flor: branca",NA,NA,"Ladário","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:13:13-03","UFBA","ALCB","122986","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Moreira, ALC","Guedes, ML; Alunos de Botânica BIOC05","24327","2016","03","12","Southern America","Brasil","Bahia","Ponto 06, CETEP.","488","488",NA,"Folhas membranáceas, discolores, vilosas. Inflorescência axilar, flores com cálice vináceo, corola alva. Frutos cápsulas.","ALCB010549","ALCB010549","Wagner","-41.160833","-12.288611",NA,"2016","05","-41.160833","-12.288611","07",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:13:13-03","UFBA","ALCB","35461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choist) Hallier f.","Junqueira, MER","Stannard, B; Saar, E; L.; Passos Júnior, LA; Guedes, ML","PCD5295","1997","02","09","Southern America","Brasil","Bahia","Serra Geral, Faz. Baixa Grande, caminho para Pajeú do Vento","820","820",NA,"folhas membranáceas, levemente discolores. Botões esverdeados.",NA,NA,"Caetité","-42.636667","-14.0675",NA,"2008","11","-42.636667","-14.0675","10",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:13:13-03","UFBA","ALCB","35467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choist) Hallier f.","Junqueira, MER","Stannard, B; Atkins, S; Saar, E; Passos Júnior, LA; Harley, RM; Guedes, ML","PCD5146","1997","02","06","Southern America","Brasil","Bahia","Chapada Diamantina, Ao redor da Barragem de Zabumbão","670","670",NA,"folhas levemente concolores, tomentosas. Botões esverdeados, flores com cálice verde, corola alva. Ocasional.; Solo arenoso com afloramentos rochosos.",NA,NA,"Paramirim","-42.210833","-13.435",NA,"2008","11","-42.210833","-13.435","10",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:13:13-03","UFBA","ALCB","47127","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choist) Hallier f.","Junqueira, MER; Vasconcelos, LV","Queiroz, LP de; Harley, RM; Giulietti, AM; Santos, CC dos; Rios, L","5771","2000","02","09","Southern America","Brasil","Bahia","Médio São Francisco, a ca. 10 Km E na estrada para Morrão, entrando a ca. 14 Km N de Bom Jesus da Lapa na estrada para Ibotirama",NA,NA,NA,"volúvel. Folhas papiráçeas. Flores com cálice verde-acinzentados e corola branco.; Área de caatinga com brejo e lagoa temporária.",NA,NA,"Bom Jesus da Lapa","-43.284167","-13.169722",NA,"2008","11","-43.284167","-13.169722","10",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:13:13-03","UFBA","ALCB","69571","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choist) Hallier f.","Guedes, ML","Guedes, ML; Velozo, ES","11712","2005","03","24","Southern America","Brasil","Bahia","Chapada Diamantina, Pastinho",NA,NA,NA,"Folhas membranáceas, discolores, vilosas. Flores alvas. Freqüente.; arbustiva-arbórea",NA,NA,"Abaíra","-41.746389","-13.304167",NA,"2005","11","-41.746389","-13.304167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:13:13-03","UFBA","ALCB","78526","PreservedSpecimen","Plantae","Dicotyledon",NA,"Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choist) Hallier f.","Guedes, ML","Guedes, ML; Valadão, RM; Oliveira, MRA de; Gomes, FS","13438","2007","05","05","Southern America","Brasil","Bahia","Médio São Francisco",NA,NA,NA,"herbácea. Folhas membranáceas, discolores, vilosas. Inflorescência terminal, botões com cálice verde viloso, persistente no fruto.",NA,NA,"Feira da Mata","-44.2","-14.216667",NA,"2007","05","-44.2","-14.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:33:57-03","NBC","NL-BOTANY","L 0004095","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Staples GW","Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","BrasiliaRio Janeiro",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200004095 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0004095","NL-L0004095",NA,NA,NA,"isolectotype","1987","07",NA,NA,"01",NA,NA,"Magnoliopsidae","9243512",NA,NA,NA,NA
"34","2020-02-08 10:33:57-03","NBC","NL-BOTANY","L.2723762","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.",NA,"Bertoni MB",NA,NA,NA,NA,"Southern America","Paraguay",NA,"Provincia Paraguay. Dep. Ibernandarias, Sta Ceresa.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2723762 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2723762","NL-L2723762",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:33:57-03","NBC","NL-BOTANY","U.1216176","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Bonamia","burchellii","Bonamia burchellii","(Choisy) Hallier f.",NA,"Harley RM",NA,"1980","04","28","Southern America","Brazil",NA,"Chapadao Ocidental da Bahia, 10km N. of Correntina on the road to Inhaumas, roadside margin of tall decidious forest.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1216176 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1216176","NL-U1216176",NA,"-44.65","-13.266667",NA,NA,NA,"-44.65","-13.266667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-11-04 10:55:24-03","ESALQ","ESA","57257","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Simão-Bianchini, R.","Junqueira, M.E.R.","179.0","2003","03","10",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"ESA057257","ESA057257","Morro do Chapeu","-41.1561012268066","-11.5500001907349",NA,"2018","04",NA,NA,"11","98143","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:05:14-03","ESALQ","ESA","92913","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Simão-Bianchini, R.","Queiroz, L.P. et al.","7663.0","2007","03","08",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"ESA092913","ESA092913","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:05:14-03","ESALQ","ESA","99217","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Simão-Bianchini, R.","Krieger, L.","10272.0","1971","04","04",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"ESA099217","ESA099217","Rio das Ostras","-41.9449996948242","-22.5268993377686",NA,"2018","04",NA,NA,"11","17620","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:05:14-03","ESALQ","ESA","43110","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Simão-Bianchini, R.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14637.0","1997","03","19",NA,"Brasil","Mato Grosso","8-16 km N de Luciara. Estrada em direção à Fazenda Três Pontas do Araguaia. Savana Parque. Beira de estrada.","140","140",NA,"Escandente; corola alva.","ESA043110","ESA043110","Luciara","-50.6692008972168","-11.2222003936768",NA,"2018","04",NA,NA,"11","148375","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:05:14-03","ESALQ","ESA","27975","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Simão-Bianchini, R.","Souza, V.C. ; Souza, J.P.","11399.0","1996","06","08",NA,"Brasil","São Paulo","Cerca de 2 Km da cidade em direção à Rodovia Marechal Rondon. Estrada para Bento de Abreu. 21º16'25S, 50º43'44W. 410 m.s.m. Mata mesófila semidecídua bastante perturbada.",NA,NA,NA,"Escandente; frutos imaturos verdes.","ESA027975","ESA027975","Rubiácea","-50.7200012207031","-21.2999992370605",NA,"2018","04",NA,"-21,273,611","11","27431","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:55:24-03","ESALQ","ESA","139486","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Bianchini, R.S.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","397.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,NA,NA,"Flores brancas.","ESA139486",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"2017","05","-43,160,600","-22,778,867","25","57442","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:55:24-03","ESALQ","ESA","140956","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Bianchini, R.S.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","397.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,NA,NA,"Flores brancas.","ESA140956",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"2017","05","-43,160,600","-22,778,867","25","57442","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:05:14-03","ESALQ","ESA","61302","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Bonamia","agrostopolis","Bonamia agrostopolis","(Vell.) Hallier f.","Simão-Bianchini, R.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22797.0","1999","05","17",NA,"Brasil","Bahia","Arredores da BR 251. Transição cerrado/caatinga.","830","830",NA,"Escandente; frutos imaturos verdes.","ESA061302","ESA061302","Santa Cruz de Salinas","-414.618","-160.021",NA,"2018","04","-414,618","-160,021","11",NA,NA,NA,NA,NA,NA,NA,NA
