"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","recordNumber","phylum","order","individualCount","continentOcean","preparationType","coordinatePrecision","geoFlag","typeStatus","class","fieldNumber"
"34","2021-03-31 13:36:31-03","MN","R","193178","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Lutz, M.J.B.","1922","04","14","Brasil","Rio de Janeiro","Rio de Janeiro","Gávea.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010005334","R010005334",NA,NA,NA,NA,NA,"1798",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"35","2021-01-14 15:25:46-03","MN","R","212086","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Guarçoni, E.A.E. 293; Luis, J.","2001","08","18","Brasil","Minas Gerais","Miraí","Macuquinho, Fazenda Independência.","-42.614200592041","-21.1952991485596",NA,NA,NA,NA,"R010005341","R010005341","Paula, C.C.","2001","09","12",NA,NA,NA,NA,NA,NA,NA,"18007","auto",NA,NA,NA
"36","2021-01-14 15:25:46-03","MN","R","212373","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Almeida, V.R.; Lobão, A.Q.; Costa, A.F.; Rodrigues, P. & Coser, T.S.","2005","04","22","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"R010005331","R010005331 R010005331_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA
"37","2021-03-31 13:36:31-03","MN","R","193162","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Lutz, M.J.B.","1939","05","18","Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010005335","R010005335 R010005335_1",NA,NA,NA,NA,NA,"1446",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"38","2016-02-02 14:37:51-02","BGBM","B","B 10 0157002","S","Plantae","Bromeliaceae","Billbergia","cylindrostachya","Billbergia cylindrostachya",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"S. Cristovão, Rio Janeiro et Minas.",NA,NA,NA,NA,NA,NA,"B100157002","B100157002 B100157002_1",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157002 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","16427",NA,NA,NA,"Middle and South America",NA,NA,NA,"type",NA,NA
"39","2019-08-27 13:25:16-03","IAP","PACA-AGP","1524","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","C. Orth SJ","1934","10","20","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA001524",NA,"Emrich-Rambo","1954","05","18","VULNERÁVEL Habitat: ad arbores in silva campestri Fenofase: flor",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA
"40","2019-08-27 13:25:16-03","IAP","PACA-AGP","34109","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","C. Orth SJ","1934",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA034109",NA,"Emrich-Rambo","1954","05","18","VULNERÁVEL Habitat: ad arbores in silva campestri Fenofase: flor",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA
"41","2019-08-27 13:25:16-03","IAP","PACA-AGP","107546","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Sehnem, A.","1958","10",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA107546",NA,"B. Rambo",NA,NA,NA,"Habitat: in cultura","7206","Magnoliophyta","Bromeliales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA
"42","2019-08-27 13:25:16-03","IAP","PACA-AGP","25159","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","F. Theissen","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA025159",NA,"Emrich-Rambo","1954","05","18","VULNERÁVEL Habitat: ad arbores in silva campestri Fenofase: flor",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,"10287","auto",NA,"Liliatae",NA
"43","2019-08-27 13:25:16-03","IAP","PACA-AGP","62839","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Camargo, O. R.","1957","12","10","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA062839",NA,"Emrich-Rambo","1957","12","10","VULNERÁVEL&nf;SEM MATERIAL Habitat: in silva Fenofase: flor","3041","Magnoliophyta","Bromeliales",NA,NA,NA,"21657","auto",NA,"Liliatae",NA
"44","2019-08-27 13:25:16-03","IAP","PACA-AGP","114250","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","Sehnem, A.","1960","01","14","Brasil","SC","Florianópolis","Lagoa Peri.","-48.5491981506348","-27.596700668335",NA,NA,"3","3","PACA114250",NA,"Büneker, H.M.","2018","06","08","brácteas róseas Habitat: in arbore Hábito: epiphytum","7620","Magnoliophyta","Bromeliales",NA,NA,NA,"27000","auto",NA,"Liliatae",NA
"45","2020-12-20 21:16:23-03","UFV","VIC","016528","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","Palhais, C.B.; de Paula, C.C.","1996","10","12","Brasil","Minas Gerais","Ponte Nova","Vale do Rio piranga, Estrada entre porto Firme e guaraciaba.","-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC016528","VIC016528",NA,NA,NA,NA,"Epífita, esciófila, brácteas róseas.","39",NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA
"46","2020-12-20 21:16:23-03","UFV","VIC","026182","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","de Paula, C.C.","2001","11","10","Brasil","Rio de Janeiro","Armação de Búzios","Reserva Tauá","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,"VIC026182","VIC026182",NA,NA,NA,NA,"Epífita, brácteas escapais superiores roxas.","s.n.",NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA
"47","2020-12-20 21:16:23-03","UFV","VIC","015145","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","de Paula, C.C.","1995","05","20","Brasil","Rio de Janeiro","Cordeiro","Mato do posto","-42.3608016967773","-22.028600692749",NA,NA,NA,NA,"VIC015145","VIC015145",NA,NA,NA,NA,"Epífita, ocorres em árvores de grande porte.","1041",NA,NA,NA,NA,NA,"13893","auto",NA,NA,NA
"48","2020-12-20 21:16:23-03","UFV","VIC","016504","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","de Paula, C.C.","1996","08","04","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,NA,NA,"VIC016504","VIC016504",NA,NA,NA,NA,"Epífita, brácteas primárias vermelhas brilhantes, pétalas azuis.","1154",NA,NA,NA,NA,NA,"16921","auto",NA,NA,NA
"49","2020-12-20 21:16:23-03","UFV","VIC","026434","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","de Paula, C.C.; et al.","2002","05","15","Brasil","Rio de Janeiro","Armação de Búzios","Ilha Feia","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,"VIC026434","VIC026434",NA,NA,NA,NA,"Epífita de folhas verdes de face adaxial de bainha vinho, bráctea escapais paleáceas, presença de lanugem branca domeio ao topo de inflorescência, escapo verde.","s.n.",NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA
"50","2020-12-20 21:16:23-03","UFV","VIC","026733","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","de Paula, C.C.; Silva, R.R. da","2002","07",NA,"Brasil","Rio de Janeiro","Armação de Búzios","Reserva Tauá","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,"VIC026733","VIC026733",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA
"51","2020-12-20 21:16:23-03","UFV","VIC","27174","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","Paula, C.C. de; Silva, R.R. de","2002","07",NA,"Brasil","Rio de Janeiro","Armação de Búzios","Tauá","-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,"VIC027174","VIC027174","Coser, T.S.","2007","11","23",NA,"s.n.",NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA
"52","2020-12-20 21:16:23-03","UFV","VIC","026405","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herbert) Lindley","de Paula, C.C.; Silva, R.R. da","2002","05","18","Brasil","Rio de Janeiro","Cabo Frio","Distrito de Tamoios, Bairro Bosque da Gargoa, manguezal as margens do rio São João.","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,"VIC026405","VIC026405",NA,NA,NA,NA,"Epífita,associada com arácea e orquidea.","s.n.",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA
"53","2019-11-21 14:32:46-03","UFJF","CESJ","63969","PreservedSpecimen","Plantae","Bromeliaceae","Billbergia","zebrina","Billbergia zebrina","(Herb.) Lindl.","S.G. Furtado; L. Menini Neto","2012","08","10","Brasil","Minas Gerais","Juiz de Fora","Campus da Universidade Federal de Juiz de Fora, Em árvore próxima ao lago.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ063969",NA,"L. Menini Neto; S.G. Furtado","2013","08",NA,"Epífita, Lâminas verde escuras transversalmente de prata, bainha creme com base lilacíneas, brácteas róseas, escapo, raque e ovário cobertos por tricomas alvos, pétalas verdes, filetes alvos com base esverdeada e anteras azuladas.","84","Angiosperma",NA,NA,"América do Sul",NA,"36144","auto",NA,NA,NA
