"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00943140","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"A. A. Arantes","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943140","Magnoliophyta","Ericales","(Cham.) G.Don",NA,"30","1993","08","13","Minas Gerais","Uberlândia","Reserva Ecológica do Clube Caça e Pesca Itororó.","-48.2769","-18.9186","NY00943140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00943037","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"J. A. Ratter","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943037","Magnoliophyta","Ericales","(Cham.) G.Don",NA,"R4282","1978","11","06","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km SSW of Brasília TV tower.","-47.9294","-15.7797","NY00943037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00943141","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"A. A. A. Barbosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943141","Magnoliophyta","Ericales","(Cham.) G.Don",NA,"2243","1999","08","13","Minas Gerais","Uberlândia","Fundo esquerdo da vereda 1 da Reserva do CCPIU","-48.2769","-18.9186","NY00943141_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00943142","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"G. M. Araújo","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943142","Magnoliophyta","Ericales","(Cham.) G.Don",NA,"1818","1998","09","04","Minas Gerais","Uberlândia","Reserva do Clube Caça e Perca Itororó.","-48.2769","-18.9186","NY00943142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","390793","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"G. G. Hatschbach","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390793","Magnoliophyta","Ericales","(Cham.) G.Don","W. S. Judd","15005","1966","10","16","Paraná","Palmas","Sta. Barbara","-51.9906","-26.4844","NY00390793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00943039","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943039","Magnoliophyta","Ericales","(Cham.) G.Don","W. S. Judd","2667","1833","11",NA,NA,NA,"Mugy.",NA,NA,"NY00943039_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","390789","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"H. S. Irwin","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390789","Magnoliophyta","Ericales","(Cham.) G.Don","W. S. Judd","8433","1965","09","18","Distrito Federal","Brasília","Rio Torto, immediately N. of Brasilia","-47.9294","-15.7797","NY00390789_01","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00943138","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"A. Barbosa","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1064333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943138","Magnoliophyta","Ericales","(Cham.) G.Don",NA,"s.n.",NA,NA,NA,"Minas Gerais","Uberlândia","Clube Caça e Pesca Itororó.","-48.2769","-18.9186","NY00943138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00943034","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"R. Romero","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943034","Magnoliophyta","Ericales","(Cham.) G.Don","L. S. Kinoshita-Gouvêa","1281","1994","10","16","Minas Gerais","São Roque de Minas","Nascento do rio São Francisco, PARNA Serra da Canastra.","-46.3656","-20.2456","NY00943034_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00943033","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"J. N. Nakajima","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943033","Magnoliophyta","Ericales","(Cham.) G.Don","A. A. Arantes","2867","1997","10","15","Minas Gerais","São Roque de Minas","Córrego do Quilombo, três matinhas, Parque Nacional da Serra da Canastra.","-46.3656","-20.2456","NY00943033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00943040","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"L. Riedel","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1063247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943040","Magnoliophyta","Ericales","(Cham.) G.Don","W. S. Judd","886","1824","11",NA,"Minas Gerais",NA,"In sasosis Serra da Lapa.",NA,NA,"NY00943040_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1016184","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"A. Custodio Filho","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016184","Magnoliophyta","Ericales","(Cham.) G.Don",NA,"1824","1983","09","14","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia.","-46.0299987792969","-23.5699996948242","NY01016184_01","890","950","19656","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","390791","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=42032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00390791","Magnoliophyta","Ericales","(Cham.) G.Don","W. S. Judd","13708","1964","12","06","Santa Catarina","Campo Erê","6km west of Campo Eré","-53.1","-26.37","NY00390791_01","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:19:36-03","UFRJ","RFA","8736","PreservedSpecimen","Plantae","Ericaceae","Leucothoe","serrulata","Leucothoe serrulata",NA,"G.G. Hatschbach",NA,"Brasil",NA,NA,"Subarbusto do bréjo, flor creme esverdeada.","RFA27696",NA,NA,"(Cham.) DC.","H. Sleumer","15005","1968","10","19","Paraná","Palmas","Santa Barbara","-51.9906005859375","-26.4841995239258",NA,NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-13 09:19:36-03","UFRJ","RFA","10985","PreservedSpecimen","Plantae","Ericaceae","Leucothoe","serrulata","Leucothoe serrulata",NA,"G.G. Hatschbach",NA,"Brasil",NA,NA,"Arbusto de 1m., flor crême, do bréjo. Habitat: Bréjo","RFA10875",NA,NA,"(Cham.) DC.","G.G. Hatschbach","24777","1970","09","26","Paraná","São Jerônimo da Serra","Rio Jeronimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:37:54-03","EAO","IAN","135103","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Irwin, HS; Souza, R","Southern America","Brasil",NA,NA,"Shrub ca. 1m tall, the meristematic region red.Corolla cream. Fruit green.","IAN135103","Dicotiledônea",NA,"(Cham.) Don","Nascimento, EAP","8151","1965","09","10","Distrito Federal",NA,"Gallery forest and adjacent grassy marsh, córrego Samambaia, near Taguatinga.",NA,NA,NA,"1100","1100",NA,NA,"2018","03","28",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:37:54-03","EAO","IAN","135110","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Irwin, HS; Souza, R","Southern America","Brasil",NA,NA,"Shrub to 1m tall, with erect branches. Calyx yellow, corolla cream.","IAN135110","Dicotiledônea",NA,"(Cham.) Don","Nascimento, EAP","8433","1965","09","18","Distrito Federal",NA,"Gallery forest and adjacent marsh campo. Rio Torto, immediately N of Brasília.",NA,NA,NA,"975","975",NA,NA,"2019","03","28",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:13:41-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Poliquesi, CB; Cordeiro, J","Southern America","Brasil",NA,NA,"1,45 cm. Flor alva.",NA,"Dicotyledon",NA,"(Cham.) D. Don","Silva, RR","205","1994","11","09","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,"1300","1300","41937","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L 0006617","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha","isotype","Lund PW","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006617 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006617",NA,"Ericales","(Cham.) G.Don","Sleumer HO",NA,"1834","06","01","São Paulo",NA,"Brasil: Sao Paulo, in paludosis pr.oppid. Batataes.",NA,NA,"NL-L0006617",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","957349119",NA,NA,NA,NA,NA
"30","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L 0006618","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha","type","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006618",NA,"Ericales","(Cham.) G.Don","Sleumer HO",NA,NA,NA,NA,NA,NA,"Brasilia aequinoctialis.",NA,NA,"NL-L0006618",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","95871156",NA,NA,NA,NA,NA
"31","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L 0006619","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha","isotype","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006619",NA,"Ericales","(Cham.) G.Don","Sleumer HO",NA,NA,NA,NA,NA,NA,"Brasilia aequinoctialis.",NA,NA,"NL-L0006619",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","95871149",NA,NA,NA,NA,NA
"32","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602895","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Kummrow R","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602895",NA,"Ericales","(Cham.) G.Don",NA,NA,"1974","10","23",NA,NA,"Tatuquara (mun. Curitiba) Paraná.",NA,NA,"NL-L2602895",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602896","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Reitz R; Klein RM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602896",NA,"Ericales","(Cham.) G.Don",NA,NA,"1962","10","26",NA,NA,"Santa Catarina - Brasil, Fazenda Frei Rogério, Pôrto União.",NA,NA,"NL-L2602896",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602897","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Pereira E; Pabst GFJ","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602897 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602897",NA,"Ericales","(Cham.) G.Don",NA,NA,"1961","10","21",NA,NA,"Santa Catarina, Planalto Catarinense.",NA,NA,"NL-L2602897",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602898","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Dombrowski LT","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602898",NA,"Ericales","(Cham.) G.Don",NA,NA,"1970","11","18",NA,NA,"Colonia Orleãs-Curitiba-Paraná.",NA,NA,"NL-L2602898",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602899","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602899",NA,"Ericales","(Cham.) G.Don",NA,NA,"1969","10","26",NA,NA,"Clevelândia-Paraná.",NA,NA,"NL-L2602899",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602900","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602900",NA,"Ericales","(Cham.) G.Don",NA,NA,"1967","11","07",NA,NA,"S. Joâo do Triunfo-Paraná.",NA,NA,"NL-L2602900",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602901","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Joensson","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602901",NA,"Ericales","(Cham.) G.Don",NA,NA,"1914","10","14",NA,NA,"Brasil: Paraná, Pinhaes, in campo.",NA,NA,"NL-L2602901",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602902","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602902",NA,"Ericales","(Cham.) G.Don",NA,NA,"1973","11","01",NA,NA,"Rio Palmital (mun. Colombo) Paraná.",NA,NA,"NL-L2602902",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602903","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Smith LB; Reitz R","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602903 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602903",NA,"Ericales","(Cham.) G.Don",NA,NA,"1957","01","23",NA,NA,"Santa Catarina, Mun. Bom Retiro: Bog by Fazenda Santo Antônio, Campo dos Padres.",NA,NA,"NL-L2602903",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602904","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Smith LB; Reitz R; Caldato L","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602904 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602904",NA,"Ericales","(Cham.) G.Don",NA,NA,"1956","12","26",NA,NA,"Santa Catarina, Mun. Chapecó: bog, Fazenda Campo São Vicente, 24 km west of Campo Eré.",NA,NA,"NL-L2602904",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602905","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Reitz R; Klein RM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602905",NA,"Ericales","(Cham.) G.Don",NA,NA,"1957","10","24",NA,NA,"Santa Catarina, Campo, Serra da Boa Vista, S. José.",NA,NA,"NL-L2602905",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:00:47-03","NBC","NL-BOTANY","L.2602906","PreservedSpecimen","Plantae","Ericaceae","Agarista","chlorantha","Agarista chlorantha",NA,"Hatschbach GG","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2602906 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2602906",NA,"Ericales","(Cham.) G.Don",NA,NA,"1973","10","30",NA,NA,"Rio Atuba (mun. Curitiba) Paraná.",NA,NA,"NL-L2602906",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
