"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"1262","2020-08-31 09:04:28-03","INPA","INPA","172484","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Macêdo, M","3078","1992","02","26","Southern America","Brasil",NA,NA,NA,"INPA0172484","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Mato Grosso","Guarantã do Norte","Guarantã do Norte, Margem esquerda do rio Braço Norte.","-54.907975","-9.809639","INPA0172484 INPA0172484_e",NA,NA,NA,NA,NA,NA,"-54.907975","-9.809639",NA,NA,NA,NA,NA,NA,NA
"1263","2020-08-31 09:04:28-03","INPA","INPA","17961","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Prance, GT","2419","1966","09","19","Southern America","Brasil",NA,NA,NA,"INPA0017961","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas","Boca do Acre","Boca do Acre, Swamp around Lago do Cobra, Rio Purus north bank opposite Boca do Acre.","-67.3978","-8.7522","INPA0017961 INPA0017961_e INPA0017961_e1 INPA0017961_e2",NA,NA,NA,NA,NA,NA,"-67.3978","-8.7522",NA,NA,NA,NA,NA,NA,NA
"1264","2020-08-31 09:04:28-03","INPA","INPA","180571","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Nee, MH","34400","1987","03","15","Southern America","Brasil",NA,NA,NA,"INPA0180571","Dicotyledon Com-Clade","Malpighiales","L.","Webster, GL","Rondônia","Ariquemes","9.5 Km. SE of Ariquemes on hwy. BR-364, then 3.6 km. E on  Linea 55.","-62.983333","-10","INPA0180571 INPA0180571_e",NA,NA,NA,NA,NA,NA,"-62.983333","-10","1988",NA,NA,NA,NA,NA,NA
"1265","2020-08-31 09:04:28-03","INPA","INPA","183984","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Acevedo-Rodríguez, P","3262","1990","02","17","Southern America","Guianas",NA,NA,NA,"INPA0183984","Dicotyledon Com-Clade","Malpighiales","L.","Gillespie, LJ",NA,NA,"Region: U. Takutu-U. Essequibo. Rupununi area, Karanambo","-59.583333","-3.883333","INPA0183984 INPA0183984_e",NA,NA,NA,NA,NA,NA,"-59.583333","-3.883333","1991",NA,NA,NA,NA,NA,NA
"1266","2020-08-31 09:04:28-03","INPA","INPA","18487","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Prance, GT","2963","1966","10","29","Southern America","Brasil",NA,NA,NA,"INPA0018487","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Acre","Cruzeiro do Sul","Rio Moa, Igarapé Preto near confluence with Rio Moa.","-72.67","-7.63111","INPA0018487 INPA0018487_e",NA,NA,NA,NA,NA,NA,"-72.67","-7.63111",NA,NA,NA,NA,NA,NA,NA
"1267","2020-08-31 09:04:28-03","INPA","INPA","201694","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Hoffman, B","1228","1992","03","08",NA,"Guiana Francesa",NA,NA,NA,"INPA0201694","Dicotyledon Com-Clade","Malpighiales","L.","Gillespie, LJ",NA,NA,"Region: U. Takutu-U. Essequibo. S Pakaraima Mts, 2 km SE of Karasbai village on Yurora River, west bank.","-59.516667","4.016667","INPA0201694 INPA0201694_e","135","135",NA,NA,NA,NA,"-59.516667","4.016667","1993",NA,NA,NA,NA,NA,NA
"1268","2020-08-31 09:04:28-03","INPA","INPA","201726","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Hoffman, B","1118","1992","03","01",NA,"Guiana Francesa",NA,NA,NA,"INPA0201726","Dicotyledon Com-Clade","Malpighiales","L.","Gillespie, LJ",NA,NA,"Region: U. Takutu-U. Essequibo. S. Pakaraima Mts, Tipuru R, 1-2 km upstream from Tipuru village.","-59.55","4.216667","INPA0201726 INPA0201726_e","330","330",NA,NA,NA,NA,"-59.55","4.216667","1993",NA,NA,NA,NA,NA,NA
"1269","2020-08-31 09:04:28-03","INPA","INPA","206226","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Barrier, S","3620","1982","06","29","Southern America","Dominica",NA,NA,NA,"INPA0206226","Dicotyledon Com-Clade","Malpighiales","L.",NA,NA,NA,"Point Ronde.",NA,NA,"INPA0206226 INPA0206226_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","2020-08-31 09:04:28-03","INPA","INPA","208600","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Graham, J","379","1997","11","24","Southern America","Peru",NA,NA,NA,"INPA0208600","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Ucayali","Coronel Portillo","Yarinacocha, A orilla del Lago Yarinacocha. Al borde de la laguna, tereno inundable.","-74.566667","-8.35","INPA0208600 INPA0208600_e","150","150",NA,NA,NA,NA,"-74.566667","-8.35",NA,NA,NA,NA,NA,NA,NA
"1271","2020-08-31 09:04:28-03","INPA","INPA","216571","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Vidal, JO","31","2005","01","10","Southern America","Brasil",NA,NA,NA,"INPA0216571","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Amazonas","Benjamin Constant","Comunidade Ribeirinha Nova Aliança, Rio Solimões, comunidade Ribeirinha Nova Aliança. Floresta de terra firme; solos da formação Solimões.","-70.033333","-4.383333","INPA0216571 INPA0216571_e",NA,NA,NA,NA,NA,NA,"-70.033333","-4.383333","2005",NA,NA,NA,NA,NA,NA
"1272","2020-08-31 09:04:28-03","INPA","INPA","219502","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Assunção, PACL","1612","2006","03","18","Southern America","Brasil",NA,NA,NA,"INPA0219502","Dicotyledon Com-Clade","Malpighiales","L.","Ferreira, AM","Amazonas","Jutaí","Rio Jutaí atrás da Comunidade Pirarucu. Terra firme.","-69","-5","INPA0219502 INPA0219502_e","150","150",NA,NA,NA,NA,"-69","-5","2006","05","06",NA,NA,NA,NA
"1273","2020-08-31 09:04:28-03","INPA","INPA","221946","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Guedes, R","2293","1993","02","04","Southern America","Brasil",NA,NA,NA,"INPA0221946","Dicotyledon Com-Clade","Malpighiales","L.",NA,NA,NA,NA,NA,NA,"INPA0221946 INPA0221946_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1274","2020-08-31 09:04:28-03","INPA","INPA","221946","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Guedes, R","2293","1993","02","04","Southern America","Brasil",NA,NA,NA,"INPA0221946","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas. Trilha do Morro do Calcário, ponto 900.",NA,NA,"INPA0221946 INPA0221946_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1275","2020-08-31 09:04:28-03","INPA","INPA","225000","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Francisco, EM","159","2008","10","08","Southern America","Brasil",NA,NA,NA,"INPA0225000","Dicotyledon Com-Clade","Malpighiales","L.","Assumpção, MZ","Paraná","Sertanópolis","Fazenda Ferraz, borda da mata.","-51.15","-23.15","INPA0225000 INPA0225000_e",NA,NA,NA,NA,NA,NA,"-51.15","-23.15","2008","12","03",NA,NA,NA,NA
"1276","2021-01-10 20:46:06-03","INPA","INPA","198007","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pipoly III, JJ","6897","1984","03","25","Southern America","Brasil",NA,NA,NA,"INPA0198007","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Amazonas",NA,"Pico Rondon; 0-3 Km of Km 211 of Perimetral N Hwy; S facing slope.","-62.8","1.533333","INPA0198007 INPA0198007_e INPA0198007_e1",NA,NA,NA,NA,NA,NA,"-62.8","1.533333",NA,NA,NA,NA,NA,NA,NA
"1277","2020-08-31 09:04:28-03","INPA","INPA","24140","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Prance, GT","7341","1968","09","17","Southern America","Brasil",NA,NA,NA,"INPA0024140","Dicotyledon Com-Clade","Malpighiales","L.","Secco, RS","Acre","Tarauacá","BR 364, Road Tarauacá to Feijó, Km 18. Forest on terra firme.","-70.6","-8.18","INPA0024140 INPA0024140_e INPA0024140_e1",NA,NA,NA,NA,NA,NA,"-70.6","-8.18","1992",NA,NA,NA,NA,NA,NA
"1278","2021-01-10 20:46:06-03","INPA","INPA","247201","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pereira, MPN","155","2010","01","12","Southern America","Brasil",NA,NA,NA,"INPA0247201","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Rondônia","Porto Velho","Parcela 34. Ilha. Setor 02, Parcela 34. Ilha. Setor 02. Área alagada. Solo argiloso.","-64.536728","-9.141822",NA,NA,NA,NA,NA,NA,NA,"-64.536728","-9.141822","2014","07",NA,NA,NA,NA,NA
"1279","2021-01-10 20:46:06-03","INPA","INPA","247203","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pereira, MPN","157","2010","01","13","Southern America","Brasil",NA,NA,NA,"INPA0247203","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Rondônia","Porto Velho","Parcela 37. Margem Direita, Parcela 37. Margem Direita. Setor 02. Solo argiloso.","-64.536728","-9.141822",NA,NA,NA,NA,NA,NA,NA,"-64.536728","-9.141822","2014","07",NA,NA,NA,NA,NA
"1280","2021-01-10 20:46:06-03","INPA","INPA","247247","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Reis, NFC","1","2009","12","09","Southern America","Brasil",NA,NA,NA,"INPA0247247","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Rondônia","Porto Velho","Parcela 13. Margem Direita, Parcela 13. Margem direita. Setor 02. Solo argilo-arenoso fora da parcela.","-64.09","-8.989444",NA,NA,NA,NA,NA,NA,NA,"-64.09","-8.989444","2014","07",NA,NA,NA,NA,NA
"1281","2020-08-31 09:04:28-03","INPA","INPA","251151","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pereira-Silva, G da","16243","2012","04","27","Southern America","Brasil",NA,NA,NA,"INPA0251151","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Rondônia","Porto Velho","Margem Esquerda do Rio Madeira.(Área de desmatamento da FOX)","-64.849444","-9.383333","INPA0251151 INPA0251151_e INPA0251151_nd","90","90",NA,NA,NA,NA,"-64.849444","-9.383333","2013","10",NA,NA,NA,NA,NA
"1282","2020-08-31 09:04:28-03","INPA","INPA","253703","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pereira-Silva, G da","16528","2012","12","14","Southern America","Brasil",NA,NA,NA,"INPA0253703","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Rondônia","Porto Velho","UHE Jirau, Modulo Caiçara, Transecto 1, parcela 1, margem esquerda do rio Madeira..","-64.833889","-9.437778","INPA0253703 INPA0253703_e","90","90",NA,NA,NA,NA,"-64.833889","-9.437778",NA,NA,NA,NA,NA,NA,NA
"1283","2020-08-31 09:04:28-03","INPA","INPA","258381","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Assunção, PACL","1538","2006","03","12","Southern America","Brasil",NA,NA,NA,"INPA0258381","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Amazonas","Jutaí","Várzea, Rio Curuena, tributário do Rio Jutai. Bastante comum na varzea do Rio Jutai.","-69.316667","-5.216667",NA,"150","150",NA,NA,NA,NA,"-69.316667","-5.216667","2014","05","26",NA,NA,NA,NA
"1284","2020-08-31 09:04:28-03","INPA","INPA","258395","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Assunção, PACL","1600","2006","03","17","Southern America","Brasil",NA,NA,NA,"INPA0258395","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas","Jutaí","Terra firme, comunidade Pirarucu.","-69.183333","-5.633333",NA,"150","150",NA,NA,NA,NA,"-69.183333","-5.633333",NA,NA,NA,NA,NA,NA,NA
"1285","2020-08-31 09:04:28-03","INPA","INPA","29406","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Prance, GT","11005","1971","03","15","Southern America","Brasil",NA,NA,NA,"INPA0029406","Dicotyledon Com-Clade","Malpighiales","L.","Punt, W","Roraima",NA,"Mucajaí airstrip, Vicinity of Mucajaí airstrip. Forest on rocky hill slopes.","-60.919436","2.443722","INPA0029406 INPA0029406_e INPA0029406_nd",NA,NA,NA,NA,NA,NA,"-60.919436","2.443722","2002","01",NA,NA,NA,NA,NA
"1286","2020-08-31 09:04:28-03","INPA","INPA","33151","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Prance, GT","14935","1971","09","26","Southern America","Brasil",NA,NA,NA,"INPA0033151","Dicotyledon Com-Clade","Malpighiales","L.","Esser, HJ","Amazonas",NA,"Rio Cuieras just below mouth of Rio Brancinho, Rio Cuieras just below mouth of Rio Brancinho. Black water flooded river margin.","-60.5089","-2.8275","INPA0033151 INPA0033151_e INPA0033151_e1 INPA0033151_nd",NA,NA,NA,NA,NA,NA,"-60.5089","-2.8275",NA,NA,NA,NA,NA,NA,NA
"1287","2020-08-31 09:04:28-03","INPA","INPA","230977","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Daly, DC","7799","1993","04","06","Southern America","Brasil",NA,NA,NA,"INPA0230977","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Acre","Marechal Traumaturgo","Reserva Extrativista do Alto Juruá, Reserva Extrativista do Alto Juruá, Rio Juruá, right bank. Caipora, above mouth of Igarapé Caipora, opposite Fazenda Nat","-72.716667","-9.2","INPA0230977 INPA0230977_e",NA,NA,NA,NA,NA,NA,"-72.716667","-9.2",NA,NA,NA,NA,NA,NA,NA
"1288","2020-08-31 09:04:28-03","INPA","INPA","37545","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Loureiro, AA","INPA37545","1973","03","19","Southern America","Brasil",NA,NA,NA,"INPA0037545","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas",NA,"Autaz-Mirim, igarapé do Arumã, Autaz-Mirim, igarapé do Arumã. Capoeira de terra firme, solo argiloso.",NA,NA,"INPA0037545 INPA0037545_e INPA0037545_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","2020-08-31 09:04:28-03","INPA","INPA","39290","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Albuquerque, BWP de","949","1973","06","29","Southern America","Brasil",NA,NA,NA,"INPA0039290","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas",NA,"Lago do Castanho-Mirim, igarapé Panelão, Lago do Castanho-Mirim, igarapé Panelão. Acima do nível da água do igapó.","-60.441319","-3.81438","INPA0039290 INPA0039290_e INPA0039290_e1",NA,NA,NA,NA,NA,NA,"-60.441319","-3.81438",NA,NA,NA,NA,NA,NA,NA
"1290","2020-08-31 09:04:28-03","INPA","INPA","54230","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Coêlho, DF","692","1975","11","27","Southern America","Brasil",NA,NA,NA,"INPA0054230","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas","Anori","Anorí, Estrada Anori-Anamã.","-61.65","-3.75","INPA0054230 INPA0054230_e INPA0054230_e1",NA,NA,NA,NA,NA,NA,"-61.65","-3.75",NA,NA,NA,NA,NA,NA,NA
"1291","2020-08-31 09:04:28-03","INPA","INPA","81009","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Coêlho, DF","INPA81009","1978","12",NA,"Southern America","Brasil",NA,NA,NA,"INPA0081009","Dicotyledon Com-Clade","Malpighiales","L.","Huft, MJ","Amazonas",NA,"Em frente a boca do rio Ariaú, Rio Negro, em frente a Boca do Rio Ariaú.","-60.383333","-3.116667","INPA0081009 INPA0081009_e INPA0081009_e1",NA,NA,NA,NA,NA,NA,"-60.383333","-3.116667","1983",NA,NA,NA,NA,NA,NA
"1292","2020-08-31 09:04:28-03","INPA","INPA","84030","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Silva, MG da","3565","1978","05","15","Southern America","Brasil",NA,NA,NA,"INPA0084030","Dicotyledon Com-Clade","Malpighiales","L.","Secco, RS","Pará","Tucuruí","Rio Tocantins, Vila do Repartimento, Rio Tocantins, Vila do Repartimento. Capoeira de terra firme, solo pedregoso.","-49.6725","-3.76611","INPA0084030 INPA0084030_e INPA0084030_e1",NA,NA,NA,NA,NA,NA,"-49.6725","-3.76611","1992",NA,NA,NA,NA,NA,NA
"1293","2020-08-31 09:04:28-03","INPA","INPA","91639","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Prance, GT","24673","1977","03","05","Southern America","Peru",NA,NA,NA,"INPA0091639","Dicotyledon Com-Clade","Malpighiales","L.","Kallunki, JA","Loreto",NA,"San Tomoz, rio Marañon, below Peruate, Rio Marañon. San Tomoz, below Peruate",NA,NA,"INPA0091639 INPA0091639_e INPA0091639_e1",NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"1294","2020-08-31 09:04:28-03","INPA","INPA","95638","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Anderson, WR","11941","1978","01","31","Southern America","Bolivia",NA,NA,NA,"INPA0095638","Dicotyledon Com-Clade","Malpighiales","L.","Secco, RS","Beni","Guyaramerin","Guayaramerín, 7-9 Km NW of Guayaramerim on road to Cachuela Esperanza. Second-growth forest.",NA,NA,"INPA0095638 INPA0095638_e INPA0095638_e1",NA,NA,NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,NA,NA,NA
"1295","2020-08-31 09:04:28-03","INPA","INPA","97235","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Marcano-Berti, L","610","1965","01","18","Southern America","Venezuela",NA,NA,NA,"INPA0097235","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Bolívar",NA,"Campamento Río Grande. Terretorio Federal Delta Amacuro, Este-Noroeste de El Palmar, cerca de los límites.",NA,NA,"INPA0097235 INPA0097235_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1296","2020-08-31 09:04:28-03","INPA","INPA","97947","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Ferreira, CAC","2747","1980","10","04","Southern America","Brasil",NA,NA,NA,"INPA0097947","Dicotyledon Com-Clade","Malpighiales","L.","Secco, RS","Acre","Sena Madureira","Rio Iaco, Rio Iaco, margem direita.","-69.533531","-10.295101","INPA0097947 INPA0097947_e INPA0097947_e1 INPA0097947_e2",NA,NA,NA,NA,NA,NA,"-69.533531","-10.295101","1992",NA,NA,NA,NA,NA,NA
"1297","2021-01-10 20:46:06-03","INPA","INPA","9893","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Rodrigues, WA","2544a","1961","09","28","Southern America","Brasil",NA,NA,NA,"INPA0009893","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas","Manaus","Ilha do Marapatá, Furo do Paracuúba, margem direita do Rio Negro. Igapó.","-59.966667","-3.15","INPA0009893 INPA0009893_e",NA,NA,NA,NA,NA,NA,"-59.966667","-3.15",NA,NA,NA,NA,NA,NA,NA
"1298","2020-08-31 09:04:28-03","INPA","INPA","96122","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Anderson, WR","11909","1978","01","28","Southern America","Bolivia",NA,NA,NA,"INPA0096122","Dicotyledon Com-Clade","Malpighiales","L.","Secco, RS","Beni",NA,"Río Yata., Banks and forest along the Río Yata, ca. 40 Km SW of Guayaramerin.","-65.666667","-11.366667","INPA0096122 INPA0096122_e INPA0096122_e1",NA,NA,NA,NA,NA,NA,"-65.666667","-11.366667","1992",NA,NA,NA,NA,NA,NA
"1299","2020-08-31 09:04:28-03","INPA","INPA","88804","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Vieira, MGG","479","1979","10","16","Southern America","Brasil",NA,NA,NA,"INPA0088804","Dicotyledon Com-Clade","Malpighiales","L.","Zanoni, T","Rondônia","Ariquemes","Mineração Campo Novo, Mineração Campo Novo BR 421 a 2 Km a Oeste da Mineração Campo Novo a 120 Km de Ariquemes WSW, mata secundária, solo argiloso.","-63.616667","-10.584722","INPA0088804 INPA0088804_e INPA0088804_e1",NA,NA,NA,NA,NA,NA,"-63.616667","-10.584722","1994",NA,NA,NA,NA,NA,NA
"1300","2020-08-31 09:04:28-03","INPA","INPA","37270","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Monteiro, OP","72-206","1972","10","08","Southern America","Brasil",NA,NA,NA,"INPA0037270","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas",NA,"Lago de Manacapuru, ou Lago do Pirananha, Rio Solimões, Lago de Manacapuru, (água preta). Na margem do igapó.","-60.62","-3.29","INPA0037270 INPA0037270_e INPA0037270_e1",NA,NA,NA,NA,NA,NA,"-60.62","-3.29",NA,NA,NA,NA,NA,NA,NA
"1301","2020-08-31 09:04:28-03","INPA","INPA","200822","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Silva, JM da","5867","1999","01","15","Southern America","Brasil",NA,NA,NA,"INPA0200822","Dicotyledon Com-Clade","Malpighiales","L.","Hatschbach, GG","São Paulo","Barra do Turvo","Robeirão do Meio.","-48.5046997070312","-24.7563991546631","INPA0200822 INPA0200822_e",NA,NA,NA,"38172","auto",NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"1302","2020-08-31 09:04:28-03","INPA","INPA","100957","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Rizzo, JA","3193","1968","12","30","Southern America","Brasil",NA,NA,NA,"INPA0100957","Dicotyledon Com-Clade","Malpighiales","L.","Cordeiro, I dos R.","Goiás","Goiânia","Estação 16.","-49.2538986206055","-16.6786003112793","INPA0100957 INPA0100957_e",NA,NA,NA,"25250","auto",NA,NA,NA,"2005","09",NA,NA,NA,NA,NA
"1303","2020-08-31 09:04:28-03","INPA","INPA","231235A","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Silveira, M","416","1993","04","02","Southern America","Brasil",NA,NA,NA,"INPA231235A","Dicotyledon Com-Clade","Malpighiales","L.","Kallunki, JA","Acre","Marechal Traumaturgo","Reserva Extrativista do Alto Juruá, Bacia do Rio Juruá, margem direita, Reserva Extrativista do Alto Juruá, norte de São João do Breu, colocação do Sr. Jucá.","-73.7","-9.1",NA,NA,NA,NA,NA,NA,NA,"-73.7","-9.1","1996","06","06",NA,NA,NA,NA
"1304","2020-08-31 09:04:28-03","INPA","INPA","31449","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Maas, PJM","P13085","1971","05","17","Southern America","Brasil",NA,NA,NA,"INPA0031449","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Acre","Cruzeiro do Sul","Porongaba, Vicinity of Porongaba, Rio Juruá-Mirim. Varzea.","-72.122083","-8.70455","INPA0031449 INPA0031449_e INPA0031449_e1",NA,NA,NA,NA,NA,NA,"-72.122083","-8.70455",NA,NA,NA,NA,NA,NA,NA
"1305","2020-08-31 09:04:28-03","INPA","INPA","231367","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Silveira, M","763","1994","05","31","Southern America","Brasil",NA,NA,NA,"INPA0231367","Dicotyledon Com-Clade","Malpighiales","L.","Daly, DC","Acre","Porto Valter","Rio Juruá-Mirim, Bacia do Alto Juruá, Rio Juruá-mirim, margem esquerda, seringal Lucanha, colocação Vista Alegre.","-72.8","-8.1","INPA0231367 INPA0231367_e",NA,NA,NA,NA,NA,NA,"-72.8","-8.1","1998","06","02",NA,NA,NA,NA
"1306","2020-08-31 09:04:28-03","INPA","INPA","3361","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Coêlho, DF","INPA3361","1956","01","20","Southern America","Brasil",NA,NA,NA,"INPA0003361","Dicotyledon Com-Clade","Malpighiales","L.","Silva, MF da","Amazonas","Manaus","Xiborema, Xiborema, foz do Rio Negro.","-59.9","-3.166667","INPA0003361 INPA0003361_e",NA,NA,NA,NA,NA,NA,"-59.9","-3.166667","1966",NA,NA,NA,NA,NA,NA
"1307","2020-08-31 09:04:28-03","INPA","INPA","3461","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Mello, FC de","INPA3461","1956","02","20","Southern America","Brasil",NA,NA,NA,"INPA0003461","Dicotyledon Com-Clade","Malpighiales","L.",NA,"Amazonas","Manaus","Xiborema, Xiborema. Terreno rgiloso, mata virgem, várzea.","-59.9","-3.166667","INPA0003461 INPA0003461_1 INPA0003461_1e INPA0003461_e INPA0003461_e1",NA,NA,NA,NA,NA,NA,"-59.9","-3.166667","1978",NA,NA,NA,NA,NA,NA
"1308","2020-08-31 09:04:28-03","INPA","INPA","164000","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Rabelo, BV","3745","1987","11","09","Southern America","Brasil",NA,NA,NA,"INPA0164000","Dicotyledon Com-Clade","Malpighiales","L.","Secco, RS","Pará","Ilha de Marajó","Anajás, Ilha de Marajó, Anajás, Rio Muccons, região dos Campos, Fazenda Fura-Olho.","-49.583056","-0.983056","INPA0164000 INPA0164000_e INPA0164000_e1","23","23",NA,NA,NA,NA,"-49.583056","-0.983056","1997",NA,NA,NA,NA,NA,NA
"1309","2020-08-31 09:04:28-03","INPA","INPA","196472","S","Plantae","Phyllanthaceae","Margaritaria","nobilis","Margaritaria nobilis","Pipoly III, JJ","6897","1984","03","25","Southern America","Brasil",NA,NA,NA,"INPA0196472","Dicotyledon Com-Clade","Malpighiales","L.","Ramos, JF","Amazonas",NA,"Pico Rondon; 0-3 Km of Km 211 of Perimetral N Hwy; S facing slope.","-62.8","1.533333","INPA0196472 INPA0196472_e",NA,NA,NA,NA,NA,NA,"-62.8","1.533333",NA,NA,NA,NA,NA,NA,NA
"1310","2020-08-31 09:04:30-03","INPA","INPA","207866","S","Plantae","Phyllanthaceae","Phyllanthus","nobilis","Phyllanthus nobilis","Grogan, J","133","1997","10","07","Southern America","Brasil",NA,NA,NA,"INPA0207866","Dicotyledon Com-Clade","Malpighiales","Müll.Arg.",NA,"Pará","Pau D'Árco","Pau D'Árco, Marajoara.","-50","-7.7","INPA0207866 INPA0207866_e",NA,NA,NA,NA,NA,NA,"-50","-7.7",NA,NA,NA,NA,NA,NA,NA
