"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"571","2020-10-01 14:24:53-03","JBB","HEPH","28638","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Alkimim, W; Carvalho-Silva, M","2009","09","08","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Trilha Ecológica","Dicotyledon","Sapindales","A.St.-Hil.","Alkimim, W","45",NA,NA,NA,"Brasília","-47.835","-15.874167",NA,NA,NA,NA,"-47.835","-15.874167","2009","09","15",NA,NA,NA,NA
"572","2020-10-01 14:24:53-03","JBB","HEPH","9005","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Vieira, RF; Walter, BMT; Tavares, SA; Cleto, TM","1991","07","16","Southern America","Brasil",NA,NA,"Medicinal, fruteira nativa",NA,"Distrito Federal","A 10 km de Brazlândia na estrada de Padre Bernardo","Dicotyledon","Sapindales","A.St.-Hil.","Vieira, RF","842","1020","1020",NA,"Brazlândia","-48.2","-15.666667",NA,NA,NA,NA,"-48.2","-15.666667","1991","07","16",NA,NA,NA,NA
"573","2020-10-01 14:24:53-03","JBB","HEPH","32954","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Rosa, PO; Soares, ACA; Cardoso, PPM; Oliveira, JAS; Tinti, BV; Santos-Silva, D","2017","08","14","Southern America","Brasil",NA,NA,NA,NA,"Goiás","Mosteiro Zen Horyu-Zan Eisho-Ji, Estrada saindo do mosteiro em direção a nascente II da Cachoeira do Dragão","Dicotyledon","Sapindales","A.St.-Hil.","Tinti, BV","1882","1213","1213",NA,"Pirenópolis","-48.924444","-15.712778",NA,NA,NA,NA,"-48.924444","-15.712778","2017","08","14",NA,NA,NA,NA
"574","2020-10-01 14:24:53-03","JBB","HEPH","33773","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Laranja, REP; Eiten, G","1995","11","08","Southern America","Brasil",NA,NA,"Material testemunha da tese de doutoramento de Ruth Elias de Paula Laranja Análise de gradiente em campo de murunduns, Universidade Estadual Paulista Júlio de Mesquita Filho, UNESP, Brasil",NA,"Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília","Dicotyledon","Sapindales","A.St.-Hil.","Proença, CEB","081195s.n.84T4N",NA,NA,NA,"Brasília","-47.85","-15.866667",NA,NA,NA,NA,"-47.85","-15.866667","2018","02",NA,NA,NA,NA,NA
"575","2020-10-01 14:24:53-03","JBB","HEPH","34815","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Faria, JEQ; Paz, JRL","2018","08","15","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","RECOR - Reserva Ecológica do IBGE","Dicotyledon","Sapindales","A.St.-Hil.","Faria, JEQ","8785","1111","1111",NA,"Brasília","-47.870278","-15.950278",NA,NA,NA,NA,"-47.870278","-15.950278","2018","08",NA,NA,NA,NA,NA
"576","2020-10-01 14:24:53-03","JBB","HEPH","35736","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Rosa, PO; Alencar, PR de; Soares, ACA; Miranda, LA; Barradas, FC","2019","08","13","Southern America","Brasil",NA,NA,NA,NA,"Goiás","Fazenda Oréades, Região da Chapada dos Veadeiros - Náiades","Dicotyledon","Sapindales","A.St.-Hil.","Rosa, PO","2368","543","543",NA,"Colinas do Sul","-47.920278","-14.215556",NA,NA,NA,NA,"-47.920278","-14.215556","2019","08",NA,NA,NA,NA,NA
"577","2020-10-01 14:24:53-03","JBB","HEPH","4139","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ramos, AE; Oliveira, PEAM de; Ribeiro, JF","1984","01","01","Southern America","Brasil",NA,NA,"Exemplar testemunho",NA,"Distrito Federal","Estação Ecológica de Águas Emendadas","Dicotyledon","Sapindales","A.St.-Hil.","Maury, CM","s.n.","1000","1000",NA,"Planaltina","-47.55","-15.516667",NA,NA,NA,NA,"-47.55","-15.516667","1984","01",NA,NA,NA,NA,NA
"578","2020-10-01 14:24:53-03","JBB","HEPH","3623","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ramos, AE","1983","09","01","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","Estação Ecológica de Águas Emendadas, Córrego Tabatinga","Dicotyledon","Sapindales","A.St.-Hil.","Ramos, AE","302",NA,NA,NA,"Planaltina","-47.590003","-15.568581",NA,NA,NA,NA,"-47.590003","-15.568581","1985","08",NA,NA,NA,NA,NA
"579","2020-10-01 14:24:53-03","JBB","HEPH","7143","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Salles, AEH","1990","09","13","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","APA da Cafuringa, Fazenda Palestina","Dicotyledon","Sapindales","A.St.-Hil.","Salles, AEH","1697",NA,NA,NA,"Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,"1990","09","13",NA,NA,NA,NA
"580","2020-10-01 14:24:53-03","JBB","HEPH","9414","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Lima, IV","1994","03","17","Southern America","Brasil",NA,NA,NA,NA,"Tocantins","Serra do Lajeado","Dicotyledon","Sapindales","A.St.-Hil.","Bucci, FFB","145",NA,NA,NA,"Palmas","-48.095833","-10.304722",NA,NA,NA,NA,"-48.095833","-10.304722","1994","04",NA,NA,NA,NA,NA
"581","2020-10-01 14:24:53-03","JBB","HEPH","9550","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Lima, IV; Jesus, FPR de","1994","04","13","Southern America","Brasil",NA,NA,NA,NA,"Tocantins","Serra do Lajeado, Entre os vales do Taquarussu Grande e Taquarussuzinho","Dicotyledon","Sapindales","A.St.-Hil.","Martins, RC","281",NA,NA,NA,"Palmas","-48.216667","-10.283333",NA,NA,NA,NA,"-48.216667","-10.283333","1994","10","26",NA,NA,NA,NA
"582","2020-10-01 14:24:53-03","JBB","HEPH","9662","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Nóbrega, MGG","1994","03","21","Southern America","Brasil",NA,NA,NA,NA,"Tocantins","Serra do Lajeado","Dicotyledon","Sapindales","A.St.-Hil.","Nóbrega, MGG","31",NA,NA,NA,"Palmas","-48.270556","-10.124444",NA,NA,NA,NA,"-48.270556","-10.124444","1994","03","21",NA,NA,NA,NA
"583","2020-10-01 14:24:46-03","JBB","HEPH","13391","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Walter, BMT; Coelho, PJA; Werneck, WL; Cunha, LHS","1989","09","26","Southern America","Brasil",NA,NA,"Presença abundante de astrocaryum(palmae)",NA,"Tocantins","Ca. 7km a sudoeste do centro da cidade","Dicotyledon","Sapindales","A.St.-Hil.","Coelho, PJA","342","420","420",NA,"Miracema do Tocantins","-48.433333","-10.1",NA,NA,NA,NA,"-48.433333","-10.1","1989","09","26",NA,NA,NA,NA
"584","2019-11-21 15:54:04-03","JBB","HEPH","34895","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Freitas, MRM","2007","06","17","Southern America","Brasil",NA,NA,"HTO 11036",NA,"Tocantins","Região do Jalapão. Próximo ao Rio Novo.","Dicotyledon","Sapindales","A.St.-Hil.","Freitas, MRM; Araújo, LBS","s.n.",NA,NA,NA,"São Félix do Tocantins","-46.675","-10.377778",NA,NA,NA,NA,"-46.675","-10.377778","2007",NA,NA,NA,NA,NA,NA
"585","2020-10-01 14:24:53-03","JBB","HEPH","6431","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Silva, JCS","1988","08","25","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","Área de Reserva do CPAC (Chapada)","Dicotyledon","Sapindales","A.St.-Hil.","Silva, JCS","700",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1988","08","25",NA,NA,NA,NA
"586","2020-10-01 14:24:46-03","JBB","HEPH","19795","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Paiva, VF; Milhomens, LC","2003","10","14","Southern America","Brasil",NA,NA,"Rebrota em área queimada",NA,"Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor","Dicotyledon","Sapindales","A.St.-Hil.","Milhomens, LC","192",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2003","10","14",NA,NA,NA,NA
"587","2020-10-01 14:24:46-03","JBB","HEPH","18112","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Nóbrega, MGG; Rodrigues Silva, R; Melo, APPG; Oliveira, MS","2002","09","10","Southern America","Brasil",NA,NA,"Coordenadas em UTM 01894080 / 8236706",NA,"Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo Redentor, próximo a mata de galeria do córrego Taquara","Dicotyledon","Sapindales","A.St.-Hil.","Nóbrega, MGG","1668",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2002","09","10",NA,NA,NA,NA
"588","2020-10-01 14:24:53-03","JBB","HEPH","29519","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Paiva, VF; Oliveira, MS; Soares, ACA","2013","10","02","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Estrada de chão descendo para o viveiro","Dicotyledon","Sapindales","A.St.-Hil.","Oliveira, MS","904",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2013","10","02",NA,NA,NA,NA
"589","2020-10-01 14:24:53-03","JBB","HEPH","27294","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Kuhlmann, MP","2008","10","21","Southern America","Brasil",NA,NA,"Material testemunho estudos morfológicos de frutos zoocóricos de M. Kuhlmann, M.R.V. Zanatta e C. Proença",NA,"Distrito Federal","Estação Ecológica do Jardim Botânico de Brasília, Trilha atrás dos pinheiros do Centro de Visitantes","Dicotyledon","Sapindales","A.St.-Hil.","Kuhlmann, MP","85",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"2008","09","21",NA,NA,NA,NA
"590","2020-10-01 14:24:53-03","JBB","HEPH","63","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Heringer, EP","1962","10","30","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","Plano Piloto","Dicotyledon","Sapindales","A.St.-Hil.","Ferreira, MB","9074",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1971","07","28",NA,NA,NA,NA
"591","2020-10-01 14:24:46-03","JBB","HEPH","2015","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Lordeiro, L","1972","08","28","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal","Ribeirão das Lages","Dicotyledon","Sapindales","A.St.-Hil.","Lordello, R","24",NA,NA,NA,"Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,"1972","08","28",NA,NA,NA,NA
"592","2020-10-01 14:24:46-03","JBB","HEPH","23208","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Martins, RC; Aurelina; Oliveira, C; Catu","2006","09","18","Southern America","Brasil",NA,NA,"Raiz: raspar, colocar no vinho branco ou fazer um chá para inflamação, depurativo do sangue. Informante: Geraldo Ferreira de Souza",NA,"Goiás","Área da Reserva do assentamemento Cyntria Peter","Dicotyledon","Sapindales","A.St.-Hil.","Martins, RC","667",NA,NA,NA,"Mambaí","-46.1130981445312","-14.4877996444702","31977","auto",NA,NA,NA,NA,"2006","09","18",NA,NA,NA,NA
"593","2020-10-01 14:24:46-03","JBB","HEPH","10343","S","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Nóbrega, MGG; Jesus, FPR de; Juliate, IV; Lima, IV","1994","05","26","Southern America","Brasil",NA,NA,NA,NA,"Tocantins","Serra do Lajeado, Alto do Córrego Ubim e Cedro","Dicotyledon","Sapindales","A.St.-Hil.","Lima, IV","92",NA,NA,NA,"Palmas","-48.3602981567383","-10.2128000259399","62375","auto",NA,NA,NA,NA,"1994","11",NA,NA,NA,NA,NA
"594","2020-10-01 14:24:53-03","JBB","HEPH","225","S","Plantae","Anacardiaceae","Anacardium","pumilum","Anacardium pumilum","Heringer, EP","1961","08","07","Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais",NA,"Dicotyledon","Sapindales","Walp.","Ramos, AE","8717",NA,NA,NA,"Bulhões",NA,NA,NA,NA,NA,NA,NA,NA,"1983","09","19",NA,NA,NA,NA
"595","2020-12-11 11:31:24-03","UFMG","BHCB","168653","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Mercadante-Simões, MO","2013","03","16","Southern America","Brasil",NA,NA,"Fruto amarelo. Hábito arbustivo, 2,8m de altura.","BHCB013675","Minas Gerais","Rodovia MG-479. Propriedade particular às margens do Km 18 da rodovia MG-479.","Dicotyledon",NA,"A.St.-Hil.",NA,"17","626","626","BHCB013675","Januária","-44.647222","-15.400833",NA,NA,NA,NA,"-44.647222","-15.400833","2013",NA,NA,NA,NA,NA,NA
"596","2020-12-11 11:31:24-03","UFMG","BHCB","106093","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Rezende, SG; Werneck, MS","2001","06","05","Southern America","Brasil",NA,NA,"Arbustivo.; Campo sujo.","BHCB055250","Minas Gerais","Região do Rio Paracatu de Mineração.","Dicotyledon",NA,"A.St.-Hil.",NA,"1339","650","650","BHCB055250","Paracatu","-46.875486","-17.153447",NA,NA,NA,NA,"-46.875486","-17.153447",NA,NA,NA,NA,NA,NA,NA
"597","2020-12-11 11:31:24-03","UFMG","BHCB","116624","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Pivari, MOD; Viana, PL","2007","09","30","Southern America","Brasil",NA,NA,"Arbusto, ca. 1,7m alt., solo arenoso. Flores cremes e avermelhadas, frutos verdes.","BHCB055249","Minas Gerais","Refúgio Estad. de Vida Silvestre Rio Pandeiros","Dicotyledon",NA,"A.St.-Hil.",NA,"612","471","471","BHCB055249","Januária","-44.629722","-15.663056",NA,NA,NA,NA,"-44.629722","-15.663056","2007","10",NA,NA,NA,NA,NA
"598","2020-12-11 11:31:24-03","UFMG","BHCB","128357","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Álvaro, CF","2008","09","24","Southern America","Brasil",NA,NA,"Arbusto, 30cm. Flores e frutos vermelhos.","BHCB055248","Minas Gerais","Bacia do Córrego dos Pereiras","Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.","1140","1140","BHCB055248","Gouveia","-43.790694","-18.413778",NA,NA,NA,NA,"-43.790694","-18.413778",NA,NA,NA,NA,NA,NA,NA
"599","2020-12-11 11:31:24-03","UFMG","BHCB","128358","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Álvaro, CF","2008","09","24","Southern America","Brasil",NA,NA,"Arbusto, 28cm. Inflorescência vermelha. Frutos verdes e vermelhos ( quando maduros).","BHCB055247","Minas Gerais","Bacia do Córrego dos Pereiras","Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.","1128","1128","BHCB055247","Gouveia","-43.790778","-18.414639",NA,NA,NA,NA,"-43.790778","-18.414639",NA,NA,NA,NA,NA,NA,NA
"600","2020-12-11 11:31:24-03","UFMG","BHCB","168654","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Mercadante-Simões, MO","2013","03","16","Southern America","Brasil",NA,NA,"Fruto vermelho. Arbuto 1,90m de altura","BHCB013674","Minas Gerais","Rodovia MG-479. Propriedade particular às margens do Km 18 da rodovia MG-479.","Dicotyledon",NA,"A.St.-Hil.",NA,"18","626","626","BHCB013674","Januária","-44.647222","-15.400833",NA,NA,NA,NA,"-44.647222","-15.400833","2013",NA,NA,NA,NA,NA,NA
"601","2020-12-11 11:31:25-03","UFMG","BHCB","38871","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Salino, A; Melo, LCN","1997","10","24","Southern America","Brasil",NA,NA,"Arvoreta 2m alt., com frutos imaturos verdes, folhas coriáceas.; Cerrado.","BHCB055236","Minas Gerais","Vale do Peruaçu., Depois de Caraíbas","Dicotyledon",NA,"A.St.-Hil.",NA,"3619",NA,NA,"BHCB055236","Januária","-44.443333","-14.950556",NA,NA,NA,NA,"-44.443333","-14.950556","2001","07",NA,NA,NA,NA,NA
"602","2020-12-11 11:31:24-03","UFMG","BHCB","17266","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Silva, MA","1988","08","25","Southern America","Brasil",NA,NA,NA,NA,"Distrito Federal",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,NA,"Cristo Redentor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","2020-12-11 11:31:24-03","UFMG","BHCB","17266","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Silva, MA","1988","08","25","Southern America","Brasil",NA,NA,"Arbusto formando moita, ca. 0,5m alt., flores avermelhadas perfumadas. Folhas com manchas escuras.; Campo limpo.","BHCB055232","Distrito Federal","Cristo Redentor.","Dicotyledon",NA,"A.St.-Hil.",NA,"754",NA,NA,"BHCB055232",NA,"-47.883333","-15.915139",NA,NA,NA,NA,"-47.883333","-15.915139",NA,NA,NA,NA,NA,NA,NA
"604","2020-12-11 11:31:24-03","UFMG","BHCB","178676","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Paiva, JAM; Tomich, S; Nascimento, L","2015","08","21","Southern America","Brasil",NA,NA,"Prensado em álcool; Arbusto, ca. 0,3m alt. Flores brancas.; Campo Cerrado.","BHCB055242","Minas Gerais","RPPN Cata Branca","Dicotyledon",NA,"A.St.-Hil.",NA,"675",NA,NA,"BHCB055242","Itabirito","-43.848611","-20.228611",NA,NA,NA,NA,"-43.848611","-20.228611","2017","01","23",NA,NA,NA,NA
"605","2020-12-11 11:31:24-03","UFMG","BHCB","184440","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Mota, RC da; Vasconcelos, MF de","2016","08","23","Southern America","Brasil",NA,NA,"Projeto desenvolvido pelo Instituto Prístino!; Arbusto, flores verde-claras.; Carrasco sobre Campo Rupestre Ferruginoso.","BHCB039915","Minas Gerais","Fazenda Cachoeira Cabo do guarda chuva","Dicotyledon",NA,"A.St.-Hil.",NA,"3824","895","895","BHCB039915 BHCB039915_1","Rio Pardo de Minas","-42.700278","-16.080556",NA,NA,NA,NA,"-42.700278","-16.080556","2017","01","20",NA,NA,NA,NA
"606","2020-12-11 11:31:25-03","UFMG","BHCB","27183","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-12-11 11:31:25-03","UFMG","BHCB","27184","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-12-11 11:31:25-03","UFMG","BHCB","48511","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Ratter, JA; Bridgewater, S; Santos, JB","1998","07","20","Southern America","Brasil",NA,NA,"Low, much branched, spreadinga shrub, 1m tall. Petals deep pink.; In mesotrophic cerradão.","BHCB055237","Minas Gerais","30 km from Januária on the road to Pandeiros.","Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.","550","550","BHCB055237",NA,"-44.6","-15.533333",NA,NA,NA,NA,"-44.6","-15.533333",NA,NA,NA,NA,NA,NA,NA
"609","2020-12-11 11:31:25-03","UFMG","BHCB","59798","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Forzza, RC; Magenta, M; Coffani-Nunes, JV; Kameyama, C","2000","07","31","Southern America","Brasil",NA,NA,"Material prensado em álcool.; Arbusto, ca. 70 cm alt. Flores perfumadas, cálice verde, corola rosa-magenta.; Entre rochas. Campo rupestre.","BHCB055241","Goiás","Rodovia GO-118, km 205. Ca. 50 km de Alto Paraíso de Goiás.","Dicotyledon",NA,"A.St.-Hil.",NA,"1605",NA,NA,"BHCB055241","Teresina de Goiás","-47.35","-13.9",NA,NA,NA,NA,"-47.35","-13.9","2000","09",NA,NA,NA,NA,NA
"610","2020-12-11 11:31:25-03","UFMG","BHCB","61219","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Pirani, JR; Zappi, DC; Simão-Bianchini, R; Oliveira, AA","1990","06","13","Southern America","Brasil",NA,NA,"Arbusto com longos ramos subterrâneos, porção aérea ca. 30cm alt. Cálice verde, corola rósea, flor perfumada.; Solo arenoso, cerrado aberto.","BHCB055240","Minas Gerais","Vale do Córrego Escurona.","Dicotyledon",NA,"A.St.-Hil.",NA,"CFCR12837","750","750","BHCB055240","Grão Mogol","-42.966667","-16.6",NA,NA,NA,NA,"-42.966667","-16.6",NA,NA,NA,NA,NA,NA,NA
"611","2020-12-11 11:31:25-03","UFMG","BHCB","94413","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Sobral, M; Carvalho, A; Gallo, A","2005","07",NA,"Southern America","Brasil",NA,NA,"Subarbusto 0,3m, flores róseo-claras; Cerrado.","BHCB027376","Pará","Gleba Curuaé","Dicotyledon",NA,"A.St.-Hil.",NA,"9797",NA,NA,"BHCB027376","Altamira","-54.75","-8.75",NA,NA,NA,NA,"-54.75","-8.75","2011","04","11",NA,NA,NA,NA
"612","2020-12-11 11:31:25-03","UFMG","BHCB","33","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Pinheiro-Sobrinho, JM","1957",NA,NA,"Southern America","Brasil",NA,NA,"Sub-arbusto.","BHCB055230","Minas Gerais",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,"BHCB055230","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","2020-12-11 11:31:25-03","UFMG","BHCB","54303","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Tameirão Neto, E","1999","08","11","Southern America","Brasil",NA,NA,"PLANTAR UNISE MG-2.; Subarbustivo.; Cerrado.","BHCB055246","Minas Gerais",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"3077",NA,NA,"BHCB055246","Curvelo","-44.4308013916016","-18.7563991546631","57661","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","2020-12-11 11:31:24-03","UFMG","BHCB","14169","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Stehmann, JR; Teixeira, MCB; Pedralli, G","1987","10","12","Southern America","Brasil",NA,NA,"Subarbusto, flores avermelhadas.; Cerrado.","BHCB027379","Minas Gerais",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,"BHCB027379","Minas Novas","-42.5903015136719","-17.218599319458","54253","auto",NA,NA,NA,NA,"2011","04","11",NA,NA,NA,NA
"615","2020-12-11 11:31:24-03","UFMG","BHCB","17135","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Souza, HC","1988","08",NA,"Southern America","Brasil",NA,NA,"Ca. 30cm alt. Flores brancas.; Cerrado degradado.","BHCB055231","Minas Gerais",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,"BHCB055231","Tapira","-46.8231010437012","-19.9221992492676","37174","auto",NA,NA,NA,NA,"1995","12",NA,NA,NA,NA,NA
"616","2020-12-11 11:31:24-03","UFMG","BHCB","17135","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Souza, HC","1988","08",NA,"Southern America","Brasil",NA,NA,NA,NA,"Minas Gerais",NA,"Dicotyledon",NA,"A.St.-Hil.",NA,"s.n.",NA,NA,NA,"Tapira","-46.8231010437012","-19.9221992492676","37174","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2020-12-11 11:31:24-03","UFMG","BHCB","188319","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Meyer, PB; Araújo, A","2014","09","25","Southern America","Brasil",NA,NA,"Vegetação sobre afloramento calcário - Floresta Estacional Decidual","BHCB188319","Minas Gerais","Área da Belocal","Dicotyledon",NA,"A.St.-Hil.",NA,"3050",NA,NA,"BHCB188319","Matozinhos","-44.0814018249512","-19.5578002929688","20503","auto",NA,NA,NA,NA,"2017","06","06",NA,NA,NA,NA
"618","2020-12-11 11:31:24-03","UFMG","BHCB","188318","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Meyer, PB; Araújo, A","2014","09","25","Southern America","Brasil",NA,NA,"Vegetação sobre afloramento calcário - Floresta Estacional Decidual.","BHCB188318","Minas Gerais","Área da Belocal","Dicotyledon",NA,"A.St.-Hil.",NA,"3046",NA,NA,"BHCB188318","Matozinhos","-44.0814018249512","-19.5578002929688","20503","auto",NA,NA,NA,NA,"2017","06","06",NA,NA,NA,NA
"619","2020-12-11 11:31:25-03","UFMG","BHCB","2184","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Grandi, TSM","1980","09","26","Southern America","Brasil",NA,NA,"Fruto comestível.; Sub-arbusto.; Campo-cerrado.","BHCB055233","Distrito Federal","Barragem São Bartolomeu, Área de inundação da Barragem.","Dicotyledon",NA,"A.St.-Hil.",NA,"394",NA,NA,"BHCB055233","Brasília","-47.9296989440918","-15.7797002792358","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2020-12-11 11:31:25-03","UFMG","BHCB","54796","PreservedSpecimen","Plantae","Anacardiaceae","Anacardium","humile","Anacardium humile","Markgraf, F; Brade, AC; Barreto, HLM","1938","11","11","Southern America","Brasil",NA,NA,"Campo com cascalho.","BHCB055243","Minas Gerais","Estrada de Barrocão para Grão Mogol.","Dicotyledon",NA,"A.St.-Hil.",NA,"3390","1000","1000","BHCB055243","Grão Mogol","-42.8897018432617","-16.5594005584717","67219","auto",NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA
