"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"11","2021-03-01 16:35:19-03","UNICAMP","UEC","187840","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1703","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114972","UEC114972",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"12","2021-03-01 16:35:19-03","UNICAMP","UEC","187841","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1704","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114958","UEC114958",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"13","2021-03-01 16:35:19-03","UNICAMP","UEC","187835","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1698","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114998","UEC114998",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"14","2021-03-01 16:35:19-03","UNICAMP","UEC","187845","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1709","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114964","UEC114964",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"15","2021-03-01 16:35:19-03","UNICAMP","UEC","187846","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1710","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114970","UEC114970",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"16","2021-03-01 16:35:19-03","UNICAMP","UEC","187847","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1713","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114974","UEC114974",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"17","2021-03-01 16:35:19-03","UNICAMP","UEC","188158","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1723","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114844","UEC114844",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"18","2021-03-01 16:35:19-03","UNICAMP","UEC","188157","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1721","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114843","UEC114843",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"19","2021-03-01 16:35:19-03","UNICAMP","UEC","188150","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1711","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114836","UEC114836",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"20","2021-03-01 16:35:19-03","UNICAMP","UEC","188151","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1714","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114838","UEC114838",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"21","2021-03-01 16:35:19-03","UNICAMP","UEC","188156","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1720","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114841","UEC114841",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"22","2021-03-01 16:35:19-03","UNICAMP","UEC","188152","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1715","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114837","UEC114837",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"23","2021-03-01 16:35:19-03","UNICAMP","UEC","188153","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1717","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114840","UEC114840",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"24","2021-03-01 16:35:19-03","UNICAMP","UEC","188155","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1719","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114839","UEC114839",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"25","2021-03-01 16:35:19-03","UNICAMP","UEC","187827","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1722","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114980","UEC114980",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"26","2021-03-01 16:35:19-03","UNICAMP","UEC","187842","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1705","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114960","UEC114960",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"27","2021-03-01 16:35:19-03","UNICAMP","UEC","187843","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1707","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114962","UEC114962",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"28","2021-03-01 16:35:19-03","UNICAMP","UEC","187844","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1708","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114976","UEC114976",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"29","2021-03-01 16:35:19-03","UNICAMP","UEC","187546","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS; Guimarães, PJF","1448","2012","12","05",NA,"Brazil","Paraná","Piraí do Sul","Escarpas da Serra de Piraí do Sul, Arredores pousada Serra do Pirahy","-50.053664","-24.775111",NA,"Subarbusto rupícola, em vegetação de Estepe com Afloramentos de Arenito. Ramos com tricomas hirsutos de coloração vermelha.","UEC114816","UEC114816",NA,"2015","12",NA,NA,NA,"-50.053664","-24.775111",NA,NA,NA,NA,NA
"30","2021-03-01 16:35:19-03","UNICAMP","UEC","187832","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1694","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114999","UEC114999",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"31","2021-03-01 16:35:19-03","UNICAMP","UEC","187831","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1716","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114994","UEC114994",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"32","2021-03-01 16:35:19-03","UNICAMP","UEC","187830","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1706","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114996","UEC114996",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"33","2021-03-01 16:35:19-03","UNICAMP","UEC","187829","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1712","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114995","UEC114995",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"34","2021-03-01 16:35:19-03","UNICAMP","UEC","188154","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Meyer, FS","Meyer, FS","1718","2013","03","29",NA,"Brazil","Paraná","Piraí do Sul","Serra de Piraí do Sul, Trilha próximo à Pousada Serra do Pirahy, parte alta da Serra","-50.049364","-24.774856",NA,"Subarbusto 15-60 cm alt., ocorrendo nos campos associados aos afloramentos rochosos (arenito). Folhas ovais, ramos com tricomas avermelhados, especialmente na inflorescência. Flores 5 meras, estames do ciclo antessépalo com conectivo d","UEC114842","UEC114842",NA,"2013","03",NA,NA,NA,"-50.049364","-24.774856",NA,NA,NA,NA,NA
"35","2019-06-27 10:25:41-03","UFES","VIES","36648","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"Souza, S.; Paiva, L.; Borelli, F.","41","1998","04","27",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,"VIES036648","VIES036648",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-06-27 10:25:41-03","UFES","VIES","36646","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.",NA,"Souza, S.; Paiva, L.","21","1999","07","03",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,"VIES036646","VIES036646",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-04-27 16:10:35-03","UFES","VIES","15715","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Pereira, O.J.","Pereira, O.J.; Zambom, O.","5606","1996","09","23",NA,"Brasil","Espírito Santo","São Mateus","Palmitinho.","-39.8588981628418","-18.716100692749",NA,NA,"VIES015715","VIES015715",NA,"1996","09","23","56510","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-08 18:26:12-03","UTFPR","HCF","14555","S","Plantae",NA,NA,"Melastomataceae","Chaetogastra","herincquiana","Chaetogastra herincquiana","(Cogn.) P.J.F.Guim. & Michelang.","F.S. Meyer","E.L. Siqueira","1057","2014","05","18",NA,"Brasil","PR","Tibagi","Sítio Dona Júlia - Guartelá","-50.240278","-24.595278",NA,"erva ca. 0,20 m, heliófita, rupícola, pilosa, na beira do canyon. Flores com cálice verde e corola roxa.",NA,NA,NA,"2017","08","19",NA,NA,"50°14'25 W","24°35'43 S","1055","1055",NA,NA,NA
"39","2020-12-21 16:35:10-03","MBM","MBM","49751","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Wurdack, J.J.","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","12259",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Cajuru","-49.7057991027832","-24.2511005401611",NA,NA,"MBM049751","MBM049751",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:35:10-03","MBM","MBM","23942","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Wurdack, J.J.","Hatschbach, G.","31146",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Paredão","-49.7057991027832","-24.2511005401611",NA,NA,"MBM023942","MBM023942",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:35:10-03","MBM","MBM","49752","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","herincquiana","Tibouchina herincquiana","Cogn.","Wurdack, J.J.","Hatschbach, G.","3849",NA,NA,NA,"Southern America","Brazil","Paraná","Piraí do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914",NA,NA,"MBM049752","MBM049752",NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA
