"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","individualCount"
"14","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","14719",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","L. Kollmann/05-12-2001","L. Kollmann; et al","4111","2001","07","10",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto no sol. Brácteas e flores avermelhadas. Ápice da corola lilás.","MBML014719","MBML014719",NA,NA,NA,"Santa Teresa",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"15","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1766",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","D. C. Wasshausen/1991","W. Pizziolo","111","1984","05","30",NA,"Brasil","Espírito Santo","Goiapaba-Açu","-40.479444","-19.919722",NA,"Arbustinho de 2m, flor rosa.","MBML001766","MBML001766",NA,NA,NA,"Santa Teresa",NA,NA,"40W28'46","19S55'11",NA,NA,NA,NA
"16","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","24271",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","L. Kollmann/2006","L. Kollmann; et al","7777","2005","05","13",NA,"Brasil","Espírito Santo","Rio Saltinho","-40.506944","-19.936111",NA,"Erva 1,2m. Na meia sombra, brácteas avermelhadas, corola vermelha e ápice rosa.","MBML024271","MBML024271",NA,NA,NA,"Santa Teresa",NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA
"17","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","27180",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.",NA,"V. Demuner; M.A.B. Lopes, T. Cruz, Elias Bausen","2548","2006","06","30",NA,"Brasil","Espírito Santo","Colina Verde (lado esquerdo da casa), Prop.: Israel Elias Ramos","-40.448333","-20.103333",NA,"Arbusto 2m, flores vermelhas. Interior de mata.","MBML027180","MBML027180",NA,NA,NA,"Santa Leopoldina",NA,NA,"40W26'54","20S6'12","200","200",NA,NA
"18","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","27817",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","L. Kollmann","L. F. S. Magnago; V. Demuner, T. Cruz e Elias Bausen","1029","2006","05","17",NA,"Brasil","Espírito Santo","Bragança, propr.: Assunta Salvador.","-40.546389","-20.123056",NA,"Arbusto 2m de alt. Flores roxas. Mata.","MBML027817","MBML027817","2006","12","21","Santa Leopoldina",NA,NA,"40W32'47","20S7'23","400","400",NA,NA
"19","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","29367",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","Sheila R. Profice/Agosto-2009","V. Demuner; T. Cruz, M. Belizário, Elias Bausen e J. Rossini","3162","2007","03","14",NA,"Brasil","Espírito Santo","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (paredão das bananeiras).","-40.438333","-20.103889",NA,"Arbusto 1,5m, botões florais, flores e brácteas vermelhas. Interior de mata.","MBML029367","MBML029367",NA,NA,NA,"Santa Leopoldina",NA,NA,"40W26'18","20S6'14","230","230",NA,NA
"20","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","30238",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","Sheila R. Profice/Agosto-2009","V. Demuner; R. R. Vervloet, M. Belisario e Elias Bausen.","4056","2007","05","29",NA,"Brasil","Espírito Santo","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (trilha da casa).","-40.442222","-20.107778",NA,"Arbusto 1m botões florais, flores e brácteas rosas. Interior de mata.","MBML030238","MBML030238",NA,NA,NA,"Santa Leopoldina",NA,NA,"40W26'32","20S6'28","150","150",NA,NA
"21","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","4087",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","D. C. Wasshausen/1991","W. A. Hoffmann","137","1984","06","12",NA,"Brasil","Espírito Santo","Santa Lúcia","-40.5125","-19.971944",NA,"Arbusto de +/- 15m, flor rosa, solo avermelhado, altitude de +/- 600m.","MBML004087","MBML004087",NA,NA,NA,"Santa Teresa",NA,NA,"40W30'45","19S58'19",NA,NA,NA,NA
"22","2020-07-16 18:37:24-03","MBML","MBML-HERBARIO","41583",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.",NA,"A. M. Assis; K.F.O. Faria","1604","2008","05","02",NA,"Brasil","Espírito Santo","Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)","-40.611417","-19.125167",NA,"Planta de 1 m. Bracteas amarelas. Corola vermelha com ápice vinho. Floresta Ombrofila Densa #?# estagio avançado de regeneração.","MBML041583","MBML041583",NA,NA,NA,"São Domingos do Norte",NA,NA,"40W36'41,1","19S7'30,6","150","150",NA,NA
"23","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","49243",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","André M. Assis/Dez.2013","A. M. Assis; J. Freitas","3859","2013","07","01",NA,"Brasil","Espírito Santo","RPPN Rancho Chapadão - Bragança","-40.554111","-20.11075",NA,"Escandente. Flores vemelhas com anteras brancas. Borda de mata ciliar (Córrego do Bicho).","MBML049243","MBML049243",NA,NA,NA,"Santa Leopoldina",NA,NA,"40W33'14,8","20S6'38,7","580","580",NA,NA
"24","2020-10-20 09:56:46-03","MBML","MBML-HERBARIO","4998",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","D. C. Wasshausen/08-1991","W. Boone; V.Krause","1211","1988","07","21",NA,"Brasil","Espírito Santo","Alto Piaba","-40.454167","-19.897222",NA,"Arbusto +/- 50m, flor de cálice e corola rosa, ciófila.","MBML004998","MBML004998",NA,NA,NA,"Fundão",NA,NA,"40W27'15","19S53'50",NA,NA,NA,NA
"25","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","5557",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","D. C. Wasshausen/1991","H. Q. Boudet Fernandes; et al","2716","1989","04","12",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto delgado 1,2m, brácteas avermelhadas, flores rosa choque, com ápice arroxeado, mata baixa, escarpa com solo raso. Semi-sombra, altitude 650m.","MBML005557","MBML005557",NA,NA,NA,"Santa Teresa",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"26","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","5558",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.",NA,"H. Q. Boudet Fernandes; et al","2714","1989","04","12",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Arbusto 1,8m, delgado, brácteas avermelhadas, flores rosa choque com ápice arroxeado, ciófila, mata alta fundo de grota.","MBML005558","MBML005558",NA,NA,NA,"Santa Teresa",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"27","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","718",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","D. C. Wasshausen/1991","H. Q. Boudet Fernandes; W. Boone","1986","1986","05","21",NA,"Brasil","Espírito Santo","Saltinho","-40.506944","-19.936111",NA,"Arbusto flexuoso 2m, brácteas e flores rosa-choque, ciófila, grotão, mata.","MBML000718","MBML000718",NA,NA,NA,"Santa Teresa",NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA
"28","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","8661",NA,"Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","L. Kollmann/05-12-2001","L. Kollmann; E. Bausen","115","1998","06","17",NA,"Brasil","Espírito Santo","Goiapaba-Açu","-40.472222","-19.914167",NA,"Planta herbácea 1m. Brácteas vermelhas, flores com a base vermelha, extremidade rósea.","MBML008661","MBML008661",NA,NA,NA,"Fundão",NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"-. Sello","8710",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"30","2020-09-12 05:00:02-03","US","US","3237898","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"W. Pizziolo","111","1984","5","30","South America - Neotropics","Brazil","Espírito Santo","Município de Santa Teresa, mata do Goipaboaçu.",NA,NA,NA,NA,"US02867404","US02867404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"31","2020-09-12 05:00:02-03","US","US","2601365","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"ex herb. Martii","s.n.",NA,NA,NA,"South America","Brazil",NA,"In Brasiliâ; in silvis Arassatibae probe Barra de Jacu.",NA,NA,NA,NA,"US02867409","US02867409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"32","2020-09-12 05:00:02-03","US","US","3212734","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"J. R. Pirani, W. Thomas, R. Mello-Silva & J. Fernandes","2424","1988","2","23","South America - Neotropics","Brazil","Espírito Santo","Guarapari: Rodovia do Sol, estrada que liga a BR-101 à Praia Setibana ES-060 a 6 Km da BR-101.","-40.45","-20.55",NA,NA,"US02867403","US02867403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"33","2020-09-12 05:00:02-03","US","US","3189983","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"H. Q. Boudet Fernandes, J. M. Gomes, A. Martins & et al.","2930","1990","5","26","South America - Neotropics","Brazil","Espírito Santo","Mun. de Ibiraçu. Estacão Ecológica do Morro da Vargem. Floresta Atlântica.","-40.38","-19.88",NA,NA,"US02867408","US02867408_01",NA,NA,NA,NA,NA,NA,NA,NA,"300","470","Dicotyledonae","1"
"34","2020-09-12 05:00:02-03","US","US","3189986","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"H. Q. Boudet Fernandes & et al.","2716","1989","4","12","South America - Neotropics","Brazil","Espírito Santo","Município de Santa Teresa, Valsugana Velha, Estação Biológica de Santa Lúcia, margem esquerda do Timbuí.",NA,NA,NA,NA,"US02867407","US02867407_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"35","2020-09-12 05:00:02-03","US","US","3189985","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"W. Hoffmann","137","1984","6","12","South America - Neotropics","Brazil","Espírito Santo","Município de Santa Teresa, Santa Lúcia.",NA,NA,NA,NA,"US02867406","US02867406_01",NA,NA,NA,NA,NA,NA,NA,NA,"600",NA,"Dicotyledonae","1"
"36","2020-09-12 05:00:02-03","US","US","3237865","PreservedSpecimen","Plantae",NA,"Scrophulariales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth. ex Lindau",NA,"H. Q. Boudet Fernandes & W. Boone","1986","1986","5","21","South America - Neotropics","Brazil","Espírito Santo","Município de Santa Teresa, Rio Saltinho.",NA,NA,NA,NA,"US02867405","US02867405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"37","2019-11-13 11:13:45-03","USP","SPF","135065","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","Kameyama, C","Mello-Silva, R","1597","1999","02","17",NA,"Brasil","Espírito Santo",NA,"-40.416667","-20.533333",NA,NA,"SPF00135065","SPF00135065",NA,NA,NA,"Guarapari",NA,NA,"-40.416667","-20.533333","30","50",NA,NA
"38","2019-11-13 11:13:45-03","USP","SPF","63123","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","Wasshausen, DC","Pirani, JR","2424","1988","02","23",NA,"Brasil","Espírito Santo",NA,"-40.45","-20.55",NA,NA,"SPF00063123","SPF00063123","1992",NA,NA,"Guarapari",NA,NA,"-40.45","-20.55",NA,NA,NA,NA
"39","2019-10-07 09:15:01-03","UEFS","HUEFS","172725","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Acanthaceae","Aphelandra","maximiliana","Aphelandra maximiliana","(Nees) Benth.","C.Kameyama","Melo, E.","9531","2011","04","15",NA,"Brasil","Bahia","Serra da Jibóia, Reserva Jequetibá.","-39.48","-12.871389",NA,"Mata Atlântica.","HUEFS0172725","HUEFS0172725","2013",NA,NA,"Santa Terezinha",NA,NA,"39W28'48''","12S52'17''","506","506","Asteranae",NA
"40","2017-09-11 17:06:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Lagochilium","maximilianum","Lagochilium maximilianum","Nees",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"In sylvis Arassatibae prope Barra do Jucú, prov. Spiritus Sancti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:06:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Acanthaceae","Lagochilium","maximilianum","Lagochilium maximilianum","Nees",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"In sylvis Arassatibae prope Barra do Jucú, prov. Spiritus Sancti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
