"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"962","2019-11-01 14:58:25-03","UnB","UB","42147","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","9844",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"963","2019-11-01 14:58:24-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Irwin, HS; Souza, R; Santos, RR","10272","1965","11","13","Southern America","Brasil","Distrito Federal",NA,NA,"Suffrutex, the infructescence to 40 cm. tall. Fruit resinous, green. Frequent; Cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington (E) R.T","Brasília",NA,"-47.9296989440918","-15.7797002792358","975","975",NA,NA,NA,NA,"1994",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"964","2019-11-01 14:58:25-03","UnB","UB","42142","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Gottsberger, GK","22180998",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Gottsberger, IS","Brasília","Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"965","2019-11-01 14:58:25-03","UnB","UB","42133","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Cobra, L","26","1963","08","28","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"966","2019-11-01 14:58:25-03","UnB","UB","42134","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Sucre, D","755","1965","07","21","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"967","2019-11-01 14:58:25-03","UnB","UB","42135","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Cobra, L","219","1963","09",NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"968","2019-11-01 14:58:25-03","UnB","UB","42143","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Pires, JM","9063","1963","04","13","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"969","2019-11-01 14:58:25-03","UnB","UB","42140","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Ratter, JA","3599","1976","09","16","Southern America","Brasil","Distrito Federal",NA,NA,"Subshrub with extensive woody undergound system producing climps of aerial shoots not excedy 15 cm tall. Inflorescences generally produced on separete shoots. Corollas rose - purple; In cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Incógnito","Brasília","Close to the campus of the University of Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"970","2019-11-01 14:58:25-03","UnB","UB","42141","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","11179",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília","Estrada Brasília-Luziânia","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"971","2019-11-01 14:58:25-03","UnB","UB","43061","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Pereira, BAS","1329",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Proença, CEB","Brasília","Estrada Parque Dom Bosco","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"972","2019-11-01 14:58:25-03","UnB","UB","177747","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Roveratti, J; Moreira, GA; Nogueira, LMG","481","2006","09","14","Southern America","Brasil","Distrito Federal",NA,NA,"Arbusto. Flor lilás; Cerrado sensu stricto típico. Relevo plano. Cambissolo arenoso",NA,"Dicotyledoneae",NA,"Mart. ex Benth.",NA,"Brasília","Parque Nacional de Brasília - cerrado do lado direito do lago da Santa Maria","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"973","2019-11-01 14:58:25-03","UnB","UB","42145","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","16560","1976",NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Brasília","Sede do IBDF","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"974","2019-11-01 14:58:24-03","UnB","UB","110945","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Paula, JE","3764","2007","08","14","Southern America","Brasil","Espírito Santo",NA,NA,"Folha coriacea, madeira dura.; Árvore 16m x 18cm; .",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Paula, JE","Santa Maria de Jetibá ","Distrito Rio Claro, Reserva Biológica, Serrá do Mar, Síto Palmares.","-40.7461013793945","-20.040599822998",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31867","auto",NA,NA,NA,NA,NA,NA
"975","2019-11-01 14:58:25-03","UnB","UB","94093","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","1966","1979","09",NA,"Southern America","Brasil","Goiás",NA,NA,"Planta pequena; .",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Corumbá  de Goiás","Rodovia Luziania-Pires do Rio, Vale do Rio Corumbá","-48.8086013793945","-15.9236001968384",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41388","auto",NA,NA,NA,NA,NA,NA
"976","2019-11-01 14:58:24-03","UnB","UB","110944","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Paula, JE","3774-A","2007","12","16","Southern America","Brasil","Goiás",NA,NA,"Fruto drupáceo, amarelo na maturação, ablongo elíptico aromático.&nf;Testemunha de estudos de Farmacognosia da Profa. Laila Salmen Espíndola Darvenne. &nf;Ciências da Saúde, UnB.; Arbusto; .",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Paula, JE","Planaltina","Planaltina, Lagoa Formosa.","-47.614200592041","-15.4527997970581",NA,NA,NA,NA,NA,NA,NA,NA,NA,"61159","auto",NA,NA,NA,NA,NA,NA
"977","2019-11-01 14:58:24-03","UnB","UB","140900","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Eiten, G","5457","1963","09","03","Southern America","Brasil","Maranhão",NA,NA,"Flowers violet-pink.; Small, almost acaulescent shrub.; Cerradão",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Eiten, G","Loreto","Fazenda Santo Estevão. About 50km S of Loreto","-45.1411018371582","-7.08444023132324",NA,NA,NA,NA,NA,NA,"1970",NA,NA,"79629","auto",NA,NA,NA,NA,NA,NA
"978","2019-11-01 14:58:25-03","UnB","UB","140906","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Barreto, M","5732","1934","09","04","Southern America","Brasil","Minas Gerais",NA,NA,"Flor violácea.; Arbusto 0,4m.; Cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Belo Horizonte","Matta do Açude","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"979","2019-11-01 14:58:25-03","UnB","UB","140912","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Magalhães, M","15582","1959","11",NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Árvore 4-5m.",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Queiroz, LP","Jequitinhonha","Subida Serra Sapucaia","-41.0032997131348","-16.4339008331299",NA,NA,NA,NA,NA,NA,"2000",NA,NA,"48921","auto",NA,NA,NA,NA,NA,NA
"980","2019-11-01 14:58:25-03","UnB","UB","140908","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Hatschbach, G","64265","1996","01","17","Southern America","Brasil","Minas Gerais",NA,NA,"Xilopodífera 0,35m.; Campo rupestre",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, TD","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,NA,NA,"1996",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"981","2019-11-01 14:58:24-03","UnB","UB","140901","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","9546","1958","10","21","Southern America","Brasil","Minas Gerais",NA,NA,"Cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"982","2019-11-01 14:58:25-03","UnB","UB","140905","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","3559","1954","09","16","Southern America","Brasil","Minas Gerais",NA,NA,"Cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Paraopeba","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"983","2019-11-01 14:58:24-03","UnB","UB","140898","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Heringer, EP","9814","1964","09","26","Southern America","Brasil","Minas Gerais",NA,NA,"Cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Pirapora","Chapada de Pirapora","-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"25004","auto",NA,NA,NA,NA,NA,NA
"984","2019-11-01 14:58:25-03","UnB","UB","140904","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Silva, JB","71","1967","08","22","Southern America","Brasil","Minas Gerais",NA,NA,"Flores roxas.; Arbusto.",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Sete Lagoas","IPEACO","-44.2467002868652","-19.465799331665",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"22227","auto",NA,NA,NA,NA,NA,NA
"985","2019-11-01 14:58:24-03","UnB","UB","140902","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Gottsberger, IS","420","1970","10","14","Southern America","Brasil","São Paulo",NA,NA,"Cerradão",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","Pratania","Perto de São Manuel. Ao longo da estrada São Manuel-Avaré","-48.6599998474121","-22.7999992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14688","auto",NA,NA,NA,NA,NA,NA
"986","2019-11-01 14:58:25-03","UnB","UB","140909","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Campos, JMF","31","1961","09","02","Southern America","Brasil","São Paulo",NA,NA,"Flowers lilac to purple.; Recently burned cerrado",NA,"Dicotyledoneae",NA,"Mart. ex Benth.","Pennington, RT","São Carlos","0,5km N of Jockey Club, on the São Carlos Plateau","-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,NA,NA,"1994",NA,NA,"45913","auto",NA,NA,NA,NA,NA,NA
"987","2019-11-01 14:58:25-03","UnB","UB","140917","PreservedSpecimen","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia","Noblick, LR","3415","1984","10","16","Southern America","Brasil","Bahia",NA,NA,"Fruto carnoso.; Arbusto 0,5-0,7m.",NA,"Dicotyledoneae",NA,"Benth.","Lewis, GP","Feira de Santana","Campus da UEFS","-28.966667","-12.25",NA,NA,NA,NA,"-28.966667","-12.25","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","2019-10-03 10:03:37-03","UFSCar","SORO","2869","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.; Capellari Jr, L.; Souza, J.P.; Mazine, F.F.","21305","1998","09","08",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,"Campo Alegre de Goiás",NA,"-47.829444","-17.540278",NA,NA,NA,NA,"47°49'46''W","17°32'25''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","2019-10-03 10:03:37-03","UFSCar","SORO","2868","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis",NA,"4359","1993","10","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,"Itararé","Fazenda Ibiti (Ripasa)","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"990","2019-10-03 10:03:37-03","UFSCar","SORO","2867","PreservedSpecimen","Plantae","Fabaceae","Andira","humilis","Andira humilis","Souza, V.C.; Capellari Jr, L.; Souza, J.P.; Mazine, F.F.","21426","1998","09","10",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"Mart. ex Benth.",NA,"Cristalina","Serra dos Cristais. Cerca de 10 km de Cristalina em direção a Luziânia.","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA
"991","2019-05-06 11:55:47-03","UFU","HUFU","10096","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2906","1995","09","27",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto com caule subterrâneo, ca. 0,2m. Cálice roxo. Corola rósea. Frutos imaturos verdes com manchas vinosas.; Campo limpo.","HUFU00050233",NA,NA,"Mart. ex Benth.","Garcia, F.C.P.","São Roque de Minas","Estrada para Sacramento, 2km antes do Posto de Observação.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00050233",NA,NA,NA,"2006",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"992","2019-05-06 11:55:47-03","UFU","HUFU","11984","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Leenza, E.O.; Barbosa, A.A.A.","269","1996","01","09",NA,"Brasil","Minas Gerais",NA,NA,"Erva com frutos verdes.","HUFU00007338",NA,NA,"Mart. ex Benth.",NA,"Uberlândia","Reserva do Clube Caça e Peca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00007338",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"993","2019-05-06 11:55:47-03","UFU","HUFU","1295","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Barbosa, A.A.A.; Castro, N.M.","221","1987","11","18",NA,"Brasil","Goiás",NA,NA,"Frutos verdes.; Cerrado.","HUFU00007332",NA,NA,"Mart. ex Benth.",NA,"Alto paraíso","Parque Nacional da Chapada dos Veadeiros, Em margem de estrada próximo a entrada sul do Parque.",NA,NA,NA,NA,"HUFU00007332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2019-05-06 11:55:47-03","UFU","HUFU","3419","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Oliveira, P.E.A.M.","3032","1992","09","28",NA,"Brasil","Goiás",NA,NA,"Subarbusto rebrotado do solo. Flores lilás. Amostra 58.; Cerrado perturbada.","HUFU00007331",NA,NA,"Mart. ex Benth.",NA,NA,"Rodovia BR 050, Beira da Rodovia Brasília - Uberlândia.",NA,NA,NA,NA,"HUFU00007331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2020-11-27 11:33:32-03","UFU","HUFU","74996","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Duarte, D.V.; Silva, G.M.; Marinho, P. & Alves, R.F.","19","2017","10","17",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto, ca 50 cm, beira de estrada, corola rosa, cálice rosa, estames brancos, aroma característico.; Campo rupestre","HUFU00072813",NA,NA,"Mart. ex Benth.","Alves, R.F.","Diamantina","Estrada Diamantina-Conselheiro Mata, km 187, próximo a grande Inselberg.","-43.706944","-19.066111",NA,NA,"HUFU00072813",NA,"-43.706944","-19.066111","2017","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2019-05-06 11:55:47-03","UFU","HUFU","69071","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Hemsing, P.K.B.; Aguilar, J.C.","330","2014","10","09",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto ca 0,9m. Corola lilás arroxeada, cálice negro, folhas jovens avermelhadas.; CAMPO COM MURUNDU","HUFU00007330",NA,NA,"Mart. ex Benth.",NA,"Uberlândia","Bacia do Rio Uberabinha, Área 6.","-47.912222","-19.375833","987","987","HUFU00007330",NA,"-47.912222","-19.375833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2019-05-06 11:55:47-03","UFU","HUFU","54713","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Siqueira, A.S.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","1075","2008","07","19",NA,"Brasil","Goiás",NA,NA,"Arvoreta, ca. 2,5 m. Flores roxas.","HUFU00007335",NA,NA,"Mart. ex Benth.",NA,NA,"Serra do Facão",NA,NA,NA,NA,"HUFU00007335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2020-08-04 12:48:08-03","UFU","HUFU","53255","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Rodrigues, E.B. & Democh, P.","167","2007","08","22",NA,"Brasil","Goiás",NA,NA,"Arbusto, ca. 2,5 m. Flores com cálice vinho e corola rósea.","HUFU00007336",NA,NA,"Mart. ex Benth.",NA,"Catalão","Serra do Facão, Estrada da Fazenda do Segredo, Catalão Pires Belo","-47.9463996887207","-18.1658000946045",NA,NA,"HUFU00007336",NA,NA,NA,NA,NA,NA,"94621","auto",NA,NA,NA,NA,NA,NA
"999","2019-05-06 11:55:47-03","UFU","HUFU","34740","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Volpi, R.L.; Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R. & Rosa, P.O.","769","2003","10","25",NA,"Brasil","Minas Gerais",NA,NA,"Árvore subterrânea. Frutos verdes.; Campo rupestre.","HUFU00050229",NA,NA,"Mart. ex Benth.",NA,"Delfinópolis","Estrada para Casinha Branca, Condomínio de Pedras.","-46.8539009094238","-20.343900680542",NA,NA,"HUFU00050229",NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA
"1000","2019-05-06 11:55:47-03","UFU","HUFU","10057","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2867","1995","09","27",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto ca. 0,1m. Caule subterrâneo. Cálice vinho. Corola lilás. Estames e gineceu creme.; Campo limpo.","HUFU00050231",NA,NA,"Mart. ex Benth.","Garcia, F.C.P.","São Roque de Minas","Entrada da estrada para o Retiro das Pedras","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00050231",NA,NA,NA,"2006",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"1001","2019-05-06 11:55:47-03","UFU","HUFU","10372","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3078","1995","11","18",NA,"Brasil","Minas Gerais",NA,NA,"Arbusro ca. 0,3m. Cálice vinho. Corola púrpura. Região central da carena branca. Anteras rosadas.; Campo limpo após 2 meses de queimada.","HUFU00050230",NA,NA,"Mart. ex Benth.","Garcia, F.C.P.","São Roque de Minas","Guarita de Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00050230",NA,NA,NA,"2006",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"1002","2019-05-06 11:55:47-03","UFU","HUFU","9832","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2757","1995","09","24",NA,"Brasil","Minas Gerais",NA,NA,"Subarbusto com caule subterrâneo. Cálice vinho. Corola púrpura. Frutos imaturos salmão.; Campo cerrado.","HUFU00050232",NA,NA,"Mart. ex Benth.","Garcia, F.C.P.","São Roque de Minas","Parque Nacional da Serra da Canastra, 3km da Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00050232",NA,NA,NA,"2006",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"1003","2019-05-06 11:55:47-03","UFU","HUFU","9809","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2731","1995","09","24",NA,"Brasil","Minas Gerais",NA,NA,"Arbusto com caule subterrâneo. Cálice vinho. Corola rósea. Estandarte branco no centro. Anteras esverdeadas. Frutos verdes imaturos.; Campo limpo associado a afloramento rochoso.","HUFU00050234",NA,NA,"Mart. ex Benth.","Garcia, F.C.P.","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00050234",NA,NA,NA,"2006",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"1004","2019-05-06 11:55:47-03","UFU","HUFU","17625","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4997","1998","01","11",NA,"Brasil","Minas Gerais",NA,NA,"Árvore subterrânea. Frutos imaturos verdes-amarelados.; Campo limpo 4 meses após queimada.","HUFU00007333",NA,NA,"Mart. ex Benth.","Filard, F.L.R.","São Roque de Minas","Parque Nacional da Serra da Canastra, Torre de observação, estrada Sacramento - São Roque de Minas.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00007333",NA,NA,NA,"2005",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
"1005","2019-05-06 11:55:47-03","UFU","HUFU","1147","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Barbosa, A.A.A.; Schiavini, I.","s.n","1987","09","19",NA,"Brasil","Minas Gerais",NA,NA,"Herbáceo, pétalas róseas.; Cerrado.","HUFU00007337",NA,NA,"Mart. ex Benth.",NA,"Uberlândia","Estação Ecológica do Panga, Borda da estrada.","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00007337",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA
"1006","2019-05-06 11:55:47-03","UFU","HUFU","15755","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Krauss, S.","87","1997","09","19",NA,"Brasil","Minas Gerais",NA,NA,NA,"HUFU00007334",NA,NA,"Mart. ex Benth.","Barbosa, A.A.A.","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00007334",NA,NA,NA,"1997","10","06","58223","auto",NA,NA,NA,NA,NA,NA
"1007","2020-08-04 12:48:08-03","UFU","HUFU","45727","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Rosa, P.O.; Arantes, A.A.A. & Hattori, E.K.O.","4","2006","09","22",NA,"Brasil","Minas Gerais",NA,NA,"Árvore subterrânea com xilopódio desenvolvido, flores arroxeadas.; Cerrado.","HUFU00007340",NA,NA,"Mart. ex Benth.","Queiroz, R.T.","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00007340",NA,NA,NA,"2008","07","23","58223","auto",NA,NA,NA,NA,NA,NA
"1008","2019-05-06 11:55:47-03","UFU","HUFU","76160","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Santos, F.P.; Twardowschy, M.C. & Bianco, S.Y.","39","2017","10","03",NA,"Brasil","Paraná",NA,NA,"Flor com inflorescências enterradas. Estípula e estipéolo no folíolo. Possui adaptação ao fogo. Planta perene.","HUFU00074107",NA,NA,"Mart. ex Benth.","et al.; Santos, F.P.","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"HUFU00074107",NA,NA,NA,"2017","11",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"1009","2019-05-06 11:55:47-03","UFU","HUFU","7808","S","Plantae","Fabaceae","Andira","humilis","Andira humilis","Marcondes-Ferreira, W.; Fernandes, M.S. & Nakamoto, F.","669","1993","09","03",NA,"Brasil","São Paulo",NA,NA,"Árvore, ca. de 3 m. Flores perfumadas lilás e branco, cálice marrom.; Campo rupestre","HUFU00007339",NA,NA,"Mart. ex Benth.",NA,"Altinópolis","Morro do Forno","-47.3699989318848","-21.0200004577637",NA,NA,"HUFU00007339",NA,NA,NA,NA,NA,NA,"30403","auto",NA,NA,NA,NA,NA,NA
"1010","2019-05-06 11:55:47-03","UFU","HUFU","28789","S","Plantae","Fabaceae","Andira","laurifolia","Andira laurifolia laurifolia","Pacheco, R.A.; Nakajima, J.N.; Romero, R.; Mendes, S. & Volpi, R.L.","190","2002","09","26",NA,"Brasil","Minas Gerais",NA,NA,"Árvore subterrânea. Cálice nigrescente, corola magenta, estames creme.; Cerrado.","HUFU00050235",NA,NA,"Benth.",NA,"São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada principal próximo a portaria 3.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00050235","laurifolia",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA
