"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","infraspecificEpithet","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","sex"
"20","2019-07-26 11:39:22-03","IPA","IPA","55144","S","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Hoehne, W.","55144","1944","10","24","Southern America","Brasil","Parque do Estado de SP",NA,NA,NA,"IPA0055144","Plantae",NA,"Müll. Arg.",NA,NA,"Hoehne, W.","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","1944",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"21","2019-02-15 11:33:00-02","IPA","IPA","12308","S","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Handro, O.","330","1952","12",NA,"Southern America","Brasil",NA,NA,NA,"Arbusto 3m de altura, muito ramoso.","IPA0012308","Plantae",NA,"Müll. Arg.",NA,NA,"Handro, O.","São Paulo","Tatuí","-47.8499984741211","-23.3500003814697",NA,NA,NA,NA,NA,NA,NA,"22710","auto",NA,NA,NA,NA,NA
"22","2019-11-21 14:30:21-03","UFJF","CESJ","268a","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"s.col.","268a","1936","02","10","América do Sul","Brasil","Jardim Botânico de São Paulo",NA,NA,"Cultivado, procedente de Ipanema (SP).","CESJ00268A","Angiosperma",NA,"Müll.Arg.",NA,NA,"F.C. Favoreto","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"23","2020-03-02 19:19:13-03","UFJF","CESJ","968","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"L. Krieger","CESJ968","1936","11","10","América do Sul","Brasil","Santo Amaro",NA,NA,"Árvore.","CESJ000968","Angiosperma",NA,"Müll.Arg.","CESJ000968",NA,"F.C. Favoreto","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"24","2020-07-24 11:01:04-03","UFCG","CSTR","6513","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Souza, P.F.","72","2015","03","01",NA,"Brasil","Caatinga arbórea, solo arenoso.",NA,NA,"Árvore com 4,5 a 10m de alt., apresenta folhas lisas semi-coriáceas, presença de látex no caule e presença de frutos.; Vegetação de Caatinga de Altitude.",NA,NA,NA,"Müll. Arg.",NA,NA,"Koch, I.","Paraíba","Itaporanga","-38.156222","-7.22825","2015","12","-38.156222","-7.22825","700","700","03",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:21:45-03","UNICAMP","UEC","205656","S","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Pires, TP; Padua, CN; Brocanello, BO; Silva, BG","216","2019","05","21",NA,"Brazil","Floresta Nacional de Ipanema - FLONA -Trilha da Pe, Local: Em rocha, pleno sol. Solo: Úmido com serrapilheira.",NA,NA,"Hábito: Arbóreo. Látex: Branco. Altura: 5m. Outros: Presença de frutos verdes e maduros.","UEC164515","Magnoliopsida",NA,"Müll.Arg.","UEC164515 UEC164515_v01 UEC164515_v02 UEC164515_v03 UEC164515_v04 UEC164515_v05",NA,"Castello, ACD","São Paulo","Iperó","-48.019878","-23.727261","2019","05","-48.019878","-23.727261",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:21:45-03","UNICAMP","UEC","192572","S","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Kataoka, EY; Koch, I; Castello, ACD; Ferreira, LC","165","2014","08","15",NA,"Brazil","Fazenda Pavuna, próximo à entrada para as trilhas das cachoeiras.",NA,NA,"Árvore de aprox. 2 m, altamente ramificada, ramos jovens acastanhados e densamente lenticelados, indivíduos agregados espacialmente em borda de pasto. Látex branco abundante ao quebrar as folhas. Frutos maduros marrons e imaturos ver","UEC155869","Magnoliopsida",NA,"Müll.Arg.","UEC155869",NA,"Koch, I","São Paulo","Botucatu","-48.511594","-22.838667","2014",NA,"-48.511594","-22.838667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:21:45-03","UNICAMP","UEC","192574","S","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Kataoka, EY; Koch, I; Castello, ACD; Ferreira, LC","167","2014","08","15",NA,"Brazil","Fazenda Pavuna, próximo à entrada para as trilhas das cachoeiras.",NA,NA,"Árvore de aprox. 2 m, altamente ramificada, ramos jovens acastanhados e densamente lenticelados, indivíduos agregados espacialmente em borda de pasto. Látex branco abundante ao quebrar as folhas. Frutos maduros marrons e imaturos ver","UEC155866","Magnoliopsida",NA,"Müll.Arg.","UEC155866",NA,"Koch, I","São Paulo","Botucatu","-48.5116","-22.838672","2014",NA,"-48.5116","-22.838672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:21:45-03","UNICAMP","UEC","202246","S","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Oliveira, JA; Lima, JLC; Escobar, NAG; Daneu, L","629","2016","10","30",NA,"Brazil","Brasil, Bahia, Licínio de Almeida.Serra do Jambreiro.",NA,NA,"Árvore ca.2m alt.Folhas levemente discolores, cálice verde, corola alva, flores perfumadas, odor adocicado.Látex escasso.Pouco frequente.Material em sílica.; Área de caatinga com afloramentos rochosos.","UEC161808","Magnoliopsida",NA,"Müll.Arg.","UEC161808",NA,"Castello, ACD","Bahia","Licínio de Almeida","-42.540278","-14.602778","2017","01","-42.540278","-14.602778","921","921",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:21:45-03","UNICAMP","UEC","177562","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Bertoni, JEA; Geremias, A","327","2000","08","25",NA,"Brazil","Fazenda Santa Elisa, quadra do Abacateiro L22- P10.",NA,NA,"Árvore jovem com + ou - 4m; com frutos semelhantes.","UEC051013","Magnoliopsida",NA,"Müll.Arg.","UEC051013","riedelli","Marcondes-Ferreira, W","São Paulo","Campinas","-47.060001373291","-22.8999996185303","2015","05",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"30","2021-03-01 16:21:45-03","UNICAMP","UEC","177560","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Bertoni, JEA; Geremias, A","655","2001","11","08",NA,"Brazil","Fazenda Santa Elisa, quadra do Abacateiro L22- P6.",NA,NA,"Arvoreta de 4m, flores.","UEC051015","Magnoliopsida",NA,"Müll.Arg.","UEC051015","riedelli","Marcondes-Ferreira, W","São Paulo","Campinas","-47.060001373291","-22.8999996185303","2015","05",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"31","2021-03-01 16:21:45-03","UNICAMP","UEC","67623","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Tamashiro, JY; Torres, RB; Marcondes-Ferreira, W; Monteiro, R","452","1994","08","06",NA,"Brazil","Fazenda Ipanema",NA,NA,"arbusto de 1-2,5m, frutos maduros abertos, crescendo sobre pedras; crescendo sobre pedras","UEC109351","Magnoliopsida",NA,"Müll.Arg.","UEC109351","riedelli","Marcondes-Ferreira, W","São Paulo","Iperó","-47.6800003051758","-23.3500003814697","2013","04",NA,NA,NA,NA,NA,"17831","auto",NA,NA,NA,NA,NA
"32","2019-08-20 10:03:08-03","UNICAMP","UEC","32803","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Hoehne, W","s.n.","1944","10","24",NA,"Brazil","Paerque do Estado de Sào Paulo",NA,NA,"estéril","UEC109348","Magnoliopsida",NA,"Müll.Arg.","UEC109348","riedelli","Marcondes-Ferreira, W","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","2015","05",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"33","2021-03-01 16:21:45-03","UNICAMP","UEC","185991","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Handro, O","330","1952","12",NA,NA,"Brazil",NA,NA,NA,"arbusto de 3m, muito ramoso","UEC029779","Magnoliopsida",NA,"Müll.Arg.","UEC029779","riedelli","Marcondes-Ferreira, W","São Paulo","Tatuí","-47.8499984741211","-23.3500003814697","2015","05",NA,NA,NA,NA,NA,"22710","auto",NA,NA,NA,NA,NA
"34","2021-03-01 16:21:45-03","UNICAMP","UEC","177562","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Bertoni, JEA; Geremias, A","327","2000","08","25",NA,"Brazil","Fazenda Santa Elisa, quadra do Abacateiro L22- P10.",NA,NA,"Árvore jovem com + ou - 4m; com frutos semelhantes.","UEC051013","Magnoliopsida",NA,"Müll.Arg.","UEC051013","riedelli","Marcondes-Ferreira, W","São Paulo","Campinas","-47.060001373291","-22.8999996185303","2015","05",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"35","2021-03-01 16:21:45-03","UNICAMP","UEC","177560","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Bertoni, JEA; Geremias, A","655","2001","11","08",NA,"Brazil","Fazenda Santa Elisa, quadra do Abacateiro L22- P6.",NA,NA,"Arvoreta de 4m, flores.","UEC051015","Magnoliopsida",NA,"Müll.Arg.","UEC051015","riedelli","Marcondes-Ferreira, W","São Paulo","Campinas","-47.060001373291","-22.8999996185303","2015","05",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"36","2021-03-01 16:21:45-03","UNICAMP","UEC","67623","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Tamashiro, JY; Torres, RB; Marcondes-Ferreira, W; Monteiro, R","452","1994","08","06",NA,"Brazil","Fazenda Ipanema",NA,NA,"arbusto de 1-2,5m, frutos maduros abertos, crescendo sobre pedras; crescendo sobre pedras","UEC109351","Magnoliopsida",NA,"Müll.Arg.","UEC109351","riedelli","Marcondes-Ferreira, W","São Paulo","Iperó","-47.6800003051758","-23.3500003814697","2013","04",NA,NA,NA,NA,NA,"17831","auto",NA,NA,NA,NA,NA
"37","2019-08-20 10:03:08-03","UNICAMP","UEC","32803","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Hoehne, W","s.n.","1944","10","24",NA,"Brazil","Paerque do Estado de Sào Paulo",NA,NA,"estéril","UEC109348","Magnoliopsida",NA,"Müll.Arg.","UEC109348","riedelli","Marcondes-Ferreira, W","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","2015","05",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"38","2021-03-01 16:21:45-03","UNICAMP","UEC","185991","S","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli riedelli",NA,"Handro, O","330","1952","12",NA,NA,"Brazil",NA,NA,NA,"arbusto de 3m, muito ramoso","UEC029779","Magnoliopsida",NA,"Müll.Arg.","UEC029779","riedelli","Marcondes-Ferreira, W","São Paulo","Tatuí","-47.8499984741211","-23.3500003814697","2015","05",NA,NA,NA,NA,NA,"22710","auto",NA,NA,NA,NA,NA
"39","2020-04-22 16:17:23-03","UFPB","JPB","42591","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli",NA,"Gadelha Neto, PC; Barbosa, MR; Pereira, MS; Lima, JR; Costa, FCP","2659","2009","09","06","Southern America","Brasil","Serra de Santa Catarina, Substrato areno-argiloso",NA,NA,"; HABITAT: Mata Serrana; DESC: Árvore com cerca de 3m. Folhas simples, cartáceas. Frutos estipitados, deiscentes. Sementes com alas membranáceas.",NA,"Angiosperma","Dicotyledon","Müll.Arg.",NA,NA,NA,"Paraíba","Engenheiro Ávidos","-38.457778","-6.985278",NA,NA,"-38.457778","-6.985278","428","428",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-04-22 16:17:23-03","UFPB","JPB","26761","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli",NA,"Gadelha Neto, PC","497","2000","01","08","Southern America","Brasil","Serra de Santa Catarina",NA,NA,"; DESC: Arbóreo.",NA,"Angiosperma","Dicotyledon","Müll.Arg.",NA,NA,NA,"Paraíba","Engenheiro Ávidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-04-22 16:17:23-03","UFPB","JPB","26742","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli",NA,"Gadelha Neto, PC; et al.","462","1999","11","14","Southern America","Brasil","Serra de Santa Catarina",NA,NA,"; DESC: Arbóreo, flor branca.",NA,"Angiosperma","Dicotyledon","Müll.Arg.",NA,NA,"Francisco Morales, J","Paraíba","São José da Lagoa Tapada","-38.1622009277344","-6.94055986404419","2004","01",NA,NA,NA,NA,NA,"21441","auto",NA,NA,NA,NA,NA
"42","2020-04-22 16:17:23-03","UFPB","JPB","26760","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelli","Aspidosperma riedelli",NA,"Gadelha Neto, PC","570","2000","04","23","Southern America","Brasil","Serra de Santa Catarina",NA,NA,"; DESC: Arbóreo.",NA,"Angiosperma","Dicotyledon","Müll.Arg.",NA,NA,NA,"Paraíba","São José da Lagoa Tapada","-38.1622009277344","-6.94055986404419",NA,NA,NA,NA,NA,NA,NA,"21441","auto",NA,NA,NA,NA,NA
"43","2021-03-21 19:32:38-03","UFC","EAC","6844","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Fernandes, A.","EAC6844","1978","12","14","Southern America","Brasil","B. Jardim",NA,NA,NA,"EAC0006844","Dicotyledon",NA,"Müll.Arg.","EAC0006844",NA,"Koch, I.","Piauí","São Raimundo Nonato","-42.6994018554688","-9.01527976989746","2013","06",NA,NA,NA,NA,NA,"45407","auto",NA,NA,NA,NA,NA
"44","2021-03-21 19:32:38-03","UFC","EAC","38251","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Lemos, J.R.; Matias, P.","282","2005","01","25","Southern America","Brasil","Estacão Ecológica de Aiuaba.",NA,NA,"Arbusto, ca. 2,8m, flor alvo-amarelada.; Caatinga.","EAC0038251","Dicotyledon",NA,"Müll.Arg.","EAC0038251",NA,"Koch, I.","Ceará","Aiuaba","-40.120833","-6.600278","2013","06","-40.120833","-6.600278","400","600","18",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-21 19:32:38-03","UFC","EAC","42324","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Gomes, V.; Ribeiro, K.; Otutumi, A.","381","2003","08","05","Southern America","Brasil","Sítio Jardim, levantamento Fitossociológico Ponto 27 Quadrante 3.",NA,NA,"Floresta Estacional Semidecidual Montana.","EAC0042324","Dicotyledon",NA,"Müll.Arg.","EAC0042324",NA,"Koch, I.","Ceará","Mulungu","-39.010556","-4.286306","2013","06","-39.010556","-4.286306",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-21 19:32:38-03","UFC","EAC","42325","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Silveira, A.P.; Oliveira, R.F.","543","2003","01","16","Southern America","Brasil","Sítio Jardim, levantamento Fitossociológico Ponto 27 Quadrante 3.",NA,NA,"Floresta Estacional Semidecidual Montana.","EAC0042325","Dicotyledon",NA,"Müll.Arg.","EAC0042325",NA,"Koch, I.","Ceará","Mulungu","-39.010556","-4.286306","2013","06","-39.010556","-4.286306",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-21 19:32:38-03","UFC","EAC","42328","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","riedelii","Aspidosperma riedelii",NA,"Silveira, A.P.; Oliveira, R.F.","710","2002","10","22","Southern America","Brasil","Sítio Jardim.",NA,NA,"Floresta Estacional Semidecidual Montana.","EAC0042328","Dicotyledon",NA,"Müll.Arg.","EAC0042328",NA,"Koch, I.","Ceará","Mulungu","-39.010556","-4.286306","2013","06","-39.010556","-4.286306",NA,NA,"18",NA,NA,NA,NA,NA,NA,NA
