"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","year","stateProvince","imagecode","identifiedBy","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"144","2020-09-02 16:39:21-03","Cenargen","CEN","112914","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Dimitri Sucre Benjamin",NA,"Brasil","Estado da Guanabara, Morro do Leme, Quartel Duque de Caxias.","Exsicatas",NA,"Arbusto tanto heliófilo como semi-umbrófilo, crescendo em formação rupicola, variando de 1,5 a 5 m de altura. Lâmina marcadamente discolor, face ventral lúcida, corola alba. Folhas aromáticas. Mais ou menos 100 m.s.m., exposição sul. Doação do Jardim Botânico do Rio de Janeiro - RB (159998). Rio de Janeiro.","CEN00112914",NA,NA,"A.St.-Hil.",NA,"9695","1972","RJ",NA,"J. R. Pirani","10","04","RIO DE JANEIRO","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"1997",NA,NA,NA,NA,NA,"1"
"145","2021-03-15 18:30:01-03","USP","SPF","117243","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Conceição, AA",NA,"Brasil","Fazenda Santa Maria. Caatinga. Carrasco mostrando um amistura de caatinga e cerrado. Solo arenoso-pedregoso.",NA,NA,"Arbusto com ca. de 1,5m de altura. Folhas verdes. Frutos imaturos verdes com pedúnculos vináceos. Ocasional.","SPF00117243",NA,NA,"A.St.-Hil.",NA,"PCD2449","1996","Bahia",NA,"Pirani, JR","03","16","Morro do Chapéu","-41.141944","-11.761111","991","991",NA,NA,"-41.141944","-11.761111","1999",NA,NA,NA,NA,NA,NA
"146","2021-03-15 18:30:01-03","USP","SPF","108299","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Souza, VC",NA,"Brasil","Ca. 23 km NE da cidade, em direção a Montugaba (BA). Mata de cipó, adjacente a uma área que foi recentemente derrubada e queimada; com diversos indivíduos da mata original em brotamento. Beira da mata.",NA,NA,"Árvore caída com ramos brotando, ca. 2m altura; frutos imaturos verdes.","SPF00108299",NA,NA,"A.St.-Hil.",NA,"5501","1994","Minas Gerais",NA,"Pirani, JR","03","14","Montezuma","-42.375556","-15.057778","900","1000",NA,NA,"-42.375556","-15.057778","1999",NA,NA,NA,NA,NA,NA
"147","2021-03-15 18:30:01-03","USP","SPF","119078","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Félix, LP",NA,"Brasil","Ibicoesa. Em mata; terrenos pedregosos.",NA,NA,"Arbusto, flores alvas.","SPF00119078",NA,NA,"A.St.-Hil.",NA,"s.n.","1996","Bahia",NA,"Pirani, JR","01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA
"148","2021-03-15 18:30:01-03","USP","SPF","130163","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Giulietti, AM",NA,"Brasil","Estrada para Lagoa Nova. Campo rupestre. campos gerais com arbustos densamente dispostos e elementos de caatinga, solo arenoso.",NA,NA,"Arbusto ca. 1,5m. Folhas levemente discolores, pedicelos vináceos. Fruto imaturo verde. Ocasional. Material adicional: Xiloteca.","SPF00130163",NA,NA,"A.St.-Hil.",NA,"PCD6075","1997","Bahia",NA,"Pirani, JR","03","06","Morro do Chapéu","-41.118611","-11.722222","886","886",NA,NA,"-41.118611","-11.722222","2002","10",NA,NA,NA,NA,NA
"149","2021-03-15 18:30:01-03","USP","SPF","130164","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Silva, LB",NA,"Brasil","Estrada para Lagoa Nova. Campos gerais com arbustos densamente dispostos e elementos de caatinga, solo arenoso.",NA,NA,"Arbusto ca. 2m. Flores com pétalas alvas, anteras marelas, estilete branco, ovário verde-claro. Ocasional. Material adicional: Xiloteca. Masculino.","SPF00130164",NA,NA,"A.St.-Hil.",NA,"PCD6083","1997","Bahia",NA,"Pirani, JR","03","06","Morro do Chapéu","-41.118611","-11.722222","886","886",NA,NA,"-41.118611","-11.722222","2002",NA,NA,NA,NA,NA,NA
"150","2021-03-15 18:30:01-03","USP","SPF","135701","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Sucre, D",NA,"Brasil","Morro do Leme. Quartel Duque de Caxias.",NA,NA,"Pequena árvore com 5m alt. Exposição sul. Folhas com cheiro ativo de cítrico. Botões amarelo-esverdeados.","SPF00135701",NA,NA,"A.St.-Hil.",NA,"9695","1972","Rio de Janeiro",NA,"Pirani, JR","10","04",NA,NA,NA,"100","100",NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"151","2021-03-15 18:30:01-03","USP","SPF","140933","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Pirani, JR",NA,"Brasil","Chapada Diamantina, Estrada para Barra da Estiva, alto da Chapada Diamantina. Cerradão, latossolo vermelho-amarelo, argiloso.",NA,NA,"Arbusto pouco ramificado, 1m alt., acúleos negros. Folhas lustrosas. Estéril.","SPF00140933",NA,NA,"A.St.-Hil.",NA,"4528","2000","Bahia",NA,"Pirani, JR","01","18","Mucugê","-41.4925","-13.246389","1114","1114",NA,NA,"-41.4925","-13.246389","2000",NA,NA,NA,NA,NA,NA
"152","2021-03-15 18:30:01-03","USP","SPF","180868","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Paixão, JL",NA,"Brasil","Serra do Timbó, Mata do Centro Sapucaia, área da represa. Mata atlântica.",NA,NA,"Árvore com ca. 12 m de alt. Folhas discolores brilhantes. Flores brancas com cálice verdes.","SPF00180868",NA,NA,"A.St.-Hil.",NA,"1182","2007","Bahia",NA,"Pirani, JR","04","29","Amargosa","-39.15","-13.166667",NA,NA,NA,NA,"-39.15","-13.166667","2007",NA,NA,NA,NA,NA,NA
"153","2021-03-15 18:30:01-03","USP","SPF","174634","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Harley, RM",NA,"Brasil","Ca. 6 km de Rio de Contas na estrada para Jussiapé a 1 km ao longo do entroncamento na estrada para Larion. Beira da estrada. Mata seca densa, chamada carrasco, e com um rio e mata ciliar na baixada.",NA,NA,"Arbusto até 3 m alt., ramificado com ramos mais ou menos eretos. Caules aromáticos quando cortados. Folhas coriáceas, verdes, a face inferior verde-amarelada mais clara. Fruto verde, nítido.","SPF00174634",NA,NA,"A.St.-Hil.",NA,"55005","2004","Bahia",NA,"Pirani, JR","03","03","Rio de Contas","-41.764444","-13.620278","891","891",NA,NA,"-41.764444","-13.620278","2006",NA,NA,NA,NA,NA,NA
"154","2021-03-15 18:30:01-03","USP","SPF","176956","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Harley, RM",NA,"Brasil","Ca. 6 km de Rio de Contas na estrada para Jussiape e 1 km ao longo do entroncamento na estrada para Marion. Beira de estrada",NA,NA,"Arbusto até 3 m alt., ramificado com ramos mais ou menos eretos. Caules aromáticos quando cortados. Folhas coriáceas, verdes, a face inferior verde-amarelada mais clara. Fruto verde, nítido.","SPF00176956",NA,NA,"A.St.-Hil.",NA,"55005","2004","Bahia",NA,"Pirani, JR","03","03","Rio de Contas","-41.764444","-13.620278","891","891",NA,NA,"-41.764444","-13.620278","2006",NA,NA,NA,NA,NA,NA
"155","2019-11-13 11:31:15-03","USP","SPF","202650","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Pirani, JR",NA,"Brasil","Reserva Natural Vale",NA,NA,NA,"SPF00202650",NA,NA,"A.St.-Hil.",NA,"6083","2011","Espírito Santo",NA,"Pirani, JR","01","18","Linhares","-40.051861","-19.097611","45","45",NA,NA,"-40.051861","-19.097611","2011",NA,NA,NA,NA,NA,NA
"156","2019-11-13 11:31:15-03","USP","SPF","225017","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Ribeiro, RD",NA,"Brasil","Local entre a praia de Manguinhos e a Praia da Tartaruga. Ponta da Sapata.",NA,NA,NA,"SPF00225017",NA,NA,"A.St.-Hil.",NA,"106","2004","Rio de Janeiro",NA,"Pirani, JR","02","16","Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,NA,"2016","01",NA,NA,NA,NA,NA
"157","2021-03-15 18:30:01-03","USP","SPF","81587","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Pirani, JR",NA,"Brasil","Rodovia para São Miguel das Matas e Amargosa, a 7km do trevo com a BR 101. Floresta perenifólia higrófila costeira (Mata Atlântica) densa, primária, com Schizolobium parahyba, Platymenia (vinhático), dossel a 40 m alt. Interior da submata.",NA,NA,"Árvore 9m alt., tronco com casca cinérea áspera com poucos acúleos, pequenos, facilmente destacáveis, com faca, muito esparsos; folhas discolores e lustrosas com ambas as faces, alguns folíolos com sáculos na base da lâmina. Inflores","SPF00081587",NA,NA,"A.St.-Hil.",NA,"2700","1993","Bahia",NA,"Pirani, JR","01","30","Santo Antônio de Jesus","-39.333333","-13",NA,NA,NA,NA,"-39.333333","-13","1999",NA,NA,NA,NA,NA,NA
"158","2021-03-15 18:30:01-03","USP","SPF","84710","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Stannard, BL",NA,"Brasil","Mata do Criminoso.",NA,NA,"Arbusto 3m alt. Frutos verdes.","SPF00084710",NA,NA,"A.St.-Hil.",NA,"H51989","1992","Bahia",NA,"Pirani, JR","03","18","Abaíra","-41.8","-13.316667","1150","1150",NA,NA,"-41.8","-13.316667","2000",NA,NA,NA,NA,NA,NA
"159","2019-11-13 11:31:15-03","USP","SPF","221483","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Lorenzi, H",NA,"Brasil","Na estrada para Malagres a 2 km de Amargosa.",NA,NA,NA,"SPF00221483",NA,NA,"A.St.-Hil.",NA,"6611","2009","Bahia",NA,"Pirani, JR","02","07","Amargosa","-39.6046981811523","-13.0303001403809",NA,NA,"22699","auto",NA,NA,"2012","06",NA,NA,NA,NA,NA
"160","2021-03-15 18:30:01-03","USP","SPF","78221","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Carvalho, AMV",NA,"Brasil","Estrada para o Aeroporto de Barreiras. Coletas entre 5 a 15 km a partir da sede do município. Cerrado.",NA,NA,"Arbusto com ca. 2m de altura. Folhas verdes concolores. Frutos imaturos verdes.","SPF00078221",NA,NA,"A.St.-Hil.",NA,"4043","1992","Bahia",NA,"Pirani, JR","06","11","Barreiras","-44.9900016784668","-12.1527996063232",NA,NA,"152720","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"161","2021-03-15 18:30:01-03","USP","SPF","119504","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Hatschbach, G",NA,"Brasil","Palmeira. Caatinga, encosta de morro.",NA,NA,"Arbusto 2m, espinhos esparsos.","SPF00119504",NA,NA,"A.St.-Hil.",NA,"65856","1997","Bahia",NA,"Pirani, JR","01","16","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"162","2021-03-15 18:30:01-03","USP","SPF","101782","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Hatschbach, G",NA,"Brasil","Tucana. Caatinga; pequeno capão arbóreo.",NA,NA,"Arbusto 1,5m.","SPF00101782",NA,NA,"A.St.-Hil.",NA,"61937","1995","Bahia",NA,"Pirani, JR","03","15","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"163","2021-03-15 18:30:01-03","USP","SPF","68975","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Mattos-Silva, LA",NA,"Brasil","Estrada que loga a Estação Hidromineral de Olivença ao Povoado de Vila Brasil. 5 km ao sudoeste de Olivença. Região de mata higrófila sul baiana. Capoeirão em solo arenoso.",NA,NA,"Árvore, 8m x 6cm. Frutos imaturos, verde-sumo. Das folhas macerada exala um cheiro agradável.","SPF00068975",NA,NA,"A.St.-Hil.",NA,"1475","1982","Bahia",NA,"Pirani, JR","02","08","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"164","2019-11-13 11:31:15-03","USP","SPF","99190","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Andrade, M",NA,"Brasil",NA,NA,NA,NA,"SPF00099190",NA,NA,"A.St.-Hil.",NA,"s.n.","1995","Bahia",NA,"Pirani, JR","04","30","Jacobina","-40.5182991027832","-11.1806001663208",NA,NA,"62396","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"165","2021-03-15 18:30:01-03","USP","SPF","75633","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Mattos-Silva, LA",NA,"Brasil","Fazenda Contendas. Rodovia BA 250, trecho Maracás / Ituruçu, km 12. Região de Mata de Cipó. Mata.",NA,NA,"Árvore 6m de latura. Futos jovens, de coloração verde. Coleta de folhas para análises.","SPF00075633",NA,NA,"A.St.-Hil.",NA,"2259","1988","Bahia",NA,"Pirani, JR","03","01","Maracás","-40.4308013916016","-13.4411001205444","800","800","50558","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"166","2021-03-15 18:30:01-03","USP","SPF","48791","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Pirani, JR",NA,"Brasil","Mata de cipó perturbada em alguns trechos.",NA,NA,"Arvoreta ca. 4m alt., casca cinérea espinhos negros. Frutos verdes.","SPF00048791",NA,NA,"A.St.-Hil.",NA,"2012","1987","Bahia",NA,"Pirani, JR","02","13","Seabra","-41.7703018188477","-12.4186000823975","900","900","57155","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"167","2021-03-15 18:30:01-03","USP","SPF","181855","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Folli, DA",NA,"Brasil","Reserva Natural Vale, Próximo a aceiro com BR 101. Mata de tabuleiro.",NA,NA,"10 m alt. Flor branca. Exsudação incolor.","SPF00181855",NA,NA,"A.St.-Hil.",NA,"5449","2007","Espírito Santo",NA,"Pirani, JR","01","12","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,"2010","01",NA,NA,NA,NA,NA
"168","2021-03-15 18:30:01-03","USP","SPF","194223","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Vervloet, RR",NA,"Brasil","Pedra do Cruzeiro, Aguilar.",NA,NA,"Arbusto 4 m, botões de cor verde.","SPF00194223",NA,NA,"A.St.-Hil.",NA,"3477","2007","Espírito Santo",NA,"Pirani, JR","09","12","Marilândia","-40.5416984558105","-19.4127998352051","200","830","21644","auto",NA,NA,"2010",NA,NA,NA,NA,NA,NA
"169","2021-03-15 18:30:01-03","USP","SPF","162681","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Farney, C",NA,"Brasil","Ilha de Cabo Frio, Ilha de Cabo Frio. Maramutá, trilaha para o Farol. Mata de encosta na vertente N. Floresta Estacional Semidecídua.",NA,NA,"Arvoreta 6m; folhas verdes discolores; frutos imaturos verdes.","SPF00162681",NA,NA,"A.St.-Hil.",NA,"4063","2000","Rio de Janeiro",NA,"Pirani, JR","04","14","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"170","2021-03-15 18:30:01-03","USP","SPF","162680","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Farney, C",NA,"Brasil","Ponta da Jararaca. Mata de Encosta. Floresta Estacional Semidecídua.",NA,NA,"Arvoreta 4m; folhas verdes discolores; frutos imaturos verdes com nuances róseo/avermelhadas.","SPF00162680",NA,NA,"A.St.-Hil.",NA,"4047","2000","Rio de Janeiro",NA,"Pirani, JR","04","13","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"171","2021-03-15 18:30:01-03","USP","SPF","162679","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Farney, C",NA,"Brasil","Pontal do Atalaia, Poantal do Atalaia, Mata de encosta nas proximidades da Prainha. Floresta Estacional Semidecídua.",NA,NA,"Arvoreta; ramos aculeados; 4m; folhas verdes discolores; flores alvo/ amareladas perfumadas; frutos imaturos verdes. Masculino.","SPF00162679",NA,NA,"A.St.-Hil.",NA,"3972","2000","Rio de Janeiro",NA,"Pirani, JR","01","13","Arraial do Cabo","-42.0278015136719","-22.966100692749",NA,NA,"25964","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"172","2021-03-15 18:30:01-03","USP","SPF","162682","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Farney, C",NA,"Brasil","Pontal do Atalaia, Poantal do Atalaia, Mata de encosta na vertente Sul, próxima a Prainha. Floresta Estacional Semidecídua.",NA,NA,"Árvore 5m; folhas verdes discolores; ramos com espinhos; frutos imaturos verdes.","SPF00162682",NA,NA,"A.St.-Hil.",NA,"4115","2000","Rio de Janeiro",NA,"Pirani, JR","08","23","Arraial do Cabo","-42.0278015136719","-22.966100692749","80","80","25964","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"173","2021-03-15 18:30:01-03","USP","SPF","155420","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Scheel-Ybert, R",NA,"Brasil","Armação dos Búzios. Colina á esquerda da Praia da Ferradura. Mata seca baixa na beira da estrada.",NA,NA,"Pequena árvore. Amostra de madeira.","SPF00155420",NA,NA,"A.St.-Hil.",NA,"13","1995","Rio de Janeiro",NA,"Pirani, JR","09","09","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA
"174","2021-03-15 18:30:01-03","USP","SPF","196497","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Lima, HC",NA,"Brasil","Praia José Gonçalves. Caminho para Caravelas.",NA,NA,"Árvore 5 m alt. Tronco com casca lisa e alvacenta, DAP 8 cm Botões muito jovens esverdeados. Ocasional.; Floresta baixa em planície areno-argiloso.","SPF00196497",NA,NA,"A.St.-Hil.",NA,"4800","1993","Rio de Janeiro",NA,"Pirani, JR","10","19","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,"2010",NA,NA,NA,NA,NA,NA
"175","2021-03-15 18:30:01-03","USP","SPF","135700","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Sucre, D",NA,"Brasil","Restinga. Crescendo em depressão úmida e de vegetação alta e densa; flor branca.",NA,NA,"Pequena árvore com +/- 5 m alt.","SPF00135700",NA,NA,"A.St.-Hil.",NA,"3954","1968","Rio de Janeiro",NA,"Pirani, JR","10","14","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"176","2021-03-15 18:30:01-03","USP","SPF","100700","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Pirani, JR",NA,"Brasil","Serra da Tiririca, Itaipuaçu, Serra da Tiririca, alto do morro no limite com o munícipio de Niterói. Trilha para a Pedra do Elefante. Mata Pluvial Tropical Atlântica, na encosta e cume de elevações graníticas.",NA,NA,"Arvoreta delgada 3m alt., (indivíduo provavelmente muito jovem, quase sem ramos). Estéril. Aculeado.","SPF00100700",NA,NA,"A.St.-Hil.",NA,"3561","1995","Rio de Janeiro",NA,"Pirani, JR","02","20","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"20726","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"177","2021-03-15 18:30:01-03","USP","SPF","180916","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Forzza, RC",NA,"Brasil","Pedra da Gávea, Mata na encosta da Pedra.",NA,NA,"Arvoreta, 2.5 m alt. Frutos verdes.","SPF00180916",NA,NA,"A.St.-Hil.",NA,"4469","2007","Rio de Janeiro",NA,"Pirani, JR","02","08","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA
"178","2019-11-13 11:31:15-03","USP","SPF","192907","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Farney, C",NA,"Brasil","Serra de Sapiatiba",NA,NA,NA,"SPF00192907",NA,NA,"A.St.-Hil.",NA,"4192","2000","Rio de Janeiro",NA,"Farney, C","09","12","São Pedro da Aldeia","-42.1027984619141","-22.8391990661621","290","300","20879","auto",NA,NA,"2007","12",NA,NA,NA,NA,NA
"179","2021-03-15 18:30:01-03","USP","SPF","162683","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Farney, C",NA,"Brasil","Serra de Sapiatiba, Serra de Sapiatiba, estrada para a Torre, mata de encosta. Floresta Estacional Semidecídua.",NA,NA,"Arvoreta 6m; folhas verdes discolores; inflorescência jovem esverdeada; ramos aculeados.","SPF00162683",NA,NA,"A.St.-Hil.",NA,"4177","2000","Rio de Janeiro",NA,"Pirani, JR","09","11","São Pedro da Aldeia","-42.1027984619141","-22.8391990661621","100","300","20879","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"180","2021-03-15 18:30:01-03","USP","SPF","134317","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Christianini, SR",NA,"Brasil","Fazenda da Cia. Brahma. BOrda de mata mesófila semidecídua.",NA,NA,"Arbusto, cerca de 1,3m de altura, folhas cartáceas, caule rugoso e com espinhos, frutos verdes.","SPF00134317",NA,NA,"A.St.-Hil.",NA,"486","1997","São Paulo",NA,"Pirani, JR","01","15","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA
"181","2021-03-15 18:30:01-03","USP","SPF","118876","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Christianini, SR",NA,"Brasil","Fazenda da Cia. Cervejaria Brahma. Mata.",NA,NA,"Árvore cerca de 5m de altura, caule rugoso com espinhos, folhas cartáceas, frutos verdes e avermelhados, sementes pretas.","SPF00118876",NA,NA,"A.St.-Hil.",NA,"541","1997","São Paulo",NA,"Pirani, JR","03","14","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"182","2021-03-15 18:30:01-03","USP","SPF","118877","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Christianini, SR",NA,"Brasil","Fazenda da Cia. Cervejaria Brahma. Mata.",NA,NA,"Árvore cerca de 5m de altura, caule rugoso com espinhos, folhas cartáceas, frutos verdes e avermelhados, sementes pretas.","SPF00118877",NA,NA,"A.St.-Hil.",NA,"542","1997","São Paulo",NA,"Pirani, JR","03","14","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA
"183","2021-03-15 18:30:01-03","USP","SPF","148624","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Paschoal, MES",NA,"Brasil","Fazenda Monte Alegra, Mata de Copaíba. Transição entre floresta paludosa e floresta estacional semidecidual.",NA,NA,"Árvore de 6m de altura, folhas cartáceas, flores branco-esverdeadas, frutos imaturos verdes; ramos armados, caule inerme e lenticelado.","SPF00148624",NA,NA,"A.St.-Hil.",NA,"2347","2000","São Paulo",NA,"Paschoal, MES","11","28","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,"2001","02","15",NA,NA,NA,NA
"184","2021-03-15 18:30:01-03","USP","SPF","148625","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Paschoal, MES",NA,"Brasil","Fazenda Monte Alegra, Mata de Copaíba. Transição entre floresta paludosa e floresta estacional semidecidual. Ao lado da parcela 12.",NA,NA,"Árvore de 6m de altura, frutos maduros verde-vináceos, sementes negras.","SPF00148625",NA,NA,"A.St.-Hil.",NA,"2413","2001","São Paulo",NA,"Christianini, SR","05","18","Agudos","-48.9799995422363","-22.4599990844727",NA,NA,"52219","auto",NA,NA,"2001","06","19",NA,NA,NA,NA
"185","2021-03-15 18:30:01-03","USP","SPF","125042","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Amaral Jr, A",NA,"Brasil","Jardim Botânico da FCMBB. Distrito de Rubião Júnior.",NA,NA,"Árvore 3m de altura, com 10 cm de circunferência, flores verde-claras, com estames amarelados. Masculino.; Mata secundária, com árvores de até 15m de altura, sub-bosque pouco denso.","SPF00125042",NA,NA,"A.St.-Hil.",NA,"18","1975","São Paulo",NA,"Pirani, JR","12","08","Botucatu","-48.439998626709","-22.8799991607666","870","870","40412","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA
"186","2021-03-15 18:30:01-03","USP","SPF","125043","PreservedSpecimen","Plantae","Rutaceae","Zanthoxylum","tingoassuiba","Zanthoxylum tingoassuiba","Amaral Jr, A",NA,"Brasil","Jardim Botânico da FCMBB. Distrito de Rubião Júnior.",NA,NA,"Árvore 3m de altura e com 10 cm de circunferência com flores esverdeadas.; Mata secundária, com árvores de até 15m de altura, sub-bosque pouco denso.","SPF00125043",NA,NA,"A.St.-Hil.",NA,"14","1975","São Paulo",NA,"Pirani, JR","12","08","Botucatu","-48.439998626709","-22.8799991607666","870","870","40412","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA
