"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","locality","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2019-10-09 11:10:06-03","UFBA","ALCB","128096","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Caxambu, MG; Siqueira, EL","2782","2009","10","17","Southern America","Brasil",NA,NA,"ca. 0,60 m, heliófita, flores amarelas; Relevo: suave-ondulado&nf;Vegetação: estepe (campos gerais)","ALCB045541","Dicotyledon",NA,"Paraná","Rod. BR-227, Km 156, próximo ao pedágio","Less.","Palmeira","-49.891667","-25.474722","Barbosa, E; Cordeiro, J","2010",NA,NA,NA,NA,"-49.891667","-25.474722",NA,NA,"ALCB045541",NA,NA,NA,NA,NA
"12","2019-10-09 11:10:06-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, JM; Lucas, E; Mazine, FF; Sakuragui, CM","3871","2003","11","04","Southern America","Brasil",NA,NA,"ereta. Capítulo amarelo.; seco",NA,"Dicotyledon",NA,"Paraná","Recanto Botuquara","Less.","Ponta Grossa","-50.15","-25.083333","Hatschbach, G","2003",NA,NA,NA,NA,"-50.15","-25.083333",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:06-03","UFBA","ALCB","032452","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Ribas, OS; Cordeiro, J","602","1993","09","09","Southern America","Brasil",NA,NA,"60 cm. Capítulos amarelos.; Campo limpo, seco.",NA,"Dicotyledon",NA,"Paraná","Vila Macedo","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Prusky, J","1996",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:48:25-03","NBC","NL-BOTANY","L.3021312","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Pedersen TM",NA,"1976","11","07","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3021312 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3021312",NA,"Asterales",NA,"Plantae Argentinae. Paso de los Libres. Prov. Corrientes.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3021312","Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 08:48:25-03","NBC","NL-BOTANY","L.3021313","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Pedersen TM",NA,"1961","10","15","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3021313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3021313",NA,"Asterales",NA,"Argentina. Estancia,, Itá Caabó'. Dep. Mercedes. Prov. Corrientes.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3021313","Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 08:48:25-03","NBC","NL-BOTANY","L.3021314","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Hatschbach GG",NA,"1959","01","31","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3021314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3021314",NA,"Asterales",NA,"Est. Parana (Brasil), Mun. Tibagi. Fda. Ingrata.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3021314","Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 08:48:25-03","NBC","NL-BOTANY","L.3021316","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Fiebrig K",NA,"1902","11","25","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3021316 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3021316",NA,"Asterales",NA,"Plantae Paraguayenses. Cordillera de Altos.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3021316","Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 08:48:25-03","NBC","NL-BOTANY","L.3753171","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Pedersen TM",NA,"1967","10","23","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3753171 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3753171",NA,"Asterales",NA,"Estancia, Dep. Ituzaingó, Prov. Corrientes.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L3753171","Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 08:48:25-03","NBC","NL-BOTANY","U.1108784","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Pedersen TM",NA,"1952","10","10","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1108784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1108784",NA,"Asterales",NA,"Estancia 'Las Tres Marias', Dep. Empedrado, Prov. Corrientes.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1108784","Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 08:48:25-03","NBC","NL-BOTANY","U.1115391","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Woolston AL",NA,"1957","07","16","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1115391 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1115391",NA,"Asterales",NA,"Depto. San Pedro, Alto Paraguay: Primavera.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1115391","Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 08:48:25-03","NBC","NL-BOTANY","WAG.1361393","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Pedersen TM",NA,"1967","10","23","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1361393 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1361393",NA,"Asterales",NA,"Estancia, Dep. Ituzaingó, Prov. Corrientes.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-WAG1361393","Magnoliopsidae",NA,NA,NA,NA
"22","2020-11-04 11:01:12-03","ESALQ","ESA","91698","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G. et al.","76674.0","2003","10","23",NA,"Brasil",NA,NA,NA,"ESA091698","Magnoliophyta",NA,"Mato Grosso do Sul",NA,NA,"Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:01:12-03","ESALQ","ESA","86660","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.; Lucas, E.; Mazine, F.F.; Sakuragui, C.M.","3871.0","2003","11","04",NA,"Brasil",NA,NA,NA,"ESA086660","Magnoliophyta",NA,"Paraná",NA,"Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.","2003","01","01","46557","auto",NA,NA,NA,NA,"ESA086660",NA,NA,NA,NA,NA
"24","2020-11-04 11:01:12-03","ESALQ","ESA","88872","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.","3871.0","2003","11","04",NA,"Brasil",NA,NA,NA,"ESA088872","Magnoliophyta",NA,"Paraná",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,"ESA088872",NA,NA,NA,NA,NA
"25","2020-11-04 11:01:12-03","ESALQ","ESA","60441","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Jarenkow, J.A. ; Garcia, E.N.","3632.0","1997","11","16",NA,"Brasil",NA,NA,NA,"ESA060441","Magnoliophyta",NA,"Rio Grande do Sul",NA,"Less.","Vacaria","-50.9338989257812","-28.5121994018555","Jarenkow, J.A.",NA,NA,NA,"63451","auto",NA,NA,NA,NA,"ESA060441",NA,NA,NA,NA,NA
"26","2020-11-04 11:01:12-03","ESALQ","ESA","27201","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Souza, V.C. et al.","10762.0","1996","01","02",NA,"Brasil",NA,NA,NA,"ESA027201","Magnoliophyta",NA,"São Paulo",NA,"Less.","Angatuba","-48.4099998474121","-23.4899997711182",NA,NA,NA,NA,"29114","auto",NA,NA,NA,NA,"ESA027201",NA,NA,NA,NA,NA
"27","2020-11-04 11:01:12-03","ESALQ","ESA","61824","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Souza, V.C. et al.","7118.0","1994","11","12",NA,"Brasil",NA,NA,NA,"ESA061824","Magnoliophyta",NA,"São Paulo",NA,"Less.","Itapeva","-48.8699989318848","-23.9799995422363","Scaramuzza, C.A.M.",NA,NA,NA,"42926","auto",NA,NA,NA,NA,"ESA061824",NA,NA,NA,NA,NA
"28","2020-11-04 11:01:12-03","ESALQ","ESA","22607","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Barreto, K.D. et al.","3209.0","1994","11","10",NA,"Brasil",NA,NA,NA,"ESA022607","Magnoliophyta",NA,"São Paulo",NA,"Less.","Itararé","-49.3400001525879","-24.1100006103516","Magenta, M.A.G.",NA,NA,NA,"27729","auto",NA,NA,NA,NA,"ESA022607",NA,NA,NA,NA,NA
"29","2015-07-02 14:42:09-03","JBP","HPL","6366","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","H. Lorenzi","5955","2005","12","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"RS","Coletado na BR 453.","Less.","São Francisco de Paula","-50.5836","-29.4481","V.C. Souza","2011","01","25","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:33:53-02","IPA","IPA","10463","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pickel, B.","5485","1941","11","10","Southern America","Brasil",NA,NA,NA,"IPA0010463","Plantae",NA,"São Paulo","Capital, Bosque. Em campo alto.","Less.","São Paulo","-46.6300010681152","-23.5400009155273","Killip.","1943","01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-07-26 11:39:27-03","IPA","IPA","10627","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pickel, B.","10627","1941","11","10","Southern America","Brasil",NA,NA,NA,"IPA0010627","Plantae",NA,"São Paulo","Capital, Bosque. Em campo alto.","Less.","São Paulo","-46.6300010681152","-23.5400009155273","Barroso, G.M.","1961","05",NA,"53584","auto",NA,NA,NA,NA,"IPA0010627",NA,NA,NA,NA,NA
"32","2019-08-27 13:27:10-03","IAP","PACA-AGP","97725","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Mondin, C.","2848","2002","11","30",NA,"Brasil",NA,NA,"com ca. 30cm de altura e capítulos creme. Hábito: subarbusto","PACA097725","Magnoliophyta","Asterales","RS","Rodovia RST 453, Km 203,5","Less.","Lajeado Grande",NA,NA,"C. Mondin","2002","11","30",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"33","2019-08-27 13:27:10-03","IAP","PACA-AGP","34522","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Hatschbach, G.",NA,"1946","10","20",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA034522","Magnoliophyta","Asterales","PR","Passo Cercado","Less.","Piraquara","-49.0633010864258","-25.4416999816895","Emrich-Rambo","1954","06","06","12577","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"34","2019-08-27 13:27:10-03","IAP","PACA-AGP","97728","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Mondin, C.","2098","2000","11","25",NA,"Brasil",NA,NA,"HASU 10523.","PACA097728","Magnoliophyta","Asterales","RS","BR 290, Km 325","Less.","Caçapava do Sul","-53.4914016723633","-30.5121994018555","C. Mondin","2002","11",NA,"50525","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"35","2019-08-27 13:27:10-03","IAP","PACA-AGP","60321","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1957","01","08",NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA060321","Magnoliophyta","Asterales","RS","Sao Bernardo","Less.","Ijuí","-53.9146995544434","-28.3878002166748","Emrich-Rambo","1957","05","19","36807","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"36","2019-08-27 13:27:10-03","IAP","PACA-AGP","2696","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Emrich, K.",NA,"1942","05",NA,NA,"Brasil",NA,NA,"Habitat: in campestribus saxosis Fenofase: estéril","PACA002696","Magnoliophyta","Asterales","RS","Montserrat","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo","1954","06","06","29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"37","2019-08-27 13:27:10-03","IAP","PACA-AGP","53005","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1952","11","17",NA,"Brasil",NA,NA,"sicher, 6.6.1954.; cap. nondum aperto Habitat: in campestribus graminosis","PACA053005","Magnoliophyta","Asterales","RS",NA,"Less.","Santo Ângelo","-54.2630996704102","-28.2992000579834","Emrich-Rambo","1954","06","06","25915","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"38","2019-08-27 13:27:10-03","IAP","PACA-AGP","97722","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","C. Mondin & A. Iob","2431","2001","11","10",NA,"Brasil",NA,NA,"capítulos cor creme. HASU 14349. Habitat: na beira de estrada Hábito: erva","PACA097722","Magnoliophyta","Asterales","RS","RS 020, Km 125","Less.","São Francisco de Paula","-50.5835990905762","-29.4480991363525","C. Mondin","2002","04",NA,"76715","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"39","2019-08-27 13:27:10-03","IAP","PACA-AGP","1584","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA001584","Magnoliophyta","Asterales",NA,NA,"Less.",NA,NA,NA,"Emrich-Rambo","1954","06","06",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"40","2019-08-27 13:27:10-03","IAP","PACA-AGP","56895","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Frank",NA,"1955","02",NA,NA,"Brasil",NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA056895","Magnoliophyta","Asterales","PR",NA,"Less.","Palmeiras",NA,NA,"Emrich-Rambo","1955","04","03",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"41","2019-08-27 13:27:10-03","IAP","PACA-AGP","85953","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Hatschbach, G.","67081","1997","10","15",NA,"Brasil",NA,NA,"ereta, capítulo amarelo; Habitat: em campo limpo, seco","PACA085953","Magnoliophyta","Asterales","PR","PR-151, 2km S do Rio Cajuru","Less.","Jaguariaíva","-49.7057991027832","-24.2511005401611","G. Hatschbach","1998",NA,NA,"44368","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"42","2019-08-27 13:27:10-03","IAP","PACA-AGP","94194","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Mauhs, J.",NA,"2002","12","03",NA,"Brasil",NA,NA,"Habitat: erva no caminho entre capoeira","PACA094194","Magnoliophyta","Asterales","RS","est. Ecol. De araucari","Less.","Esmeralda","-51.190299987793","-28.0536003112793","Bueno, V.R.","2018","07",NA,"38649","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"43","2019-08-27 13:27:10-03","IAP","PACA-AGP","97727","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Mondin, C.",NA,"2000","10","19",NA,"Brasil",NA,NA,"Hábito: erva","PACA097727","Magnoliophyta","Asterales","RS","BR 386, Km 259","Less.","Fontoura Xavier","-52.3457984924316","-28.9827995300293","C. Mondin","2003","09",NA,"20220","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"44","2019-08-27 13:27:10-03","IAP","PACA-AGP","56152","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","J. Pivetta","582","1954","11","08",NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA056152","Magnoliophyta","Asterales","RS",NA,"Less.","Ijuí","-53.9146995544434","-28.3878002166748","Emrich-Rambo","1955","04","08","36807","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"45","2019-08-27 13:27:10-03","IAP","PACA-AGP","61296","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","J. Pivetta","1147","1956","02","07",NA,"Brasil",NA,NA,"Habitat: in campestribus Fenofase: flor","PACA061296","Magnoliophyta","Asterales","RS","Dr. Pestana","Less.","Ijuí","-53.9146995544434","-28.3878002166748","Emrich-Rambo","1958","09","30","36807","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"46","2019-08-27 13:27:10-03","IAP","PACA-AGP","97723","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","C. Mondin & A. Iob","2827","2002","11","16",NA,"Brasil",NA,NA,"com ca. 30cm de altura e flores liguladas amarela-claras. HASU 14976. Hábito: subarbusto","PACA097723","Magnoliophyta","Asterales","RS","Cerro do Negro","Less.","Manoel Viana","-55.4827995300293","-29.5891990661621","C. Mondin","2002","11","16","43920","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:27:10-03","IAP","PACA-AGP","28105","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1945","03",NA,NA,"Brasil",NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA028105","Magnoliophyta","Asterales","RS","ad fl. Uruguai","Less.","Nonoai","-52.7714004516602","-27.3617000579834","Emrich-Rambo","1954","06","06","35080","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:27:10-03","IAP","PACA-AGP","25012","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Emrich, K.",NA,"1944","03",NA,NA,"Brasil",NA,NA,"Habitat: in campestribus saxosis Fenofase: fruto","PACA025012","Magnoliophyta","Asterales","RS","Menino Deus","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo","1954","06","06","29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:27:10-03","IAP","PACA-AGP","30648","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1945","11","27",NA,"Brasil",NA,NA,"Habitat: in saxosis graminosis Fenofase: flor","PACA030648","Magnoliophyta","Asterales","RS","Vila Manresa","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo","1954","06","06","29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"50","2019-08-27 13:27:10-03","IAP","PACA-AGP","37434","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1948","07","05",NA,"Brasil",NA,NA,"Habitat: in campestribus saxosis Fenofase: flor","PACA037434","Magnoliophyta","Asterales","RS","Vila Manresa","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo","1954","06","06","29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"51","2019-08-27 13:27:10-03","IAP","PACA-AGP","40483","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1949","03","14",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in campestribus saxosis Fenofase: flor","PACA040483","Magnoliophyta","Asterales","RS","Vila Manresa","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo","1954","06","06","29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"52","2019-08-27 13:27:10-03","IAP","PACA-AGP","50233","PreservedSpecimen","Plantae","Compositae","Calea","cymosa","Calea cymosa","Rambo, B.",NA,"1951","03","26",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: in agro dumetoso Fenofase: flor","PACA050233","Magnoliophyta","Asterales","RS","Vila Manresa","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738","Emrich-Rambo","1954","06","06","29946","auto",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
