"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","locality","scientificNameAuthorship","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"108","2020-12-21 16:15:12-03","MBM","MBM","409223","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Caxambu, M.G.","5645","2014","10","24",NA,"Brasil",NA,NA,"Erva ca. 0,40 m, heliófita. Capítulos amarelos.; Relevo: ondulado. Vegetação: Savana (cerrado sensu strictu).","MBM409223",NA,NA,"Paraná","Sítio Sete Quedas","Less.","Tibagi","-50.253139","-24.581306","Cordeiro, J.","2015",NA,NA,NA,NA,"-50.253139","-24.581306","1035","1035","MBM409223",NA,NA,NA,NA,NA
"109","2020-12-21 16:15:12-03","MBM","MBM","56760","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Carnielli, V.","6525","1977","10","21","Southern America","Brazil",NA,NA,"Capítulos amarelos.; Cerrado aceiro.","MBM056760",NA,NA,"São Paulo","Fazenda Campininha","Less.","Mogi-Guaçu",NA,NA,"Reis-Silva, G.A.","2017","11",NA,NA,NA,NA,NA,NA,NA,"MBM056760",NA,NA,NA,NA,NA
"110","2020-12-21 16:15:12-03","MBM","MBM","53640","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pereira, E.; et al.; et al.","10674","1963","11","22","Southern America","Brazil",NA,NA,"Fl. amarela, campo","MBM053640",NA,NA,"Paraná","Tomaz Coelho","Less.","Araucária","-49.4103012084961","-25.5930995941162","Nakajima, J.","2009","09",NA,"21346","auto",NA,NA,NA,NA,"MBM053640",NA,NA,NA,NA,NA
"111","2020-12-21 16:15:12-03","MBM","MBM","6863","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; et al.; et al.","18473","1968","01","25","Southern America","Brazil",NA,NA,NA,"MBM006863",NA,NA,"Paraná","Ribeirão da Fazenda","Less.","Campo do Tenente","-49.6828002929688","-25.978099822998","Robinson, H.",NA,NA,NA,"17005","auto",NA,NA,NA,NA,"MBM006863",NA,NA,NA,NA,NA
"112","2020-12-21 16:15:12-03","MBM","MBM","86770","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Kummrow, R.","2367","1983","10","20","Southern America","Brazil",NA,NA,NA,"MBM086770",NA,NA,"Paraná","Capanema","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Robinson, H.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,"MBM086770",NA,NA,NA,NA,NA
"113","2020-12-21 16:15:12-03","MBM","MBM","185937","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","970","1964","11","19","Southern America","Brazil",NA,NA,NA,"MBM185937",NA,NA,"Paraná","Capão da Imbuia","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Dombrowski, L.T.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:15:12-03","MBM","MBM","277211","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; Saito, Y.; Saito, Y.","941","1964","11","12","Southern America","Brazil",NA,NA,NA,"MBM277211",NA,NA,"Paraná","Capão da Imbuia","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Hatschbach, G.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,"MBM277211",NA,NA,NA,NA,NA
"115","2020-12-21 16:15:12-03","MBM","MBM","205717","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Silva, J.M.","1736","1996","10","24","Southern America","Brazil",NA,NA,NA,"MBM205717",NA,NA,"Paraná","Jardim Botânico Municipal","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Hatschbach, G.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,"MBM205717",NA,NA,NA,NA,NA
"116","2020-12-21 16:15:12-03","MBM","MBM","185931","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","7572","1977","10","05","Southern America","Brazil",NA,NA,NA,"MBM185931",NA,NA,"Paraná","Rod. BR-116","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Dombrowski, L.T.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:15:12-03","MBM","MBM","185934","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","14679","1980","02",NA,"Southern America","Brazil",NA,NA,NA,"MBM185934",NA,NA,"Paraná","Rod. BR-116","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Dombrowski, L.T.",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:15:12-03","MBM","MBM","384550","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Amaral, W.","s.n.","1997","11","13","Southern America","Brazil",NA,NA,NA,"MBM384550",NA,NA,"Paraná","Santa Felicidade","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Barboza, E.","2012",NA,NA,"25180","auto",NA,NA,NA,NA,"MBM384550",NA,NA,NA,NA,NA
"119","2020-12-21 16:15:12-03","MBM","MBM","19074","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","27648","1971","10","18","Southern America","Brazil",NA,NA,"Ereta, capítulos amarelos, do campo limpo","MBM019074",NA,NA,"Paraná","Tarumã","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Nakajima, J.","2009","09",NA,"25180","auto",NA,NA,NA,NA,"MBM019074",NA,NA,NA,NA,NA
"120","2020-12-21 16:15:12-03","MBM","MBM","53643","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Pereira, E.; Hatschbach, G.; Hatschbach, G.","10596","1963","11","17","Southern America","Brazil",NA,NA,"Arb. de 50 cm, fl. amarela. Campo","MBM053643",NA,NA,"Paraná","Águas Sta. Clara","Less.","Guarapuava","-51.4580993652344","-25.395299911499","Nakajima, J.","2009","09",NA,"53832","auto",NA,NA,NA,NA,"MBM053643",NA,NA,NA,NA,NA
"121","2020-12-21 16:15:12-03","MBM","MBM","87574","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","47560","1984","01","10","Southern America","Brazil",NA,NA,NA,"MBM087574",NA,NA,"Paraná","Fazenda Três Capões","Less.","Guarapuava","-51.4580993652344","-25.395299911499","Hatschbach, G.",NA,NA,NA,"53832","auto",NA,NA,NA,NA,"MBM087574",NA,NA,NA,NA,NA
"122","2020-12-21 16:15:12-03","MBM","MBM","218031","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Barboza, E.; Barboza, E.","67081","1997","10","15","Southern America","Brazil",NA,NA,NA,"MBM218031",NA,NA,"Paraná","Rod. PR-151, 2km S do Rio Cajuru","Less.","Jaguariaíva","-49.7057991027832","-24.2511005401611","Hatschbach, G.",NA,NA,NA,"44368","auto",NA,NA,NA,NA,"MBM218031",NA,NA,NA,NA,NA
"123","2020-12-21 16:15:12-03","MBM","MBM","185938","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","12095","1980","11","06","Southern America","Brazil",NA,NA,NA,"MBM185938",NA,NA,"Paraná","Fazenda Santa Rita","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Dombrowski, L.T.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:15:12-03","MBM","MBM","185939","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","14316","1990","11","22","Southern America","Brazil",NA,NA,NA,"MBM185939",NA,NA,"Paraná","Fazenda Santa Rita","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Dombrowski, L.T.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:15:12-03","MBM","MBM","105021","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Oliveira, P.I.","964","1985","10","15","Southern America","Brazil",NA,NA,NA,"MBM105021",NA,NA,"Paraná","Rio dos Papagaios","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,"MBM105021",NA,NA,NA,NA,NA
"126","2020-12-21 16:15:12-03","MBM","MBM","298621","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","2932","1970","10",NA,"Southern America","Brazil",NA,NA,"Em campo; frequente","MBM298621",NA,NA,"Paraná","Rio dos Papagaios","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Nakajima, J.","2009","09",NA,"35166","auto",NA,NA,NA,NA,"MBM298621",NA,NA,NA,NA,NA
"127","2020-12-21 16:15:12-03","MBM","MBM","287145","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","2395","1970","10",NA,"Southern America","Brazil",NA,NA,NA,"MBM287145",NA,NA,"Paraná","Rio dos Papagaios","Less.","Palmeira","-50.0064010620117","-25.4293994903564","Hatschbach, G.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,"MBM287145",NA,NA,NA,NA,NA
"128","2020-12-21 16:15:12-03","MBM","MBM","168681","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Imaguire, N.","3128","1972","11","22","Southern America","Brazil",NA,NA,NA,"MBM168681",NA,NA,"Paraná","Fazenda Experimental de Agronomia","Less.","Piraquara","-49.0633010864258","-25.4416999816895","Imaguire, N.",NA,NA,NA,"12577","auto",NA,NA,NA,NA,"MBM168681",NA,NA,NA,NA,NA
"129","2020-12-21 16:15:12-03","MBM","MBM","185936","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Imaguire, N.","3128","1972","11","22","Southern America","Brazil",NA,NA,NA,"MBM185936",NA,NA,"Paraná","Fazenda Experimental de Agronomia","Less.","Piraquara","-49.0633010864258","-25.4416999816895","Imaguire, N.",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:15:12-03","MBM","MBM","185932","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","9126",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM185932",NA,NA,"Paraná","Lagoa Dourada","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dombrowski, L.T.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:15:12-03","MBM","MBM","185926","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.; et al.; et al.","855","1964","11",NA,"Southern America","Brazil",NA,NA,NA,"MBM185926",NA,NA,"Paraná","Lagoa Dourada","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dombrowski, L.T.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:15:12-03","MBM","MBM","39762","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","8981","1962","03","03","Southern America","Brazil",NA,NA,NA,"MBM039762",NA,NA,"Paraná","Parque Vila Velha, Rio Guavirova","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,"MBM039762",NA,NA,NA,NA,NA
"133","2020-12-21 16:15:12-03","MBM","MBM","185933","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","13521","1979","10",NA,"Southern America","Brazil",NA,NA,NA,"MBM185933",NA,NA,"Paraná","Próximo a Furnas","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dombrowski, L.T.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:15:12-03","MBM","MBM","185935","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","6675","1976","12","05","Southern America","Brazil",NA,NA,NA,"MBM185935",NA,NA,"Paraná","Próximo a Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dombrowski, L.T.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:15:12-03","MBM","MBM","185930","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","6472","1976","10","11","Southern America","Brazil",NA,NA,NA,"MBM185930",NA,NA,"Paraná","Próximo a Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dombrowski, L.T.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:15:12-03","MBM","MBM","235199","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Carneiro, J.","599","1998","10","17","Southern America","Brazil",NA,NA,NA,"MBM235199",NA,NA,"Paraná","Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,"MBM235199",NA,NA,NA,NA,NA
"137","2020-12-21 16:15:12-03","MBM","MBM","185928","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Dombrowski, L.T.","7654","1977","09","15","Southern America","Brazil",NA,NA,NA,"MBM185928",NA,NA,"Paraná","Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Dombrowski, L.T.",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:15:12-03","MBM","MBM","18510","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","26784","1971","06","17","Southern America","Brazil",NA,NA,"Cerrado recém queimado, flor amarela","MBM018510",NA,NA,"Paraná","Rio Pelame","Less.","Sengés","-49.4636001586914","-24.1128005981445","Nakajima, J.","2009","09",NA,"55682","auto",NA,NA,NA,NA,"MBM018510",NA,NA,NA,NA,NA
"139","2020-12-21 16:15:12-03","MBM","MBM","163700","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","59645","1993","10","19","Southern America","Brazil",NA,NA,NA,"MBM163700",NA,NA,"Paraná","Rodovia para Castro, km 24","Less.","Tibagi","-50.4136009216309","-24.5093994140625","Pruski, J.",NA,NA,NA,"56988","auto",NA,NA,NA,NA,"MBM163700",NA,NA,NA,NA,NA
"140","2020-12-21 16:15:12-03","MBM","MBM","185922","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","5444","1959",NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM185922",NA,NA,"Paraná","Tibagi","Less.","Tibagi","-50.4136009216309","-24.5093994140625","Hatschbach, G.",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:15:12-03","MBM","MBM","106108","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Bueno, O.","2531","1980","05","27","Southern America","Brazil",NA,NA,NA,"MBM106108",NA,NA,"Rio Grande do Sul","Morro Teresópolis","Less.","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,"MBM106108",NA,NA,NA,NA,NA
"142","2020-12-21 16:15:12-03","MBM","MBM","227155","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Jarenkow, J.A.; et al.; et al.","3632","1997","11","16","Southern America","Brazil",NA,NA,NA,"MBM227155",NA,NA,"Rio Grande do Sul","Estrada para Bom Jeuss","Less.","Vacaria","-50.9338989257812","-28.5121994018555","Jarenkow, J.A.",NA,NA,NA,"63451","auto",NA,NA,NA,NA,"MBM227155",NA,NA,NA,NA,NA
"143","2020-12-21 16:15:12-03","MBM","MBM","253230","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","72663","2000","12","11","Southern America","Brazil",NA,NA,NA,"MBM253230",NA,NA,"Santa Catarina","Rod. SC-438, Rio Pelotas","Less.","Bom Jardim da Serra","-49.624698638916","-28.3369007110596","Robinson, H.",NA,NA,NA,"32577","auto",NA,NA,NA,NA,"MBM253230",NA,NA,NA,NA,NA
"144","2020-12-21 16:15:12-03","MBM","MBM","298657","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.; Cervi, A.C.; Barboza, E.; Cervi, A.C.; Barboza, E.","78358","2004","10","22","Southern America","Brazil",NA,NA,NA,"MBM298657",NA,NA,"Santa Catarina","Rod. BR-116, 15-20km S de Lages","Less.","Lages","-50.326099395752","-27.8160991668701","Hatschbach, G.",NA,NA,NA,"70701","auto",NA,NA,NA,NA,"MBM298657",NA,NA,NA,NA,NA
"145","2020-12-21 16:15:12-03","MBM","MBM","240050","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Barreto, K.D.; et al.; et al.","3209","1994","11","10","Southern America","Brazil",NA,NA,NA,"MBM240050",NA,NA,"São Paulo","Fazenda Cofesa","Less.","Itararé","-49.3400001525879","-24.1100006103516","Magentga, M.A.G.",NA,NA,NA,"27729","auto",NA,NA,NA,NA,"MBM240050",NA,NA,NA,NA,NA
"146","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412785","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Balansa, B.",NA,"1876","4","1",NA,"Paraguai","hb",NA,"Pl. du Paraguay. . Reçu le 2 janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412785' target='other'> <mi>dwc_moreinfo</mi></a>","P02412785",NA,NA,NA,"Paraguay, Caaguazu. Paraguai","Less.",NA,"-56.00555","-25.46559","Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412785_01",NA,NA,"805",NA,NA
"147","2015-10-08 02:30:22-03","MNHN","RECOLNAT_MNHN_P","P02140709","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Sello",NA,NA,NA,NA,NA,"Brésil","hb",NA,"Donné par le Muséum Bot. de Berlin en 1861 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140709' target='other'> <mi>dwc_moreinfo</mi></a>","P02140709",NA,NA,NA,"Brasilia","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02140709_01",NA,NA,NA,"type",NA
"148","2015-10-08 02:31:00-03","MNHN","RECOLNAT_MNHN_P","P02140710","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Balansa, B.",NA,"1875","8","1",NA,"Paraguay","hb",NA,"reçu le 02 janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02140710' target='other'> <mi>dwc_moreinfo</mi></a>","P02140710",NA,NA,NA,"Caaguazu, dans les campos","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02140710_01",NA,NA,"806 c",NA,NA
"149","2015-09-04 05:58:32-03","MNHN","RECOLNAT_MNHN_P","P02412646","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412646' target='other'> <mi>dwc_moreinfo</mi></a>","P02412646",NA,NA,NA,"Banda Oriental del Uruguay.","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412646_01",NA,NA,"C2 2534 bis",NA,NA
"150","2015-09-04 05:58:32-03","MNHN","RECOLNAT_MNHN_P","P02412655","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","hb",NA,". . No 1096 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412655' target='other'> <mi>dwc_moreinfo</mi></a>","P02412655",NA,NA,NA,"Brésil, province de Rio Grande. Brasil, América do Sul","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412655_01",NA,NA,"1392",NA,NA
"151","2015-09-04 05:58:32-03","MNHN","RECOLNAT_MNHN_P","P02412656","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Dupré",NA,NA,NA,NA,NA,"Brasil","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412656' target='other'> <mi>dwc_moreinfo</mi></a>","P02412656",NA,NA,NA,"Brésil. Corrientes. Brasil, América do Sul","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412656_01",NA,NA,NA,NA,NA
"152","2015-09-04 05:58:32-03","MNHN","RECOLNAT_MNHN_P","P02412663","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","hb",NA,". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1330 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412663' target='other'> <mi>dwc_moreinfo</mi></a>","P02412663",NA,NA,"Rio Grande do Sul","Province. Rio Grande do Sul, Sul, Brasil, América do Sul","Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412663_01",NA,NA,"C2 2629",NA,NA
"153","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412782","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Balansa, B.",NA,"1874","9","17",NA,"Paraguai","hb",NA,"Pl du Paraguay. 1874/1877. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412782' target='other'> <mi>dwc_moreinfo</mi></a>","P02412782",NA,NA,NA,"Plaine de Dona Juana. Paraguai","Less.",NA,NA,NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412782_01",NA,NA,NA,NA,NA
"154","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412783","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Balansa, B.",NA,"1874","9","17",NA,"Paraguai","hb",NA,"Pl. du Paraguay. 1874-1877. . Reçu le 2 janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412783' target='other'> <mi>dwc_moreinfo</mi></a>","P02412783",NA,NA,NA,"Paraguay, Plaine de Daña-Juana. Paraguai","Less.",NA,NA,NA,"Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412783_01",NA,NA,"805 a",NA,NA
"155","2015-09-04 05:56:28-03","MNHN","RECOLNAT_MNHN_P","P02412784","PreservedSpecimen",NA,"Asteraceae","Calea","cymosa","Calea cymosa","Balansa, B.",NA,"1876","4","1",NA,"Paraguai","hb",NA,"Pl du Paraguay. 1874/1877. Reçu le 2 janvier 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02412784' target='other'> <mi>dwc_moreinfo</mi></a>","P02412784",NA,NA,NA,"Caaguazu, dans les campos. Paraguai","Less.",NA,"-56.0156","-25.4705","Roque",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P02412784_01",NA,NA,"805",NA,NA
"156","2020-10-01 14:15:15-03","JBB","HEPH","17517","S","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G","67081","1997","10","15","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Asterales","Paraná","PR 151,2km do Rio Cajuru","Less.","Jaguariaiva","-49.7057991027832","-24.2511005401611","Hatschbach, G",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-02-11 17:18:02-03","UFPR","UPCB","1698","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","5444","1959","01","30",NA,"Brasil",NA,NA,"Capítulos amarelos, campo..",NA,NA,NA,"Paraná","Fazenda Ingrata","Less.","Tibagi","-50.4136009216309","-24.5093994140625","Hatschbach, G.","1959","01","01","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-02-11 17:18:02-03","UFPR","UPCB","11956","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Cure, J.R.",NA,"1981","11","24",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Paraná","Parque da Cidade","Less.","Curitiba","-49.2731018066406","-25.4277992248535","Guimarães, O.A.","1982","02",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-02-11 17:18:02-03","UFPR","UPCB","31919","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","5444","1959","01","30",NA,"Brasil",NA,NA,"Capítulos amarelos, campo..",NA,NA,NA,"Paraná","Fazenda Ingrata","Less.","Tibagi","-50.4136009216309","-24.5093994140625","Hatschbach, G.","1959","01","01","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-02-11 17:18:02-03","UFPR","UPCB","9230","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Moreira Filho, H.","473","1968","10","18",NA,"Brasil",NA,NA,"Erva no campo..",NA,NA,NA,"Paraná","Parque Estadual de Vila Velha","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Barroso, G.M.","1972","07",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-02-11 17:18:02-03","UFPR","UPCB","3469","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Hatschbach, G.","8981","1962","03","03",NA,"Brasil",NA,NA,"Capítulos amarelos, campo limpo..",NA,NA,NA,"Paraná","Parque Estadual de Vila Velha, Rio Guavirova","Less.","Ponta Grossa","-50.1618995666504","-25.0949993133545","Hatschbach, G.","1962","04",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-02-11 17:18:02-03","UFPR","UPCB","60901","PreservedSpecimen","Plantae","Asteraceae","Calea","cymosa","Calea cymosa","Kozera, C.","3352","2006","12","30",NA,"Brasil",NA,NA,"Herbácea, flores amarelas, campo seco recém- queimado..",NA,NA,NA,"Paraná","Ponte dos Arcos.","Less.","Balsa Nova","-49.6356010437012","-25.5839004516602","Hatschbach, G.","2006","01","01","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
