"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"196","2013-05-07 06:03:00-03","MO","MOBOT","2905824","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Ynés Mexia","Mexia 5050","1930","9","14","South America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"(Epling) Harley","Road to São Miguel Miguel, near km. 15; bank above stream. Viçosa.","700.00000000",NA,"Epling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2012-04-26 08:49:00-03","MO","MOBOT","2905905","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gert G. Hatschbach","Hatschbach 26975","1971","9","4","South America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"(Epling) Harley","Rod. Fernão Dias (mun Igarape)",NA,NA,"R.M. Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"198","2008-05-27 22:02:00-03","MO","MOBOT","2905934","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Gert G. Hatschbach","Hatschbach 57936","1992",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"(Epling) Harley","Rod. BR-116, próximo a Miradouro",NA,NA,"G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2015-08-13 05:50:00-03","MO","MOBOT","2906180","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","R.M. Harley|et al.","Harley 25264","1988","10","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"-41.05","-16.36666",NA,"(Epling) Harley","Mun.: Jequitinhoonha. Serra de Areia. ca. 47km ao sul de Pedra Azul, na estrada para Jequitinhonha. Campo rupestre e cerrado de altitude. Afloramento de arenito com areia branca","1100.00000000",NA,"RM Harley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-07-10 09:49:39-03","MBML","MBML-HERBARIO","31253",NA,"Plantae","Verbenaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. Kollmann; A.P. Fontana, P. Labiak & F. B. Matos","9906","2007","07","16",NA,"Brasil",NA,NA,"Árvore 8m no sol, flores lilás claro.","MBML031253",NA,NA,"Espírito Santo","Afonso Cláudio","-41.079722","-20.076667",NA,"(Spreng.) Harley","Três Pontões",NA,NA,"G.M. Antar/Abril-2017",NA,NA,NA,NA,NA,"41W4'47","20S4'36",NA,NA,NA,NA,NA
"201","2020-07-10 09:49:39-03","MBML","MBML-HERBARIO","49591",NA,"Plantae","Verbenaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","M. Simonelli; F. A. R. Matos, N. D'avila","1292","2007","11","11",NA,"Brasil",NA,NA,"sépala verde, pétala roxa, arbusto 3m de alt., beira da estrada","MBML049591",NA,NA,"Espírito Santo","Venda Nova do Imigrante","-41.1","-20.404528",NA,"(Spreng.) Harley","Alto Caxixe",NA,NA,"G.M. Antar/Abril-2017",NA,NA,NA,NA,NA,"41W5'60","20S24'16,3",NA,NA,NA,NA,NA
"202","2020-07-10 09:49:39-03","MBML","MBML-HERBARIO","49608",NA,"Plantae","Verbenaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","M. Simonelli; F.A.R. Matos, M. P. Carrafa","1402","2007","12","01",NA,"Brasil",NA,NA,"8m de alt., bordo da mata, flores lilás","MBML049608",NA,NA,"Espírito Santo","Domingos Martins","-41.070611","-20.393139",NA,"(Spreng.) Harley","Sitio Tucano","1062","1062","G.M. Antar/Abril-2017",NA,NA,NA,NA,NA,"41W4'14,2","20S23'35,3",NA,NA,NA,NA,NA
"203","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","5359",NA,"Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","J. W. Tabacow; et C.Chamas",NA,"1988","08","27",NA,"Brasil",NA,NA,"Folha coreacea verde, ramo da inflorescência todo roxo, flor roxa com uma marca branca formando ferradura.","MBML005359",NA,NA,"Minas Gerais",NA,NA,NA,"MBML005359","(Spreng.) Harley","BR262, Estrada p/ S. Domingos X P. Nova",NA,NA,"G.M. Antar/Abril-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","5367",NA,"Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","J. W. Tabacow; et C.Chamas",NA,"1988","08","28",NA,"Brasil",NA,NA,NA,"MBML005367",NA,NA,"Rio de Janeiro","E.P. Itaipava",NA,NA,"MBML005367","(Spreng.) Harley","Tereso",NA,NA,"G.M. Antar/Abril-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-07-10 09:46:36-03","MBML","MBML-HERBARIO","43539",NA,"Plantae","Labiatae","Hyptidendron","asperrimum","Hyptidendron asperrimum","R. R. dos Santos",NA,"2006","07","23",NA,"Brasil",NA,NA,"Altura 18m. DAP 30cm. (Fonte FT103). Flor lilás.","MBML043539",NA,NA,"Espírito Santo","Santa Maria de Jetibá","-40.7461013793945","-20.040599822998","MBML043539","(Spreng.) Harley","Córrego do Ouro 1/Barra do rio Posmousser, propriedade privada que pertence à família Berger","906","906","F.Z. Saiter","31867","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2017-11-24 14:11:03-02","UFLA","ESAL","26195","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Melo, PHA","4039",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;",NA,NA,NA,"Minas Gerais","Arcos","-45.5393981933594","-20.2819004058838",NA,"(Spreng.) Harley","CSN - Companhia Siderurgica Nacional, Proximidades da Mina da Bocaina",NA,NA,NA,"25000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2017-11-24 14:11:03-02","UFLA","ESAL","19064","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. C. S. Assis, M S Magalh","547",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 4,m; lilás;; floresta",NA,NA,NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"(Spreng.) Harley","Mata do Baú",NA,NA,"L. C. Assis","7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2017-11-24 14:11:03-02","UFLA","ESAL","17111","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Carvalho, WAC","66",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 9m; ;; floresta",NA,NA,NA,"Minas Gerais","Piedade do Rio Grande","-44.1960983276367","-21.468599319458",NA,"(Spreng.) Harley",NA,"1","1","Oliveira Filho, AT","15268","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2017-11-24 14:11:03-02","UFLA","ESAL","21010","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hargreaves, P","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 10, m; ;; floresta",NA,NA,NA,"Minas Gerais","Prados","-44.0797004699707","-21.0575008392334",NA,"(Spreng.) Harley","Sítio do Angá",NA,NA,"Ary T. Oliveira Filho","21382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2017-12-06 12:32:37-02","UFLA","ESAL","23057","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, GC","144",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 7m; ;; floresta",NA,NA,NA,"Minas Gerais","Santo Antônio do Amparo","-44.9188995361328","-20.9463996887207",NA,"(Spreng.) Harley","Corredor Ecológico/Floresta Estacional Semidecidua","1","1","Antar, GM","19303","auto","2017","06",NA,NA,NA,NA,NA,NA,NA,NA
"211","2017-12-06 12:32:37-02","UFLA","ESAL","16059","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Manhães, MA","46",NA,NA,NA,NA,"Brasil",NA,NA,"; ; roxa;",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"(Spreng.) Harley","Parque Estadual do Ibitipoca, caminho para o Monjolinho",NA,NA,"Antar, GM",NA,NA,"2017","06",NA,NA,NA,NA,NA,NA,NA,NA
"212","2017-11-24 14:11:03-02","UFLA","ESAL","26513","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, RM","3038",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Mariana e Catas Altas, MG",NA,NA,NA,"(Spreng.) Harley","Vale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2017-11-24 14:11:03-02","UFLA","ESAL","19180","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. C. S. Assis; M. K. Ladeira","246",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 15,m; ;; floresta",NA,NA,NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,"(Spreng.) Harley","Mata do Baú",NA,NA,"L. C. S. Assis","7934","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2017-11-24 14:11:03-02","UFLA","ESAL","17290","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 16,0m; ;; floresta",NA,NA,NA,"Minas Gerais","Bocaina de Minas","-44.3946990966797","-22.1674995422363",NA,"(Spreng.) Harley",NA,"1","1",NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2018-10-05 13:28:15-03","UFLA","ESAL","15386","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Fontes, MAL","181",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 6,0; ;; floresta",NA,NA,NA,"Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,"(Spreng.) Harley","Parque Estadual do Ibitipoca","1450","1450",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2017-11-24 14:11:03-02","UFLA","ESAL","23058","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Castro, GC","145",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 6m; ;; floresta",NA,NA,NA,"Minas Gerais","Santo Antônio do Amparo","-44.9188995361328","-20.9463996887207",NA,"(Spreng.) Harley","Corredor Ecológico/Floresta Estacional Semidecidua","1","1","Berg, E V D","19303","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-06-10 10:10:54-03","FZB-BH","BHZB","1957","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Caldeira, F.M.",NA,"1997","09","19",NA,"Brasil",NA,NA,"Doação de duplicata para herbário CTBS em julho de 2016.Anteriormente identificada com Aegiphila sp.",NA,NA,NA,"MG","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"Horto Florestal do Betânia - Atual PQ. Jacques Costeau",NA,NA,"G, Antar.","17082","auto","2017","06","14",NA,NA,NA,NA,NA,NA,NA
"218","2019-06-10 10:10:54-03","FZB-BH","BHZB","8201","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Rezende, S.G et al.","3871","2009","10","16",NA,"Brasil",NA,NA,"Doação Sete Soluções. BHCB 146037. Norte Alegria 1 e sobre minério de ferro. Coord: 20° 9' 17 S; 43° 30' 53W. Alt: 1180 a 1250 m. Mendes, M.S. .Anteriormente Hyptis sp.2",NA,NA,NA,"MG","Mariana","-43.514722","-20.154722",NA,NA,"Mina Samarco","1180","1180","R.M. Harley",NA,NA,"2015","02","10","43W 30' 53","20S 9' 17",NA,NA,NA,NA,NA
"219","2019-06-10 10:10:54-03","FZB-BH","BHZB","11811","S","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Barros, A.",NA,"2016","09","01",NA,"Brasil",NA,NA,"Doação de duplicata para SPF em julho de 2017 .",NA,NA,NA,"MG","Mariana","-43.4160995483398","-20.377799987793",NA,NA,"Fazenda do Itacolomy, Serra do Cartucho",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2020-11-18 11:40:30-03","UERJ","HRJ","4085","PreservedSpecimen","Plantae","Hypopterygiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","M.I.M.N. Olivei","1328","1994","02","01",NA,"Brasil",NA,NA,NA,"HRJ00004085",NA,NA,"Rio de Janeiro","Mangaratiba","-44.040599822998","-22.9596996307373",NA,"(Epling) Harley","Km 54 da Rio-Santos.",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-02-09 10:13:06-03","UENF","HUENF","10749","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Archanjo, K.M.P.A.; Toledo, E.; Moraes, V.B.","3798","2010","01","28",NA,"Brasil",NA,NA,NA,"HUENF00011418",NA,NA,"Rio de Janeiro","Natividade","-41.9733009338379","-21.042200088501",NA,"(Spreng.) Harley","Mata de São Vicente.",NA,NA,NA,"18409","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-02-25 10:12:34-03","CVRD","CVRD","13168","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Folli, D.A.","6717","2010","10","08","América do Sul","BRASIL",NA,NA,"Conhecida tbm como : Cantiga-de -bode <ll>dwc_commonname:</ll> Alfavaca estranha","CVRD013168","Magnoliophyta","Lamiales","ES","Domingos Martins","-40.84892","-20.346954",NA,"(Spreng.) Harley","Mata de Altitude","1012","1012","Geovane S. Siqueira",NA,NA,"2017","04","03","-40,84892","-20,346954","Magnoliopsida",NA,NA,NA,NA
"223","2021-02-25 10:12:34-03","CVRD","CVRD","8288","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Folli, D.A.","4581","2003","08","04","América do Sul","BRASIL",NA,NA,"Conhecida tbm como : Cantiga-de -bode <ll>dwc_commonname:</ll> Alfavaca estranha","CVRD008288","Magnoliophyta","Lamiales","MG","Itabira","-43.2268981933594","-19.6191997528076",NA,"(Spreng.) Harley","Mina Conceição",NA,NA,"Geovane S. Siqueira","33779","auto","2006","10","09",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"224","2021-02-25 10:12:34-03","CVRD","CVRD","2045","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Menandro, M.S.","132","1988","09","04","América do Sul","BRASIL",NA,NA,"Folhas discolores, com face ventral mais clara. Folhas novas arroxeadas, inflorescências roxas e verde claras. Flor com corola roxo azulado. <ll>dwc_commonname:</ll> Alfavaca estranha","CVRD002045","Magnoliophyta","Lamiales","MG","Rio Vermelho","-43.0092010498047","-18.2936000823975",NA,"(Spreng.) Harley","Estrada fazenda portão/ Serra Azul. Árvore em beira de estrada.",NA,NA,"Raymond M. Harley","26996","auto","1995","12","23",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"225","2021-02-25 10:12:34-03","CVRD","CVRD","3933","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, V.D.","368","1992","08","25","América do Sul","BRASIL",NA,NA,"Conhecida tbm como : Cantiga-de -bode <ll>dwc_commonname:</ll> Alfavaca estranha","CVRD003933","Magnoliophyta","Lamiales","MG","Rio Vermelho","-43.0092010498047","-18.2936000823975",NA,"(Spreng.) Harley","Lado esquerdo da estrada indo de Rio Vermelho para Feliz dos Santos - MG.",NA,NA,"Raymond M. Harley","26996","auto","1995","12","23",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"226","2021-02-25 10:12:34-03","CVRD","CVRD","2860","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Menandro, M.S.","241","1990","07","29","América do Sul","BRASIL",NA,NA,"Folhas quase concolores, com face inferior pouco mais clara. <ll>dwc_commonname:</ll> Alfavaca estranha","CVRD002860","Magnoliophyta","Lamiales","MG","Serra Azul de Minas","-43.1699981689453","-18.3619003295898",NA,"(Spreng.) Harley","Parcela B2 - A1.",NA,NA,"Raymond M. Harley","17198","auto","1995","12","23",NA,NA,"Magnoliopsida",NA,NA,NA,NA
"227","2020-09-12 05:00:02-03","US","US","1690014","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Y. Mexia","5050","1930","9","14","South America - Neotropics","Brazil",NA,NA,NA,"US02884496",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884496_01","(Spreng.) Harley","State of Minas Geraes, Viçosa, Road to São Miguel, near km. 15; bank above stream","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"228","2020-09-12 05:00:02-03","US","US","1484241","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","L. Riedel","390","1824","8",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02884493",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884493_01","(Spreng.) Harley","Serra do Hacolumi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"229","2020-09-12 05:00:02-03","US","US","593502","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Collector unknown","54",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02884494",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884494_01","(Spreng.) Harley","Minas Geraes: Claússen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"230","2020-09-12 05:00:02-03","US","US","2706876","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","G. Hatschbach","26975","1971","9","4","South America - Neotropics","Brazil",NA,NA,NA,"US02884498",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884498_01","(Spreng.) Harley","Rod. Fernão Dias (mun. Igarape) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"231","2020-09-12 05:00:02-03","US","US","2281270","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","H. S. Irwin","2115","1958","11","18","South America - Neotropics","Brazil",NA,NA,NA,"US02884497",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884497_01","(Spreng.) Harley","1 km. W. of Araponga, Municipio Araponga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"232","2020-09-12 05:00:02-03","US","US","2705943","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","G. Hatschbach","27503","1971","9","9","South America - Neotropics","Brazil",NA,NA,NA,"US02884499",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884499_01","(Spreng.) Harley","Caminho ao Pico Itambe (mun. S. Antonio do Itambe) Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"233","2020-09-12 05:00:02-03","US","US","1067028","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","-- Gardner","5107","1840","8",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02884495",NA,"Lamiales","Minas Gerais",NA,NA,NA,"US02884495_01","(Spreng.) Harley","Villa do Principie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"234","2020-09-02 16:30:03-03","Cenargen","CEN","86983","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Marcelo Fragomeni Simon","1969","2013","08","22",NA,"Brasil","Exsicatas",NA,"Arbusto bastante ramificado, 2 m. Cálice vináceo, pétalas lilases, anteras alaranjadas, filetes brancos. Beira de estrada.","CEN00086983",NA,NA,"MG","SAO ROQUE DE MINAS","-46.48","-20.339166","CEN00086983","(Spreng.) Harley","Estrada entre S. Roque e Cachoeira Casca D' Anta, 10 km W de Vargem Bonita.","883","883","J. F. B. Pastore",NA,NA,"2013","08",NA,"-46.48","-20.339166",NA,NA,"4",NA,NA
"235","2020-09-02 16:30:03-03","Cenargen","CEN","21122","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Hamilton Garboggini Pinho dos Santos","343","1994","09","15",NA,"Brasil","Exsicatas",NA,"Cálice roxo, corola e filete lilases, antera marrom.","CEN00021122",NA,NA,"MG","EWBANK DA CAMARA","-43.5099983215332","-21.5510997772217","CEN00021122","(Spreng.) Harley","Rio Paraibuna, próximo à cidade de Dores do Paraibuna (final do lago).",NA,NA,"R. M. Harley","14340","auto","1996","06",NA,NA,NA,NA,NA,"2",NA,NA
"236","2020-09-02 16:30:03-03","Cenargen","CEN","84534","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","W. Milliken","5103","2012","10","16",NA,"Brasil","Exsicatas",NA,"Casca fissurada, mole castanha, brácteas e flores roxo-azuladas - Doação Herbário HURB - Flora do Leste da Bahia","CEN00084534",NA,NA,"BA","WENCESLAU GUIMARAES","-39.718333","-13.6","CEN00084534","(Spreng.) Harley","EstaçãoEcologica, trilha atrás do alojamento, passando a captação, vegetação secundária dominada por miconia.","702","702","B. M. T. Walter",NA,NA,"2013","11",NA,"-39.718333","-13.6",NA,NA,"1",NA,NA
"237","2020-09-02 16:30:03-03","Cenargen","CEN","98189","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Renato de Mello-Silva","2934","2007","09","07",NA,"Brasil","Exsicatas",NA,"Mata em regeneração. Nas partes menos pertubadas da mata e também isoladas em pasto. Folhas discolores, mais escura na face adaxial. Cálice cor de vinho. Corola roxa com fauce alva. Grande florada localizada. Doação da Universidade de São Paulo - Herbário SPF.","CEN00098189",NA,NA,"MG","SANTOS DUMONT","-43.5525016784668","-21.4566993713379","CEN00098189","(Spreng.) Harley","Fazenda Criminoso",NA,NA,"J. R. Pirani & R. Mello-Silva","25699","auto","2007",NA,NA,NA,NA,NA,NA,"1",NA,NA
"238","2019-11-13 11:20:43-03","USP","SPF","148862","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Lombardi, JA","4044","2000","08","25",NA,"Brasil",NA,NA,NA,"SPF00148862",NA,NA,"Minas Gerais","Mariana","-43.499444","-20.245","SPF00148862","(Spreng.) Harley",NA,NA,NA,"Harley, RM",NA,NA,"2001","06",NA,"-43.499444","-20.245",NA,NA,NA,NA,NA
"239","2019-11-13 11:20:43-03","USP","SPF","133348","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Forzza, RC","977","1998","08","15",NA,"Brasil",NA,NA,NA,"SPF00133348",NA,NA,"Minas Gerais","Belo Vale","-43.933333","-20.433333","SPF00133348","(Spreng.) Harley",NA,"1330","1330","Harley, RM",NA,NA,"2004","04",NA,"-43.933333","-20.433333",NA,NA,NA,NA,NA
"240","2021-03-15 18:27:29-03","USP","SPF","197889","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Santos, MF","146","2007","08","24",NA,"Brasil",NA,NA,"Árvore, 6.5 m. Cálice cinéreo-esverdeado, corola lilás.","SPF00197889",NA,NA,"Minas Gerais","Itambé do Mato Dentro","-43.402556","-19.398306","SPF00197889","(Spreng.) Harley","Santana do Rio Preto, (Cabeça de Boi). APA do Parque Nacional da Serra do Cipó. Borda da mata nas terras de José Agostinho.",NA,NA,"Santos, MF",NA,NA,"2008",NA,NA,"-43.402556","-19.398306",NA,NA,NA,NA,NA
"241","2021-03-15 18:27:29-03","USP","SPF","210273","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Zappi, DC","2173","2009","03","15",NA,"Brasil",NA,NA,"Arbusto 2 m alt., folhas verde-cinéreas, estéril.; Cerrado.","SPF00210273",NA,NA,"Minas Gerais","Santana de Pirapama","-43.772965","-19.004701","SPF00210273","(Spreng.) Harley","Serra do Cipó, Faz. Toucan Cipó, perto do estábulo.. Capela de São José.",NA,NA,"Harley, RM",NA,NA,"2009","08","05","-43.772965","-19.004701",NA,NA,NA,NA,NA
"242","2019-11-13 11:20:43-03","USP","SPF","80526","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Harley, RM","25264","1988","10","20",NA,"Brasil",NA,NA,NA,"SPF00080526",NA,NA,"Minas Gerais","Jequitinhonha","-41.05","-16.366667","SPF00080526","(Spreng.) Harley",NA,"1100","1100","Harley, RM",NA,NA,"1991",NA,NA,"-41.05","-16.366667",NA,NA,NA,NA,NA
"243","2019-11-13 11:20:43-03","USP","SPF","201262","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Souza, VC","12222","1996","09","03",NA,"Brasil",NA,NA,NA,"SPF00201262",NA,NA,"Minas Gerais","Alto Caparaó","-41.8683013916016","-20.4333000183105","SPF00201262","(Spreng.) Harley","Parque Nacional do Caparaó",NA,NA,"Romão, GO","21645","auto","2010","10",NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-11-13 11:20:43-03","USP","SPF","161598","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Assis, LCS","547","2002","09","14",NA,"Brasil",NA,NA,NA,"SPF00161598",NA,NA,"Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807","SPF00161598","(Spreng.) Harley",NA,NA,NA,"Assis, LCS","7934","auto","2004","01",NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-11-13 11:20:43-03","USP","SPF","185159","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","asperrimum","Hyptidendron asperrimum","Krieger, L","15123","1977","09","27",NA,"Brasil",NA,NA,NA,"SPF00185159",NA,NA,"Minas Gerais","Caparaó","-41.9043998718262","-20.523099899292","SPF00185159","(Spreng.) Harley","Parque Nacional do Caparaó",NA,NA,"Silva-Luz, CL","15056","auto","2008","09",NA,NA,NA,NA,NA,NA,NA,NA
