"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","eventTime","fieldNumber","individualCount"
"47","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","53826",NA,"Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","J.R. Mattos; M. Nadruz, R. Matheus, F. R. Silva","411","2016","07",NA,NA,"Brasil","Rio de Janeiro","Canteiro 31B. Jardim Botânico do Rio de Janeiro",NA,"Cultivado. Ramos cilíndricos e levemente pilosos. Folhas alternas, sem presença de estípulas, de pecíolo piloso, lâmina foliar simples elíptica de margem serreada. Flores com sépalas esverdeadas e pétalas esbranquiçadas, estames numero","MBML053826","MBML053826","J. R. Mattos e M. Nadruz/Agosto-2016",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2536598","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","G. Hatschbach, J. C. Lindeman & H. Haas","15619","1967","1","3","South America","Brazil","Paraná","Morro do Tabaquara",NA,NA,NA,NA,"Smith, L. B.; Smith, S. F.","100","100","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"24916","auto","Dicotyledonae",NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","3317043","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","R. Kummrow & J. Cordeiro","2959","1987","12","29","South America","Brazil","Paraná","Padra Branca de Araraquara",NA,NA,NA,NA,"Hatschbach, G. G.",NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"41937","auto","Dicotyledonae",NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","2321464","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","G. Hatschbach","6612","1959","12","21","South America","Brazil","Paraná","Rio Mao Catira",NA,NA,NA,NA,"Smith, S. F., (US), NMNH",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto","Dicotyledonae",NA,NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","1473386","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","I. Constantino","15282","1917",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Horto Bot. Rio de Janeiro (frequen in silvis circa urbem)",NA,NA,NA,NA,"Ducke, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"52","2020-09-12 05:00:02-03","US","US","3314993","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","D. Folli","1320","1991","3","22","South America - Neotropics","Brazil","Espírito Santo","10 km após Santa Luzia - Canceiçao do Castelo",NA,"Common name: Açoita cavalo",NA,NA,"Smith, S. F., (US), NMNH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"53","2020-09-12 05:00:02-03","US","US","1473385","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","A. Ducke & J. G. Ruhlmann","15878","1922","3","15","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro ad urbem [sic] loco Silvestre in silvis",NA,NA,NA,NA,"Ducke, A.; Ruhlmann, J. G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"54","2020-09-12 05:00:02-03","US","US","2564770","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","G. Hatschbach, H. Haas & J. C. Lindeman","13394","1966",NA,NA,"South America","Brazil","Paraná","Estr. da Graciosa, Ferradura",NA,NA,NA,NA,"Smith, S. F., (US), NMNH",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto","Dicotyledonae",NA,NA,NA,"1"
"55","2020-09-02 16:32:37-03","Cenargen","CEN","111770","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","J. R. Mattos","812","2019","02","00",NA,"Brasil","RJ","Jardim Botânico do Rio de Janeiro, Canteiro 31B JBRJ Tombo 5924. Arboreto do Jardim Botânico do Rio de Janeiro.","Exsicatas","Ramos cilíndricos e verrucosos, folhas alternas, esverdeadas com margem serrada. Flores com sépalas e pétalas esverdeadas, estames esbranquiçados e estigma castanhos. Doação Jardim Botânico do Rio de Janeiro - RB 781935","CEN00111770","CEN00111770","J. R. Mattos & M. Nadruz",NA,NA,"RIO DE JANEIRO","-43.2075004577637","-22.9027996063232",NA,"2019","02",NA,NA,NA,"57442","auto",NA,NA,NA,NA,"1"
"56","2019-11-13 11:24:51-03","USP","SPF","194461","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Lima, HC","4367","1992","02","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00194461",NA,"Lima, MPM",NA,NA,"Guapimirim","-42.833333","-22.433333",NA,NA,NA,NA,"-42.833333","-22.433333",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-13 11:24:51-03","USP","SPF","46493","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Pirani, JR","437","1983","01","15",NA,"Brasil","Paraná",NA,NA,NA,"SPF00046493",NA,"Maia, B",NA,NA,"Realeza","-53.5325012207031","-25.7688999176025",NA,"1998","01",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA
"58","2020-04-17 10:58:21-03","UEFS","HUEFS","170086","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Lima, H.C.de","4367","1992","02","18",NA,"Brasil","Rio de Janeiro","Estação Ecológica Estadual de Paraíso. Caminho próximo a represa da CEDAE. Área FP10.",NA,NA,"HUEFS0170086","HUEFS0170086",NA,NA,NA,"Guapimirim","-42.833333","-22.433333",NA,NA,NA,NA,"42W50'0''","22S26'0''",NA,NA,"Rosanae",NA,NA,NA,NA
"59","2020-07-31 11:07:12-03","UEFS","HUEFS","139171","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Mattos, J.R.","812",NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,"HUEFS0139171","HUEFS0139171","J.R.Matos & M.Nadruz",NA,NA,NA,NA,NA,NA,"2019","02",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"60","2020-04-17 10:58:21-03","UEFS","HUEFS","204436","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Sucre, D.","9914","1973","03","19",NA,"Brasil","Rio de Janeiro","Vertente sul da Serra das Piabas.",NA,NA,"HUEFS0204436","HUEFS0204436",NA,"30","30","Guanabara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"61","2020-04-17 10:58:21-03","UEFS","HUEFS","9913","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Kummrow, R.","2959","1987","12","29",NA,"Brasil","Paraná",NA,NA,NA,"HUEFS0009913","HUEFS0009913",NA,NA,NA,"São Miguel das Matas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"62","2019-09-04 19:25:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Tiliaceae","Luehea","eichleri","Luehea eichleri",NA,"B. Luschnath",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339","Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"63","2020-11-23 11:38:46-03","IAC","IAC","15831","S","Plantae",NA,NA,"Malvaceae-1.Grewioideae","Luehea","conwentzii","Luehea conwentzii","Mart. & Zucc.","R.L. Fróes","23876","1949","01","10",NA,"Brasil","Amazonas","igarapé Jandiatuba",NA,NA,NA,NA,"B.M. Souza",NA,NA,"São Paulo de Olivença","-69.60265","-4.8098",NA,"1997","11","18","-69.60265","-4.80980",NA,NA,NA,NA,NA,NA,NA
"64","2020-07-23 12:23:50-03","CEPLAC","CEPEC","145504","PreservedSpecimen","Plantae",NA,NA,"Tiliaceae","Luehea","conwentzii","Luehea conwentzii",NA,"H.C. de Lima","4367",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"M.P.M. de Lima",NA,NA,"GUAPIMIRIM","-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA
"65","2020-11-12 17:01:26-03","UEL","FUEL","6938","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Silva, JM; Hatschbach, G","283","1987","01","20",NA,"Brasil","Paraná","Estrada da Graciosa, Ferradura",NA,NA,NA,NA,"Hatschbach, G",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,"1988",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"66","2020-08-20 20:39:51-03","UFSC","FLOR","24035","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach, G.; Silva, J.M.","59782","1993","11","15",NA,"Brasil","Paraná","Salto Murato.",NA,"árvore, flor alva, 10m altura","FLOR0024035",NA,"Hatschbach, G.",NA,NA,"Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,"1994",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"67","2020-08-20 20:39:51-03","UFSC","FLOR","19812","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Silva, J.M.; Hatschbach, G.","283","1987","01","20",NA,"Brasil","Paraná","Estrada da Graciosa, Ferradura.",NA,"árvore, flor alva, 10m altura","FLOR0019812",NA,"Hatschbach, G.",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,"1988",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"68","2021-03-05 18:39:18-03","UFMT","UFMT","10308","S","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K.Schum.","Hatschbach, G.; Haas, H.; Lendeman, I.","13394","1966","01","04",NA,"Brasil","Paraná","Estrada da Graciosa, ferradura.",NA,"Árvore de 15m. Flor alvecente com cálice creme esverdeado.; Mata pluvial da vertente atlântica.",NA,NA,"Smith, S.F.; L.B.",NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,"1966",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"69","2021-03-04 15:44:51-03","IF","SPSF","12178","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii",NA,"R.Kummrow & J.Cordeiro","2959","1987","12","29","América do Sul","Brasil","PR","Pedra Branca de Araraquara",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"41937","auto","Magnoliopsida",NA,NA,NA,NA
"70","2021-03-04 15:44:51-03","IF","SPSF","12494","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Luehea","conwentzii","Luehea conwentzii",NA,"J.M.Silva & G. Hatschbach","283","1987","01","20","América do Sul","Brasil","PR","Estrada Graciosa, Ferradura",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto","Magnoliopsida",NA,NA,NA,NA
"71","2014-09-23 10:58:36-03","G","G","G00357099","S","Plantae",NA,NA,"Malvaceae","Luehea","conwentzii","Luehea conwentzii","K. Schum.","Riedel, L.","107","1832",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00357099",NA,"?",NA,NA,NA,"-42.9125","-22.48222222","SYNTYPUS of Luehea conwentzii K. Schum.",NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA
