"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","typeStatus","individualCount","infraspecificEpithet","fieldNumber"
"11","2020-01-07 18:01:32-03","FPS","FPS","1764","MachineObservation","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Schwirkowski, P.","2020","01","07","Schwirkowski, P.",NA,"2011","11","19","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383623","-26.275631","-49.383623","-26.275631",NA,NA,"<ll>dwc_commonname:</ll> Pixirica","FPS01764","FPS01764_v01 FPS01764_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-19 08:15:23-03","FPS","FPS","2712","MachineObservation","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Schwirkowski, P.","2016","11","26","Schwirkowski, P.","2140","2016","11","26","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin.","-49.224649","-26.290754","-49.224649","-26.290754",NA,NA,"<ll>dwc_commonname:</ll> Pixirica","FPS02712,FURB55725","FPS02712_v01 FPS02712_v02 FPS02712_v03 FPS02712_v04 FPS02712_v05 FPS02712_v06 FURB55725",NA,NA,NA,NA,NA,NA,"voucher","FURB 55725",NA,NA,NA,NA,NA
"13","2020-01-07 18:01:32-03","FPS","FPS","1226","MachineObservation","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Schwirkowski, P.","2020","01","07","Schwirkowski, P.","1385","2015","12","13","Brasil","Santa Catarina","São Bento do Sul","Localidade: Turvo. Minas de Caulin","-49.21484","-26.294685","-49.21484","-26.294685",NA,NA,"<ll>dwc_commonname:</ll> Pixirica","FPS01226,FURB49453","FPS01226_v01 FPS01226_v02 FPS01226_v03 FPS01226_v04 FPS01226_v05 FURB49453",NA,NA,NA,NA,NA,NA,"voucher","FURB 49453",NA,NA,NA,NA,NA
"14","2019-12-19 08:08:14-03","FPS","FPS","1062","MachineObservation","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Schwirkowski, P.","2015","11","14","Schwirkowski, P.","1328","2015","11","14","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.214825","-26.29467","-49.214825","-26.29467",NA,NA,NA,"FPS01062,FURB49396","FPS01062_v01 FPS01062_v02 FPS01062_v03 FPS01062_v04 FPS01062_v05 FURB49396",NA,NA,NA,NA,NA,NA,"voucher","FURB 49396",NA,NA,NA,NA,NA
"15","2019-08-27 13:31:06-03","IAP","PACA-AGP","70068","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","D. B. Falkenberg & M.L. Souza","1986",NA,NA,"D.B. Falkenberg","3467","1986","09","29","Brasil","SC","Rancho Queimado","Margem da BR 282","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"Subarbusto Habitat: campo úmido","PACA070068",NA,"Magnoliophyta","Myrtales",NA,NA,"17361","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"16","2019-08-27 13:31:06-03","IAP","PACA-AGP","45505","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","M. Leonor Souza","1994",NA,NA,"Rambo, B.",NA,"1950","01","30","Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"fruto. Habitat: in turfosis dumetosis Fenofase: fruto","PACA045505",NA,"Magnoliophyta","Myrtales",NA,NA,"76715","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"17","2019-08-27 13:31:06-03","IAP","PACA-AGP","54116","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Brade",NA,NA,NA,"Rambo, B.",NA,"1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto humido Fenofase: fruto semievoluto","PACA054116",NA,"Magnoliophyta","Myrtales",NA,NA,"76715","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"18","2019-08-27 13:31:06-03","IAP","PACA-AGP","54092","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","M. Leonor Souza","1994",NA,NA,"Rambo, B.",NA,"1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: in araucarieto Fenofase: flor","PACA054092",NA,"Magnoliophyta","Myrtales",NA,NA,"76715","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"19","2019-08-27 13:31:06-03","IAP","PACA-AGP","70069","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","D. B. Falkenberg & M. L. Souza",NA,NA,NA,"Daniel B. Falkenberg","3463","1986","09","29","Brasil","SC","Rancho Queimado","beira da BR 282","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"Habitat: barranco em beira de banhado","PACA070069",NA,"Magnoliophyta","Myrtales",NA,NA,"17361","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"20","2019-08-27 13:31:11-03","IAP","PACA-AGP","54092.1","PreservedSpecimen","Plantae","Melastomataceae","Ossaea","humilis","Ossaea humilis","(Cogn.) Wurdack","Brade",NA,NA,NA,"Rambo, B.",NA,"1953","02","20","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"sem material Habitat: In araucarieto humido Fenofase: fruto semievoluto","PACA054092-1",NA,"Magnoliophyta","Myrtales",NA,NA,"76715","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"21","2021-03-01 16:34:15-03","UNICAMP","UEC","152621","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Caddah, MK","2009","06",NA,"Caddah, MK; Guimarães, PJF","454","2009","05","12","Brazil","Rio de Janeiro","Resende","Parque Nacionaldo Itatiaia, trilha para Pedra Furada.","-45.188056","-22.615","-45.188056","-22.615","2338","2338","Erva 110 cm, frutos roxos.","UEC022514","UEC022514","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:34:15-03","UNICAMP","UEC","111948","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R","1996","08",NA,"Nakajima, JN; Romero, R; Furlan, A; Garcia, FCP","506","1994","10","15","Brazil","Minas Gerais","São Roque de Minas","2km da sede administrativa, Estrada para Sacramento, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Subarbusto, ca. 0,4m. Corola e estames brancos.; Campo limpo, vertente do córrego, 8 meses apos a queimada.","UEC022512","UEC022512","Magnoliopsida",NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:34:15-03","UNICAMP","UEC","200773","S","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack",NA,NA,NA,NA,"Souza, V; Bertoni, JEA; F.A.L.M.","175","1991","11","04","Brazil","São Paulo","Campinas","Fazenda Santa Elisa, Quadra das Pedras L5 - P1.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Arvore com mais ou menos 7m, em inicio de fruticação.","UEC160863","UEC160863","Magnoliopsida",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:02:50-03","FURB","FURB","55725","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Schwirkowski, P.","2016","11","26","Schwirkowski, P.","2140","2016","11","26","Brasil","Santa Catarina","São Bento do Sul","Minas de caulin. Próximo às minas de caulim.","-49.2247223","-26.2908333","-49.2247223","-26.2908333","950","950","Campo de altitude com capões de FOM Altomontana Habitat: Campo de altitude Habito: Subarbusto","FURB55725","FURB55725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:53:41-03","UCS","HUCS","6698","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.; Souza, M.","1986",NA,NA,"Falkenberg, D.B.","3463","1986","09","29","Brasil","Santa Catarina","Rancho Queimado","beira da BR-282","-49.0217018127441","-27.6725006103516",NA,NA,"900","900","aubarbusto prostado 0,4m., pétalas brancas; barranco em beira do banhado",NA,NA,"Angiospermae","Myrtales",NA,NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:53:41-03","UCS","HUCS","6711","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.; Souza, M.","1986",NA,NA,"Falkenberg, D.B.","3467","1986","09","29","Brasil","Santa Catarina","Rancho Queimado","margens BR-282","-49.0217018127441","-27.6725006103516",NA,NA,"950","950","subarbusto 0,4m. , ovário piloso; campo úmido",NA,NA,"Angiospermae","Myrtales",NA,NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:34:16-03","MBM","MBM","253597","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Goldenberg, R.; Souza, C.M.F.",NA,NA,NA,"Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3261",NA,NA,NA,"Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM253597","MBM253597",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:34:16-03","MBM","MBM","87804","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Goldenberg, R.; Souza, C.M.F.",NA,NA,NA,"Kummrow, R.","2424","1983","11","09","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM087804","MBM087804",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:34:16-03","MBM","MBM","259810","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.",NA,NA,NA,"Nakajima, J.N.; et al.; et al.","2079","1996","09","21","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"MBM259810","MBM259810",NA,NA,"Southern America",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:34:16-03","MBM","MBM","312335","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Goldenberg, R.",NA,NA,NA,"Goldenberg, R.; et al.; et al.","799","2005","10","24","Brazil","Paraná","Campina Grande do Sul","Subida para o Pico do Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM312335","MBM312335",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:34:16-03","MBM","MBM","259809","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Romero, R.",NA,NA,NA,"Romero, R.; et al.; et al.","2594","1995","07","19","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, próximo ao Córrego dos Passageiros","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,"MBM259809","MBM259809",NA,NA,"Southern America",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:34:16-03","MBM","MBM","130643","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","3463",NA,NA,NA,"Brazil","Santa Catarina","Rancho Queimado","Beira da Rod. BR-282","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,NA,"MBM130643","MBM130643",NA,NA,"Southern America",NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:34:16-03","MBM","MBM","130642","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","3467",NA,NA,NA,"Brazil","Santa Catarina","Rancho Queimado","Margem da Rod. BR-282","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,NA,"MBM130642","MBM130642",NA,NA,"Southern America",NA,"17361","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:38:14-03","UFMG","BHCB","60930","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Southern America",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:19:44-03","UFPR","UPCB","64409","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Caddah, M.K.","2009","06",NA,"Caddah, M.K.","454","2009","05","12","Brasil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia, trilha para Pedra Furada",NA,"-22.615",NA,"-22.615","2338","2338","Erva ca. 10 cm, frutos roxos,Coleta em sílica..","UPCB0013741","UPCB0013741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-11 17:19:44-03","UFPR","UPCB","67075","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M.","2010","01","01","Reginato, M.","1060","2010","01","02","Brasil","Rio Grande do Sul","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Arbusto 40 cm, pétalas alvas, anteras e estilete róseos..","UPCB0013922","UPCB0013922",NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:19:44-03","UFPR","UPCB","67084","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M.","2010","01","01","Reginato, M.","1069","2010","01","03","Brasil","Rio Grande do Sul","Cambará do Sul","Canyon Fortaleza.","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Arbusto 40 cm, pétalas e anteras alvas, interior da Mata Nebular..","UPCB0013923","UPCB0013923",NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:19:44-03","UFPR","UPCB","78751","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Goldenberg, R.","2012",NA,NA,"Goldenberg, R.","1642","2012","02","14","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, trilha do mirante (próximo ao mirante)","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto 20 cm. Flores com pétalas e estames brancos; frutos em glomérulos; frutos maduros vinosos, frequentemente já caídos no chão antes de serem tocados. Campos naturais..","UPCB0013921","UPCB0013921",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:19:44-03","UFPR","UPCB","64380","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Caddah, M.K.","2009","06",NA,"Caddah, M.K.","391","2009","03","25","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, nascente do rio São Francisco","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Coleta em sílica..","UPCB0013932","UPCB0013932",NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:44-03","UFPR","UPCB","72932","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M.","2012","03","01","Reginato, M.","1325","2012","02","14","Brasil","São Paulo","São Paulo","P.E. da Serra do Mar, Núcleo Curucutu, trilha do campo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Arbusto 0.3m, no campo. Flores com pétalas e estames alvos.","UPCB0013918","UPCB0013918",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:19:44-03","UFPR","UPCB","34658","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M.","2016",NA,NA,"Santos, E.P. et al.","289","1996","11","23","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"1400","1400","Erva de ± 40 cm, cálice esverdeado, corola e anteras alvas. Campo de altitude, solo inundado..","UPCB0014829","UPCB0014829",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:19:44-03","UFPR","UPCB","40435","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M.","2016",NA,NA,"Santos, E.P. et al.","822","1999","11","19","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"1400","1400","Erva de ± 40 cm, flores alvas. Campo de altitude, solo inundado..","UPCB0014828","UPCB0014828",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:44-03","UFPR","UPCB","91192","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Reginato, M.","2017",NA,NA,"Mocochinski, A.Y. et al.","273","2003","11","14","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, Pico Tucum","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700","Arbustiva ereta..","UPCB0028367","UPCB0028367",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:44-03","UFPR","UPCB","52135","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Goldenberg, R.","2005","01","01","Goldenberg, R.","799","2005","10","24","Brasil","Paraná","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto 30cm, flores com pétalas e estames brancos. Floresta ombrófila densa. Alt.: 1450m s.n.m..","UPCB0013924","UPCB0013924",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:19:44-03","UFPR","UPCB","66717","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Cogn.) Wurdack","Goldenberg, R.","2009","01","01","Lorscheitter","6","2007","12","01","Brasil","Rio Grande do Sul","São Francisco de Paula","Turfeira do Banhado Amarelo.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"UPCB0013927","UPCB0013927",NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-06-26 11:07:00-03","MO","MOBOT","101138112","PreservedSpecimen","Plantae","Melastomataceae","Miconia","leahumilis","Miconia leahumilis","R. Goldenb.","fide Michelangeli et al.",NA,NA,NA,"Ludwig Riedel","Riedel 444",NA,"8",NA,"Brazil","Minas Gerais",NA,"Habitat in rupibus montis Itacolumi prov. Minas Geraës — Floret Augusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Isotype","1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","3147135","PreservedSpecimen","Plantae","Melastomataceae","Leandra","humilis","Leandra humilis","(Urb. & Ekman) Alain",NA,NA,NA,NA,"R. M. Harley, B. Stannard & D. J. N. Hind","26655","1988","11","28","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente leste. Campo do Queiroz.","-41.95","-13.53",NA,NA,"1500",NA,NA,"US01901684","US01901684_01 US01901684_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
