"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","sex","infraspecificEpithet"
"633","2020-09-02 16:38:03-03","Cenargen","CEN","82948","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lamberttii","Podocarpus lamberttii","Klotzsch ex Endl.","Ernestino de S. Gomes Guarino","2006","10","18","Brasil","SC","ANITA GARIBALDI","-51.1300010681152","-27.6891994476318",NA,NA,"CEN00082948","CEN00082948","E. S. G. Guarino",NA,NA,"Estróbilos creme.","2006","10",NA,"1145","Estrada entre o município de Lapa e Campo do Tenente, cerca de 3 km da Lapinha.",NA,NA,"Exsicatas",NA,NA,NA,"23768","auto",NA,NA,NA,"4",NA,NA,NA
"634","2020-09-02 16:38:03-03","Cenargen","CEN","92037","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lamberttii","Podocarpus lamberttii","Klotzsch ex Endl.","V. dos Santos- CTBS","2013","11","26","Brasil","SC","CURITIBANOS","-50.584400177002","-27.2828006744385",NA,NA,"CEN00092037","CEN00092037","M. C. Scipioni",NA,NA,"Doação Herbário CTBS - Universidade Federal de Santa Catarina - Curitibanos.",NA,NA,NA,"90","Praça do Capão.",NA,NA,"Exsicatas",NA,NA,NA,"25987","auto",NA,NA,NA,"1",NA,NA,NA
"635","2019-12-09 17:30:42-03","UFPR","EFC","223","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Roderjan, C.V.","1981","06","04","Brasil","Paraná","Colombo","-49.1566","-25.3225","-49.1566","-25.3225","EFC000223",NA,"Roderjan, C.V.","900","900","Árvore 10m, em floresta com araucária alterada, 900m s.n.m. __COMMOM_NAME__: Pinho-bravo","1981","06","04","279","Embrapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","2019-12-09 17:30:42-03","UFPR","EFC","11803","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Hoffmann, P.M.; Gurski, E.","2013","11","14","Brasil","Paraná","Palmas","-51.7527","-26.4753","-51.7527","-26.4753","EFC011803",NA,"Hoffmann, P.M.",NA,NA,NA,"2013","11","14",NA,"RVS dos Campos de Palmas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","2019-12-09 17:30:42-03","UFPR","EFC","16837","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Dunaiski Jr., A.","2009","10","23","Brasil","Paraná","Pinhais","-49.1925010681152","-25.4447002410889",NA,NA,"EFC016837",NA,"Dunaiski Jr., A.",NA,NA,"Árvore de 7 metros","2009","10","23","3825","CPRA (Centro Paranaense de Referência em Agroecologia)",NA,NA,NA,NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,NA
"638","2019-12-09 17:30:42-03","UFPR","EFC","1599","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Roderjan, C.V.","1979","11","23","Brasil","Paraná","Pinhais","-49.1324","-25.3896","-49.1324","-25.3896","EFC001599",NA,"Roderjan, C.V.",NA,NA,"Árvore em capão com araucária, 920m s.n.m. __COMMOM_NAME__: Pinho-bravo",NA,NA,NA,"733","Faz. Canguiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","2019-12-09 17:30:42-03","UFPR","EFC","17403","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Souza, I.","2018","10","13","Brasil","Paraná","Colombo","-49.147","-25.3855","-49.1470","-25.3855","EFC017403",NA,"Souza, I.","926","926","Árvore 6 m, isolada, estróbilos masculinos. Floresta Ombrófila Mista","2018","10","13","294","Santa Mônica Clube de Campo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","2019-12-09 17:30:42-03","UFPR","EFC","227","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Embrapa","1978","10","05","Brasil","Paraná","Colombo","-49.1566","-25.3225","-49.1566","-25.3225","EFC000227",NA,"Hatschbach, G.","900","900","Árvore, em floresta com araucária alterada, 900m s.n.m. __COMMOM_NAME__: Pinho-bravo",NA,NA,NA,"18","Embrapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","2019-12-09 17:30:42-03","UFPR","EFC","11","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Roderjan, C.V.","1982","03","10","Brasil","Paraná","Colombo","-49.1566","-25.3225","-49.1566","-25.3225","EFC000011",NA,"Roderjan, C.V.","940","940","__COMMOM_NAME__: Pinho-bravo",NA,NA,NA,"43","Embrapa - CNPF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","2019-12-09 17:30:42-03","UFPR","EFC","10654","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Oliveira, F.E.M.","2009","10","01","Brasil","Paraná","Curitiba","-49.3174","-25.4257","-49.3174","-25.4257","EFC010654",NA,"Roderjan, C.V.","900","900","Árvore 5m em estágio médio alterado da floresta com araucária, 900m s.n.m. __COMMOM_NAME__: Pinheiro-bravo","2009","10","10",NA,"Capão da Tuiuti - Barigui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","2019-12-09 17:30:42-03","UFPR","EFC","13454","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Velazco, S.J.E","2012","03","01","Brasil","Paraná","Palmas","-51.7527","-26.4753","-51.7527","-26.4753","EFC013454",NA,"Velazco, S.J.E.",NA,NA,"Sem observações.","2012","03","01",NA,"RVS dos Campos de Palmas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","2019-12-09 17:30:42-03","UFPR","EFC","3045","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ziller, S.R.","1992","12","02","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"EFC003045",NA,"Ziller, S.R.",NA,NA,"Árvore comum em capão com araucária, 900m s.n.m. __COMMOM_NAME__: Pinho-bravo","1992","12","02","317","Rio Iraí",NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"645","2021-03-15 18:29:29-03","USP","SPF","129096","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Gasson, P","1997","03","02","Brasil","Bahia","Morro do Chapéu","-41.207222","-11.590556","-41.207222","-11.590556","SPF00129096",NA,"Pirani, JR",NA,NA,"Campo Rupestre","2001",NA,NA,"5942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2021-03-15 18:29:29-03","USP","SPF","129097","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1996","06","29","Brasil","Bahia","Morro do Chapéu","-41.206667","-11.540833","-41.206667","-11.540833","SPF00129097",NA,"Harley, RM","1293","1293","Campo rupestre entremeado com arbustos perenifólios. Substrato arenoso.","1996","06",NA,"PCD3179","Serra Pé do Morro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2021-03-15 18:29:29-03","USP","SPF","129098","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Bautista, HP","1996","06","29","Brasil","Bahia","Morro do Chapéu","-41.206667","-11.590833","-41.206667","-11.590833","SPF00129098",NA,"Harley, RM","1296","1296","Campo Rupestre entremeado com arbustos perenifólios. Substrato arenoso.","1996","06",NA,"3192","Serra Pé do Morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2021-03-15 18:29:30-03","USP","SPF","167598","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2002","12","28","Brasil","Rio Grande do Sul","Vila Nova do Sul","-53.623778","-30.361333","-53.623778","-30.361333","SPF00167598",NA,"Ceccantini, GCT",NA,NA,"Arvoreta 3-4 m alt, DAP ca. 15 cm. Verde claro vivo devido a brotamento. Madeira para xiloteca SPFw, acesso de DNA para M.L. Salatino.; Capão de mata sem Araucária, isolado em campo.","2002",NA,NA,"1788","BR 209, em direção a Caçapava do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2019-11-13 11:29:06-03","USP","SPF","152827","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Pirani, JR","2002","06","09","Brasil","Minas Gerais","Santana do Riacho","-43.558056","-19.263611","-43.558056","-19.263611","SPF00152827",NA,"Pirani, JR","1309","1309",NA,"2002",NA,NA,"5090","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2019-11-13 11:29:06-03","USP","SPF","152828","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Pirani, JR","2002","06","09","Brasil","Minas Gerais","Santana do Riacho","-43.558056","-19.263611","-43.558056","-19.263611","SPF00152828",NA,"Pirani, JR","1309","1309",NA,"2002",NA,NA,"5091","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2021-03-15 18:29:29-03","USP","SPF","167593","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2002","12","28","Brasil","Rio Grande do Sul","Vila Nova do Sul","-53.623778","-30.361333","-53.623778","-30.361333","SPF00167593",NA,"Ceccantini, GCT",NA,NA,"Arvoreta 4-5 m alt, DAP ca. 15 cm. Verde claro vivo devido a brotamento, destacando na floresta. Madeira para xiloteca (SPFw1182), acesso de DNA para M.L. Salatino.; Capão de mata sem Araucária, isolado em campo.","2002",NA,NA,"1783","BR 209, em direção a Caçapava do Sul.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2021-03-15 18:29:30-03","USP","SPF","167610","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2003","02","11","Brasil","Goiás","Trindade","-41.939611","-13.528694","-41.939611","-13.528694","SPF00167610",NA,"Ceccantini, GCT","1525","1525","Árvore fértil robusta de 6-7 m alt, DAP 25 cm. Madeira para xiloteca (SPFw1185), acesso de DNA para M.L. Salatino.; Mata ciliar.","2003",NA,NA,"1984","Vale dos Queirós. Direção SE, próximo ao canyon.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2021-03-15 18:29:30-03","USP","SPF","167600","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2002","12","28","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.160028","-30.851694","-53.160028","-30.851694","SPF00167600",NA,"Ceccantini, GCT","351","351","Madeira para xiloteca SPFw, acesso de DNA para M.L. Salatino.; Área de Escrube de até 4 m e campos, com araucárias raras e podocarpus e schinus dominantes. Solo de argilito vermelhyo compacto.","2002",NA,NA,"1790","BR 392, Cambarazinho, próximo ao Horto Municipal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2021-03-15 18:29:30-03","USP","SPF","167601","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2002","12","28","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.160028","-30.851694","-53.160028","-30.851694","SPF00167601",NA,"Ceccantini, GCT","351","351","Madeira para xiloteca SPFw, acesso de DNA para M.L. Salatino.; Área de Escrube de até 4 m e campos, com araucárias raras e podocarpus e schinus dominantes. Solo de argilito vermelhyo compacto.","2002",NA,NA,"1791","BR 392, Cambarazinho, próximo ao Horto Municipal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","2021-03-15 18:29:30-03","USP","SPF","167605","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2002","12","28","Brasil","Rio Grande do Sul","Santana da Boa Vista","-53.160028","-30.851694","-53.160028","-30.851694","SPF00167605",NA,"Ceccantini, GCT","351","351","Madeira para xiloteca SPFw, acesso de DNA para M.L. Salatino.; Área de Escrube de até 4 m e campos, com araucárias raras e podocarpus e schinus dominantes. Solo de argilito vermelhyo compacto.","2002",NA,NA,"1795","BR 392, Cambarazinho, próximo ao Horto Municipal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","2019-11-13 11:29:06-03","USP","SPF","169383","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2004","01","17","Brasil","Minas Gerais","Santana do Riacho","-43.558306","-19.264694","-43.558306","-19.264694","SPF00169383",NA,"Ceccantini, GCT",NA,NA,NA,"2004",NA,NA,"2153","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2019-11-13 11:29:06-03","USP","SPF","169384","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2004","01","17","Brasil","Minas Gerais","Santana do Riacho","-43.558306","-19.264694","-43.558306","-19.264694","SPF00169384",NA,"Ceccantini, GCT",NA,NA,NA,"2004",NA,NA,"2154","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2019-11-13 11:29:06-03","USP","SPF","169385","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2004","01","17","Brasil","Minas Gerais","Santana do Riacho","-43.558306","-19.264694","-43.558306","-19.264694","SPF00169385",NA,"Ceccantini, GCT",NA,NA,NA,"2004",NA,NA,"2155","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2021-03-15 18:29:30-03","USP","SPF","182504","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Sanches, JH","2007","04","10","Brasil","Santa Catarina","Urubici","-49.489444","-28.12","-49.489444","-28.12","SPF00182504",NA,"Rodrigues, RR","1727","1727","Árvore 8 m alt. Estróbilos verdes.; Vegetação secundária de Floresta Ombrófila Mista (floresta nebular).","2007","04","11","125","Parque Nacional de São Joaquim, Morro da igreja.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2019-11-13 11:29:06-03","USP","SPF","224642","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Verdi, M","2014","06","25","Brasil","Minas Gerais","Cristália","-42.923611","-16.721667","-42.923611","-16.721667","SPF00224642",NA,"Verdi, M",NA,NA,NA,"2014","08","13","7136","Morro do Chapéu. No alto do morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2019-11-13 11:29:06-03","USP","SPF","227921","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Cardoso, LJT","2015","02","05","Brasil","Rio de Janeiro","Itatiaia","-44.589444","-22.361389","-44.589444","-22.361389","SPF00227921",NA,"Anônimo","1468","1468",NA,NA,NA,NA,"1141","Parque Estadual da Pedra Selada, Fazenda Marimbondo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2019-11-13 11:29:06-03","USP","SPF","90078","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Stannard, BL","1992","01","28","Brasil","Bahia","Abaíra","-41.916667","-13.25","-41.916667","-13.25","SPF00090078",NA,"Farjon, AK","1800","1800",NA,"1998",NA,NA,"H50828","Campo do Cigano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2021-03-15 18:29:30-03","USP","SPF","82576","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ganev, W","1993","07","21","Brasil","Bahia","Abaíra","-42.35","-13.85","-42.35","-13.85","SPF00082576",NA,"Farjon, AK","1800","1800","Campo rupestre com solo arenoso, entre fendas de rochas.",NA,NA,NA,"1926","Serra do Bicota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2019-11-13 11:29:06-03","USP","SPF","43604","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1977","03","03","Brasil","Bahia","Morro do Chapéu","-41.2","-11.583333","-41.2","-11.583333","SPF00043604",NA,"Harley, RM","1000","1000",NA,NA,NA,NA,"19307","8 km ao sul da Cidade de Morro do Chapéu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2019-11-13 11:29:06-03","USP","SPF","43605","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1980","05","30","Brasil","Bahia","Morro do Chapéu","-41.2","-11.583333","-41.2","-11.583333","SPF00043605",NA,NA,"1000","1000",NA,NA,NA,NA,"22780","Cerca de 8 km da cidade de Morro do Chapéu, ao oeste da estrada para Utinga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2019-11-13 11:29:06-03","USP","SPF","74933","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1988","11","29","Brasil","Bahia","Rio de Contas","-41.95","-13.533333","-41.95","-13.533333","SPF00074933",NA,"Pirani, JR","1550","1550",NA,"1989",NA,NA,"26658","Pico das Almas, Vertente leste. Montanha a sudeste do Campo de Queiroz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2019-11-13 11:29:06-03","USP","SPF","74935","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1998","10","30","Brasil","Bahia","Rio de Contas","-41.933333","-13.533333","-41.933333","-13.533333","SPF00074935",NA,"Pirani, JR","1400","1400",NA,"1989",NA,NA,"25768","Pico das Almas, Vertente leste.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2021-03-15 18:29:30-03","USP","SPF","84177","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Pereira, E","1961","10","29","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,"SPF00084177",NA,"Duarte, AP",NA,NA,"Árvore de 4 a 5 metros.","1967","09","01","6563","Próximo de Canela. Caracol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2019-11-13 11:29:06-03","USP","SPF","84178","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccato, GN","1942","02","18","Brasil","Paraná",NA,NA,NA,NA,NA,"SPF00084178",NA,"Kuhlmann, JG",NA,NA,NA,NA,NA,NA,"23","Bovaiuva, Parana, Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2019-11-13 11:29:06-03","USP","SPF","84179","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","M.G.F.","1952","12","07","Brasil",NA,NA,NA,NA,NA,NA,"SPF00084179",NA,NA,NA,NA,NA,NA,NA,NA,"10342","Serra da Bocaina, Lageado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","2019-11-13 11:29:06-03","USP","SPF","84180","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Brade, AC","1951","05","05","Brasil","São Paulo",NA,NA,NA,NA,NA,"SPF00084180",NA,"Brade, AC","1700","1700",NA,"1951",NA,NA,"20863","Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2019-11-13 11:29:06-03","USP","SPF","84181","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Duarte, AP","1949","12","12","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00084181",NA,NA,"1250","1250",NA,NA,NA,NA,"2253","Serra do Cipó, Km 140 da estrada de Conceição.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2019-11-13 11:29:06-03","USP","SPF","84182","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Mello-Barreto, HL","1935","04","16","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"SPF00084182",NA,"Brade, AC",NA,NA,NA,"1935",NA,NA,"1145","Serra do Cipó, Km 140 estr. Conceição.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","2021-03-15 18:29:30-03","USP","SPF","84183","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Kuhlmann, JG","1929","04","06","Brasil","São Paulo",NA,NA,NA,NA,NA,"SPF00084183",NA,"Kuhlmann, JG",NA,NA,"Campos",NA,NA,NA,"188","Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2019-11-13 11:29:06-03","USP","SPF","84184","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Sucre, D","1968","05","07","Brasil","São Paulo",NA,NA,NA,NA,NA,"SPF00084184",NA,"Sucre, D","1300","1300",NA,"1968","05",NA,"2943","Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2019-11-13 11:29:06-03","USP","SPF","84185","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","C.J.D.","1956","01","19","Brasil",NA,NA,NA,NA,NA,NA,"SPF00084185",NA,NA,NA,NA,NA,NA,NA,NA,"124","Bosque próximo Grande Hotel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2019-11-13 11:29:06-03","USP","SPF","90647","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1992","01","02","Brasil","Bahia","Abaíra","-41.9","-13.3","-41.9","-13.3","SPF00090647",NA,"Farjon, AK","1650","1650",NA,NA,NA,NA,"H50620","Limite entre o paredão rochoso com nascentes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2019-11-13 11:29:06-03","USP","SPF","92605","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Giulietti, AM","1994","01","16","Brasil","Minas Gerais","Tiradentes","-44.175278","-21.086389","-44.175278","-21.086389","SPF00092605",NA,"Pirani, JR","1120","1120",NA,"1996",NA,NA,"13682","Serra de São José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-03-15 18:29:30-03","USP","SPF","99862","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Tamashiro, JY","1995","04","13","Brasil","São Paulo","São Bento do Sapucaí","-45.6575","-22.69","-45.6575","-22.69","SPF00099862",NA,"Garcia, RJF",NA,NA,"Árvore de 4m.","1997","05",NA,"861","Pedra do Bauzinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2021-03-15 18:29:30-03","USP","SPF","91695","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Harley, RM","1992","02","14","Brasil","Bahia","Abaíra","-41.916667","-13.25","-41.916667","-13.25","SPF00091695",NA,"Pirani, JR","1780","1780","Fenda de rochas, lugar úmido.","1999",NA,NA,"H52037","Campo do Cigano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2021-03-15 18:29:30-03","USP","SPF","167615","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ceccantini, GCT","2003","02","12","Brasil","Bahia","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,"SPF00167615",NA,"Ceccantini, GCT","1220","1220","Indivíduo feminino, ca. 6 m alt, DB 20 cm. Grande variação de folhas de sobra e sol. Madeira para xiloteca de galho e trado (SPFw1184), acesso de DNA para M.L. Salatino.; Afloramento arenítico.","2003",NA,NA,"1992","Morro da Antena",NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA,NA,NA,NA,NA
"682","2021-03-15 18:29:30-03","USP","SPF","169386","PreservedSpecimen","Plantae","Podocarpaceae","Podocarpus","lambertii","Podocarpus lambertii","Klotzsch ex Endl.","Ledru, MP","2002","11","21","Brasil","Minas Gerais","Camanducaia","-46.1446990966797","-22.7553005218506",NA,NA,"SPF00169386",NA,NA,NA,NA,"Acesso de DNA.",NA,NA,NA,"s.n.","Monte Verde",NA,NA,NA,NA,NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA
