"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","class","individualCount","relatedCatalogItem","sex"
"11","2021-03-01 16:35:45-03","UNICAMP","UEC","169999","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Peixoto","Rochelle, ALC","J878",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.","-45.084167","-23.366667",NA,"Indivíduo J878 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041658","UEC041658",NA,NA,"450","450",NA,"2008","03","-45.084167","-23.366667",NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:20:36-03","UNICAMP","UEC","174914","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Aranha, BA","Aranha, BA","413","2007","01","08",NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J, 380 msm","-45.084167","-23.366389",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,"-45.084167","-23.366389",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:35:45-03","UNICAMP","UEC","200660","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Tamashiro, JY; Pereira, LS","Pereira, LS; Belinello, R","N1442","2010","06","19",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 9.5 metros de altura. Frequência da espécie na parcela: n=21; Mata Atlântica","UEC158047","UEC158047",NA,NA,"990","1045",NA,NA,NA,"-45.183333","-23.4",NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:35:45-03","UNICAMP","UEC","66683","S","Plantae","Magnoliopsida",NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Peixoto","Mariano Neto, E; Sugiyama, M; Kiyama, CY","48","1996","01","31",NA,"Brazil","São Paulo","Santo André","trilha da CESP, estrada da Torre, caminho para o Vale do Quilombo, Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,"árvore 5m, frutos verde-claros; mata de encosta","UEC125710","UEC125710","27258","auto",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-11-06 09:56:36-03","UFOP","OUPR","23650","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Peixoto, A.L.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itabirito","(=Itabira do Campo)","-43.801399230957","-20.2532997131348",NA,"Ex Herbario Escola de Minas No. 1049.",NA,NA,"20553","auto",NA,NA,NA,"2010","03",NA,NA,"15",NA,NA,NA,NA,NA
"16","2019-11-06 09:56:36-03","UFOP","OUPR","30856","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Pignal, M.","Pedrosa, L.G.","46","2018","03","20",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Fazenda do Manso.","-43.5080986022949","-20.2875003814697",NA,"Arvoreta. Em frutos verdes. Campo ferrugíneo.",NA,NA,"44599","auto",NA,NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 09:31:13-03","UFRRJ","RBR","7498","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A.L. Peixoto","Andrade-Lima","716581","1971","10","28",NA,"Brasil","Pernambuco","Caruaru","Brejo dos Cavalos,na mata.","-35.9761009216309","-8.28332996368408",NA,NA,"RBR00007498",NA,"35136","auto",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 09:31:13-03","UFRRJ","RBR","14631","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A.L. Peixoto, M.V.L. Pereira-Moura","W.A. Hoffmann","143","1984","06","13",NA,"Brasil","Espírito Santo","Santa Teresa","Mata do Boeirão.","-40.6002998352051","-19.9356002807617",NA,NA,"RBR00014631",NA,"23813","auto",NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:31:13-03","UFRRJ","RBR","7500","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"C.M.B. Correia","204","1900","08","13",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica de Macaé de cima, Sítio Hum New Baccus.Coor. 22º 33/22º 28 S, 42º 30 S/ 42º 34 W.","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00007500",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 09:31:13-03","UFRRJ","RBR","7499","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"R. Mello-Silva; F.A. Vitta, N. Roque","959","1994","05","13",NA,"Brasil","São Paulo","São Paulo","Rodovia- SP 139 ( Registro -Sete Barra),Km 7,Elev.50 m.","-46.6300010681152","-23.5400009155273",NA,NA,"RBR00007499",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 09:31:13-03","UFRRJ","RBR","35381","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A.Q. Lobão","A.Q. Lobão; P. Fiaschi","508c","2001","01","19",NA,"Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia. Trilha para cachoeira do Pito, ca. 800 m.a.n.m.",NA,NA,NA,NA,"RBR00035381",NA,NA,NA,NA,NA,NA,"2001","04",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 09:31:13-03","UFRRJ","RBR","12198","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","S.E. Martins","P.S.P. Sampaio; S.E. Martins, E.S. Lima","154","1998","12","10",NA,"Brasil","São Paulo","Bertioga","Guaratuba. Fazenda Três Marias, estrada da captação.","-46.138599395752","-23.8544006347656",NA,NA,"RBR00012198",NA,"37616","auto",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 09:31:13-03","UFRRJ","RBR","9168","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","I.S. Santos","A.L. Almeida","25","1989","08","03",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, caminho para a pedra da Bicuda.","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00009168",NA,"33190","auto",NA,NA,NA,"1998","09",NA,NA,"06",NA,NA,NA,NA,NA
"24","2020-06-29 09:31:13-03","UFRRJ","RBR","7497","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"M. Peron","838","1989","07","17",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores. Coor. 22º 00 S, 042º03 W.","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00007497",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 09:31:13-03","UFRRJ","RBR","7501","S","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"C.M.B. Correia","34","1989","06","25",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima.Picada para a Pedra Bicuda. Coor 22º º 0/S, 04º 2º/ 3 Wº","-42.5311012268066","-22.2819004058838",NA,NA,"RBR00007501",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:35:44-03","MBM","MBM","392744","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Lírio, E.J.","Fraga, C.N.; Amorim, A.M.A.; Forzza, R.C.; Labiak, P.H.; Goldenberg, R.; Paixão,; Amorim, A.M.A.; Forzza, R.C.; Labiak, P.H.; Goldenberg, R.; Paixão, J.L.","2187","2008","07","22","Southern America","Brazil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas, Localidade de Alegre. Trilha do Pau Oco","-41.525","-20.267778",NA,"Arbusto apoiante. Folhas discolores. Botões verde-claros.; Floresta Ombrófila Densa Montana.","MBM392744","MBM392744",NA,NA,"525","525",NA,"2012","12","-41.525","-20.267778",NA,NA,NA,NA,NA,NA
"27","2019-11-01 15:28:26-03","PUC-RIO","FCAB","4220","PreservedSpecimen","Plantae",NA,"Angiospermae","Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A.L. Peixoto","Sobral; J.C. Siqueira","s.n.","1987","09","15",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Cascatinha, reserva da EMAHSA","-42.5311012268066","-22.2819004058838",NA,"Árvore pouco frequente, no interior da mata.","004220",NA,"33190","auto",NA,NA,NA,"1987","10",NA,NA,"22",NA,NA,NA,NA,NA
"28","2016-01-20 14:39:17-02","MNHN","RECOLNAT_MNHN_P","P00080101","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"Glaziou, A.",NA,"1888","8","20",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080101' target='other'> <mi>dwc_moreinfo</mi></a>","P00080101","P00080101_01",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,"17766",NA,NA,NA,NA
"29","2016-01-20 14:39:17-02","MNHN","RECOLNAT_MNHN_P","P00080102","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"Glaziou, A.",NA,"1888","8","20",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080102' target='other'> <mi>dwc_moreinfo</mi></a>","P00080102","P00080102_01",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,"17766",NA,NA,NA,NA
"30","2016-01-20 14:39:17-02","MNHN","RECOLNAT_MNHN_P","P00080103","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"Glaziou, A.",NA,"1888","8","20",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080103' target='other'> <mi>dwc_moreinfo</mi></a>","P00080103","P00080103_01",NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA,"17766",NA,NA,NA,NA
"31","2016-01-20 14:39:17-02","MNHN","RECOLNAT_MNHN_P","P00080104","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Schönfelder","Glaziou, A.",NA,"1890","8","18",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080104' target='other'> <mi>dwc_moreinfo</mi></a>","P00080104","P00080104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18490",NA,NA,NA,NA
"32","2016-01-20 14:39:17-02","MNHN","RECOLNAT_MNHN_P","P00080105","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Schönfelder","Glaziou, A.",NA,"1890","8","18",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080105' target='other'> <mi>dwc_moreinfo</mi></a>","P00080105","P00080105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18490",NA,NA,NA,NA
"33","2016-01-20 14:39:17-02","MNHN","RECOLNAT_MNHN_P","P00080106","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Schönfelder","Glaziou, A.",NA,"1890","8","18",NA,"Brésil",NA,NA,"(Rio Jan.) Alto Macahé",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080106' target='other'> <mi>dwc_moreinfo</mi></a>","P00080106","P00080106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18490",NA,NA,NA,NA
"34","2015-09-24 16:33:48-03","MNHN","RECOLNAT_MNHN_P","P00080155","PreservedSpecimen",NA,NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Lirio","Miers, J.",NA,"1838","1",NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00080155' target='other'> <mi>dwc_moreinfo</mi></a>","P00080155","P00080155_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4406",NA,NA,NA,NA
"35","2021-02-11 17:20:28-03","UFPR","UPCB","69971","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Lírio, E.J.","Fraga, C.N.","2187","2008","07","22",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"Arbusto apoiante. Folhas discolores. Botões verde claro..",NA,NA,NA,NA,"525","525",NA,"2016",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"36","2009-07-27 09:32:00-03","MO","MOBOT","3121929","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A. Gentry","Auguste F.M. Glaziou","Glaziou 18490","1890","8","18","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-07-27 09:32:00-03","MO","MOBOT","3121959","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins",NA,"Auguste F.M. Glaziou","Glaziou 17766","1888","8","20","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","3122228","PreservedSpecimen","Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A.L. Peixoto 82","Gustavo Martinelli","Martinelli 6729","1980","4","23","South America","Brazil","Rio de Janeiro",NA,"Peterópolis, Floresta sob. Regine de Preservácao Permanente-1 B DF, estrada F. Inglesa-Patido Alferes, mata úmida,",NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","10276",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Ariane L. Peixoto/24-08-2009","L. Kollmann; E. Bausen & W. Pizziolo","2489","1999","04","14",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica Caixa D'Água","-40.6075","-19.931389",NA,"Arvoreto 10m. Dap 10cm. Fuste 4m. Frutos verdes.","MBML010276","MBML010276",NA,NA,NA,NA,NA,NA,NA,"40W36'27","19S55'53",NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","15108",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","E.J. Lirio/03-10-2012","L. Kollmann; et al","4497","2001","09","04",NA,"Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111",NA,"Arvoreto 4m na sombra. Botões verdes.","MBML015108","MBML015108",NA,NA,NA,NA,NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","15377",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perk.","Al Peixoto/2006","L. Kollmann; et al","4685","2001","09","19",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreto 6m na sombra. Botões verdes.","MBML015377","MBML015377",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","18162",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Ariane L. Peixoto/24-08-2009","R.R. Vervloet; et al","1340","2002","11","05",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreto com 10m, meia encosta, dossel 18m, frutos verdes local íngrime, altitude 750m.","MBML018162","MBML018162",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","18337",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Al Peixoto/Set.2006","R.R. Vervloet; et al","1054","2002","09","24",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore com 8m, fundo de vale, dossel 18m, frutos imaturos de cor verde, beira do rio.","MBML018337","MBML018337",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","19555",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Al Peixoto/Set.2006","R.R. Vervloet; et al","1710","2003","01","22",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arvoreto de 10m, frutos imaturos de cor verde, beira de córrego, fundo de vale, dossel 16m.","MBML019555","MBML019555",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","20479",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perk.","Al Peixoto/2006","R.R. Vervloet; et al","2338","2003","05","06",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 9m, frutos imaturos de cor verde. Fundo de vale, dossel 16m. Beira de córrego.","MBML020479","MBML020479",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","21245",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","Al Peixoto/2006","J. Rossini; et al","347","2003","07","10",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Árvore de 13m, DAP 35m, frutos verdes. Meia encosta.","MBML021245","MBML021245",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","21344",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perk.","Al Peixoto/2006","J. Rossini; et al","439","2003","08","14",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Arbusto 5m. Pedúnculo e frutos verde claros. Fundo do vale.","MBML021344","MBML021344",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"48","2020-07-10 09:47:40-03","MBML","MBML-HERBARIO","24715",NA,"Plantae",NA,NA,"Monimiaceae","Mollinedia","engleriana","Mollinedia engleriana","Perkins","A. Peixoto/23-06-2010","Tadeu A. Cruz; et al","103","2003","03","08",NA,"Brasil","Espírito Santo","Santa Teresa","Parque Natural Municipal de São Lourenço","-40.620278","-19.923889",NA,"Fora da parcela, árvore 10m, n°4, Dap 34cm. Frutos verdes.","MBML024715","MBML024715",NA,NA,NA,NA,NA,NA,NA,"40W37'13","19S55'26",NA,NA,NA,NA,NA,NA
