"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","locality","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","dayIdentified","class","relatedCatalogItem","fieldNumber","sex"
"656","2021-01-10 20:44:37-03","INPA","INPA","123882","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Yamakoshi, M","1984","04","14","Brasil","Amazonas","Maraã","-64.6","-2.4","-64.6","-2.4","INPA0123882",NA,"Dicotyledon Asterids","Lamiales","1989","03","Igarapé do Sumauma, Lago Amanã, rio Japurá, Igarapé do Sumauma, lago Amanã, rio Japurá, município de Maraã; .",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","2020-08-31 08:59:15-03","INPA","INPA","126123","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Plowman, T","1982","12","08","Brasil","Amazonas","Maraã","-65.583333","-1.833333","-65.583333","-1.833333","INPA0126123",NA,"Dicotyledon Asterids","Lamiales","1989","03","Mun. Maraã; rio Japurá, environs of town of Maraã. Mouth of igarapé Maraã and Lago Maraã. Floating aquatic herb in igapó lake.",NA,NA,NA,NA,"12391","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","2020-08-31 08:59:15-03","INPA","INPA","128066","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Taylor, PG","Gentry, AH","1974","11","29","Brasil","Amazonas","Manaus","-60.099249","-2.912016","-60.099249","-2.912016","INPA0128066","INPA0128066 INPA0128066_e","Dicotyledon Asterids","Lamiales","1982",NA,"Rio Tarumã, Rio Tarumã, 1-3 hours upriver (ca 18 km) from junction with Rio Negro.",NA,NA,NA,NA,"12910","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","2020-08-31 08:59:15-03","INPA","INPA","128572","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Hill, SR","Hill, SR","1983","07","18","Brasil","Amazonas","Maués","-57.583333","-3.666667","-57.583333","-3.666667","INPA0128572","INPA0128572 INPA0128572_e","Dicotyledon Asterids","Lamiales","1983",NA,"Rio Urupadi, igarapé Quininha, Rio Urupadí between igarapé Quininha and rio Maués-Açu; São Raimundo; occasional in water ca. 2m deep, floating; black water.",NA,NA,NA,NA,"13120","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","2020-08-31 08:59:15-03","INPA","INPA","131126","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rosa, NA","Rosa, NA","1982","06","23","Brasil","Amapá",NA,"-52.431858","1.866489","-52.431858","1.866489","INPA0131126","INPA0131126 INPA0131126_e","Dicotyledon Asterids","Lamiales","1982","09","Ariramba, Amapá, Ariramba, quadrícula SA-22-VB- ponto 402; planta aquática; floresta deprimida.",NA,NA,NA,NA,"4393","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","2020-08-31 08:59:15-03","INPA","INPA","146834","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Henderson, AJ","1985","05","15","Brasil","Amazonas","Humaitá","-62.833333","-7.333333","-62.833333","-7.333333","INPA0146834",NA,"Dicotyledon Asterids","Lamiales","1991","11","Rio Madeira, Lago do Purusinho, 1.5 hrs N Humaitá, Município de Humaitá, rigth bank of Rio Madeira, Lago do Purusinho, 11/2 hours north from Humaitá; mata do Igapó; plant submerged.",NA,NA,NA,NA,"464","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","2021-01-10 20:44:37-03","INPA","INPA","154303","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Zarucchi, JL","1983","07","16","Brasil","Amazonas","Maués","-57.716667","-4.45","-57.716667","-4.45","INPA0154303",NA,"Dicotyledon Asterids","Lamiales","1991","11","Mun. de Maués, basin of Rio Maués, along Rio Parauari ca. 12 Km upstream from mouth of Rio Amanã; floating aquatic plants growing along edge of river in shallow inundated areas.",NA,NA,NA,NA,"3048","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","2020-08-31 08:59:15-03","INPA","INPA","167418","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Milliken, W","1987","05","15","Brasil","Roraima",NA,"-61.45","3.383333","-61.45","3.383333","INPA0167418","INPA0167418 INPA0167418_e","Dicotyledon Asterids","Lamiales",NA,NA,"SEMA Ecological Reserve, Ilha de Maracá, Roraima; seasonally flooded inland lagoon; floating weed.",NA,NA,NA,NA,"219","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","2020-08-31 08:59:15-03","INPA","INPA","190816","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Mori, SA","Mori, SA","1992","06","16","Brasil","Amazonas",NA,"-60.266667","-3.383333","-60.266667","-3.383333","INPA0190816",NA,"Dicotyledon Asterids","Lamiales","1992",NA,"Rio Solimões, near mouth of Lago Janauacá",NA,NA,NA,NA,"22374","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2020-08-31 08:59:15-03","INPA","INPA","214234","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Miranda, IP de A.","2003","06","27","Brasil","Pará","Tucuruí","-49.7","-4","-49.7","-4","INPA0214234","INPA0214234 INPA0214234_e","Dicotyledon Asterids","Lamiales","2003","07","UHE Tucuruí, Levantamento da plantas aquáticas do Lago de Tucuruí, Base 4/3, Lontra.",NA,NA,NA,NA,"20","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","2020-08-31 08:59:15-03","INPA","INPA","214238","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Miranda, IP de A.","2003","06","27","Brasil","Pará","Tucuruí","-49.7","-4","-49.7","-4","INPA0214238",NA,"Dicotyledon Asterids","Lamiales","2003","07","UHE Tucuruí, Levantamento da plantas aquáticas do Lago de Tucuruí, Base 4/3, Lontra.",NA,NA,NA,NA,"27","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","2020-08-31 08:59:15-03","INPA","INPA","214285","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Miranda, IP de A.","2004","04","16","Brasil","Pará","Tucuruí","-49.7","-4","-49.7","-4","INPA0214285",NA,"Dicotyledon Asterids","Lamiales","2004","04","UHE Tucuruí, Levantamento da plantas aquáticas do Lago de Tucuruí, Base 4/3, Belauto e Lontra.",NA,NA,NA,NA,"86","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","2020-08-31 08:59:15-03","INPA","INPA","222931","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Sasaki, D","2007","03","18","Brasil","Mato Grosso",NA,"-55.842778","-9.44625","-55.842778","-9.44625","INPA0222931","INPA0222931 INPA0222931_e","Dicotyledon Asterids","Lamiales","2007","11","Novo Mundo, Parque Estadual Cristalino. Beira do Rio Cristalino, acima da base do Limão.",NA,NA,NA,NA,"1498","Southern America",NA,NA,"244","244",NA,NA,NA,NA,NA,NA,NA
"669","2020-08-31 08:59:15-03","INPA","INPA","234825","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Costa, SM","Barbosa, TMB","2010","07","20","Brasil","Roraima","Caracaraí","-60.986556","1.414139","-60.986556","1.414139","INPA0234825","INPA0234825 INPA0234825_e","Dicotyledon Asterids","Lamiales","2011","08","Parque Nacional do Viruá",NA,NA,NA,NA,"1202","Southern America",NA,NA,"63","63",NA,NA,NA,NA,NA,NA,NA
"670","2020-08-31 08:59:15-03","INPA","INPA","234889","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Costa, SM","Barbosa, TMB","2010","07","22","Brasil","Roraima","Caracaraí","-60.985556","1.400111","-60.985556","1.400111","INPA0234889","INPA0234889 INPA0234889_e","Dicotyledon Asterids","Lamiales","2011","08","Parque Nacional do Viruá",NA,NA,NA,NA,"1268","Southern America",NA,NA,"67","67",NA,NA,NA,NA,NA,NA,NA
"671","2020-08-31 08:59:15-03","INPA","INPA","235044","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Costa, SM","Melo, A","2010","07","22","Brasil","Roraima","Caracaraí","-61","1.28","-61","1.28","INPA0235044","INPA0235044 INPA0235044_e","Dicotyledon Asterids","Lamiales","2011",NA,"Parque Nacional do Viruá, Estrada Perdida. Após a primeira bueira. Campinarana alagada.",NA,NA,NA,NA,"401","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","2020-08-31 08:59:15-03","INPA","INPA","235592","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Costa, SM","Costa, SM","2010","09","16","Brasil","Roraima","Caracaraí","-61","1.28","-61","1.28","INPA0235592","INPA0235592 INPA0235592_e","Dicotyledon Asterids","Lamiales","2011","08","Parque Nacional do Viruá, Estrada Perdida, próximo a 1ª bueira",NA,NA,NA,NA,"767","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","2020-08-31 08:59:15-03","INPA","INPA","242130","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Amaral, MCE","Pedrollo, CT","2011","10","11","Brasil","Roraima","Caracaraí","-61","1.28","-61","1.28","INPA0242130","INPA0242130 INPA0242130_e","Dicotyledon Asterids","Lamiales","2011","10","Parque Nacional do Viruá, Primeiro barranco na estrada perdida, laguinho do lado esquerdo.",NA,NA,NA,NA,"123","Southern America",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA
"674","2020-08-31 08:59:15-03","INPA","INPA","268804","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, K","Householder, JE","2011","10","15","Brasil","Roraima","Boa Vista","-60.786723","3.135796","-60.786723","3.135796","INPA0268804",NA,"Dicotyledon Asterids","Lamiales","2016","11","Boa Vista, Along BR-174 50km north of Boa Vista.",NA,NA,NA,NA,"1219","Southern America",NA,NA,"85","85",NA,NA,"30",NA,NA,NA,NA
"675","2020-08-31 08:59:15-03","INPA","INPA","268902","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, K","Householder, JE","2012","08","03","Brasil","Roraima","Rorainópolis","-61.6","-0.5","-61.6","-0.5","INPA0268902",NA,"Dicotyledon Asterids","Lamiales","2016","10","Xixuaú, Headwaters region of the Rio Juaperi, tributary of the Rio Negro flowing parrallel to Rio Branco.",NA,NA,NA,NA,"1675","Southern America",NA,NA,"50","50",NA,NA,"27",NA,NA,NA,NA
"676","2020-08-31 08:59:15-03","INPA","INPA","268906","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, K","Householder, JE","2012","08","03","Brasil","Roraima","Rorainópolis","-61.6","-0.5","-61.6","-0.5","INPA0268906",NA,"Dicotyledon Asterids","Lamiales","2016","11","Xixuaú, Headwaters region of the Rio Juaperi, tributary of the Rio Negro flowing parrallel to Rio Branco.",NA,NA,NA,NA,"1683","Southern America",NA,NA,"50","50",NA,NA,"22",NA,NA,NA,NA
"677","2020-08-31 08:59:15-03","INPA","INPA","269407","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Householder, JE","2013","04","05","Brasil","Roraima","Caracaraí","-61.2","1.2","-61.2","1.2","INPA0269407",NA,"Dicotyledon Asterids","Lamiales",NA,NA,"Caracaraí, Parque Nacional Viruá, estrado perdida near BR 174.",NA,NA,NA,NA,"2552","Southern America",NA,NA,"50","50",NA,NA,NA,NA,NA,NA,NA
"678","2020-08-31 08:59:15-03","INPA","INPA","281925","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Baleeiro-Souza, PC","Calazans, LSB","2014","05","01","Brasil","Amazonas","Urucará","-57.585556","-2.338611","-57.585556","-2.338611","INPA0281925",NA,"Dicotyledon Asterids","Lamiales","2015",NA,"Urucará Rio Carara-açu.",NA,NA,NA,NA,"402","Southern America",NA,NA,"59","59",NA,NA,NA,NA,NA,NA,NA
"679","2020-08-31 08:59:15-03","INPA","INPA","287097","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Silva, JS da","2013","07","25","Brasil","Amazonas","Novo Airão","-61.596389","-1.8625","-61.596389","-1.8625","INPA0287097",NA,"Dicotyledon Asterids","Lamiales","2019",NA,"PARNA Jaú, próximo as parcelas PELD MAUA",NA,NA,NA,NA,"12","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2020-08-31 08:59:15-03","INPA","INPA","29900","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Taylor, PG","Prance, GT","1971","03","24","Brasil","Amazonas","Manaus","-59.995308","-3.067324","-59.995308","-3.067324","INPA0029900","INPA0029900 INPA0029900_e","Dicotyledon Asterids","Lamiales","1972",NA,"Mauá Road, Mauá Road; margin of stream; floating aquatic.",NA,NA,NA,NA,"11588","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2020-08-31 08:59:15-03","INPA","INPA","269279","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, K","Householder, JE","2012","10","04","Brasil","Amapá","Victoria de Jari","-52.666667","-1.497972","-52.666667","-1.497972","INPA0269279",NA,"Dicotyledon Asterids","Lamiales","2016","12","Victoria de Jari, About 50km above mouth of Rio Jari",NA,NA,NA,NA,"2087","Southern America",NA,NA,"20","50",NA,NA,"05",NA,NA,NA,NA
"682","2020-08-31 08:59:15-03","INPA","INPA","234311","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Melo, MRS","2009","03","02","Brasil","Amazonas","Manaus","-59.933333","-3.25","-59.933333","-3.25","INPA0234311","INPA0234311 INPA0234311_e","Dicotyledon Asterids","Lamiales","2009",NA,"Ilha da Marchantaria, Ilha da Marchantaria",NA,NA,NA,NA,"11","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2020-08-31 08:59:15-03","INPA","INPA","283230","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Santiago, DS","Santos, LAS","2018","05","25","Brasil","Roraima","Caracaraí","-61.630556","-1.293556","-61.630556","-1.293556","INPA0283230",NA,"Dicotyledon Asterids","Lamiales","2018","11","Conglomerado RR_496_I; subunidade , subparcela e n° de indivíduo 8",NA,NA,NA,NA,"4451","Southern America",NA,NA,NA,NA,NA,NA,"09",NA,NA,NA,NA
"684","2020-08-31 08:59:15-03","INPA","INPA","31761","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Taylor, PG","Prance, GT","1971","06","19","Brasil","Amazonas",NA,"-62.878443","-4.995765","-62.878443","-4.995765","INPA0031761","INPA0031761 INPA0031761_e","Dicotyledon Asterids","Lamiales","1972",NA,"Rio Purús, between Campina and Tambaqui, Rio Purus between Campina and Tambaqui; flooded river banks; floating aquatic.",NA,NA,NA,NA,"13397","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2020-08-31 08:59:15-03","INPA","INPA","32964","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Taylor, PG","Prance, GT","1971","09","18","Brasil","Amazonas",NA,"-61.37","-3.63","-61.37","-3.63","INPA0032964","INPA0032964 INPA0032964_e","Dicotyledon Asterids","Lamiales","1972",NA,"Rio Solimões, Iauara, Rio Solimões; Lago do Iauará; floating aquatic.",NA,NA,NA,NA,"14748","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2020-08-31 08:59:15-03","INPA","INPA","34826","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, K","Maas, PJM","1971","09","27","Brasil","Amazonas","Manaus","-60.016667","-3.066667","-60.016667","-3.066667","INPA0034826","INPA0034826 INPA0034826_e","Dicotyledon Asterids","Lamiales","2016","12","Parque 10, Swampy vegetation with many Maurisie palms near Parque 10.",NA,NA,NA,NA,"276","Southern America",NA,NA,NA,NA,NA,NA,"05",NA,NA,NA,NA
"687","2020-08-31 08:59:15-03","INPA","INPA","39165","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Albuquerque, BWP de","1973","06","22","Brasil","Amazonas",NA,"-60.245509","-3.755213","-60.245509","-3.755213","INPA0039165","INPA0039165 INPA0039165_e INPA0039165_e1","Dicotyledon Asterids","Lamiales","1978",NA,"Lago do Castanho-Mirim, Lago do Castanho-Mirim; erva aquática no igapó.",NA,NA,NA,NA,"824","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2020-08-31 08:59:15-03","INPA","INPA","39847","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Lleras, E","1973","07","13","Brasil","Amazonas",NA,"-65.376461","-3.5","-65.376461","-3.5","INPA0039847","INPA0039847 INPA0039847_e INPA0039847_e1","Dicotyledon Asterids","Lamiales","1978",NA,"Lago de Tefé, Manua, Lago de Tefé, Manua; floaded lakeshore; aquatic weed.",NA,NA,NA,NA,"P16658","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2020-08-31 08:59:15-03","INPA","INPA","4058","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Almeida, JC de","1956","08","08","Brasil","Amazonas","Manaus","-60.016667","-3.116667","-60.016667","-3.116667","INPA0004058","INPA0004058 INPA0004058_e","Dicotyledon Asterids","Lamiales","1978",NA,"Igarapé de São Raimundo, Manaus, igarapé de S. Raimundo; planta aquática.",NA,NA,NA,NA,"INPA4058","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2020-08-31 08:59:15-03","INPA","INPA","43274","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, WA","Junk, WJ","1974","03","29","Brasil","Amazonas","Manaquiri","-60.281667","-3.421111","-60.281667","-3.421111","INPA0043274","INPA0043274 INPA0043274_e INPA0043274_nd","Dicotyledon Asterids","Lamiales",NA,NA,"Lago do Janauacá, Lago do Janauacá.",NA,NA,NA,NA,"15","Southern America",NA,NA,"22","22",NA,NA,NA,NA,NA,NA,NA
"691","2020-08-31 08:59:15-03","INPA","INPA","43724","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Junk, WJ","1974","03","29","Brasil","Amazonas","Manaquiri","-60.281667","-3.421111","-60.281667","-3.421111","INPA0043724","INPA0043724 INPA0043724_e","Dicotyledon Asterids","Lamiales",NA,NA,"Lago do Janauacá, Lago do Janauacá.",NA,NA,NA,NA,"15","Southern America",NA,NA,"22","22",NA,NA,NA,NA,NA,NA,NA
"692","2020-08-31 08:59:15-03","INPA","INPA","43726","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Rodrigues, WA","Junk, WJ","1974","03","24","Brasil","Amazonas","Manaus","-60.029444","-3.095278","-60.029444","-3.095278","INPA0043726","INPA0043726 INPA0043726_e","Dicotyledon Asterids","Lamiales",NA,NA,"Manaus, Lago Tupé, no rio Negro, pouco acima do Tarumãzinho.",NA,NA,NA,NA,"17","Southern America",NA,NA,"52","52",NA,NA,NA,NA,NA,NA,NA
"693","2020-08-31 08:59:15-03","INPA","INPA","45986","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Campbell, DG","1974","04","21","Brasil","Amazonas","Maués","-57.754178","-3.405814","-57.754178","-3.405814","INPA0045986","INPA0045986 INPA0045986_e INPA0045986_e1","Dicotyledon Asterids","Lamiales","1978",NA,"In front of Guaraná factory, Maués, in front of Guaraná factory.",NA,NA,NA,NA,"P22046","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","2020-08-31 08:59:15-03","INPA","INPA","50140","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Silva, MF da","1973","12",NA,"Brasil","Amazonas","Manaus","-59.985833","-3.096111","-59.985833","-3.096111","INPA0050140","INPA0050140 INPA0050140_e INPA0050140_e1","Dicotyledon Asterids","Lamiales","1978",NA,"Campus do INPA, Estrada do Aleixo, km. 4, sede do INPA. Capoeira, solo argiloso.",NA,NA,NA,NA,"1853","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2020-08-31 08:59:15-03","INPA","INPA","55590","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Silva, MF da","1973","12",NA,"Brasil","Amazonas","Manaus","-59.985833","-3.096111","-59.985833","-3.096111","INPA0055590","INPA0055590 INPA0055590_e INPA0055590_e1","Dicotyledon Asterids","Lamiales","1978",NA,"Campus do INPA, Estrada do Aleixo, km. 4, sede do INPA. Capoeira, solo argiloso.",NA,NA,NA,NA,"1853","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2021-01-10 20:44:37-03","INPA","INPA","55590","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Silva, MF da","1976","03","01","Brasil","Amazonas",NA,"-59.985833","-3.096111","-59.985833","-3.096111","INPA0055590","INPA0055590 INPA0055590_e INPA0055590_e1","Dicotyledon Asterids","Lamiales","1978",NA,"Campus I do INPA, Rio Negro, rio Ariaú, Paraná do Sumaúma, acima da ilha de Anavilhanas; erva aquática na margem do rio.",NA,NA,NA,NA,"1853a","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2020-08-31 08:59:15-03","INPA","INPA","55686","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Albuquerque, BWP de","Silva, MF da","1976","03","19","Brasil","Amazonas",NA,"-60.383333","-3.116667","-60.383333","-3.116667","INPA0055686","INPA0055686 INPA0055686_e","Dicotyledon Asterids","Lamiales","1980","08","Rio Ariaú, Paraná do Samaúma, Rio Negro, rio Ariarú, Paraná do Sumauma, acima da ilha das Anavilhanas; erva aquática; ocasional no local.",NA,NA,NA,NA,"1949","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2021-01-10 20:44:37-03","INPA","INPA","59358","Dupli","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Araújo, I de J.","1976","08","30","Brasil","Amazonas",NA,"-67.08","-0.11","-67.08","-0.11","INPA0059358","INPA0059358 INPA0059358_1 INPA0059358_1e INPA0059358_2 INPA0059358_2e INPA0059358_e INPA0059358_e1","Dicotyledon Asterids","Lamiales","1989","03","Igarapé do Paraná Camanaus, Rio Negro, igarapé ao Paraná do Camanaus, igapó; planta aquática.",NA,NA,NA,NA,"328","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2020-08-31 08:59:15-03","INPA","INPA","59358","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Araújo, I de J.","1976","08","30","Brasil","Amazonas",NA,"-67.08","-0.11","-67.08","-0.11","INPA0059358","INPA0059358 INPA0059358_1 INPA0059358_1e INPA0059358_2 INPA0059358_2e INPA0059358_e INPA0059358_e1","Dicotyledon Asterids","Lamiales","1989","03","Igarapé do Paraná Camanaus, Rio Negro, igarapé ao Paraná do Camanaus, igapó; planta aquática.",NA,NA,NA,NA,"328","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2021-01-10 20:44:37-03","INPA","INPA","59358","Dupli","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Ramos, JF","Araújo, I de J.","1976","08","30","Brasil","Amazonas",NA,"-67.08","-0.11","-67.08","-0.11","INPA0059358","INPA0059358 INPA0059358_1 INPA0059358_1e INPA0059358_2 INPA0059358_2e INPA0059358_e INPA0059358_e1","Dicotyledon Asterids","Lamiales","1989","03","Igarapé do Paraná Camanaus, Rio Negro, igarapé ao Paraná do Camanaus, igapó; planta aquática.",NA,NA,NA,NA,"328","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2020-08-31 08:59:15-03","INPA","INPA","69713","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.",NA,"Smith, N","1977",NA,NA,"Brasil","Acre",NA,"-70.1017","-8.3759","-70.1017","-8.3759","INPA0069713","INPA0069713 INPA0069713_d INPA0069713_e","Dicotyledon Asterids","Lamiales",NA,NA,"Lago do Juruparí, Lago do Juruparí.  SAMAMBAIA.",NA,NA,NA,NA,"110C","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2020-08-31 08:59:15-03","INPA","INPA","72504","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Albuquerque, BWP de","Mota, CDA da","1977","11","01","Brasil","Amazonas","Maraã","-65.666667","-1.75","-65.666667","-1.75","INPA0072504","INPA0072504 INPA0072504_e","Dicotyledon Asterids","Lamiales","1980","08","Rio Japurá, Município de Maraã, rio Japurá; erva aquática; mata de várzea.",NA,NA,NA,NA,"2556","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2020-08-31 08:59:15-03","INPA","INPA","72711","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Albuquerque, BWP de","Mota, CDA da","1977","12","08","Brasil","Amazonas",NA,NA,NA,NA,NA,"INPA0072711","INPA0072711 INPA0072711_e","Dicotyledon Asterids","Lamiales","1980","08","Rio Japurá, Costa do Jacitaria, Rio Japurá, Costa do Jacitari; mata de várzea; planta aquática.",NA,NA,NA,NA,"2814","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2020-08-31 08:59:15-03","INPA","INPA","81251","S","Plantae","Lentibulariaceae","Utricularia","foliosa","Utricularia foliosa","L.","Lleras, E","Coêlho, DF","1979","02","01","Brasil","Amazonas","Maués","-57.5","-3.85","-57.5","-3.85","INPA0081251","INPA0081251 INPA0081251_e INPA0081251_e1","Dicotyledon Asterids","Lamiales","1989","03","Rio Parauarí, Município de Maués, rio Parauari.",NA,NA,NA,NA,"400","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
