"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"169","2010-11-21 04:48:00-02","MO","MOBOT","1770066","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","J.L. Zarucchi",NA,NA,NA,"Ramiro Fonnegra G.","Fonnegra G. 1336","1979","8","4","Colombia","Antioquia","Retiro","Municipio El Retiro: En las cercanias de la Represa La Fé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2010-11-21 04:48:00-02","MO","MOBOT","1770070","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","R. Baeneby",NA,NA,NA,"Ramiro Fonnegra G.","Fonnegra G. 2662","1989","3","14","Colombia","Antioquia","Medellín","Carretera Santa Elena, Medellin Rionegro Km 14,",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2014-02-11 22:02:00-02","MO","MOBOT","1959730","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","F. J. Roldan",NA,NA,NA,"Linda K. Albert de Escobar|Juan S. Zuluaga","Escobar 1","1987","4","22","Colombia","Antioquia","La Unión",NA,NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2014-12-26 12:32:00-02","MO","MOBOT","1959731","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Luz V. Correa|Heriberto David","Correa 6","2002","4","11","Colombia","Antioquia","Marinilla","Vereda Alto del Mercado","-75.33916","6.17666",NA,NA,"2260.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2008-05-27 22:02:00-03","MO","MOBOT","1959732","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"SANTA","SANTA 330","1978","2","5","Colombia","Antioquia","Guarne","Autopista Medellin-Bogota","-74.86666","5.88333",NA,NA,"2000.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2011-07-25 13:31:00-03","MO","MOBOT","1959733","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Lucía Atehortúa","Atehortúa 3","1973","1","10","Colombia","Antioquia","Rionegro",NA,NA,NA,NA,NA,"2040.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2011-03-16 21:37:00-03","MO","MOBOT","2457121","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Izaguirre de Artuccio, P.",NA,NA,NA,"R. Brescia|et al.","Brescia 4137",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2015-08-11 21:44:00-03","MO","MOBOT","2517815","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Izaguirre de Artuccio, P.",NA,NA,NA,"B.R. Arrillaga","Arrillaga 318",NA,NA,NA,"Uruguay","Rocha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2015-12-12 19:56:00-02","MO","MOBOT","3222434","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"M.M. Job de Francis","Job de Francis 2566","1948","1","17","Chile",NA,NA,"Petrohué, Proximidades del volcan Osorno.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2014-01-11 18:57:00-02","MO","MOBOT","3222968","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Jef D. Boeke|Jaime L. Jaramillo|Wilson Carlosama","Boeke 2230","1977","7","28","Ecuador","Pichincha",NA,"Quito-Chillogallo road, 22 km past Chillogallo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2013-12-22 19:30:00-02","MO","MOBOT","3223118","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"A. Kegler","Kegler 07","1999",NA,NA,"Brazil","Rio Grande do Sul",NA,"Caxias do Sul-Ana Rech-Rota do Sol em orla da capoira.",NA,NA,NA,NA,"780.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2013-09-05 22:28:00-03","MO","MOBOT","88421","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","C. Crowder",NA,NA,NA,"James C. Solomon","Solomon 5925","1981","8","7","Bolivia","La Paz","Murillo","Calacoto (La Paz). Cultivated garden plants.","-68.1333333","-16.5166667",NA,NA,"3300.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"3","180",NA,NA
"181","2013-05-29 05:40:00-03","MO","MOBOT","94174","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"James L. Zarucchi|Alan E. Brant|et al.","Zarucchi 6119","1987","10","2","Colombia","Antioquia","La Ceja","Mpio. de La Ceja; Km 8 of road La Ceja-La Unión. Disturbed roadside vegetation.","-75.4","6",NA,NA,"2320.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"7","87-99",NA,NA
"182","2019-03-29 10:41:26-03","UFSM","HDCF","2629","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","Smith","Longhi, S. J.","1987","08","13","Longhi, S. J.","802","1987","08","13","Brasil","Rio Grande do Sul","Canela","FLONA","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Flores amarelas. Folhas espinhosas",NA,NA,NA,NA,"América",NA,"16452","auto",NA,NA,NA,NA,NA,NA,NA
"183","2019-03-29 10:41:26-03","UFSM","HDCF","1411","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","Smith","Marchiori, J. N. C.","1983","08","22","Weber, M.",NA,"1983","08","12","Brasil","Rio Grande do Sul","Flores da Cunha",NA,"-51.1817016601562","-29.0289001464844",NA,NA,NA,NA,"Cultivado",NA,NA,NA,NA,"América",NA,"18321","auto",NA,NA,NA,NA,NA,NA,NA
"184","2019-03-29 10:41:26-03","UFSM","HDCF","1629","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","Smith","Marchiori, J. N. C.","1984","07","26","Marchiori, J. N. C.",NA,"1984","07","26","Brasil","Rio Grande do Sul","Pinheiro Machado","Pedras Altas","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,"Madeira coletada",NA,NA,NA,NA,"América",NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA
"185","2019-03-29 10:41:26-03","UFSM","HDCF","108","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","Smith","Hatschbach, G.","1979","09","10","Marchiori, J. N. C.",NA,"1979","07","28","Brasil","Paraná","Curitiba","Parque de Bariguí","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"186","2015-10-22 10:02:52-02","UNIOESTE","UNOP","7188","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Silva, F.C.","1982",NA,NA,"Silva, F.C.","445","1982","04","21","Brasil","Paraná",NA,"Capao E.E.F.",NA,NA,NA,NA,NA,NA,"Arbusto 1,3m; folhas nas extremidades do caule transformado em acúleos; botão floral e flores amarelas; frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-04 11:05:28-03","UFRB","HURB","7187","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","M. Verdi",NA,NA,NA,"Verdi, M.; Gasper, A.L.","2059","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres;","-49.86","-27.9","49º51'36W","27º54'S",NA,NA,NA,"HURB000007187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 11:54:17-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Fabaceae-Papi.","Ulex","europaeus","Ulex europaeus","L.","Schlindwein, C",NA,NA,NA,"Sclindwein, C","427","1990","05","20","Brasil","Rio Grande do Sul","Pinheiro machado",NA,"-53.3810997009277","-31.5783004760742",NA,NA,"400","400","Planta invasora, venenosa. Origem Europa do sul.; Planta invasora, venenosa. Origem Europa do sul.",NA,NA,NA,"Fabales",NA,NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 11:54:17-03","UFPE","UFP","23246","PreservedSpecimen","Plantae","Fabaceae-Papi.","Ulex","europaeus","Ulex europaeus","L.","Schlindwein, C",NA,NA,NA,"Sclindwein, C","427","1990","05","20","Brasil","Rio Grande do Sul","Pinheiro machado",NA,"-53.3810997009277","-31.5783004760742",NA,NA,"400","400","Planta invasora, venenosa. Origem Europa do sul.; Planta invasora, venenosa. Origem Europa do sul.","UFP023246",NA,NA,"Fabales",NA,NA,"70026","auto",NA,NA,NA,NA,NA,NA,NA
"190","2020-09-12 05:00:02-03","US","US","2454214","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"H. Veloso","s.n.","1960","4","6","Brazil","Paraná",NA,"Ponta Grossa",NA,NA,NA,NA,NA,NA,NA,"US02291047","US02291047_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"191","2020-09-12 05:00:02-03","US","US","2372110","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"W. J. Eyerdam","10613","1958","2","9","Chile",NA,NA,"Andes, Bima District, west of La Union, Cordillera de la Alerce, Province Valdivia",NA,NA,NA,NA,"500","900",NA,"US02291048",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"192","2020-09-12 05:00:02-03","US","US","1850656","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"J. Cuatrecasas","13628","1942","7","4","Colombia","Cundinamarca",NA,"Cord. Or., matorrales sobre Cogua",NA,NA,NA,NA,"2850","2900",NA,"US02291036",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"193","2020-09-12 05:00:02-03","US","US","1997465","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"B. Rambo","47165","1950","6","21","Brazil","Rio Grande do Sul",NA,"Rio G. do Sul, Piai, pr. Caxias",NA,NA,NA,NA,NA,NA,NA,"US02291050","US02291050_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"194","2020-09-12 05:00:02-03","US","US","3370272","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"A. Kegler","07","1998","8","19","Brazil","Rio Grande do Sul",NA,"RS, Mun. Caxias do Sul, Ana Rech, Rota da Sol",NA,NA,NA,NA,"780",NA,NA,"US02291043","US02291043_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"195","2020-09-12 05:00:02-03","US","US","3439265","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"L. Scur","174","1999","11","18","Brazil","Rio Grande do Sul",NA,"RS, Mun. de Caxias do Sul",NA,NA,NA,NA,"780",NA,NA,"US02291042","US02291042_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"196","2020-09-12 05:00:02-03","US","US","1705092","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Y. Mexia","8014","1936","4","16","Chile","Arica y Parinacota",NA,"Above Puerto Montt",NA,NA,NA,NA,"100",NA,NA,"US02291052",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"197","2020-09-12 05:00:02-03","US","US","1999312","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"F. Rivera R. & F. A. Barkley","18A123","1948","9","26","Colombia","Antioquia",NA,"Una meseta a 1 kilometro al sur de Hoyo Rico",NA,NA,NA,NA,"2600",NA,NA,"US02291035",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"198","2020-09-12 05:00:02-03","US","US","1124961","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Bro. Ariste-Joseph","s.n.","1916",NA,NA,"Colombia",NA,NA,"Potrero de Chapinero",NA,NA,NA,NA,NA,NA,NA,"US02291041","US02291041_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"199","2020-09-12 05:00:02-03","US","US","2279946","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"G. Hatschbach","4023","1957","7","23","Brazil","Paraná",NA,"Mun. Bocaiuva do Sul, Bocaiuva do sul",NA,NA,NA,NA,NA,NA,NA,"US02291049","US02291049_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"200","2020-09-12 05:00:02-03","US","US","1616295","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"E. Pérez Arbeláez","2336","1932","10",NA,"Colombia",NA,NA,"La Florida",NA,NA,NA,NA,NA,NA,NA,"US02291038",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"201","2020-09-12 05:00:02-03","US","US","2631497","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"J. C. Lindeman & J. H. Haas","2442","1966","9","12","Brazil","Paraná",NA,"Brasiliae Australis, Curitiba",NA,NA,NA,NA,NA,NA,NA,"US02291045","US02291045_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"202","2020-09-12 05:00:02-03","US","US","1952604","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"C. Garces, E. Arango & F. de Castro","8",NA,NA,NA,"Colombia","Antioquia",NA,"Las Palmas en la Carretera al Retiro",NA,NA,NA,NA,"2500",NA,NA,"US02291037",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"203","2020-09-12 05:00:02-03","US","US","1158228","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"O. Buchtien","s.n.","1898",NA,NA,"Chile",NA,NA,"Valdivia",NA,NA,NA,NA,NA,NA,NA,"US02291054",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"204","2020-09-12 05:00:02-03","US","US","2320297","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"H. H. Bartlett","21398","1944","1","21","Uruguay","Rocha",NA,"3 km west of Coronilla",NA,NA,NA,NA,NA,NA,NA,"US02291051","US02291051_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"205","2020-09-12 05:00:02-03","US","US","1355446","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"E. P. Killip & A. C. Smith","20395","1927","3","3","Colombia","Norte de Santander",NA,"Eastern Cordillera, Culaga Valley, near Tapata (north of Toledo)",NA,NA,NA,NA,"1500","2100",NA,"US02291040",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"206","2020-09-12 05:00:02-03","US","US","2702439","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"A. S. Barclay, P. Juajibioy & J. Gama","3654","1972","8","8","Colombia","Cundinamarca",NA,"Cordillera Oriental, Sabana de Bogota between Facatativa and Bogota",NA,NA,NA,NA,"2700",NA,NA,"US02291034",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"207","2020-09-12 05:00:02-03","US","US","2705241","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"L. Skog","1077","1967","2","26","Chile",NA,NA,"Beach of Lago Llanquihue, near Los Riscos, Prov. Llanquihue",NA,NA,NA,NA,"200",NA,NA,"US02291044",NA,NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"208","2020-09-12 05:00:02-03","US","US","2490505","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Ó. Tovar","4543","1964","4","3","Peru","Huancavelica",NA,"Prov. Tayacaja, Tranca-pampa, entre Huari y Acobamba",NA,NA,NA,NA,"3300","3500",NA,"US02291046","US02291046_01",NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"209","2020-09-12 05:00:02-03","US","US","530005","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"G. Hastings","26","1900","9","6","Chile",NA,NA,"Spanish Fort, Corral",NA,NA,NA,NA,NA,NA,NA,"US02291053","US02291053_01",NA,"Rosales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"210","2020-09-12 05:00:02-03","US","US","1541987","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"W. A. Archer","484","1930","7","27","Colombia","Antioquia",NA,"Rio Negro",NA,NA,NA,NA,"2100",NA,NA,"US02291039",NA,NA,"Rosales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA
"211","2020-09-02 16:28:37-03","Cenargen","CEN","107846","PreservedSpecimen","Plantae","Fabaceae Faboideae","Ulex","europaeus","Ulex europaeus","L.","B. M. T. Walter","2019","01",NA,"T. B. Flores","1813","2013","10","00","Brasil","SC","LAGES","Entrada da cidade","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Doação do Herbário ESA","CEN00107846","CEN00107846",NA,NA,NA,"Exsicatas","70701","auto",NA,NA,NA,"1",NA,NA,NA
"212","2019-12-09 17:29:59-03","UFPR","EFC","2850","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.",NA,NA,NA,NA,"Tramujas, A.P.","600","1992","06","05","Brasil","Paraná","Curitiba","Área urbana","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Ruderal em terreno baldio. Flores e frutos.","EFC002850",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"213","2019-11-13 11:23:21-03","USP","SPF","122515","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Queiroz, LP","1997","07",NA,"Grandi, TSM","2610","1989","09","29","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,NA,NA,NA,"SPF00122515",NA,NA,NA,NA,NA,"20996","auto",NA,NA,NA,NA,NA,NA,NA
"214","2019-11-13 11:23:21-03","USP","SPF","38106","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Pirani, JR","1984",NA,NA,"Pirani, JR","958","1984","09","06","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"SPF00038106",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"215","2019-11-13 11:23:21-03","USP","SPF","32673","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Pirani, JR",NA,NA,NA,"Pirani, JR","627","1983","04","26","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"SPF00032673",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"216","2019-11-13 11:23:21-03","USP","SPF","11156","PreservedSpecimen","Plantae","Leguminosae","Ulex","europaeus","Ulex europaeus","L.","Hoehne, W",NA,NA,NA,"Hoehne, W","s.n.","1944","03","10","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SPF00011156",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"217","2014-04-04 18:27:26-03","PNFM","IRAI","869","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Dunaiski Jr, A.","2009","01","01","Ristow, R.","099","2009","08","15","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.163444","-25.532972","-49.163444","-25.532972",NA,NA,"Arbusto, aproximadamente 1 m, flor amarela","IRAI00000869",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2014-04-04 18:27:26-03","PNFM","IRAI","1308","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Ristow, R.","2009","01","01","Miranda, A.C.L.","245","2009","09","26","Brasil","Paraná","São José dos Pinhais","Aeroporto Afonso Pena","-49.163444","-25.532972","-49.163444","-25.532972",NA,NA,"Arbusto, 1 m, flor amarela, campo limpo seco","IRAI00001308",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2014-04-04 18:27:26-03","PNFM","IRAI","2494","S","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","Ristow, R.","2010","01","01","Gibertoni, R.S.","002","2010","09","09","Brasil","São Paulo","Campos do Jordão","Próximo à Represa do Fojo, Condomínio Week Inn","-45.557694","-22.754639","-45.557694","-22.754639",NA,NA,"Herbácea, flor amarela","IRAI00002494",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-25 13:52:17-03","UNIVILLE","JOI","13206","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","M. Verdi","2009","06","17","Verdi, M.","2272","2009","06","17","Brasil","Santa Catarina","São Joaquim",NA,"-49.918611","-28.275833","49º55'7''W","28º16'33''S",NA,NA,"Coleta Extra IFFSC (Arbusto); HABITAT: beira da estrada; HABITO: arbustiva; TIPO VEGETACIONAL: FOM","JOI013206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-25 13:52:17-03","UNIVILLE","JOI","7941","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","L. Sevegnani","2008","08","04","Verdi, M.","535","2008","08","04","Brasil","Santa Catarina","Lages","Margem da SC-58.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Coleta extra IFFSC; HABITO: arbusto; TIPO VEGETACIONAL: FOM","JOI007941",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"222","2021-03-25 13:52:17-03","UNIVILLE","JOI","7958","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus","L.","A.L. de Gasper","2008","04","17","Verdi, M.","622","2008","04","17","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,"1449","1449","Florística IFFSC 144; TIPO VEGETACIONAL: FOM","JOI007958",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"223","2016-04-15 10:42:00-03","F","FMNH-SEEDPLANTS","V0365899F","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,NA,NA,NA,"V0365899F","V0365899F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"224","2016-04-15 10:41:56-03","F","FMNH-SEEDPLANTS","V0365892F","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"V0365892F","V0365892F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"225","2016-04-15 10:41:56-03","F","FMNH-SEEDPLANTS","V0365893F","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ecuador",NA,NA,NA,"-78.1869","-1.4628",NA,NA,NA,NA,NA,"V0365893F","V0365893F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"226","2016-04-15 10:41:57-03","F","FMNH-SEEDPLANTS","V0365894F","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,"V0365894F","V0365894F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"227","2020-03-24 17:45:12-03","F","FMNH-SEEDPLANTS","V0365898F","PreservedSpecimen","Plantae","Fabaceae","Ulex","europaeus","Ulex europaeus",NA,NA,NA,NA,NA,"Y. Mexía","8014","1936","4","16","Chile",NA,NA,NA,"-70.8906","-35.8156",NA,NA,NA,NA,NA,"V0365898F","V0365898F_01","Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
