"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","2514500","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","L. B. Smith","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2806813' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514500","Pteridophyta","Schizaeales","J.Sm.","1376","1928","11","Rio de Janeiro","Rio de Janeiro","Brook trail between Sylvestre and Paineiras, Corcovado.","-43.23","-22.93","NY02514500_01","28","200","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2514502","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Peabody","South America","Brazil","sheet",NA,"[No precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2806815' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514502","Pteridophyta","Schizaeales","J.Sm.","s.n.",NA,NA,NA,NA,"[No precise loc.]",NA,NA,"NY02514502_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2514503","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","P. von Luetzelburg","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2806816' target='other'> <mi>dwc_moreinfo</mi></a>","NY02514503","Pteridophyta","Schizaeales","J.Sm.","9","1910",NA,"Rio de Janeiro","Petrópolis","Serra da Estrela, bei Rio de Janeiro.","-43.1786003112793","-22.5049991607666","NY02514503_01",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1015626","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","P. H. Labiak E.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1108968' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015626","Pteridophyta","Schizaeales","Mabb.","4226","2007","07","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.0972","-20.5211","NY01015626_01","18","1200","1200",NA,NA,"P. H. Labiak E.; F. B. Matos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02642193","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","P. H. Labiak E.","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2964287' target='other'> <mi>dwc_moreinfo</mi></a>","NY02642193","Pteridophyta","Schizaeales","Mabb.","4808","2008","07","Espírito Santo","Castelo","Trilha para o Forninho. Floresta Ombrófila Densa Altomontana com inselbergues. Parque Estadual do Forno Grande","-41.083611","-20.516111","NY02642193_01","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02331654","PreservedSpecimen","Plantae","Anemiaceae","Anemia","spicantoides","Anemia spicantoides","A. C. Brade","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2513287' target='other'> <mi>dwc_moreinfo</mi></a>","NY02331654","Pteridophyta","Schizaeales","Mabb.","19833= herb. RB 66949","1949","05","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Forno Grande","-41.184700012207","-20.6035995483398","NY02331654_01","15","1200",NA,"23588","auto","J. T. Mickel",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-13 09:18:47-03","UFRJ","RFA","3625","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","P. Occhioni",NA,"Brasil",NA,NA,NA,"RFA32112",NA,NA,"Sm.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.E. Jascone","2008","11","18",NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:08-03","PUCPR","HUCP","17811","S","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Kersten, RA",NA,"Brasil",NA,NA,NA,"HUCP00000091","Monilofita",NA,"Smith","1175","2007","06","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","HUCP00000091","20","900","900","30514","auto","Labiak, P","2007","07","23",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:45:47-03","NBC","NL-BOTANY","L.3492379","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","blechnoides","Anemia blechnoides","Beyrich","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3492379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3492379",NA,"Schizaeales","Sm.",NA,NA,NA,NA,NA,"in sylvis montium pr Rio de Janeiro.",NA,NA,"NL-L3492379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"20","2020-02-08 10:45:47-03","NBC","NL-BOTANY","L.3492380","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","blechnoides","Anemia blechnoides","Gaudichaud","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3492380 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3492380",NA,"Schizaeales","Sm.",NA,"1846","01",NA,NA,"Rio Janeiro.",NA,NA,"NL-L3492380","01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"21","2020-02-08 10:45:47-03","NBC","NL-BOTANY","L.3492381","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","blechnoides","Anemia blechnoides","Douglas D","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3492381 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3492381",NA,"Schizaeales","Sm.",NA,NA,NA,NA,NA,"Rio Janeiro.",NA,NA,"NL-L3492381",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"22","2020-02-08 10:45:47-03","NBC","NL-BOTANY","L.3492382","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","blechnoides","Anemia blechnoides","Unreadable","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3492382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3492382",NA,"Schizaeales","Sm.",NA,"1833","01",NA,NA,"E Brasilia.",NA,NA,"NL-L3492382","01",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"23","2020-02-08 10:45:52-03","NBC","NL-BOTANY","U.1037587","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","radicans","Anemia radicans","Riedel L","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1037587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1037587",NA,"Schizaeales","Raddi",NA,NA,NA,NA,NA,"Brasilia.",NA,NA,"NL-U1037587",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"24","2021-01-14 15:19:29-03","MN","R","18321","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Almeida, J.F.R.",NA,"Brasil",NA,NA,NA,"R010038378,R010038380",NA,NA,"Sm.",NA,"1919","05","Rio de Janeiro",NA,"Três Irmãos",NA,NA,"R010038378 R010038380",NA,NA,NA,NA,NA,"Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:19:29-03","MN","R","18352","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Oliveira, L.",NA,"Brasil",NA,NA,"Herbário L. Damázio nº 1792 B","R010038616",NA,NA,"Sm.",NA,NA,NA,"Minas Gerais",NA,"Sumidouro",NA,NA,"R010038616",NA,NA,NA,NA,NA,"Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:19:29-03","MN","R","18353","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Riedel, L.",NA,"Brasil",NA,NA,NA,"R000018353",NA,NA,"Sm.",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,"R000018353_001 R000018353_002 R000018353_003",NA,NA,NA,NA,NA,"Mickell, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:19:29-03","MN","R","232103","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Costa, F.S.N. 155; Querioz, G.A.; Mendes, T.S.; Machado, D.N.S. & Barcelos, S.J.A.",NA,"Brasil",NA,NA,NA,"R010041324",NA,NA,"Sm.",NA,"2017","04","Rio de Janeiro","Maricá","Serra do Camburi","-42.857778","-22.889444","R010041324","03","200","200",NA,NA,"Costa, F.S.N.","2017","04",NA,NA,"42°51'28W","22°53'22S",NA,NA,NA
"28","2021-01-14 15:19:29-03","MN","R","326","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Mosén, C.W.H.",NA,"Brasil",NA,NA,"Ex herb. Brasil Regnelian. Musei bot. Stockholm","R010038377,R010038387,R010038388",NA,NA,"Sm.","118","1873","07","Rio de Janeiro",NA,NA,NA,NA,"R010038377 R010038387 R010038388","05",NA,NA,NA,NA,"Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:19:29-03","MN","R","50447","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Almeida, J.F.R.",NA,"Brasil",NA,NA,NA,"R010038592,R010038593",NA,NA,"Sm.",NA,"1919","05","Rio de Janeiro",NA,"Serra Monte Verde",NA,NA,"R010038592 R010038593","12",NA,NA,NA,NA,"Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-02 18:54:33-03","MN","R","50455","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides",NA,NA,"Brasil",NA,NA,NA,"R010038588",NA,NA,"Sm.",NA,NA,NA,NA,NA,NA,NA,NA,"R010038588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:19:29-03","MN","R","86361","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","s.col.",NA,"Brasil",NA,NA,"Herb. Amélia. Herbário J. de Saldanha nº 6470","R010038629,R010038630",NA,NA,"Sm.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,"R010038629 R010038630",NA,NA,NA,NA,NA,"Mickel, J.T.","2005",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:19:29-03","MN","R","86418","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Bello, W.",NA,"Brasil",NA,NA,"Gabinete de Botânica da Escola Polytechnica","R010038587,R010038582",NA,NA,"Sm.","515","1889",NA,"Espírito Santo","Concórdia",NA,NA,NA,"R010038582 R010038587",NA,NA,NA,NA,NA,"Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:19:29-03","MN","R","215843","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Pereira, J.F.",NA,"Brasil",NA,NA,NA,"R010038633",NA,NA,"Sm.","60","1959","07","Rio de Janeiro","Rio de Janeiro","Campo Grande","-43.2075004577637","-22.9027996063232","R010038633","10",NA,NA,"57442","auto","Mickel, J.T.","2005",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:19:29-03","MN","R","52588","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Mello Filho, L.E.",NA,"Brasil",NA,NA,NA,"R010038590,R010038585,R010038586",NA,NA,"Sm.","1019","1950","01","Rio de Janeiro","Rio de Janeiro","Campo Grande","-43.2075004577637","-22.9027996063232","R010038585 R010038586 R010038590","13",NA,NA,"57442","auto","Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:19:29-03","MN","R","45753","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Duarte, A.P.",NA,"Brasil",NA,NA,NA,"R010038613,R010038614,R010038617",NA,NA,"Sm.",NA,"1945","11","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232","R010038613 R010038614 R010038617","03",NA,NA,"57442","auto","Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-02 18:54:33-03","MN","R","47544","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Mello Filho, L.E.",NA,"Brasil",NA,NA,NA,"R010038395,R010038390,R010038392",NA,NA,"Sm.","453","1946","04","Rio de Janeiro","Rio de Janeiro","Grajaú","-43.2075004577637","-22.9027996063232","R010038390 R010038392 R010038395","21",NA,NA,"57442","auto","Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:19:29-03","MN","R","108496","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Mello Filho, L.E.",NA,"Brasil",NA,NA,NA,"R010038427,R010038429,R010038430",NA,NA,"Sm.","1321","1957","05","Rio de Janeiro","Rio de Janeiro","Grajaú","-43.2075004577637","-22.9027996063232","R010038427 R010038429 R010038430","18",NA,NA,"57442","auto","Mickel, J.T.","2005",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:19:29-03","MN","R","86352","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Lutz, B.M.J.",NA,"Brasil",NA,NA,NA,"R010038583,R010038628",NA,NA,"Sm.",NA,"1943","10","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","R010038583 R010038628","24",NA,NA,"57442","auto","Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:19:29-03","MN","R","86353","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Lutz, B.M.J.",NA,"Brasil",NA,NA,"Herbarium Lutz","R010038584,R010038588,R010038589",NA,NA,"Sm.","2069","1944","01","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","R010038584 R010038588 R010038589",NA,"500","500","57442","auto","Mickel, J.T.","2006",NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-02-02 14:39:09-02","BGBM","B","B 20 0142780","S","Plantae","Schizaeaceae","Anemia","blechnoides","Anemia blechnoides","Raddi","Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B200142780 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200142780",NA,NA,"Sm.",NA,NA,NA,NA,NA,"Rio Janeiro.",NA,NA,"B200142780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
"41","2019-08-27 13:36:30-03","IAP","PACA-AGP","76161","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","radicans","Anemia radicans","E. J. Leite",NA,"Brasil",NA,NA,NA,"PACA076161","Pteridophyta","Polypodiales","Raddi",NA,NA,NA,"RJ","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto","E. J. Leite et A. Sehnem",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"42","2019-08-27 13:36:30-03","IAP","PACA-AGP","76162","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","radicans","Anemia radicans","Sehnem, A.",NA,"Brasil",NA,NA,"Habitat: in silva inter petras","PACA076162","Pteridophyta","Polypodiales","Raddi",NA,"1957","04","RJ","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,"30",NA,NA,"57442","auto","A. Sehnem SJ",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"43","2019-08-27 13:36:30-03","IAP","PACA-AGP","76163","PreservedSpecimen","Plantae","Schizaeaceae","Anemia","radicans","Anemia radicans","P. Icchioni",NA,"Brasil",NA,NA,NA,"PACA076163","Pteridophyta","Polypodiales","Raddi",NA,"1933","09","RJ","Rio de Janeiro","Mata Gavea","-43.2075004577637","-22.9027996063232",NA,"30",NA,NA,"57442","auto","Brade e A. Sehnem","1967",NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"44","2020-12-20 21:15:23-03","UFV","VIC","003433","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides",NA,NA,"Brasil",NA,NA,NA,"VIC003433",NA,NA,"Smith","s.n.","1933","08","Rio de Janeiro",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:15:23-03","UFV","VIC","46922","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Schwartsburd, P.B.; Miranda, CV, MHOliv; T.F.Alexandre",NA,"Brasil",NA,NA,"Terrícola.","VIC046922",NA,NA,"Smith","3667","2016","02","Espírito Santo","Castelo","Parque Estadual Mata das Flores-Disciplina BVE 636, Trilha para a Bica,área alterna semi aberta.","-41.184700012207","-20.6035995483398","VIC046922","28",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:51:21-03","UFJF","CESJ","21450","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","L. Krieger; et al.","América do Sul","Brasil",NA,NA,NA,"CESJ021450","Polypodiopsida",NA,"J.Sm.","CESJ21450","1987","03","Minas Gerais","Carangola","Fazenda Santa Rita, Na mata de encosta, 700m, à beira de trilha, próximo ao córrego.","-42.0293998718262","-20.7331008911133","CESJ021450 CESJ021450_1","31",NA,NA,"21913","auto","V.A.O. Dittrich","2014","10",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:51:21-03","UFJF","CESJ","23190","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","M.C. Brügger; et al.","América do Sul","Brasil",NA,NA,NA,"CESJ023190","Polypodiopsida",NA,"J.Sm.","s.n.","1988","11","Minas Gerais",NA,"Parque Nacional do Caparaó, Vale Verde, Rupícola, à beira do riacho.",NA,NA,"CESJ023190","20",NA,NA,NA,NA,"V.A.O. Dittrich","2014","10",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 14:51:21-03","UFJF","CESJ","3446","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","P.Occhioni","América do Sul","Brasil",NA,NA,NA,"CESJ003446","Polypodiopsida",NA,"J.Sm.","s.n.","1933","08","Rio de Janeiro","Rio de Janeiro","Mata do Jardim Botânico","-43.2075004577637","-22.9027996063232","CESJ003446","03",NA,NA,"57442","auto","V.A.O. Dittrich","2014","09",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-05 16:42:33-03","UFOP","OUPR","11960","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Deicola",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Smith","s.n.",NA,NA,"Minas Gerais","São José do Paraopeba","Sapé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-05 16:42:33-03","UFOP","OUPR","11963","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Damazio, L.B.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Smith","s.n.",NA,NA,"Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-05 16:42:33-03","UFOP","OUPR","11962","PreservedSpecimen","Plantae","Anemiaceae","Anemia","blechnoides","Anemia blechnoides","Santos, M.; Fiusa & Oliveira",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Smith","s.n.","1909","06","Minas Gerais","Rio Pomba","Sumidouro","-43.17919921875","-21.2747001647949",NA,NA,NA,NA,"18289","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-29 09:29:06-03","UFRRJ","RBR","28843","S","Plantae","Anemiaceae","Anemia","radicans","Anemia radicans","L.S. Sylvestre",NA,"Brasil",NA,NA,NA,"RBR00028843",NA,NA,"Raddi","1710","2003","09","Rio de Janeiro","Sapucaia",NA,"-42.9143981933594","-21.9950008392334",NA,"19",NA,NA,"27567","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
