"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","class","order","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","continentOcean","individualCount","preparationType"
"54","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in sylvis montosis ad Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"55","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Comm. Geogr.Geol. S. Paulo","2270",NA,NA,NA,"Brazil",NA,NA,"in sylvis virgineis supra arbores ad Campo Grande prov. S. Paulo",NA,NA,NA,"Floret Augusto - Novembri",NA,"P03P6N0016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"56","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in sylvis montosis ad Rodeio prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"57","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Juiz de Fora","Habitat in sylvis supra arbores ad Juiz de Fora prov. Minas Geraes","-43.3503","-21.7642","36144",NA,NA,"P03P6N0016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"58","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Schwacke, CAW","11123",NA,NA,NA,"Brazil",NA,NA,"in arboribus ad Ribeirão prope Rio Novo",NA,NA,NA,NA,NA,"P03P6N0016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"59","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Juiz de Fora","Habitat in sylvis supra arbores ad Juiz de Fora prov. Minas Geraes","-43.3503","-21.7642","36144",NA,NA,"P03P6N0016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"60","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Parahybuna",NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"61","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Parahybuna",NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"62","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Hummel, A","10",NA,NA,NA,"Brazil","São Paulo",NA,"Habitat in arboribus ad Serra de Botucatu prope Itatinga et Tieté prov. S. Paulo",NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"63","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Hummel, A","10?",NA,NA,NA,"Brazil","São Paulo",NA,"Habitat in arboribus ad Serra de Botucatu prope Itatinga et Tieté prov. S. Paulo",NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"64","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Hummel, A","5",NA,NA,NA,"Brazil","São Paulo",NA,"Habitat in arboribus ad Serra de Botucatu prope Itatinga et Tieté prov. S. Paulo",NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"65","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Hummel, A","5?",NA,NA,NA,"Brazil","São Paulo",NA,"Habitat in arboribus ad Serra de Botucatu prope Itatinga et Tieté prov. S. Paulo",NA,NA,NA,NA,NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"66","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Ule, EHG","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus prope Rio de Janeiro",NA,NA,NA,"Floret Septembri ad Novembrem",NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"67","2017-09-11 17:12:01-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Maxillaria","parahybunensis","Maxillaria parahybunensis","Cogn.","Ule, EHG","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in rupibus prope Rio de Janeiro",NA,NA,NA,"Floret Septembri ad Novembrem",NA,"P03P6N0015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA
"68","2021-02-08 12:52:18-03","UFRGS","ICN","136110","S","Plantae","Monocotyledon","Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb. Rodr.","Musskopf, E","316","2004","10","29","Brasil","RS","Esmeralda","Estação Ecológica de Aracuri","-51.190299987793","-28.0536003112793","38649","Epifitando arvoreta junto a trilha a cerca de 1,5m de altura","ICN00040368",NA,"auto","Musskopf, E",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA
"69","2021-02-08 12:52:18-03","UFRGS","ICN","047073","S","Plantae","Monocotyledon","Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb. Rodr.","Waechter, JL","1482","1979","12","16","Brasil","RS","Santa Cruz do Sul","Trombudo","-52.4258003234863","-29.7175006866455","38612","Epifítica com sépalas e pétalas alaranjadas, labelo pardo avermelhado, coluna verde-clara e antera pardo-avermelhada.; Interior de mato, sobre sapopemba","ICN00040416",NA,"auto","Waechter, JL","1979",NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA
"70","2021-03-03 22:00:02-03","FLAS","FLAS","214866","PreservedSpecimen","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Mark Whitten","1872",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"[Label note:] DNA voucher. --[Label footing:] Voucher for Molecular Systematics of Maxillarieae. N.H. Williams, M. Whitten.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen"
"71","2019-11-21 10:12:59-03","IBt","SP","25635","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Hoehne, FC","s.n.","1930","07","02","Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,"Mamede, MCH","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:12:59-03","IBt","SP","394","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Hoehne, FC","s.n.","1917","08","09","Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,"Mamede, MCH","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:12:59-03","IBt","SP","200236","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Leitão Filho, HF","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051","23696",NA,NA,NA,"auto","Mamede, MCH","2011","03",NA,NA,"27",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:12:59-03","IBt","SP","54028","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Eugenio Leite, J","4356","1949","08",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838","33190",NA,NA,NA,"auto","Mamede, MCH","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:12:59-03","IBt","SP","25632","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Spannagel, C","106","1927","10",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666","36524",NA,NA,NA,"auto","Mamede, MCH","2011","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:12:59-03","IBt","SP","27215","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Recch, P","39",NA,NA,NA,"Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395","18036",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:12:59-03","IBt","SP","32051","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Zucchi, ST","2","1934","09","27","Brasil","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395","18036",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:12:59-03","IBt","SP","343342","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Bicalho, HD","s.n.","1961","10",NA,"Brasil","São Paulo","Ilha Comprida","Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 913, florescendo em III-2000","-47.5400009155273","-24.7399997711182","49747",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:12:59-03","IBt","SP","4292","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Hoehne, FC","s.n.","1920","07","17","Brasil","São Paulo","Itú","Mata do Governo","-47.2900009155273","-23.2600002288818","22309",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:12:59-03","IBt","SP","357549","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Handro, O","s.n.","1961","05",NA,"Brasil","São Paulo","Miracatu","Rodovia SP-PR","-47.4599990844727","-24.2800006866455","43974",NA,NA,NA,"auto","Mamede, MCH","2011","03",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 10:12:59-03","IBt","SP","27237","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Edwall, G","CGG2270","1892","11",NA,"Brasil","São Paulo","Santo André","Est. Campo Grande, mata virgem.","-46.5299987792969","-23.6599998474121","27258",NA,"SP009545","SP009545","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 10:12:59-03","IBt","SP","46155","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Handro, O","s.n.","1938","09","10","Brasil","São Paulo","São Paulo","Jardim Botânico, Nativa no Jardim","-46.6300010681152","-23.5400009155273","53584",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 10:12:59-03","IBt","SP","4116","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Hoehne, FC","s.n.",NA,NA,NA,"Brasil","São Paulo","Serra Negra","Cultivada, fl. 13/IX/1927","-46.7000007629395","-22.6100006103516","12188",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 10:12:59-03","IBt","SP","343341","S","Plantae",NA,"Orchidaceae","Christensonella","ferdinandiana","Christensonella ferdinandiana","(Barb.Rodr.) Szlach., Mytnik, Górniak & Smiszek","Pinheiro, F; Cunha, MR","s.n.","2000","01",NA,"Brasil","São Paulo","Ubatuba","Vila do Ipiranguinha. Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 17206, florescendo em III-2000","-45.0699996948242","-23.4300003051758","34265",NA,NA,NA,"auto","Mamede, MCH","2011","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 10:13:33-03","IBt","SP","316250","S","Plantae",NA,"Orchidaceae","Maxillaria","ferdinandiana","Maxillaria ferdinandiana","Barb.Rodr.","Amaral Jr, A","1123","1972","09","15","Brasil","São Paulo","Botucatu","Fazenda Monjolão (Tamura) ca. 15 km de Botucatu","-48.439998626709","-22.8799991607666","40412",NA,NA,NA,"auto","Amaral Jr, A","1972","11",NA,NA,"13",NA,NA,NA,NA,NA,NA,NA
