"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","scientificNameAuthorship","continentOcean","preparationType","occurrenceRemarks","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","521848","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","R. Goldenberg","H. M. Fernandes","64","1997","12","05","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.87",NA,NA,"1200","1200","NY00521848","NY00521848_01","Magnoliophyta","Myrtales","Wurdack","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=487372' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01318254","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","M. K. Caddah","M. Reginato","777","2007","09","26","Brazil","Paraná","Campina Grande do Sul","Pico Paraná.","-48.844524","-25.232705",NA,NA,NA,NA,"NY01318254","NY01318254_01","Magnoliophyta","Myrtales","Wurdack","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1727717' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:10-03","UNESP-IBB","BOTU","26066","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R.","Fernandes, H.M.","64","1997","12","05","Brasil","Paraná","Guaratuba",NA,NA,NA,"9999","9999",NA,NA,"BOTU026066",NA,NA,NA,"Wurdack",NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-01-20 14:40:39-03","UPM","MACK","3331","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii",NA,"A. Buccaran","42","2011","03","26","Brasil","SP","Campos do Jordão","Colônia de Férias Mackenzie - Umuarama","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"HMACK00003331-A.Buccaran42-26/3/2011,ColôniadeFériasMackenzie-Umuarama,CamposdoJordão,SP,Brasil",NA,NA,NA,"Wurdack",NA,NA,"Trilha das Samambaias",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:25:25-03","PUCPR","HUCP","18950","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Selusniaki, M","Selusniaki, M","1099","2007","06",NA,"Brasil","Paraná","Campina Grande do Sul",NA,"-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP00013604","HUCP00013604","Eudicotiledonea",NA,"Wurdack, JJ",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:25:25-03","PUCPR","HUCP","19868","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Portela, E","Portela, E","003","2009","02","15","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00013891","HUCP00013891","Eudicotiledonea",NA,"Wurdack, JJ",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:25-03","PUCPR","HUCP","16533","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, GG","Ribas, OS","4411","2002","02","23","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUCP00013939","HUCP00013939","Eudicotiledonea",NA,"Wurdack, JJ",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:25-03","PUCPR","HUCP","16139","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, GG","Longhi, W","3935","2004","01","12","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUCP00013887","HUCP00013887","Eudicotiledonea",NA,"Wurdack, JJ",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:25-03","PUCPR","HUCP","16547","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Hatschbach, GG","Labiak, P","1978","2001","12","08","Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00013552","HUCP00013552","Eudicotiledonea",NA,"Wurdack, JJ",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:25-03","PUCPR","HUCP","19059-A","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Selusniaki, M","Selusniaki, M","1527","2007","11","15","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"Wurdack, JJ",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-26 18:08:49-03","CPAN-UFMS","COR","7897","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","R.Goldenberg","O. S. Ribas; J. Cordeiro; L. B. S. Pereira","2145","1997","12","15","Brasil","Paraná","Tijuca do Sul","Serra do Papanduva. Mata; ; serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 metros, Mata da encosta do morro; Com Flor: creme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:20:27-03","UFBA","ALCB","60076","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ribas, OS","Ribas, OS; Poliquesi, CB; Barbosa, E; Costa, EF","3327","2001","03","03","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri.","-49.25","-26.183333","-49.25","-26.183333","1500","1500",NA,NA,"Dicotyledon",NA,"Wurdack","Southern America",NA,"2m, fruto maduro avermelhado. Matinha nebular.",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:04:00-03","NBC","NL-BOTANY","L.2550966","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii",NA,"Reitz R; Klein RM",NA,"1959","08","21","Brazil",NA,NA,"Plantas de Santa Catarina, morro Spitzkopf, Blumenau.",NA,NA,NA,NA,NA,NA,"NL-L2550966","NL-L2550966",NA,"Myrtales","Wurdack","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2550966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:13:38-03","ESALQ","ESA","75180","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, N.M. et al.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2197.0","2001","04","13","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA075180","ESA075180","Magnoliophyta",NA,"Wurdack",NA,NA,"Arbusto, 4m alt. Frutos imaturos vermelhos, maduros negros.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:13:38-03","ESALQ","ESA","75183","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, N.M. et al.","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2200.0","2001","04","13","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta ribeirinha ao longo do Rio Mambu. 23o59'20,7S; 46o46'31,5W. 750msm.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA075183","ESA075183","Magnoliophyta",NA,"Wurdack",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:13:38-03","ESALQ","ESA","14892","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R.","Barreto, K.D. et al.","1092.0","1993","08","25","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"ESA014892",NA,"Magnoliophyta",NA,"Wurdack",NA,NA,NA,NA,"21048","auto","1998",NA,"01","01",NA,NA,NA,NA,NA
"27","2020-11-04 11:13:38-03","ESALQ","ESA","21886","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldenberg, R.","Tamashiro, J.Y. et al.","851.0","1995","04","13","Brasil","São Paulo","São Bento do Sapucaí",NA,"-45.7299995422363","-22.6800003051758",NA,NA,NA,NA,"ESA021886",NA,"Magnoliophyta",NA,"Wurdack",NA,NA,NA,NA,"18089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 10:56:09-03","ESALQ","ESA","141747","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Antonio, P.E.","T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2132.0","2015","11","27","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,"1500","1840","ESA141747",NA,NA,NA,"Wurdack",NA,NA,"Arvoreta ca. 1,8m de alt. Botões jovens ferrugíneos.",NA,"34470","auto","2016",NA,"03","22",NA,NA,NA,NA,NA
"29","2020-11-04 11:13:38-03","ESALQ","ESA","75258","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, N.M. et al.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","74.0","2001","04","11","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA075258","ESA075258","Magnoliophyta",NA,"Wurdack",NA,NA,"Arbusto, frutos verdes passando a vermelhos e negros.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:13:38-03","ESALQ","ESA","75244","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, N.M. et al.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","60.0","2001","04","11","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA075244","ESA075244","Magnoliophyta",NA,"Wurdack",NA,NA,"Arbusto.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:13:38-03","ESALQ","ESA","75243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, N.M. et al.","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","59.0","2001","04","11","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Campo. 23o59'S, 46o44'W. Ca. 800 m.s.m. Floresta ribeirinha altomontana com campo adjacente.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA075243","ESA075243","Magnoliophyta",NA,"Wurdack",NA,NA,"Arbusto, 2m alt. Frutos verde-avermelhados. Borda de mata.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-19 08:08:14-03","FPS","FPS","3748","MachineObservation","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Oliveira, A.A.","Schwirkowski, P.","3175","2018","11","22","Brasil","Santa Catarina","Campo Alegre","Turvo. Estrada Cel. Bueno Franco","-49.249622","-26.221459","-49.249622","-26.221459",NA,NA,"FPS03748,FURB63446","FPS03748_v01 FPS03748_v02 FPS03748_v03 FPS03748_v04 FPS03748_v05 FPS03748_v06 FPS03748_v07 FURB63446",NA,NA,"Wurdack",NA,NA,NA,NA,NA,NA,"2019",NA,"08","13","voucher","FURB 63446",NA,NA,NA
"33","2019-03-22 12:20:34-03","IPA","IPA","52654","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Goldemberg, R.","Ribas, O.S.; Nicolack, V.; Nicolack, V.","304","1990","04","17","Brasil","Paraná","Quatro Barras","Morro 7","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"IPA0052654",NA,"Plantae",NA,"Wurdack","Southern America",NA,"Arbusto 2m, frutos vinosos.; Matinha nebular.",NA,"17116","auto","2010",NA,"08","05",NA,NA,NA,NA,NA
"34","2019-08-27 13:31:10-03","IAP","PACA-AGP","85932","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","G. Hatschbach","P.H. Labiak","1978","2001","12","08","Brasil","PR","Morretes","Parque Estadual do Marumbi, Morro do Facãozinho","-48.834400177002","-25.476900100708",NA,NA,"1100","1100","PACA085932",NA,"Magnoliophyta","Myrtales","Wurdack",NA,NA,"arbusto 2m, flor branca com estames amarelos Habitat: na encosta do morro",NA,"30514","auto","2002","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:31:10-03","IAP","PACA-AGP","70190","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","J.J. Wurdack","R. Klein",NA,"1971","09","22","Brasil","SC","Palhoça","Morro do Cambirela","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,"PACA070190",NA,"Magnoliophyta","Myrtales","Wurdack",NA,NA,"flor branca Habitat: em mata de topo",NA,"31105","auto","1974","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:18:22-03","UFV","VIC","26130","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii",NA,"Ribas, O.S.; et al.","3327","2001","03","03","Brasil","Santa Catarina","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"VIC026130","VIC026130",NA,NA,"Wurdack",NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:39:38-03","UFJF","CESJ","41222","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","R. Goldenberg","E. Barbosa; O.S. Ribas","418","2000","04","08","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CESJ041222",NA,"Angiosperma",NA,"Wurdack","América do Sul",NA,"Árvore, 2m, fruto imaturo verde. Campo de altitude.",NA,"41937","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:39:38-03","UFJF","CESJ","45869","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","G. Hatschbach","J.M. Silva; H.M.Longhi-Wagner","3935","2004","01","12","Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CESJ045869",NA,"Angiosperma",NA,"Wurdack","América do Sul",NA,"Arbusto, 3m, anteras creme, pétalas alvas. Matinha nebular.",NA,"41937","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:39:38-03","UFJF","CESJ","47752","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","G. Hatschbach","O.S. Ribas; J. Cordeiro; J.M. Silva; F.Marinero","7178","2006","04","10","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"CESJ047752",NA,"Angiosperma",NA,"Wurdack","América do Sul",NA,"Arvoreta, 4m, fruto avermelhado. Encosta do morro; floresta atlântica da Serra do Mar.",NA,"55154","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:39:38-03","UFJF","CESJ","47532","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","G. Hatschbach","E. Barbosa; J.M. Silva","802","2003","12","04","Brasil","Paraná","Tijucas do Sul","Serra de Papanduva","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"CESJ047532",NA,"Angiosperma",NA,"Wurdack","América do Sul",NA,"Arbusto, 3m, flor alva. Beira do rio encachoeirado.",NA,"25228","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:46:09-03","UFMS","CGMS","49243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","G. Hatschbach","O.S. Ribas; J. Cordeiro; J.M. Silva; F. Marineiro","7178","2006","04","10","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Caratuva.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"CGMS1079185",NA,NA,NA,NA,NA,NA,"Fruto vermelho. Habitat: Encosta do morro.Floresta atlântica da Serra do Mar. Habito: Arvoreta. 4,00m de altura.",NA,"55154","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:46:09-03","UFMS","CGMS","49244","PreservedSpecimen","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","G. Hatschbach","J.M. Silva; E. Barbosa; J.M. Cruz","2649","1998","12","01","Brasil","Paraná","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"CGMS1079186",NA,NA,NA,NA,NA,NA,"Flor alva. Habitat: Matinha nebular. Habito: Arbusto. 3,00m de altura.",NA,"41937","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:19:13-03","UNICAMP","UEC","108096","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Amaral Jr, A; DC, A; Hernandes-Bicudo, LR; Guimarães, MITM; Rezende, MH; Silva, HT; Boaro, CSF","1-28583","1983","05","28","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5","-22.75","-45.5","-22.75","1700","1700","UEC025097","UEC025097","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto de 2 m de altura na orla da mata, folha com o verso purpuráceo, frutos maduros negros.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:19:13-03","UNICAMP","UEC","108097","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Caddah, MK","Amaral Jr, A; DC, A","28","1985","05","17","Brazil","São Paulo","Campos do Jordão","São José dos Alpes","-45.5","-22.75","-45.5","-22.75",NA,NA,"UEC025098","UEC025098","Magnoliopsida",NA,"Wurdack",NA,NA,"flor e fruto, Arbusto de 1 m de altura, fruto vermelho. Mata.",NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-09-23 10:16:17-03","UNICAMP","UEC","121739","S","Plantae","Melastomataceae","Miconia","lymanii","Miconia lymanii","Ivanauskas, NM","Meireles, LD; Souza; Rodrigues, RR; Gonçalves, APS; Soares, Jr; FJ; Meneghetti, GIP","74","2001","04","11","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar - Núcleo","-46.733333","-23.983333","-46.733333","-23.983333","800","800","UEC025088","UEC025088","Magnoliopsida",NA,"Wurdack",NA,NA,"fruto, Arbusto, frutos verdes passando a vermelhos e negros. Floresta ribeirinha altomontana com campo adjacente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
