"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","verbatimLongitude","verbatimLatitude"
"11","2008-05-27 22:02:00-03","MO","MOBOT","1387026","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"Alwyn H. Gentry|et al.","Gentry 25875","1979","3","21","South America","Peru","Loreto","Maynas","Mishana, Río Nanay halfway between Iquitos and Santa Maria de Nanay. White sand, transect #1.","-73.5","-3.83333",NA,NA,NA,NA,NA,"140.00000000",NA,NA,"1586",NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","1387027","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"Alwyn H. Gentry|et al.","Gentry 25876","1979","3","21","South America","Peru","Loreto","Maynas","Mishana, Río Nanay halfway between Iquitos and Santa Maria de Nanay. White sand, transect #1.","-73.5","-3.83333",NA,NA,NA,NA,NA,"140.00000000",NA,NA,"1586",NA,NA
"13","2012-06-21 05:16:00-03","MO","MOBOT","1389488","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","James Aronson|Paul E. Berry","Aronson 644","1978","8",NA,"South America","Peru","Huánuco","Ambo","Between Tingo Maria and Pucallpa.",NA,NA,NA,NA,NA,NA,NA,"1600.00000000","1700.00000000","4","201",NA,NA
"14","2012-06-21 05:16:00-03","MO","MOBOT","1438230","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. Pennington","Alwyn H. Gentry|James Aronson","Gentry 25220","1979","2","28","South America","Peru","Loreto","Maynas","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay, non-inundated lowland forest. Transect Line 8.","-73.5","-3.83333",NA,NA,NA,NA,NA,"140.00000000",NA,"4","1762",NA,NA
"15","2012-06-21 05:16:00-03","MO","MOBOT","1438620","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Pennington","Alwyn H. Gentry|James Aronson","Gentry 25302","1979","3","1","South America","Peru","Loreto","Maynas","Mishana, Río Nanay, halfway between Iquitos and Santa Maria de Nanay, upland forest mostly on white sand.","-73.5","-3.83333",NA,NA,NA,NA,NA,NA,NA,"7","1766",NA,NA
"16","2014-08-19 12:25:00-03","MO","MOBOT","1484506","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Pennington","Alwyn H. Gentry|Rodolfo Vásquez|Kenneth Young|Sue Libenson|Mark E. Olson|Nestor Jaramillo","Gentry 31587","1981","2","23","South America","Peru","Loreto","Maynas","Mishana, Río Nanay, halfway between Santa Maria de Nanay and Iquitos. Mishana.","-73.5","-3.8333333",NA,NA,NA,NA,NA,"140.00000000",NA,"4","2003",NA,NA
"17","2018-10-11 09:34:00-03","MO","MOBOT","1509089","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. Pennington","Alwyn H. Gentry|Franklin Ayala|David N. Smith|Doris Alfaro C.","Gentry 36501","1982","3","20","South America","Peru","Loreto","Maynas","Mishana, Río Nanay halfway between Iquitos and Santa María de Nanay, near Campamento 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","82-8",NA,NA
"18","2008-07-24 12:11:00-03","MO","MOBOT","158565","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Cesár A. Grández|et al.","Grández Rios 5221","1993","1","17","South America","Peru","Loreto","Maynas","Distrito Iquitos. Puerto Almendras, UNAP. Parcela 20 X 500.","-73.4166667","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"4","274",NA,NA
"19","2009-10-18 06:14:00-02","MO","MOBOT","2331359","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"Johanna Choo","Choo 110","2002","6","9","South America","Peru","Loreto","Maynas","Paucarillo Reserve, Project Amazonas, Río Amazonas. Lowland terra firma, primary forest, 2 km away from the Río Orosa.","-72.40555","-3.69166",NA,NA,NA,NA,NA,"110.00000000",NA,NA,"1",NA,NA
"20","2011-08-24 14:40:00-03","MO","MOBOT","3361992","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"Manuel Rimachi Y.","Rimachi Y. 11764","1996","8","1","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Carretera Iquitos-Nauta, km 21, trocha de penetración al caserio Yarana, Río Nanay, monte abierto y arenoso.",NA,NA,NA,NA,NA,NA,NA,"120.00000000","150.00000000","1",NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","3380757","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T. D. Pennington","Ricardo de Lemos Fróes","Fróes 293","1941","8","11","South America","Brazil","Amazonas",NA,"Baasin of Rio Solimoes. Sao Paulo de Olivenes. Rio tomantins. Coquirana. Habitat, terra firme; high land.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2011-03-24 10:03:00-03","MO","MOBOT","3381210","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","M. Sanchez/98","A. Ducke","Ducke 22248",NA,NA,NA,"South America","Brazil","Amazonas",NA,"Rio Solimões. Raminhos fenctiferos na coll. carpotagica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2009-11-16 09:40:00-02","MO","MOBOT","3392915","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington","C.A. Cid Ferreira|et al.","Cid Ferreira 10887","1992","3","21","South America","Brazil","Acre",NA,"Mpio de Cruzeiro do Sul, margem esquerda, do rio Juruá, igarapé Viseu. Mata de terra firme, solo arenoso.","-72.73333","-8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-11-16 09:40:00-02","MO","MOBOT","3393174","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"C.A. Cid Ferreira|et al.","Cid Ferreira 10887","1992","3","21","South America","Brazil","Acre",NA,"Mpio de Cruzeiro do Sul, margem esquerda, do rio Juruá, igarapé Viseu. Mata de terra firme, solo arenoso.","-72.73333","-8.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-12-07 05:17:00-02","MO","MOBOT","3578707","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.",NA,"Jürgen Homeier|M.A. Chinchero|E. Jaramillo","Homeier 2748","2007","10","8","South America","Ecuador","Napo",NA,"private reserve of the Hakuna Matata lodge, ca. 5km NW of Archidona, premontane tropical forest","-77.845","-0.89666",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"26","2008-05-27 22:02:00-03","MO","MOBOT","405444","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Franklin Ayala|et al.","Ayala Flores 3441","1982","6","12","South America","Peru","Loreto","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA
"27","2014-04-04 05:45:00-03","MO","MOBOT","406047","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","C.M. Taylor (MO)","Rodolfo Vásquez|et al.","Vásquez Martínez 17987","1992","3","23","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo: (IIAP) Inventario Permanente. Levantamiento de individuos >|_ 2.5 cm de diámetro, 2 x 500 m en la linea T de la parcela de 25 has, subparcela 2 x 50 m subparcela 2.","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000",NA,"4","488",NA,NA
"28","2014-04-04 05:45:00-03","MO","MOBOT","406346","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 7568","1986","5","29","South America","Peru","Loreto","Maynas","Puerto Almendras. Bosque primario.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"5","86-25",NA,NA
"29","2014-04-04 05:45:00-03","MO","MOBOT","406386","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 16679","1991","5","29","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, con suelos de arena blanca varillal. Muestreo de 1000 m2, en subparcelas de 50 m X 2 m. individuos >|_ de 2.5 cm de diámetro. TRANSECTO No. 9","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","322",NA,NA
"30","2014-04-04 05:45:00-03","MO","MOBOT","406402","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15249","1990","12",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 1","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","254",NA,NA
"31","2014-04-04 05:45:00-03","MO","MOBOT","406475","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15300","1990","12",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 3","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","256",NA,NA
"32","2014-04-04 05:45:00-03","MO","MOBOT","406497","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15321","1990","12",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 4","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","257",NA,NA
"33","2014-04-04 05:45:00-03","MO","MOBOT","406639","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 15453","1990","12",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, vegetación sobre suelo arcillo-arenoso, con dominancia de arena blanca, en las elevaciones del terreno y de arcilla en los declives, estrato inferior sin dominancia observándose Lepidocaryum tessmannii y Scheelea morenii; buen drenaje, pequeñas ondulaciones del terreno. Levantamiento florístico de la parcela Y de 1 ha. de 500 X 20 m., correspondiente al inventario de 25 has. SUBPARCELA No. 10","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","263",NA,NA
"34","2014-04-04 05:45:00-03","MO","MOBOT","407120","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|et al.","Vásquez Martínez 8089","1986","10","2","South America","Peru","Loreto","Maynas","Puerto Almendras, Río Nanay. Bosque primario.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"2","86-48",NA,NA
"35","2014-04-04 05:45:00-03","MO","MOBOT","407142","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|et al.","Vásquez Martínez 14293","1990","9","5","South America","Peru","Loreto","Maynas","Santa María de Nanay, Mishana (Río Nanay). Bosque primario (nuevos ingresos de árboles iguales o mayores que 10 cm de DAP, en la parcela de 1 Ha.).",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","208",NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","407587","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Thomas B. Croat","Croat 18694","1972","8","2","South America","Peru","Loreto",NA,"Vicinity of Lago Llanchama near Río Nanay.","-73.40833","-3.85722",NA,NA,NA,NA,NA,NA,NA,"24","273",NA,NA
"37","2014-04-04 05:45:00-03","MO","MOBOT","407712","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 1199","1981","1","8","South America","Peru","Loreto","Maynas","Varillal (carretera a Nauta). Bosque primario (suelo arenoso).","-73.35","-3.75",NA,NA,NA,NA,NA,"130.00000000",NA,"7","373",NA,NA
"38","2014-04-04 05:45:00-03","MO","MOBOT","407935","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|et al.","Vásquez Martínez 2781","1981","12","30","South America","Peru","Loreto","Maynas","Estación Biológica Callicebus, Río Nanay-Mishana. Bosque primario, suelos de arena blanca.","-73.58333","-3.91666",NA,NA,NA,NA,NA,"130.00000000",NA,"6","81-29",NA,NA
"39","2014-04-04 05:45:00-03","MO","MOBOT","408117","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","C.M. Taylor (MO)","Rodolfo Vásquez|et al.","Vásquez Martínez 17726","1992","3","19","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo: Inventario Permanente. Levantamiento de individuos >|_ 2.5 cm de diámetro, 2 x 500 m en la linea F de la parcela de 25 has, subparcela 2 x 50 m subparcela 2.","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000",NA,"4","475",NA,NA
"40","2014-04-04 05:45:00-03","MO","MOBOT","408122","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 16280","1991","5","22","South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana (IIAP). Bosque primario, comunidad de Lepidocaryum. Muestreo de 1000 m2, en subparcelas de 50 m X 2 m. Individuos >|_ de 2.5 cm de diámetro. TRANSECTO No. 7","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","293",NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","408181","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","John James Pipoly, III|et al.","Pipoly 14604","1991","3","5","South America","Peru","Loreto","Maynas","Región de Amazonas, Dtto. Las Amazonas. Explornapo Camp. Subparcelas # 18-22. Inventario MacArthur; cerca de Sucusari, a lo largo del río Napo. Bosque en terra firme. PARCELA Y","-72.91666","-3.33333",NA,NA,NA,NA,NA,"100.00000000","140.00000000","4","43",NA,NA
"42","2014-04-04 05:45:00-03","MO","MOBOT","408198","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 14866","1990","11",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 12","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","236",NA,NA
"43","2014-04-04 05:45:00-03","MO","MOBOT","408276","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 8714","1987","1","3","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Puerto Almendras-Río Nanay. Bosque primario.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"4","87-1",NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","408304","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","T.D. Pennington (K)","Cesár A. Grández|et al.","Grández Rios 4448","1992","9","4","South America","Peru","Loreto","Maynas","Distrito Iquitos, Puerto Almendras Arboretum C.I. Forestal UNAP. Bosque primario, suelo arenoso-arcilloso no inundable, hidromorfico un algunas sub-parcelas; parcela 20 X 500. Sub-parcela 8.","-73.41666","-3.8",NA,NA,NA,NA,NA,"122.00000000",NA,"6","231",NA,NA
"45","2014-04-04 05:45:00-03","MO","MOBOT","408338","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","bombycinum","Chrysophyllum bombycinum","T.D. Penn.","Timana (1992) MO","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 14930","1990","11",NA,"South America","Peru","Loreto","Maynas","Dtto. Iquitos, Allpahuayo. Estación Experimental del Instituto de Investigaciones de la Amazonía Peruana - IIAP. Bosque primario, vegetación sobre suelo arcillo-arenoso (arena blanca), estrato inferior con dominancia de Lepidocaryum tessmannii (irapay), y esøtrato medio con relativa abundancia de Jessenia bataua subsp. bataua (huangurahui); drenaje irregular, pequeøñas y lígeras ondulaciones del terreno. Levantamiento florístico de la parcela A de 1 Ha; 500 x 20 m; correspondienø te al inventario de 2 Has. SUBPARCELA No. 14","-73.5","-4.16666",NA,NA,NA,NA,NA,"150.00000000","180.00000000","4","238",NA,NA
