"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","county","infraspecificEpithet","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","eventTime","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01871255","PreservedSpecimen","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","G. Rumbelsperger",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871255","Pará","Marabá [? illegible]",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Moldenke",NA,"s.n.",NA,NA,"NY01871255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00956747","PreservedSpecimen","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","P. W. Richards","1967","08","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956747","Mato Grosso","5 km E of Xavantina.","-52.33","-14.73",NA,NA,"Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","R.501","500","500","NY00956747_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02890638","PreservedSpecimen","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","L. Nusbaumer","2014","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952156' target='other'> <mi>dwc_moreinfo</mi></a>","NY02890638","Pernambuco","Reserva Biológica da Pedra Talhada. localité de Lagoa do Ouro","-36.464559","-9.21042",NA,NA,"Magnoliophyta","Lamiales","Moldenke","O. Kosovsky","4437","800",NA,"NY02890638_01",NA,"Lagoa do Ouro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","196630","PreservedSpecimen","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","W. de Jong","1990","09","12","South America","Peru",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=285910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196630","Loreto","Santa Rosa, Rio Ucayali","-73.75","-4.92",NA,NA,"Magnoliophyta","Lamiales","Moldenke","R. L. Liesner","166","120","120",NA,NA,"Requena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00956751","PreservedSpecimen","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","B. Maguire","1963","08","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1081680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956751","Tocantins","Between Cristalandia and Gurupi, Belem-Brasília Highway.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","56153","300","300","NY00956751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01871254","PreservedSpecimen","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","J. M. Pires","1960","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125151' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871254","Amapá","Rio Oiapoque. On lower slopes of Mt. Carupina.","-51.95","3.55",NA,NA,"Magnoliophyta","Lamiales","Moldenke",NA,"48839","100",NA,"NY01871254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01871263","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","Collector unspecified",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01871263","Pará",NA,NA,NA,NA,NA,"Magnoliophyta","Lamiales","Moldenke",NA,"s.n.",NA,NA,"NY01871263_01",NA,NA,"bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00956829","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","R. M. Harley","1968","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956829","Mato Grosso","Expedition Base Camp.","-51.77","-12.82",NA,NA,"Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","10841",NA,NA,"NY00956829_01",NA,NA,"bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00956832","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","C. A. Cid Ferreira","1985","10","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082018' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956832","Mato Grosso","Margem direita do Rio Araguaia, Lago denominado dos Ingleses.","-50.75","-11.58",NA,NA,"Magnoliophyta","Lamiales","Moldenke","J. F. Ramos","6366",NA,NA,"NY00956832_01",NA,"São Félix do Araguaia","bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00956830","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","W. W. Thomas","1985","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956830","Mato Grosso","Serra Cobrinha, ca. 10 km W of BR 158 and 17 km N of junction BR 158 and rd to Santa Terezinha (MT413)","-51.23","-10.17",NA,NA,"Magnoliophyta","Lamiales","Moldenke","J. F. Ramos","4400",NA,NA,"NY00956830_01",NA,"Santa Terezinha","bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","592409","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"[Fragment ex Herb. Copenhagen] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00592409",NA,"Brasilia",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","11322",NA,NA,"NY00592409_01",NA,NA,"bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00956833","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","C. A. Cid Ferreira","1985","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956833","Mato Grosso","BR 158, Rod. para Vila Rica, a 21 km S da Cidade de Sta. Terezinha, Serra da Cobrinha","-50.5","-10.5",NA,NA,"Magnoliophyta","Lamiales","Moldenke","J. F. Ramos","6435",NA,NA,"NY00956833_01",NA,"Santa Terezinha","bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00956831","PreservedSpecimen","Plantae","Lamiaceae","Vitex","polygama","Vitex polygama bakeri","C. A. Cid Ferreira","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1082017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956831","Mato Grosso","Faz. Codeara. Serra da Viúva, a 12 km S da Cidade","-50.58","-10.67",NA,NA,"Magnoliophyta","Lamiales","Moldenke","J. F. Ramos","6409",NA,NA,"NY00956831_01",NA,"Santa Terezinha","bakeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:50:19-03","EAO","IAN","109808","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Pires, JM; Westra, LYT","1960","10","15","Southern America","Brasil",NA,NA,NA,"IAN109808","Amapá","At edge of forest, on soil overlying rock. Occurring at al about 100m on lower slopes of Mt Carupina (large granitic dome surrounded by forest). Frequent.","-51.616667","3.55","-51.616667","3.55","Dicotiledônea",NA,"Moldenke","Moldenke, HN","48841",NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:50:19-03","EAO","IAN","109806","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Pires, JM; Westra, LYT","1960","10","15","Southern America","Brasil",NA,NA,NA,"IAN109806","Amapá","At edge of forest, on soil overlying rock. Occurring at al about 100m on lower slopes of Mt Carupina (large granitic dome surrounded by forest). Frequent.","-51.616667","3.55","-51.616667","3.55","Dicotiledônea",NA,"Moldenke","Pires, JM","48839",NA,NA,NA,NA,NA,NA,"1960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:50:19-03","EAO","IAN","146118","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Coradin, L","1975","02","21","Southern America","Brasil",NA,NA,NA,"IAN146118","Pará","Martins Pinheiro. Campina do Mangaba.",NA,NA,NA,NA,"Dicotiledônea",NA,"Moldenke","Moldenke, HN","101",NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:44:21-03","EAO","IAN","XILO4640","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Coradin, L","1975","02","21","Southern America","Brasil",NA,NA,NA,"IANXILO4640","Pará","Martins Pinheiro. Campina do Mangaba.",NA,NA,NA,NA,"Dicotiledônea",NA,"Moldenke","Moldenke, HN","101",NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:50:19-03","EAO","IAN","166470","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Cordeiro, MR; Batista, J","1997","06",NA,"Southern America","Brasil",NA,NA,"Árvore de 6m de altura. Frutos verdes.","IAN166470","Amapá","Fazenda São Bento. BLoco-5. Ponto-17.","-51.0663986206055","-0.366667002439499",NA,NA,"Dicotiledônea",NA,"Moldenke",NA,"2833",NA,NA,NA,NA,"Macapá",NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:50:19-03","EAO","IAN","166148","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Cordeiro, MR; Silva, MF da","1997","04","14","Southern America","Brasil",NA,NA,"Árvore de 9m de altura. Estéril.","IAN166148","Amapá","Fazenda Teimoso. Bloco-4; Ponto-2, nº25.","-51.0663986206055","-0.366667002439499",NA,NA,"Dicotiledônea",NA,"Moldenke",NA,"2511",NA,NA,NA,NA,"Macapá",NA,NA,"225229","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:50:19-03","EAO","IAN","90434","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Duarte, AP","1955","09","10","Southern America","Brasil",NA,NA,NA,"IAN090434","Ceará","Parangaba, sítio velho.","-38.543098449707","-3.71722006797791",NA,NA,"Dicotiledônea",NA,"Moldenke",NA,"2488",NA,NA,NA,NA,"Fortaleza",NA,NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:50:19-03","EAO","IAN","196595","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Boelter, CR","2017","09","22","Southern America","Brasil",NA,NA,NA,"IAN196595","Pará","Campo das Mangabas.","-47.581901550293","-0.595000028610229",NA,NA,"Dicotiledônea",NA,"Moldenke",NA,"614",NA,NA,NA,NA,"Maracanã",NA,NA,"48335","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:50:19-03","EAO","IAN","80713","PreservedSpecimen","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Fróes, RL","1953","09","09","Southern America","Brasil",NA,NA,NA,"IAN080713","Pará","Campos secos.","-54.0691986083984","-2.00778007507324",NA,NA,"Dicotiledônea",NA,"Moldenke","Moldenke, HN","30570",NA,NA,NA,NA,"Monte Alegre",NA,"1955","279177","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2768978","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Baker CF","1908","02","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2768978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2768978","Pará","AmazonVicinity of Pará",NA,NA,NA,NA,NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-L2768978","type",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.3930044","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Bucci F; Verano C","2003","09","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3930044 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3930044",NA,"UHE Sao Salvador, Goias Tocantins, Mt. Seca Semidecidua Afloram rochoso, Marg. esq. rio Tocantins.","-48.173611","-12.942778","-48.173611","-12.942778",NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-L3930044",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U 0007058","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Baker CF","1908","02","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200007058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0007058","Pará","AmazonVicinity of Pará",NA,NA,NA,NA,NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-U0007058","isotype",NA,NA,NA,NA,NA,"Magnoliopsidae","1437",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U 0282067","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Unknown","1954","01","01","Southern America","French Guiana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200282067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0282067",NA,NA,NA,NA,NA,NA,NA,"Lamiales","Moldenke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw5375",NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763345","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Richards PW; Ratter JA; Ramos J; Argent GCG","1967","08","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763345",NA,"Anglo/ Brazilian. Northern Mato Grosso Expedition 1967/69. 5 km E of Xavantina.","-52.333333","-14.733333","-52.333333","-14.733333",NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-U1763345",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763346","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Prance GT; Silva NT","1964","08","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763346 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763346",NA,"Exploration of New Brazilian Highways Maranhão. Road Carolina to Estreita, 2-5 km from Estreita.",NA,NA,NA,NA,NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-U1763346",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763347","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Vilhena R; Lobo MGA; Ribeiro BGS","1978","12","09","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763347 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763347",NA,"Plantas da Amazonia. Paré, Santarém, Belterra, Pindobal.",NA,NA,NA,NA,NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-U1763347",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763348","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Maciel UN; Cordeiro MR","1978","12","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763348 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763348",NA,"Plantas da Amazônia. Pará, Santarém, arredores de Pindobal. Capoeira, solo arenoso.",NA,NA,NA,NA,NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-U1763348",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1763349","PreservedSpecimen","Plantae","Labiatae","Vitex","panshiniana","Vitex panshiniana","Pires JM; Westra LYT","1960","10","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1763349 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1763349",NA,"Plants collected on a survey of Territorio Amapa, Brasil Rio Oiapoque. In thin woody vegetation at edge of forest, on lower soil overlying rock. On lower slopes of Mt. Carupina.","-51.616667","3.55","-51.616667","3.55",NA,"Lamiales","Moldenke",NA,NA,NA,NA,"NL-U1763349",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:51:56-02","IPA","IPA","64072","S","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Gardner","1839",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0064072","Ceará",NA,NA,NA,NA,NA,"Plantae",NA,"Moldenke",NA,"1817",NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:51:56-02","IPA","IPA","64055","S","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Gardner","1839",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0064055","Ceará",NA,NA,NA,NA,NA,"Plantae",NA,"Moldenke",NA,"1817",NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:27:48-03","UNICAMP","UEC","128793","S","Plantae","Verbenaceae","Vitex","panshiniana","Vitex panshiniana","Alencar, ME","1998","09","20",NA,"Brazil",NA,NA,"fruto, Árvore ca. 7 m, frutos imaturos, subst. arenoso. N.V: Taromã.",NA,"Piauí","Cachoeira do Riachão-Parna de Sete Cidad","-41.670556","-5.052778","-41.670556","-5.052778","Magnoliopsida",NA,"Moldenke","Proença, C","364","165","165",NA,NA,"Piracuruca",NA,"1999",NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"45","2014-10-14 15:56:40-03","BS","M","M-0111719","S","Plantae","Lamiaceae","Vitex","panshiniana","Vitex panshiniana","Baker, C.F.","1908","02","19",NA,"Brasil",NA,NA,NA,"M0111719",NA,"Vicinity of Pará.",NA,NA,NA,NA,"Magnoliophyta","Lamiales","Moldenke",NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"21:00",NA,NA,NA,NA
