"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"343","2021-02-11 17:20:25-03","UFPR","UPCB","32187","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Silva, S.M.","1997","08",NA,"Silva, S.M.",NA,"1995","08","18","Brasil","Paraná","Paranaguá","Ilha do Mel, planície da Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0017741","UPCB0017741","Arbusto de até 2,5m, flores roxas, com frutos, frequente em locais abertos e periodicamente inundados da planície litorânea..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"344","2021-02-11 17:20:25-03","UFPR","UPCB","31342","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Silva, S.M.","1997","07",NA,"Silva, S.M.",NA,"1995","04","07","Brasil","Paraná","Paranaguá","Ilha do Mel, Planície da Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0017787","UPCB0017787","Arbusto, 3m, flor roxa. Freqüente em locais úmidos da planície litorânea..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"345","2021-02-11 17:20:25-03","UFPR","UPCB","31343","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Silva, S.M.","1997","07",NA,"Silva, S.M.",NA,"1996","01","18","Brasil","Paraná","Paranaguá","Ilha do Mel, Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0017743","UPCB0017743","Arvoreta, 3m, flor roxa, freqüente em brejos da planície costeira..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"346","2021-02-11 17:20:25-03","UFPR","UPCB","66690","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Meyer, F.S.","2007","09",NA,"Vieira, F.C.S.","1160","2005","07","25","Brasil","Santa Catarina","Joinville","Ilha dos Espinheiros.","-48.8456001281738","-26.3043994903564",NA,NA,"3","3","UPCB0017780","UPCB0017780","Arvoreta. 5m de altura. Corola roxa.Restinga arbórea, capoeira. Terrestre..",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"347","2021-02-11 17:20:25-03","UFPR","UPCB","80931","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"Garcia, R.J.F.","1509","1998","06","04","Brasil","São Paulo","São Paulo","Pq. Est. Da Serra do Mar - Núcleo Curucutu. Trilha do lago, junto ao lago, área sombreada.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"UPCB0023459","UPCB0023459","Arbusto; flores com pétalas roxas, filetes lilases, tecas vináceas, estigma verde..",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"348","2021-02-11 17:20:25-03","UFPR","UPCB","59549","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Meyer, F.S.","2007","10",NA,"Caxambú, M.G.","1035","2006","02","11","Brasil","Santa Catarina","Bombinhas","Praia de Bombas","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,NA,NA,"Semi-ciófila, flor roxa. Subosque..",NA,NA,NA,NA,NA,"11943","auto",NA,NA,NA,NA,NA
"349","2021-02-11 17:20:25-03","UFPR","UPCB","59550","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Meyer, F.S.","2007","10",NA,"Caxambú, M.G.","994","2006","02","11","Brasil","Santa Catarina","Bombinhas","Praia de Bombas","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"UPCB0017776","UPCB0017776","Arbusto, semi-ciófilo, flor roxa. Solo alagado..",NA,NA,NA,NA,NA,"11943","auto",NA,NA,NA,NA,NA
"350","2021-02-11 17:20:25-03","UFPR","UPCB","59549","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Meyer, F.S.","2007","10",NA,"Caxambú, M.G.","1035","2006","02","11","Brasil","Santa Catarina","Bombinhas","Praia de Bombas","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"UPCB0017775","UPCB0017775","Semi-ciófila, flor roxa. Subosque..",NA,NA,NA,NA,NA,"11943","auto",NA,NA,NA,NA,NA
"351","2021-02-11 17:20:25-03","UFPR","UPCB","84155","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","Borgo, M.","2002","11",NA,"Borgo, M.","1992","2002","11","26","Brasil","Paraná","Antonina","Reserva Natural Cachoeira, Trilha do Bezerra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"UPCB0017759","UPCB0017759","Arbusto, 2,50m, flor roxa. Em brejo..",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"352","2021-02-11 17:20:25-03","UFPR","UPCB","82034","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Meyer, F.S.","2010","10","04","Bolson, M.","384","2010",NA,NA,"Brasil","Paraná","Antonina","Reserva Natural do Rio Cachoeira - SPVS - Trilha do Ferro","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"UPCB0017765","UPCB0017765","Possui amostra de DNA..",NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"353","2021-02-11 17:20:25-03","UFPR","UPCB","21403","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Negrelle, R.R.B.","1993","07",NA,"Negrelle, R.R.B.","A35","1992","01","11","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0017754","UPCB0017754","Arbusto, flor lilás. Local alagado..",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"354","2021-02-11 17:20:25-03","UFPR","UPCB","21404","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","D'El Rei Souza, M.L.","1993","07",NA,"Negrelle, R.R.B.","A240","1992","06","27","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0017751","UPCB0017751","Árvore, ca. 3m, flor lilás..",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"355","2021-02-11 17:20:25-03","UFPR","UPCB","21405","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Negrelle, R.R.B.","1993","07",NA,"Negrelle, R.R.B.","A188","1992","03","12","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0017746","UPCB0017746","Arbusto, ca. 3m, fruto arroxeado. Solo alagado..",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"356","2021-02-11 17:20:25-03","UFPR","UPCB","39613","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Borgo, M.","1999","07","27","Borgo, M.","411","1999","07","27","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0017788","UPCB0017788","Árvore 4m, flores roxas, frequente em beira de caminho no interior da floresta ombrófila densa de terras baixas..",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"357","2021-02-11 17:20:25-03","UFPR","UPCB","21406","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","D'El Rei Souza, M.L.","1993","07",NA,"Negrelle, R.R.B.","A432","1992","10","10","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha, Estrada do Pinheiro.","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"UPCB0017744","UPCB0017744","Arvoreta, com fruto maduro seco..",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"358","2021-02-11 17:20:25-03","UFPR","UPCB","67652","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Neher, R.","2009","01","01","Marcilio, V.","20","2009","09","12","Brasil","Paraná","Pontal do Paraná","Restinga. Vegetação litorânea.","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"UPCB0017774","UPCB0017774","Flor roxa..",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA
"359","2021-02-11 17:20:25-03","UFPR","UPCB","73120","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Guimarães, P.","1999","04",NA,"Krug, H.",NA,"1953","01","08","Brasil","São Paulo","Guarulhos","Rodovia Presidente Dutra.","-46.5299987792969","-23.4599990844727",NA,NA,NA,NA,"UPCB0017768","UPCB0017768","Num campo..",NA,NA,NA,NA,NA,"26398","auto",NA,NA,NA,NA,NA
"360","2021-02-11 17:20:25-03","UFPR","UPCB","26020","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Silva, S.M.","1996","03",NA,"Lima, R.X.","22","1993","06","17","Brasil","Paraná","Paranaguá","Saco do Tambataca","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UPCB0017745","UPCB0017745","Arbusto, 2m, em botão. Lugar alagado..",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"361","2021-02-11 17:20:25-03","UFPR","UPCB","75234","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Maia, F.R.","2012","01","02","Maia, F.R.","72","2012","01","02","Brasil","Paraná","Tibagi","SPVS-Reserva Natural do Morro da Mina. Ocorre em áreas brejosas.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"UPCB0017762","UPCB0017762","Arvoreta com aprox. 1,5m, pétalas roxas, estames roxos a lilases..",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"362","2021-02-11 17:20:25-03","UFPR","UPCB","75233","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Maia, F.R.","2012","01","02","Maia, F.R.","71","2012","01","02","Brasil","Paraná","Tibagi","SPVS-Reserva Natural do Morro da Mina. Ocorre em áreas brejosas.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"UPCB0017767","UPCB0017767","Arvoreta com aprox. 1,5m, pétalas roxas, estames roxos a lilases..",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"363","2020-07-31 11:40:00-03","MO","MOBOT","101210699","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","DC.","fide Guimarães et al.",NA,NA,NA,"G.H. Langsdorff","Langsdorff s.n.","1881",NA,NA,"Brazil","Rio de Janeiro",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1","Lectotype"
"364","2008-05-27 22:02:00-03","MO","MOBOT","3213471","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","(Naudin) Cogn.","Carlo Hansen",NA,NA,NA,"Troels M. Pedersen","Pedersen 8778","1968",NA,NA,"Brazil",NA,NA,"Paranaguá, Watery ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2008-05-27 22:02:00-03","MO","MOBOT","3213818","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","multiceps","Tibouchina multiceps","(Naudin) Cogn.","Carlo Hansen",NA,NA,NA,"Troels M. Pedersen","Pedersen 8970","1969",NA,NA,"Brazil","São Paulo",NA,"Santo Andrés:Rio Grande da Serra. Wet ground.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2010-03-01 09:58:00-03","MO","MOBOT","100240732","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 41831","1979","1","4","Brazil","Paraná","Antonina","Manduira.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"38300","auto",NA,NA,NA,"1",NA
"367","2010-03-01 10:05:00-03","MO","MOBOT","100240675","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 20646","1968","12","20","Brazil","Paraná","Guaratuba","Rio da Praia.","-48.5746994018555","-25.8827991485596",NA,NA,"3.00000000","5.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,"41937","auto",NA,NA,NA,"1",NA
"368","2010-03-01 09:56:00-03","MO","MOBOT","100240741","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"J. Cordeiro","Cordeiro 405","1987","1","28","Brazil","Paraná","Morretes","Barro Branco.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"30514","auto",NA,NA,NA,"1",NA
"369","2013-12-04 09:07:00-02","MO","MOBOT","100657337","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"Dorothy Araujo","Araujo 6531","1985","1","11","Brazil","Rio de Janeiro","Macaé","Fazenda Jutubatiba, na orla do brejo de Baetis.","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"47209","auto",NA,NA,NA,"1",NA
"370","2013-12-04 09:06:00-02","MO","MOBOT","100657334","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"Dorothy Araujo","Araujo 4605","1981","9","23","Brazil","Rio de Janeiro","Macaé","Lágoa de Carapebus, Córrego da Capoeira, brejo.","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"47209","auto",NA,NA,NA,"1",NA
"371","2010-01-11 12:32:00-02","MO","MOBOT","100240628","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"Ludwig Riedel","Riedel s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"372","2010-03-01 10:11:00-03","MO","MOBOT","100240629","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"Alexander C. Brade","Brade 16089","1938","6","14","Brazil","Distrito Federal",NA,"Rio de Janeiro, Restinga de Sermanbetiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"373","2010-03-01 09:57:00-03","MO","MOBOT","100240734","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"George Eiten|Liene T. Eiten","Eiten 8041","1967","3","3","Brazil","São Paulo","São Vicente","15 km east of MONGAGUÁ on main highway. Edge of low restinga forest on swampy podsolized coastal plain sand.","-46.4833333","-24.0333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"374","2012-04-13 09:23:00-03","MO","MOBOT","100240739","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"Roberto M. Klein","Klein 6486","1965","12","22","Brazil",NA,NA,"Canasvieiras.",NA,NA,NA,NA,"2.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"375","2015-08-08 05:51:00-03","MO","MOBOT","100240761","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P. Guimarães",NA,NA,NA,"George Eiten|W.D. Clayton","Eiten 6038","1965","2","13","Brazil","São Paulo","Itapecerica da Serra","3 km due N of city of ITAPECERICA DA SERRA, along road leading to main S. Paulo-Registro highway (BR-2).","-46.8666667","-23.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"376","2011-03-01 13:58:00-03","MO","MOBOT","100352008","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","J. Wurdack",NA,NA,NA,"* ORMOND","ORMOND 475","1989","2","20","Brazil","Rio de Janeiro",NA,"Itaipuaçu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"377","2013-12-04 08:50:00-02","MO","MOBOT","100657318","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"Luiz Emygdio de Mello Filho","Emygdio de Mello Filho 1219","1951","3",NA,"Brazil","Rio de Janeiro",NA,"Cabo Frio Co., Arraial do Cabo, Lageado Farm. Na mata dominada por mirtacea.",NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"378","2013-12-04 09:09:00-02","MO","MOBOT","100657339","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","J. Wurdack",NA,NA,NA,"E.S.F. da Rocha","Rocha 1069","1983","2","10","Brazil","Rio de Janeiro",NA,"Jacarepaguá, Av. Arenópolis ou antiga Via 9.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"379","2013-12-04 09:10:00-02","MO","MOBOT","100657341","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"F. Segadas-Vianna","Segadas-Vianna 4165","1951","2",NA,"Brazil","Rio de Janeiro",NA,"Cabo Frio Co., Arraial do Cabo, Pontal beach.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"380","2013-12-04 09:12:00-02","MO","MOBOT","100657343","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","J. Wurdack",NA,NA,NA,"Anonymous","Anonymous 196","1953","9","5","Brazil","Rio de Janeiro",NA,"Casmirio de Abreu Co., District of Barra de São João, 5 km north of Rio das Ostras borough. Baixio turfoso no interior da restinga arborescente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"381","2013-12-04 09:15:00-02","MO","MOBOT","100657345","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"* RESTINGA","RESTINGA 755","1953","8","9","Brazil","Rio de Janeiro",NA,"Road Cabo Friot town-Arraial do Cabo village.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA
"382","2008-05-27 22:02:00-03","MO","MOBOT","3417223","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","J.F.A. Baumgratz",NA,NA,NA,"J.M.A. Braga","Braga 1885","1995","2","2","Brazil","Rio de Janeiro",NA,"Silva Jardim, Reserva Biológica de Poço das Antas, Estrada para Juturnaiba, entre a linha ferrea e a represa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2020-06-22 14:18:51-03","UNESP-IBILCE","SJRP","19310","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","DC.",NA,NA,NA,NA,"R.M.Britez",NA,NA,NA,NA,"Brasil","Paraná","Paranaguá","Estação Ecológica, Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Árvore 7 m, flores roxas;","Tracheophyta","Myrtales","América do Sul",NA,NA,"24916","auto","Magnoliopsida",NA,NA,NA,NA
"384","2020-08-01 18:19:43-03","UNESP-IBILCE","SJRP","9709","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","trichopodum","Pleroma trichopodum","DC.","Pereira, O.J. & Gomes, J.M.L.",NA,NA,NA,"Fabris, L.C. & Monteiro, M.G.","348.0","1988","01","21","Brasil","Espirito Santo","Guarapari","Margem da estrada que liga à Rodovia do Sol. Lagoa de Caraís","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,"Restinga. Planta com 2m de altura. Flores purpúrea.","Tracheophyta","Myrtales","América do Sul",NA,NA,"28401","auto","Magnoliopsida",NA,NA,NA,NA
"385","2020-08-31 09:07:18-03","INPA","INPA","249118","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"Eiten, G","6038","1965","02","13","Brasil","São Paulo","Itapecerica da Serra","3 km due N of city of Itapecerica da Serra, along road leading to main São Paulo-registro highway (BR-2).","-46.85","-23.7","-46.85","-23.7",NA,NA,"INPA0249118","INPA0249118 INPA0249118_e",NA,"Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2020-08-31 09:07:18-03","INPA","INPA","213013","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda tibouchinoides","(DC.) Baill.",NA,NA,NA,NA,"Arcy, JJ d'","69","1968","08","06","Brasil","Rio de Janeiro",NA,"Recreio dos Bandeirantes. Av. das Américas em frente a Pedra de Itaúna.",NA,NA,NA,NA,NA,NA,"INPA0213013","INPA0213013 INPA0213013_e",NA,"Dicotyledon Com-Clade","Myrtales","Southern America",NA,"tibouchinoides",NA,NA,NA,NA,NA,NA,NA
"387","2020-08-31 09:07:18-03","INPA","INPA","213029","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda tibouchinoides","(DC.) Baill.","Vianna, S; Armond","1973","01",NA,"Irlete","16","1968","06","13","Brasil","Rio de Janeiro",NA,"Recreio dos Bandeirantes. Lagoa do Croton. Na areia.",NA,NA,NA,NA,NA,NA,"INPA0213029","INPA0213029 INPA0213029_e",NA,"Dicotyledon Com-Clade","Myrtales","Southern America",NA,"tibouchinoides",NA,NA,NA,NA,NA,NA,NA
"388","2020-07-10 09:47:39-03","MBML","MBML-HERBARIO","4563",NA,"Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC) Baillon",NA,NA,NA,NA,"B. Weinberg","300","1981","01","23","Brasil","Espírito Santo","Vila Velha","Barra do Jucu, Itaparica","-40.320556","-20.401111","40W19'14","20S24'4",NA,NA,"MBML004563","MBML004563","Quaresmeira da praia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-09-04 11:40:37-03","MBML","MBML-HERBARIO","4725",NA,"Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC) Baillon",NA,NA,NA,NA,"B. Weinberg","415","1984","01","15","Brasil","Espírito Santo","Guarapari","Village do Sol","-40.41","-20.554722","40W24'36","20S33'17",NA,NA,"MBML004725","MBML004725","Quaresmeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-07-10 09:47:39-03","MBML","MBML-HERBARIO","47636",NA,"Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","Baill.","R. Goldenberg/2015",NA,NA,NA,"A. M. Assis; B. Narciso & F. M. Flores","2210","2009","11","28","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga. Fazenda São Jorge. Próximo à Lagoa Bonita","-39.860667","-19.201556","39W51'38,4","19S12'5,6","10","10","MBML047636","MBML047636","Arbusto 1m. Flores lilás. Restinga pleistocênica. Formação herbácea inundável (brejo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-07-10 09:47:39-03","MBML","MBML-HERBARIO","5069",NA,"Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","P.J.M. Guimarães/2007",NA,NA,NA,"B. Weinberg","724","1984","10","12","Brasil","Espírito Santo","Vitória","Camburi","-40.282778","-20.275833","40W16'58","20S16'33",NA,NA,"MBML005069","MBML005069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-07-10 09:47:39-03","MBML","MBML-HERBARIO","33530",NA,"Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","F.S. Meyer/12-04-2016",NA,NA,NA,"L. Kollmann; R.L.Kollmann","10278","2008","01","15","Brasil","Espírito Santo","Fundão","estrada para Nova Almeida","-40.4067001342773","-19.9325008392334",NA,NA,NA,NA,"MBML033530","MBML033530","Arbusto 3 m no sol, flores lilás.",NA,NA,NA,NA,NA,"27186","auto",NA,NA,NA,NA,NA
"393","2021-01-04 11:29:54-03","UEMA","SLUI","4267","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.",NA,NA,NA,NA,"F. Gonzatte","417","2012","03","10","Brasil","Rio Grande do Sul","Cidreira","Lagoa da tapera","-50.2056007385254","-30.1811008453369",NA,NA,NA,NA,"SLUI004267",NA,NA,"Angiospermae",NA,NA,NA,NA,"19547","auto",NA,NA,NA,NA,NA
"394","2014-09-09 14:08:42-03","UNIVILLE","JOIW","710","S","Plantae","Melastomataceae","Tibouchina","trichopoda","Tibouchina trichopoda","(DC.) Baill.","Charlin Manoel Raimundo",NA,NA,NA,"M.S.Weiers","20","2008","01","22","Brasil","SC","Araquari- Entrada de Araquari-ponte","Restinga","-48.733389","-26.390083","48°44'00,2 W","26°23'24,3 S","38","38",NA,NA,"Arbusto, MAD=galho; CAP=8+4cm; h=1,5m. Pétalas roxas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
