"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","class","individualCount"
"11","2021-03-01 16:41:25-03","UNICAMP","UEC","78208","S","Plantae","Magnoliopsida",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; Ippolito, A","1674","1995","12","03",NA,"Brazil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,"Planta prostrada, radicante, formando tapete na beira da estrada; flores com corola com limbo branco, fauce amarela, reticulada.; Beira de estrada.","UEC074273","UEC074273",NA,NA,NA,"17656","auto","Estrada entre PR153 - M. Costa, na subida da serra.",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:41:25-03","UNICAMP","UEC","78041","S","Plantae","Magnoliopsida",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; Ippolito, A","1672","1995","12","03",NA,"Brazil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,"Planta prostrada, radicante, formando tapete na beira da estrada; flores com corola com limbo magenta, fauce amarela, reticulada.; Beira da estrada.","UEC074282","UEC074282",NA,NA,NA,"17656","auto","Estrada entre PR153- M.Costa, na subida da serra.",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:41:25-03","UNICAMP","UEC","78209","S","Plantae","Magnoliopsida",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; Ippolito, A","1673","1995","12","03",NA,"Brazil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,"Planta prostrada, radicante, formando tapete na beira da estrada; flores comcorola com limbo magenta, fauce amarela, reticulada.; Beira de estrada.","UEC074278","UEC074278",NA,NA,NA,"17656","auto","Estrada entre PR153- M.Costa, na subida da serra.",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:41:25-03","UNICAMP","UEC","78042","S","Plantae","Magnoliopsida",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; Ippolito, A","1671","1995","12","03",NA,"Brazil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,"Planta prostrada, radicante, formando tapete na beira da estrada; flores com corola limbo magenta, fauce amarela, reticulada.; Beira de estrada.","UEC074276","UEC074276",NA,NA,NA,"17656","auto","Estrada entre PR153 - M. Costa, no alto da serra, ca. de 3-4km antes de Mato Costa.",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:45:25-03","MBM","MBM","66258","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Hatschbach, G.","42225",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,"MBM066258","MBM066258",NA,NA,NA,"21199","auto","Mar Grosso",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:45:25-03","MBM","MBM","248532","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1679",NA,NA,NA,"Southern America","Brazil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,"MBM248532","MBM248532",NA,NA,NA,"30743","auto","Rod. PR-170",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:45:25-03","MBM","MBM","42914","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13692",NA,NA,NA,"Southern America","Brazil","Paraná","General Carneiro","-51.315601348877","-26.4274997711182",NA,NA,"MBM042914","MBM042914",NA,NA,NA,"33284","auto","Rio Iratim",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:45:25-03","MBM","MBM","24149","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","27538",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,"MBM024149","MBM024149",NA,NA,NA,"21199","auto","Laguna",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:45:25-03","MBM","MBM","248533","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","1672",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"MBM248533","MBM248533",NA,NA,NA,"17656","auto","Estrada entre a Rod. PR-153 e Matos Costa",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:41:44-03","UFMG","BHCB","36546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:41:44-03","UFMG","BHCB","36543","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:41:44-03","UFMG","BHCB","36545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:41:44-03","UFMG","BHCB","36541","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:41:44-03","UFMG","BHCB","151090","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,"Fregonezi, JN; Thode, VA; Zamberlan, PM; Ramos, A M C","s.n","2009","12","09","Southern America","Brasil","Santa Catarina","Laguna","-48.767639","-28.473361",NA,"Amostra identificada como pto93-Rocha. Indivíduo crescendo nas rochas do afloramento, em frente ao mar. Flores muito semelhantes às populações de altitude, mas as folhas são bem distintas apesar de serem bem espatuladas. Folhas muito crassas e meno",NA,NA,NA,NA,NA,NA,NA,"Praia do Mar Grosso, Afloramento rochoso na praia do Mar Grosso.","-48.767639","-28.473361",NA,NA,NA,NA,NA
"25","2020-12-11 11:41:44-03","UFMG","BHCB","151099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,"Fregonezi, JN; Thode, VA; Zamberlan, PM; Ramos, A M C","s.n","2009","12","09","Southern America","Brasil","Santa Catarina","Laguna","-48.767639","-28.473361",NA,"Amostra identificada como pto93-areia. Indivíduo diferente do restante, com folhas bem maiores e pouco espessas. Aparentemente devido ao substrato arenoso, já que todos os outros individuos foram coletados na rocha. Exsicata confeccionada como indiví",NA,NA,NA,NA,NA,NA,NA,"Praia do Mar Grosso, Afloramento rochoso na praia do Mar Grosso.","-48.767639","-28.473361",NA,NA,NA,NA,NA
"26","2020-12-11 11:41:44-03","UFMG","BHCB","36539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:41:44-03","UFMG","BHCB","36540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:41:44-03","UFMG","BHCB","36542","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:44-03","UFMG","BHCB","51621","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,"Dutilh, JHA","s.n.",NA,NA,NA,"Southern America","Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,NA,NA,NA,"17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:41:44-03","UFMG","BHCB","96620","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","4294",NA,NA,NA,"Southern America","Brasil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,"Erva repente, crescendo na beira da estrada, flores purpuras, fauce esbranquiçada. Material preservado em alcool antes da secagem.","BHCB002055","BHCB002055",NA,NA,NA,"30743","auto","estrada para General Carneiro",NA,NA,"1133","1133",NA,NA,NA
"31","2020-12-11 11:41:56-03","UFMG","BHCB","56359","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Petunia","spathulata","Petunia spathulata","L.B.Sm. & Downs",NA,"Smith, LB; Reitz, R","8907","1956","12","20","Southern America","Brasil","Santa Catarina","Porto União","-51.0783004760742","-26.2381000518799",NA,NA,"BHCB035263",NA,"1964","09","01","41804","auto","Waste groun, by road to Matos Costa, 35 Km south of Porto União.",NA,NA,"1200","1200","Typus",NA,NA
"32","2020-08-31 08:59:49-03","INPA","INPA","204546","S","Plantae","Dicotyledon Asterids","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1672","1995","12","03","Southern America","Brasil","Paraná",NA,NA,NA,NA,NA,"INPA0204546",NA,NA,NA,NA,NA,NA,"Matos Costa: estrada entre PR-153-M. Costa, na subida da Serra.",NA,NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2492205","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","spathulata","Petunia spathulata","L.B. Sm. & Downs",NA,"L. Smith & R. M. Klein","13624","1964","12","5","South America","Brazil","Santa Catarina",NA,"-51.53","-26.78",NA,NA,"US02848191","US02848191_01",NA,NA,NA,NA,NA,"Mun. Agua Doce: Campos de Palmas, 3 km north-west of Herciliópolis.",NA,NA,"1100","1200",NA,"Dicotyledonae","1"
"34","2020-09-12 05:00:02-03","US","US","2557397","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","spathulata","Petunia spathulata","L.B. Sm. & Downs",NA,"A. Lourteig","2124","1967","12","14","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02848192","US02848192_01",NA,NA,NA,NA,NA,"Mun. Sâo Joaquim. Serra do Oratório.",NA,NA,NA,NA,NA,"Dicotyledonae","1"
"35","2020-09-12 05:00:02-03","US","US","2492216","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","spathulata","Petunia spathulata","L.B. Sm. & Downs",NA,"L. Smith & R. M. Klein","7836","1956","11","22","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02848189","US02848189_01",NA,NA,NA,NA,NA,"Mun. Bom Retiro: between Fazenda Santo Antônio and the falls of Rio Canoas, Campo dos Padres.",NA,NA,"1300","1400",NA,"Dicotyledonae","1"
"36","2020-09-12 05:00:02-03","US","US","2686005","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","spathulata","Petunia spathulata","L.B. Sm. & Downs",NA,"-- Reitz & Klein, --","12373","1962","2","23","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02848190","US02848190_01",NA,NA,NA,NA,NA,"Matos Costa.",NA,NA,"1200",NA,NA,"Dicotyledonae","1"
"37","2020-09-12 05:00:02-03","US","US","2423795","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","spathulata","Petunia spathulata","L.B. Sm. & Downs",NA,"L. B. Smith & R. Reitz","8907","1956","12","20","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US00067626","US00067626_01",NA,NA,NA,NA,NA,"South of Porto Uniao on road to Matos Costa.",NA,NA,NA,NA,"Holotype","Dicotyledonae","1"
"38","2020-09-12 05:00:02-03","US","US","2509140","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Petunia","spathulata","Petunia spathulata","L.B. Sm. & Downs",NA,"G. Hatschbach & J. Lindeman","13692","1966","2","10","South America","Brazil","Paraná",NA,NA,NA,NA,NA,"US02848193","US02848193_01",NA,NA,NA,NA,NA,"Mun. Gal. Carneiro. Cabeçeira do Rio Iratim.",NA,NA,NA,NA,NA,"Dicotyledonae","1"
"39","2020-10-15 09:54:06-03","UFPR","EFC","747","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir",NA,"Kuniyoshi, Y.S.","4920","1985","11","11",NA,"Brasil","Paraná","Pinhais","-49.1324","-25.3896",NA,"Herbácea frequente em capoeira, flores roxas. 900m s.n.m. Flores arroxeadas. __COMMOM_NAME__: Petunia","EFC000747",NA,NA,NA,NA,NA,NA,"Faz. Canguiri","-49.1324","-25.3896",NA,NA,NA,NA,NA
"40","2019-11-13 11:32:05-03","USP","SPF","147173","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1679","1995","12","03",NA,"Brasil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,"SPF00147173",NA,NA,NA,NA,"30743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:32:05-03","USP","SPF","147172","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1678","1995","12","03",NA,"Brasil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,"SPF00147172",NA,NA,NA,NA,"30743","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:32:05-03","USP","SPF","147171","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1675","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"SPF00147171",NA,NA,NA,NA,"17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:32:05-03","USP","SPF","147169","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1672","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"SPF00147169",NA,NA,NA,NA,"17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:32:05-03","USP","SPF","147170","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1673","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"SPF00147170",NA,NA,NA,NA,"17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:32:05-03","USP","SPF","147168","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR","1671","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,"SPF00147168",NA,NA,NA,NA,"17656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-12 17:03:32-03","UEL","FUEL","26680","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1678","1995","12","03",NA,"Brasil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,NA,NA,NA,"30743","auto","Estrada PR 170",NA,NA,NA,NA,NA,NA,NA
"47","2020-11-12 17:03:32-03","UEL","FUEL","27438","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1679","1995","12","03",NA,"Brasil","Paraná","Bituruna","-51.5525016784668","-26.1613998413086",NA,NA,NA,NA,NA,NA,NA,"30743","auto","Estrada PR 170",NA,NA,NA,NA,NA,NA,NA
"48","2020-11-12 17:03:32-03","UEL","FUEL","26679","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1671","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,NA,NA,NA,"17656","auto","Estrada entre PR153 - M.Costa, M.Costa",NA,NA,NA,NA,NA,NA,NA
"49","2020-11-12 17:03:32-03","UEL","FUEL","27439","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1673","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,NA,NA,NA,"17656","auto","Estrada entre Pr 153 - M.Costa, na subida da serra, na subida da serra. M.Costa",NA,NA,NA,NA,NA,NA,NA
"50","2020-11-12 17:03:32-03","UEL","FUEL","27591","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1672","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,"1995",NA,NA,"17656","auto","Estrada entre PR153 - M.Costa, Subida da serra",NA,NA,NA,NA,NA,NA,NA
"51","2020-11-12 17:03:32-03","UEL","FUEL","27592","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Calibrachoa","spathulata","Calibrachoa spathulata","(L.B.Sm. & Downs) Stehmann & Semir","Stehmann, JR","Stehmann, JR; et al.","1675","1995","12","03",NA,"Brasil","Santa Catarina","Matos Costa","-51.1483001708984","-26.4731006622314",NA,NA,NA,NA,NA,NA,NA,"17656","auto","Estrada entre PR153 - M.Costa, Subida da serra",NA,NA,NA,NA,NA,NA,NA
