"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem"
"19","2021-03-01 16:28:56-03","UNICAMP","UEC","82290","S","Plantae","Magnoliopsida",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Nave, AG","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF; Seoane, CE","34714","1996","01","30",NA,"Brazil","São Paulo","Ubatuba","Trilha da Casa da Farinha.","-44.852789","-23.352639",NA,NA,NA,"Transição entre planície e encosta atlântica. Árvore com 3 m de altura, frutos imaturos.","UEC077884","UEC077884","-44.852789","-23.352639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:28:56-03","UNICAMP","UEC","67818","S","Plantae","Magnoliopsida",NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Santos, MF","Toniato, MTZ; et al.","29268","1993","11","09",NA,"Brazil","São Paulo","Ubatuba","Trilha do Corisco.","-45.0699996948242","-23.4300003051758",NA,NA,NA,"Árvore, 4 m, flores masculinas esverdeadas.","UEC077886","UEC077886",NA,NA,"2007",NA,NA,"34265","auto",NA,NA,NA,NA
"21","2019-03-16 17:26:31-03","UNEMAT","HERBAM","21371","S","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Silva, TRC","Silva, T.R.C.","2885Equipe 08 -","2015","02","25",NA,"Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Lote B de supress","-55.4508018493652","-10.8177995681763","270","270",NA,NA,"HERBAM021371",NA,"-8790019","-650980","2015",NA,NA,"78569","auto",NA,NA,NA,NA
"22","2019-06-27 10:24:45-03","UFES","VIES","33921","S","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Moreau, J.S.","Moreau, J.S.","46","2013","02","21",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596","33","33",NA,NA,"VIES033921","VIES033921",NA,NA,"2014",NA,NA,"37987","auto",NA,NA,NA,NA
"23","2020-12-21 16:23:11-03","MBM","MBM","240107","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Ivanauskas, N.M.","Ivanauskas, N.M.","1102","1995","11","22","Southern America","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antônio Povinski","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"MBM240107","MBM240107",NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"24","2020-12-21 16:23:11-03","MBM","MBM","228146","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Wallnöfer, B.","Giordano, L.C.","2091","1995","12","05","Southern America","Brazil","Rio de Janeiro","Parati","APA Cairuçu, Rio dos Meros","-44.85","-23.383333","70","70",NA,"Arvoreta inclinada para o lado da cascata, semi-ciófila a heliófila. Folhas cartáceas discolores. Flores alvas.","MBM228146","MBM228146","-44.85","-23.383333","2019","11","13",NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:23:11-03","MBM","MBM","412924","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Bezerra, A.S.","Bezerra, A.S.; Souza Neto, L.; Lessa, J.E.L.; Souza Neto, L.; Lessa, J.E.L.","s.n.","2017","04","11","Southern America","Brazil","Mato Grosso","Itaúba","Resgate de Flora da UHE Colíder","-55.642222","-10.9575","267","267",NA,"Arbórea ca. 7 m. Folhas verdes discolores. Frutos imaturos verdes.; Floresta do Planalto dos Parecís, região de ecótono entre Floresta Amazônica e Cerrado.","MBM412924","MBM412924","-55.642222","-10.9575","2017","04","11",NA,NA,NA,NA,NA,NA
"26","2020-10-01 14:16:19-03","JBB","HEPH","20120","S","Plantae","Dicotyledon","Ericales","Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","Oliveira, MS","Salles, AEH; et al.","2885","2003","12","17","Southern America","Brasil","Goiás","Pirenópolis","Beira de estrada entrada para o Parque dos Pireneus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,NA,NA,NA,"2003","12","17","40887","auto",NA,NA,NA,NA
"27","2020-04-27 14:24:00-03","MO","MOBOT","101191306","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","A. Quinet","Quinet 13/83","2001","4","1","South America","Brazil","Rio de Janeiro","Magé","Município do Rio de Janeiro, Jacarépagua/Santa Maria, caminho do Rio Pequeno,","-43.45","-22.9227778","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"28","2020-04-27 13:28:00-03","MO","MOBOT","101191286","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","D.S. Farias","Farias 311","1994","9","1","South America","Brazil","Rio de Janeiro","Silva Jardim","Município de Silva Jardim, Reserva Biológica Poço das Antas, estrada do Aristides, após a 2a porteira, área FP006,","-42.25","-22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"29","2020-04-27 17:07:00-03","MO","MOBOT","101191280","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.",NA,"J.B.E. Pohl","Pohl 4568","1817",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"30","2020-04-27 13:25:00-03","MO","MOBOT","101191284","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","Auguste F.M. Glaziou","Glaziou 16243","1885","11","7","South America","Brazil","Rio de Janeiro","Nova Friburgo","Rio de Janeiro, Serra de Nova Friburgo à Boca do Matto,","-42.55","-22.3666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"31","2020-04-27 13:32:00-03","MO","MOBOT","101191287","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","A. Quinet","Quinet 27/64","2001","1","14","South America","Brazil","Rio de Janeiro","Magé","Município de Magé, Distrito de Piabetá, estrada do Matão,","-43.1216667","-22.5688889","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"32","2020-04-27 13:41:00-03","MO","MOBOT","101191290","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","S.J. da Silva Neto|W.S. da Silva","Silva Neto 304","1993","10","5","South America","Brazil","Rio de Janeiro","Nova Iguaçu","Nova Iguaçu, estrada para Boa Esperança,","-43.4333333","-22.7166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"33","2020-04-27 14:19:00-03","MO","MOBOT","101191302","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","Wittig, A. K.","Wittig 7746","1874","11","15","South America","Brazil","Rio de Janeiro",NA,"Mauá,","-43.1666667","-22.7166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"34","2020-04-27 14:28:00-03","MO","MOBOT","101191309","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","I.A. Rodrigues","Rodrigues 122","1977","8","29","South America","Brazil","Rio de Janeiro",NA,"Estr. Pau da Fome, Jacarepaguá, Maciço da Pedra Branca, Reserva I.B.D.F., Flr. R. Grande,","-43.45","-22.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"35","2020-04-27 14:32:00-03","MO","MOBOT","101191310","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","A. Quinet|et al.","Quinet 350 (26/18)","2000","7","3","South America","Brazil","Rio de Janeiro",NA,"Taquara Jacarepaguá,","-43.3830556","-22.9225","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"36","2020-04-27 14:40:00-03","MO","MOBOT","101191311","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","M.A. Louzada","Louzada 1","2002",NA,NA,"South America","Brazil","Rio de Janeiro","Angra dos Reis","Município de Angra dos Reis,","-44.3","-23.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"37","2020-04-27 14:44:00-03","MO","MOBOT","101191312","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","R. Marquete","Marquete 967","1993","4","29","South America","Brazil","Rio de Janeiro","Parati","Mun. de Paraty [= Parati], Morro do Corisco, subindo o Rio Corisco,","-44.75","-23.25","330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"38","2020-04-27 14:50:00-03","MO","MOBOT","101191314","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","L. C. Giordano|et al.","Giordano 1648","1994","6","11","South America","Brazil","Rio de Janeiro","Parati","Mun. de Parati, nas redondezas da ponte do Rio dos Meros, APA [= Área de Proteção Ambiental] Cairuçu,","-44.7","-23.25","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"39","2020-04-27 14:54:00-03","MO","MOBOT","101191315","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","Gustavo Martinelli|M. A. Nadruz Coelho","Martinelli 15949","2001","5","23","South America","Brazil","Rio de Janeiro","Parati","Município de Parati, Paratymirim, picada da costeira em direção a Mamanguá,","-44.6344444","-23.2430555","30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"40","2020-04-27 15:20:00-03","MO","MOBOT","101191317","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","K. C. F. Frutuoso|et al.","Frutuoso 100","1990","10","18","South America","Brazil","Rio de Janeiro","Parati","Município de Parati, Área de Proteção Ambiental do Cairuçu, Laranjeiras, entre o primeiro e o segundo portão, rumo a Praia do Sono,","-44.65","-23.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"41","2020-04-27 15:29:00-03","MO","MOBOT","101191319","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","R. Reis","Reis 128","1994","5","12","South America","Brazil","Rio de Janeiro","Parati","caminho para a praia do Sono,","-44.65","-23.3333333","80.00000000","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"42","2020-04-27 15:33:00-03","MO","MOBOT","101191320","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","R. Marquete","Marquete 1610","1994","4","13","South America","Brazil","Rio de Janeiro","Parati","Mun. de Parati, APA-Cairuçu, Trilha Ponta Negra, Praia dos Antigos,","-44.6166667","-23.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"43","2020-04-27 15:39:00-03","MO","MOBOT","101191322","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","Matheus F. Santos","Santos 838","2012","3","5","South America","Brazil","São Paulo","Ubatuba","São Paulo, Município de Ubatuba, Parque Estadual da Serra do Mar, Núcleo Picinguaba, trilha próxima ao alojamento de pesquisadores,","-44.85","-23.35","33.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"44","2020-04-27 15:44:00-03","MO","MOBOT","101191324","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","H.F. Leitao Filho","Leitão 34714","1996","1","30","South America","Brazil","São Paulo",NA,"trilha da Casa da Farinha,","-44.8527778","-23.3525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2020-04-27 15:51:00-03","MO","MOBOT","101191327","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","E.C. Leite","Leite 30169","1993","11","13","South America","Brazil","São Paulo",NA,"Núcleo de Pincinguaba (sede),","-44.8333333","-23.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"46","2020-04-27 15:55:00-03","MO","MOBOT","101191328","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","J.C. Gomes","Gomes 2659","1965","3","30","South America","Brazil","São Paulo",NA,"Ilha Vitória, litoral norte,","-45.0166667","-23.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"47","2020-04-27 16:15:00-03","MO","MOBOT","101191330","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","A.A. Oliveira","Oliveira 3672","2000","4","23","South America","Brazil","São Paulo","São Sebastião","Município de São Sebastião, praia da Baleia, R. Olavo Pazzanesi, 100 m da antiga Rio-Santos, remanescente margeando loteamentos,","-45.6650833","-23.7743611","10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"48","2020-04-27 16:20:00-03","MO","MOBOT","101191332","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","Lucia Rossi","Rossi 2022","1998","11","17","South America","Brazil","São Paulo","Bertioga","Município de Bertioga, São Lourenço, rod. SP-55, km 211,5, Fazenda da Família Pinto,","-46.0333333","-23.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"49","2020-04-27 16:27:00-03","MO","MOBOT","101191333","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","E.L.M. Catharino","Catharino 824","1986","6","13","South America","Brazil","São Paulo","Iguape","Município de Iguape, Peropava, Fazenda Boa Vista,","-47.6166667","-24.5666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"50","2020-04-27 16:32:00-03","MO","MOBOT","101191334","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","N.M. Ivanauskas","Ivanauskas 908f","1995","11","23","South America","Brazil","São Paulo","Pariquera-Açu","Município de Pariquera-Açu, Estação Experimental do Instituto Agronômico,","-47.8769445","-24.6083333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"51","2020-04-27 16:37:00-03","MO","MOBOT","101191335","PreservedSpecimen","Plantae",NA,NA,"Ebenaceae","Diospyros","brasiliensis","Diospyros brasiliensis","Mart. ex Miq.","B. Wallnöfer (W)","N.M. Ivanauskas","Ivanauskas 1102","1995","11","22","South America","Brazil","São Paulo","Pariquera-Açu","Município de Pariquera-Açu, Estação Experimental do Instituto Agronômico, propriedade de Antonio Povinski,","-47.8769445","-24.6758334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
