"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","continentOcean","country","stateProvince","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","locality","phylum","recordNumber","decimalLongitude","decimalLatitude","minimumElevationInMeters","scientificNameAuthorship","verbatimLongitude","verbatimLatitude","county","maximumElevationInMeters","fieldNumber","preparationType","individualCount","coordinatePrecision","geoFlag"
"11","2015-09-29 01:13:13-03","MNHN","RECOLNAT_MNHN_P","P00761587","PreservedSpecimen",NA,NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Hechenleitner",NA,NA,NA,"Humbert, H.","1948","10","18",NA,"Argentine",NA,NA,"Reçu en 1948 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761587' target='other'> <mi>dwc_moreinfo</mi></a>","P00761587","P00761587_01","Prov. Tucuman : Sierra del Aconquija",NA,NA,NA,NA,NA,"Burkart",NA,NA,NA,NA,"20998","hb",NA,NA,NA
"12","2018-05-30 11:46:50-03","MNHN","RECOLNAT_MNHN_P","P00761589","PreservedSpecimen",NA,NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Hechenleitner",NA,NA,NA,"Gonnot",NA,NA,NA,NA,"Argentine",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761589' target='other'> <mi>dwc_moreinfo</mi></a>","P00761589","P00761589_01","s.loc.",NA,NA,NA,NA,NA,"Burkart",NA,NA,NA,NA,NA,"hb",NA,NA,NA
"13","2018-05-30 11:34:15-03","MNHN","RECOLNAT_MNHN_P","P00761538","PreservedSpecimen",NA,NA,NA,"Fabaceae","Vicia","pampicola","burkartii","Vicia pampicola burkartii","Hechenleitner",NA,NA,NA,"Lillo, M.","1888","11","29",NA,"Argentine",NA,NA,"Reçu le 12 février 1890 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761538' target='other'> <mi>dwc_moreinfo</mi></a>","P00761538","P00761538_01","Tucuman, en los prados",NA,NA,NA,NA,NA,"Giang.",NA,NA,NA,NA,"93","hb",NA,NA,NA
"14","2019-07-24 17:58:57-03","MNHN","RECOLNAT_MNHN_P","P00761664","PreservedSpecimen",NA,NA,NA,"Fabaceae","Vicia","pampicola","burkartii","Vicia pampicola burkartii","Hechenleitner",NA,NA,NA,"Fruchart, D.","1876","10","8",NA,"Uruguay",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761664' target='other'> <mi>dwc_moreinfo</mi></a>","P00761664","P00761664_01","Cerro de Montevideo",NA,NA,NA,NA,NA,"Giang.",NA,NA,NA,NA,NA,"hb",NA,NA,NA
"15","2019-07-24 17:59:06-03","MNHN","RECOLNAT_MNHN_P","P00761665","PreservedSpecimen",NA,NA,NA,"Fabaceae","Vicia","pampicola","burkartii","Vicia pampicola burkartii","Giangualani",NA,NA,NA,"Fruchart, D.","1876","10","8",NA,"Uruguay",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00761665' target='other'> <mi>dwc_moreinfo</mi></a>","P00761665","P00761665_01","Cerro de Montevideo",NA,NA,NA,NA,NA,"Giang.",NA,NA,NA,NA,NA,"hb",NA,NA,NA
"16","2010-11-28 09:14:00-02","MO","MOBOT","2193548","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Burkart, A.",NA,NA,NA,"Bruno G. Piccinini|A. L. García","1969","10","2","South America","Argentina","Río Negro",NA,NA,NA,NA,"Sierra Grande. Faldeos hasta la cumbre.",NA,"Piccinini 1642","-65.38333","-41.63333","310.00000000","Burkart",NA,NA,"San Antonio",NA,NA,NA,NA,NA,NA
"17","2009-07-15 12:23:00-03","MO","MOBOT","2193557","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Fortunato, R. H.",NA,NA,NA,"Renée H. Fortunato","1983","11","23","South America","Argentina","Santa Fé",NA,NA,NA,NA,"¿Próximo a Laguna del Palmar?",NA,"Fortunato 195",NA,NA,NA,"Burkart",NA,NA,"Vera",NA,NA,NA,NA,NA,NA
"18","2009-07-15 12:23:00-03","MO","MOBOT","2255150","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola",NA,NA,NA,NA,"Renée H. Fortunato","1983","11","5","South America","Argentina","Chaco",NA,NA,NA,NA,"14 km al N de La Eduviges por ruta 90.",NA,"Fortunato 215",NA,NA,NA,"Burkart",NA,NA,"Libertador General San Martín",NA,NA,NA,NA,NA,NA
"19","2011-03-25 20:39:00-03","MO","MOBOT","2255177","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Cocucci, A. A. & Sérsic, A. N.",NA,NA,NA,"Andrea A. Cocucci|A.N. Sérsic|A. Fluegge","2003","1","11","South America","Argentina","Mendoza",NA,NA,NA,NA,"vallecitos cerca del refugio Edelweiss",NA,"Cocucci 2200","-69.35527","-32.98","2826.00000000","Burkart",NA,NA,"Luján de Cuyo",NA,NA,NA,NA,NA,NA
"20","2011-03-25 20:39:00-03","MO","MOBOT","2255179","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Cocucci, A. A. & Sérsic, A. N.",NA,NA,NA,"Andrea A. Cocucci|A.N. Sérsic|A. Fluegge","2003","1","11","South America","Argentina","Mendoza",NA,NA,NA,NA,"vallecitos cerca del refugio Edelweiss",NA,"Cocucci 2213","-69.35527","-32.98","2826.00000000","Burkart",NA,NA,"Luján de Cuyo",NA,NA,NA,NA,NA,NA
"21","2011-04-11 12:08:00-03","MO","MOBOT","2255211","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Giangualani, R. A.",NA,NA,NA,"R.A. Ruíz Leal","1965","1","2","South America","Argentina","Mendoza",NA,NA,NA,NA,"La Carrera",NA,"Ruíz Leal 23478",NA,NA,"2150.00000000","Burkart",NA,NA,"Tupungato","2200.00000000",NA,NA,NA,NA,NA
"22","2014-10-25 05:33:00-02","MO","MOBOT","2297975","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Ulibarri, E. A.",NA,NA,NA,"Raúl Pozner|Manuel J. Belgrano","2004","1","19","South America","Argentina","Córdoba",NA,NA,NA,NA,"Ruta Provincial 17, al E de Ongamira (Sierra Chica)",NA,"Pozner 305","-64.35611","-30.77472","1300.00000000","Burkart",NA,NA,"Ischilín",NA,NA,NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","2298074","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Giangualani, R. A.",NA,NA,NA,"Maevia N. Correa","1965","11","12","South America","Argentina","Santa Cruz",NA,NA,NA,NA,"Cañadón del Veneciano",NA,"Correa 3320",NA,NA,NA,"Burkart",NA,NA,"Deseado",NA,NA,NA,NA,NA,NA
"24","2011-03-18 17:39:00-03","MO","MOBOT","2344327","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Greppi, J.",NA,NA,NA,"Renée H. Fortunato|Miguel Elechosa","1995","1","29","South America","Argentina","Tierra del Fuego",NA,NA,NA,NA,"Ea. San Julio, rocas al S de la Ruta Nac. E.",NA,"Fortunato 4898","-68.45","-53.66666","280.00000000","Burkart",NA,NA,"Río Grande",NA,NA,NA,NA,NA,NA
"25","2018-02-24 05:31:00-03","MO","MOBOT","2517849","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","G. Seijo",NA,NA,NA,"G.J. Seijo|V.G. Solís Neffa|Myriam C. Peichoto|M. M. Sosa","2001","11","25","South America","Uruguay","Artigas",NA,NA,NA,NA,"Puente sobre el ayo. Cuaró",NA,"Seijo 2448","-57.0780556","-30.4369444","61.00000000","Burkart",NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2009-10-26 11:26:00-02","MO","MOBOT","3222323","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola",NA,NA,NA,NA,"Arturo E. Burkart","1965","11","6","South America","Argentina","Entre Ríos",NA,NA,NA,NA,"Arroyo Alcaraz, Paso Castro ruta 126.",NA,"Burkart 25944",NA,NA,NA,"Burkart",NA,NA,"La Paz",NA,NA,NA,"1",NA,NA
"27","2010-04-30 10:28:00-03","MO","MOBOT","2453216","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola","burkartii","Vicia pampicola burkartii",NA,NA,NA,NA,"Rutile A. Spegazzini",NA,NA,NA,"South America","Argentina","Buenos Aires",NA,NA,NA,NA,"Tornquist",NA,"Spegazzini s.n.2",NA,NA,NA,"Giangualani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-08-21 20:53:00-03","MO","MOBOT","2518148","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola","burkartii","Vicia pampicola burkartii","Izaguirre de Artuccio, P.",NA,NA,NA,"Bernardo Rosengurtt",NA,NA,NA,"South America","Uruguay","Florida",NA,NA,NA,NA,NA,NA,"Rosengurtt 5880",NA,NA,NA,"Giangualani",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2012-05-09 05:09:00-03","MO","MOBOT","2255133","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Vicia","pampicola","burkartii","Vicia pampicola burkartii","Seijo, G. J., //",NA,NA,NA,"G.J. Seijo|V.G. Solís Neffa|D. Hojsgaard|J. Chillan","2002","1","22","South America","Argentina","Salta",NA,NA,NA,NA,"Cuesta del Obispo, San Martín, ruta 33 Km 46. Pasando la capilla",NA,"Seijo 2813","-65.815","-25.18472","2566.00000000","Giangualani",NA,NA,"Cachi",NA,NA,NA,NA,NA,NA
"30","2020-06-22 14:18:08-03","UNESP-IBILCE","SJRP","33874","PreservedSpecimen","Plantae","Magnoliopsida","Fabales","Fabaceae","Vicia","pampicola",NA,"Vicia pampicola",NA,NA,NA,NA,"Link, O.; Demeda, C. et all","2015","09","12","America do Sul","Brasil","Rio Grande do Sul",NA,NA,NA,NA,"Trevo entre estrada do Mar e RS-030","Tracheophyta","6.0","-50.2696990966797","-29.8866996765137",NA,"Burkart",NA,NA,"Osório",NA,NA,NA,NA,"27350","auto"
"31","2020-09-12 05:00:02-03","US","US","2650207","PreservedSpecimen","Plantae","Dicotyledonae","Rosales","Fabaceae","Vicia","pampicola",NA,"Vicia pampicola",NA,NA,NA,NA,"A. E. Burkart","1953","10","31","South America","Argentina","La Pampa",NA,NA,"US02438597",NA,"General Pico",NA,"19188",NA,NA,NA,"Burkart",NA,NA,NA,NA,NA,NA,"1",NA,NA
"32","2019-11-13 11:23:21-03","USP","SPF","157509","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Vicia","pampicola",NA,"Vicia pampicola","Kurtz, DB","2002",NA,NA,"Seijo, G","2002","01","22","Southern America","Argentina","Salta",NA,NA,"SPF00157509",NA,"Cachi.",NA,"2808","-65.840833","-25.163056","3892","Burkart","-65.840833","-25.163056",NA,"3892",NA,NA,NA,NA,NA
"33","2019-11-21 10:06:52-03","IBt","SP","28468","S","Plantae",NA,NA,"Fabaceae","Vicia","pampicola",NA,"Vicia pampicola","Bastos, NR","1995","09","04","Deslandes, J",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,"SP028499","SP028499",NA,NA,"57","-52.0985984802246","-32.0349998474121",NA,"Burkart",NA,NA,"Rio Grande",NA,NA,NA,NA,"82892","auto"
