"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","recordNumber","phylum","coordinatePrecision","geoFlag","individualCount","continentOcean","preparationType","previousCatalogNumber","order","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"11","2021-04-05 14:33:13-03","UNESC","CRI","10151","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","A. L. de Gasper","2010","10","14","A. Korte; A. Kniess","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz.","-49.678333","-26.908611","49º40'42''W","26º54'31''S","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: erva terrícola","CRI008056","CRI008056","652","652","3764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:24:46-03","UNESC","CRI","11016","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","San Zatta Custódio","2013","05","20","San Zatta Custódio","2013","05","14","Brasil","Santa Catarina","Grão Pará","Parque Estadual da Serra Furada","-49.212778","-28.186667","49º12'46''W","28º11'12''S","Habito: Herbácea","CRI008415","CRI008415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:13-03","UNESC","CRI","8141","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","M. Verdi","2008","11","19","M. Verdi; B. Grosch & G. Klemz","2008","11","19","Brasil","Santa Catarina","Campos Novos","Florão da serra.","-51.225278","-27.402222","51º13'31''W","27º24'8''S","Floresta Estacional Decidual Habitat: barranco da estrada Habito: herbácea","CRI008059","CRI008059",NA,NA,"1001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:24:46-03","UNESC","CRI","10147","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","A. L. de Gasper",NA,NA,NA,"A. Stival-Santos; S. Silveira","2009","03","23","Brasil","Santa Catarina","Anchieta",NA,"-53.281389","-26.461111","53º16'53''W","26º27'40''S","Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista Habitat: interior da mata Habito: terrícola","CRI008058","CRI008058","830","830","551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:24:46-03","UNESC","CRI","14870","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Alecsandro Shardosim Klein","2002","09","05","Alecsandro Shardosim Klein; Rafael Martins","2002","09","05","Brasil","Santa Catarina","Treviso","São Pedro","-49.464444","-28.498056","49º27'52''W","28º29'53''S","Habito: Herbácea","CRI014205","CRI014205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:13-03","UNESC","CRI","9881","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","M.J. Rigon-Junior","2011","05","18","A. Korte","2011","03","17","Brasil","Santa Catarina","Alfredo Wagner","Morro da Bracatinga.","-49.32","-27.72","49º19'12''W","27º43'12''S","Floresta Ombrófila Mista Habito: erva terrícola","CRI008052","CRI008052","600","600","6204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:13-03","UNESC","CRI","10142","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","M. Verdi","2010","04","28","M. Verdi; N. L. de Souza, G. Klemz e D. H. Klettenberg","2010","04","10","Brasil","Santa Catarina","São Martinho","Estrada Geral São Luiz/SC - 407.","-48.958333","-28.168333","48º57'30''W","28º10'6''S","Floresta Ombrófila Densa Habito: erva terrícola","CRI008057","CRI008057","89","89","4357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:13-03","UNESC","CRI","7868","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Vanilde Citadini- Zanette","2008","05","28","Jean Gabriel Cemin","2008","05","27","Brasil","Santa Catarina","Turvo",NA,"-49.679444","-28.926667","49º40'46''W","28º55'36''S",NA,"CRI008047","CRI008047","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:24:46-03","UNESC","CRI","10612","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Robson dos Santos","2001","09","01","Robson dos Santos; Vanilde Citadini-Zanette & Alexandre S. Klein","2001","09","01","Brasil","Santa Catarina","Praia Grande","Aparados da Serra. Trilha das mulas","-49.950278","-29.198611","49º57'1''W","29º11'55''S","Habitat: Terrícola Habito: Herbácea","CRI013709","CRI013709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:24:47-03","UNESC","CRI","577","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","06","27","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S",NA,"CRI008050","CRI008050","300","300","927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:24:46-03","UNESC","CRI","10144","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","M. Verdi","2010","03","19","M. Verdi; D. H. Klettenberg & G. Klemz","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.498611","-28.443611","49º29'55''W","28º26'37''S","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: terrícola","CRI008060","CRI008060","555","555","3531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:33:13-03","UNESC","CRI","338","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","V. C. Zanette",NA,NA,NA,"V. Citadini-Zanette; V. P. Boff","1981","05","07","Brasil","Santa Catarina","Siderópolis","Rio Morosini.","-49.424722","-28.598333","49º25'29''W","28º35'54''S",NA,"CRI008739","CRI008739","111","111","704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:33:13-03","UNESC","CRI","3974","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","R. M. Bueno",NA,NA,NA,"J. A. Jarenkow","1990","03","02","Brasil","Rio Grande do Sul","Marcelino Ramos","mata na barranca do Rio Uruguai.","-51.906667","-27.462222","51º54'24''W","27º27'44''S","Habitat: interior da mata Habito: erva","CRI008045","CRI008045",NA,NA,"1261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:33:13-03","UNESC","CRI","10162","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Karoline Ceron","2013","04","02","Karoline Ceron","2013","04","01","Brasil","Santa Catarina","Urussanga","Rio Maior.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","Floresta Ombrófila Densa Submontana Habito: herbácea","CRI008053","CRI008053","48","48","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:24:46-03","UNESC","CRI","14240","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Stival-Santos, A","2009","10","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","10","15","Brasil","Santa Catarina","Gaspar","Gasparinho - aos fundos da capela Santo Antonio. Gasparinho - aos fundos da capela Santo Antonio.","-48.960278","-26.999444","48º57'37''W","26º59'58''S","Florística IFFSC 638 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: erva terrícola;","CRI013332","CRI013332","92","92","1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:33:13-03","UNESC","CRI","14845","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Vanilde Citadini-Zanette","2000","11","01","Jairo J. Zocche; Rogério & Marinalda","2000","09","30","Brasil","Santa Catarina","Turvo",NA,"-49.681944","-28.928056","49º40'55''W","28º55'41''S","Habito: Herbácea","CRI014179","CRI014179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-05 14:24:47-03","UNESC","CRI","7385","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Vanilde Citadini- Zanette","2007","08","08","Edilane Rocha","2007","08","08","Brasil","Santa Catarina","Criciúma","SATC - Fragmento Florestal.","-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,"CRI008077","CRI008077","34","34","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-05 14:24:46-03","UNESC","CRI","13738","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Renato Colares","2018","05","24","Renato Colares","2016","11",NA,"Brasil","Santa Catarina","Siderópolis",NA,"-49.453889","-28.570278","49º27'14''W","28º34'13''S","Lote 42 Habitat: Terrestre Habito: Herbácea","CRI012345",NA,"120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 14:33:13-03","UNESC","CRI","5270","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","V. C. Zanette",NA,NA,NA,"Zenaide P. Topanotti","1996","10","27","Brasil","Santa Catarina","Criciúma",NA,"-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,"CRI008048","CRI008048","58","58","122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-05 14:33:13-03","UNESC","CRI","11034","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Renato Colares","2015","09","06","Vanilde C. Zanette","2015","05","03","Brasil","Santa Catarina","Sombrio","Morro dos Macacos.","-49.616944","-29.114444","49º37'1''W","29º6'52''S",NA,"CRI008078","CRI008078","17","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","2292","S","Plantae","Anemiaceae","Anemia","cf. phyllitidis","Anemia cf. phyllitidis","(L.) Sw.","Luciana Maielo","2007","09","13","Flávia Maria Lélis Magalhães;",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque Municipal Jacques Costeau/Betânia","-43.937801361084","-19.9207992553711",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","2333","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Cerrado FZB-BH","-43.937801361084","-19.9207992553711",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","17082","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","3353","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,NA,NA,NA,"Flávia Maria Lélis Magalhães;",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque Municipal Jacques Costeau/Betânia","-43.937801361084","-19.9207992553711",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","17082","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","3351","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,NA,NA,NA,"Flávia Maria Lélis Magalhães;",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque Municipal Jacques Costeau/Betânia","-43.937801361084","-19.9207992553711",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","17082","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","3352","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Luciana Maielo","2007","09","30",NA,NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque Municipal Jacques Costeau/Betânia","-43.937801361084","-19.9207992553711",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","17082","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","2316","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar",NA,NA,NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","1882","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.",NA,NA,NA,NA,"Juliana Ordones Rego; Albina Carvalho de Oliveira Nogueira, Márcia Bacelar Fonseca, Leandro Lacerda Giacomin, Cláudia Márcia Silva do Carmo","2006","02","08","Brasil","Minas Gerais","Marliéria","Aníbal","-42.7322006225586","-19.7122001647949",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","28215","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-06-10 10:11:04-03","FZB-BH","CVJBFZB","3350","S","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis","(L.) Sw.","Luciana Maielo","2007","09","25","Flávia Maria Lélis Magalhães;",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Parque Municipal Jacques Costeau/Betânia","-43.937801361084","-19.9207992553711",NA,NA,"254",NA,NA,NA,NA,NA,"Pterydophyta","17082","auto","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-09-23 10:36:02-03","E","E","119567","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.; Silva, M.R.;","1992","06","13","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00119567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00119567",NA,NA,NA,"107",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:175705",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-23 10:36:02-03","E","E","166431","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.; Silva, M.R.;","1992","07","22","BR","Sao Paulo",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00166431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00166431",NA,NA,NA,"114",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176105",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-09-23 10:36:02-03","E","E","167624","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.;","1996","09","19","BR","Paraná",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00167624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00167624",NA,NA,NA,"1163",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176503",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-09-23 10:36:02-03","E","E","119590","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.; Silva, M.R.;","1992","07","12","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00119590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00119590",NA,NA,NA,"114",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:175753",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-23 10:36:02-03","E","E","119581","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.;","1996","02","14","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00119581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00119581",NA,NA,NA,"969",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:175718",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-23 10:36:02-03","E","E","171110","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.; Coral, D.J.;","1996","10","10","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00171110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00171110",NA,NA,NA,"1275",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:177828",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-09-23 10:36:02-03","E","E","167590","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.; Silva, M.R.;","1992","06","11","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00167590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00167590",NA,NA,NA,"37",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176386",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-23 10:36:02-03","E","E","119799","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.;","1996","03","28","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00119799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00119799",NA,NA,NA,"1092",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176595",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-09-23 10:36:02-03","E","E","195002","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Gardner, George","1905","01","16","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00195002 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00195002",NA,NA,NA,"4082",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:198006",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-09-23 10:36:02-03","E","E","119583","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.; Silva, M.R.;","1992","09","07","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00119583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00119583",NA,NA,NA,"204",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:175714",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-09-23 10:36:02-03","E","E","119842","PreservedSpecimen","Plantae","Anemiaceae","Anemia","phyllitidis","Anemia phyllitidis",NA,NA,NA,NA,NA,"Rodrigues, C.E.;","1996","03","28","BR",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00119842 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00119842",NA,NA,NA,"1087",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:176653",NA,NA,NA,NA,NA,NA,NA,NA
