X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,coordinatePrecision,imagecode,geoFlag,class,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,fieldNumber,individualCount,typeStatus,minimumElevationInMeters,maximumElevationInMeters,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6328,-22.4764,"61",2019-01-25 15:38:48-02,IAC,IAC,"26082",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,M. Monge,W. Hoehne,"6221","1968","08","14",NA,Brasil,São Paulo,Águas de Lindóia,NA,-46.6328,-22.4764,NA,Doação (plantas coletadas por Wilson Hoehne nº6221),NA,NA,NA,NA,NA,"2010","06","14","-46.6328","-22.4764",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"63",2019-11-01 14:54:34-03,UnB,UB,"112831",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,NA,"Leitão Filho, HF","504","1968","08","28",Southern America,Brasil,São Paulo,Itapira,NA,-46.8199996948242,-22.4300003051758,NA,Árvore 4m. Flor branca,NA,"19933",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"65",2021-03-04 15:42:41-03,IF,SPSF,"47471",PreservedSpecimen,Plantae,Magnoliophyta,Asterales,Asteraceae,Stifftia,parviflora,Stifftia parviflora,(Leandro) D. Don,N.Roque,G.D.Colletta & G.A.Aguirre & J.Teixeira,"1291","2013","08","29",América do Sul,Brasil,SP,Ilhabela,Norte da Ilha,-45.3499984741211,-23.7700004577637,NA,"COLETA: Árvore, 9metros, tronco fissurado, casca interna preta.; GEOGRAFIA: Perto da Armação, altura 7609, Floresta Ombrófila Densa.;",NA,"23719",NA,auto,Magnoliopsida,"2016","07","04",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-22.4699993133545,"83",2019-11-21 10:01:26-03,IBt,SP,"119637",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Monge, M","Hoehne, W","6221","1968","08","14",NA,Brasil,São Paulo,Águas de Lindóia,Perto das Termas de Lindóia,-46.6300010681152,-22.4699993133545,NA,NA,NA,"8148",NA,auto,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"84",2019-11-21 10:01:26-03,IBt,SP,"201477",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Souza-Buturi, FO","Romaniuc Neto, S; Kirizawa, M","189","1984","08","21",NA,Brasil,São Paulo,Cananéia,Parque Estadual da Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,NA,NA,"37574",NA,auto,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"85",2019-11-21 10:01:26-03,IBt,SP,"1290",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Monge, M","Schwebel, E",s.n.,"1917","06",NA,NA,Brasil,São Paulo,Cubatão,Raiz da Serra,-46.4199981689453,-23.8899993896484,NA,NA,NA,"15123",NA,auto,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"86",2019-11-21 10:01:26-03,IBt,SP,"1270",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Monge, M","Schwebel, E",s.n.,"1917","12",NA,NA,Brasil,São Paulo,Cubatão,Raiz da Serra,-46.4199981689453,-23.8899993896484,NA,NA,NA,"15123",NA,auto,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"87",2019-11-21 10:01:26-03,IBt,SP,"268898",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Monge, M","Leitão Filho, HF","504","1968","08","28",NA,Brasil,São Paulo,Itapira,Beira de estrada para Lindóia,-46.8199996948242,-22.4300003051758,NA,NA,NA,"19933",NA,auto,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8199996948242,-22.4300003051758,"88",2019-11-21 10:01:26-03,IBt,SP,"16986",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Monge, M","Loefgren, A",CGG1358,"1889","08","24",NA,Brasil,São Paulo,Itapira,Fazenda S. Jeronymo,-46.8199996948242,-22.4300003051758,NA,NA,SP023719,"19933",SP023719,auto,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"89",2019-11-21 10:01:26-03,IBt,SP,"258714",S,Plantae,NA,NA,Asteraceae,Stifftia,parviflora,Stifftia parviflora,D.Don,"Monge, M","Romaniuc Neto, S; Godoi, JV","1330","1992","09","22",NA,Brasil,São Paulo,Mogi Guaçu,Fazenda Catagua,-46.9421997070312,-22.372200012207,NA,NA,NA,"39309",NA,auto,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
