X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,barcode,imagecode,phylum,order,infraspecificEpithet,typeStatus,recordNumber,continentOcean,preparationType,occurrenceRemarks,minimumElevationInMeters,maximumElevationInMeters,coordinatePrecision,geoFlag,class,relatedCatalogItem,relationshipType,individualCount,eventTime,fieldNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.8,-23.366667,"761",2019-10-03 10:04:22-03,UFSCar,SORO,"1221",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,NA,NA,NA,NA,"Sanchez M.; Pedroni F., Laps R.R. & Belinello R.","1997","04","16",Brasil,São Paulo,Ubatuba,Picinguaba,-44.8,-23.366667,44°48'W,23°22'S,NA,NA,NA,NA,NA,NA,"1396",NA,NA,"Árvore 452 com 11m de altura, casca lisa de cor ferrugem-avermelhada, com botões e flores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9700012207031,-23.0300006866455,"793",2021-03-04 15:45:37-03,IF,SPSF,"29033",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,NA,O.T. Aguiar,"2002","02","15",J.R.Guillaumon,"2001","12","25",Brasil,SP,Vinhedo,Condominio Estância Marambaia,-46.9700012207031,-23.0300006866455,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,NA,América do Sul,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: cambuí&nf;Árvore 3m; frutos; GEOGRAFIA: mata natural&nf;;",NA,NA,"9595",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.068056,-24.079444,"794",2021-03-04 15:45:37-03,IF,SPSF,"41902",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg.,O.T. Aguiar,"2009","08","01",R.Cielo-Filho & J.B.Baitello & A.P.Ribeiro,"2008","02","26",Brasil,SP,Itapeva,Estação Ecológica,-49.068056,-24.079444,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,"934",América do Sul,NA,"COLETA: Frutos negros.; GEOGRAFIA: Trilha da Vila - beira do rio.;","700","700",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49.143611,-23.841667,"795",2021-03-04 15:45:37-03,IF,SPSF,"43830",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg.,O.T. Aguiar,"2010","03","30",R.L.R.Santos & N.M.Ivanauskas & R.T.Polisel & T.M.Ribeiro & J. Ferreira,"2009","07","20",Brasil,SP,Itaberá,Estação Ecológica de Itaberá,-49.143611,-23.841667,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,"50",América do Sul,NA,"COLETA: Arvoreta 1,5m. Flores brancas.;","600","665",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.013333,-23.23,"796",2021-03-04 15:45:37-03,IF,SPSF,"50672",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,M.C.Souza,"2015","09","18",A. Maruyama,"2015","09","07",Brasil,SP,Cunha,Floresta Ombrófila Densa,-45.013333,-23.23,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,"49",América do Sul,NA,"COLETA: Árvore ca. 6,0m alt. Botões florais de coloração amarronzada.;","1086","1086",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.013333,-23.230278,"797",2021-03-04 15:45:37-03,IF,SPSF,"52633",PreservedSpecimen,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,A.Maruyama,"2018","02","11",A.Maruyama & L.Cicco,"2018","02","11",Brasil,SP,Cunha,NA,-45.013333,-23.230278,NA,NA,NA,NA,Magnoliophyta,Myrtales,NA,NA,"1017",América do Sul,NA,"COLETA: Árvore com aprox. 5m de altura. Flores na cor branca.; GEOGRAFIA: Floresta Aluvial. Sítio Vivenda das Meninas, próximo à estrada do Paraibuna. Zona de amortecimento do PESM - Núcleo Cunha.;","1119","1119",NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.3199996948242,-22.6800003051758,"878",2019-11-21 10:12:30-03,IBt,SP,"289959",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1997",NA,NA,"Esteves, GL; et al.","1994","09","29",Brasil,São Paulo,Bananal,"Serra da Bocaina, Alto vale do Rio Paca (Bracuí)",-44.3199996948242,-22.6800003051758,NA,NA,NA,NA,NA,NA,NA,NA,"2663",NA,NA,"Arvoreta ca. 1,5m alt., subosque , flores creme",NA,NA,"26795",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.060001373291,-22.8999996185303,"879",2019-11-21 10:12:31-03,IBt,SP,"333974",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1999",NA,NA,"Moraes, FAL","1998","12","28",Brasil,São Paulo,Campinas,"Parque IAC, cultivada sob outras árvores.",-47.060001373291,-22.8999996185303,NA,NA,NA,NA,NA,NA,NA,NA,"83",NA,NA,"Árvore ca. 6m alt., flores brancas, perfumadas.",NA,NA,"23900",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9421997070312,-22.372200012207,"880",2019-11-21 10:12:30-03,IBt,SP,"248527",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Romaniuc Neto, S",NA,NA,NA,"Romaniuc Neto, S; et al.","1987","10","09",Brasil,São Paulo,Mogi Guaçu,"Martinho Prado, Fazenda Campininha.",-46.9421997070312,-22.372200012207,NA,NA,NA,NA,NA,NA,NA,NA,"1158",NA,NA,"Ref. mat. fitossociológico, Mata do Português.",NA,NA,"39309",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"881",2019-11-21 10:12:31-03,IBt,SP,"338478",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1999",NA,NA,"Hashimoto, G","1949","01","06",Brasil,São Paulo,São Paulo,Brooklin Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"16932",NA,NA,"Arbusto do campo, flores brancas.",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"882",2019-11-21 10:12:31-03,IBt,SP,"30220",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Mattos, JR","1962","08",NA,"Handro, O","1933","02","07",Brasil,São Paulo,São Paulo,Butantan,-46.6300010681152,-23.5400009155273,NA,NA,SP022834,SP022834,NA,NA,NA,NA,s.n.,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"883",2019-11-21 10:12:30-03,IBt,SP,"26856",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Sobral, M","1986","04",NA,"Usteri, A","1905","07","16",Brasil,São Paulo,São Paulo,Cantareira.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"905",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"884",2019-11-21 10:12:31-03,IBt,SP,"64402",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Mattos, JR","1964","03",NA,"Mattos, JR","1961","04","18",Brasil,São Paulo,São Paulo,Cultivada no Jardim Botânico.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"8892",NA,NA,"Arbusto 2m alt., flores brancas. Cultivado.",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"885",2019-11-21 10:12:30-03,IBt,SP,"292179",S,Plantae,Myrtaceae,Myrciaria,tenella,Myrciaria tenella,(DC.) O.Berg,"Kawasaki, ML","1996",NA,NA,"Garcia, RJF; et al.","1996","01","17",Brasil,São Paulo,São Paulo,"Distrito de Marsilac, Camping Ana Paula, mata",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"745",NA,NA,"Arvoreta 1,5m alt., frutos verdes e secos",NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
