X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,preparationType,occurrenceRemarks,barcode,imagecode,minimumElevationInMeters,maximumElevationInMeters,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,dayIdentified,coordinatePrecision,geoFlag,class,relatedCatalogItem,fieldNumber,individualCount,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.033333,-24.366667,"23",2021-02-08 11:07:42-03,UNESP-IBB,BOTU,"7546",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Assis, M.A.","Marques, L.A.","50","1979","11","02",NA,Brasil,São Paulo,Peruibe,Praia do Guarau,-47.033333,-24.366667,NA,"Árvore com 7 m de altura, possuindo flores brancas com o tubo da corola amarela internamente",BOTU007546,NA,NA,NA,"1997","04",47°02'w,24°22's,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"34",2020-01-20 14:40:22-03,UPM,MACK,"806",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","12",NA,Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"35",2020-01-20 14:40:22-03,UPM,MACK,"807",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Camila; Eduardo; Rodrigo",s/n,"2010","07","25",NA,Brasil,SP,Peruíbe,Restinga alta.,-46.9900016784668,-24.3199996948242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21922",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.4099998474121,-23.6200008392334,"43",2019-10-09 11:11:55-03,UFBA,ALCB,"10465",PreservedSpecimen,Plantae,Dicotyledon,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(H.J.Lam.) DC.,"Vigna, EAGD","Queiroz, LP de","483","1983","02","13",Southern America,Brasil,São Paulo,Caraguatatuba,NA,-45.4099998474121,-23.6200008392334,NA,"de mais ou menos 4,0 m, pouco ramificada e sem formar copa fechada, com tronco de lenho cinza-claro, verde nas extremidades. Folhas semicoriáceas, fortemente discolor. Flores vistosas, alvas, com fauce corola amarela. Frutos discentes, crescendo em s",NA,NA,NA,NA,"1988","01",NA,NA,NA,"30093",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"52",2020-11-04 11:03:28-03,ESALQ,ESA,"61887",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Souza, V.C. & Rodrigues, R.R.","Kozera, C. et al.","822.0","1999","01","10",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA061887,ESA061887,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"53",2020-11-04 11:03:28-03,ESALQ,ESA,"66240",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Souza, V.C.","Magenta, M.A.G. Martins, S.E.","214.0","1999","09","30",NA,Brasil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,ESA066240,ESA066240,NA,NA,NA,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"54",2020-11-04 11:03:28-03,ESALQ,ESA,"108022",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,NA,NA,"Santos, M.B.","135.0","2005","03","29",NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA108022,ESA108022,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"55",2020-11-04 11:03:28-03,ESALQ,ESA,"10781",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,NA,"Catharino, E.L.M.","Catharino, E.L.M.",NA,"1995","12","11",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA010781,NA,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"56",2020-11-04 10:55:09-03,ESALQ,ESA,"132820",PreservedSpecimen,Plantae,NA,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC,"Colletta, G.D","Colletta, G.D.; Calliari, C. P; Souza. V. C","1307.0","2013","12","06",NA,Brasil,São Paulo,Cananéia,"Ilha do Cardoso, próximo ao alojamento",-47.9199981689453,-25.0100002288818,NA,"Árvore, vegetativo.",ESA132820,NA,NA,NA,"2014",NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"57",2020-11-04 11:03:28-03,ESALQ,ESA,"27629",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,DC.,"Nave, A.G.","Leitão Filho, H.F. et al.","34713.0","1996","01","30",NA,Brasil,São Paulo,Ubatuba,NA,-45.0699996948242,-23.4300003051758,NA,NA,ESA027629,ESA027629,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"58",2020-11-04 11:03:28-03,ESALQ,ESA,"50539",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","135.0","2005","03","29",NA,Brasil,São Paulo,Cananéia,Distrito de Itapitangui. Trilha do Caixetal. Caixetal com Extrativismo Seletivo.,-47.9199981689453,-25.0100002288818,NA,Árvore.14m.,ESA050539,NA,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"60",2020-11-04 11:03:28-03,ESALQ,ESA,"109287",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,NA,NA,"Sampaio, D.","104.0",NA,NA,NA,NA,Brasil,São Paulo,Cananéia,NA,-47.9199981689453,-25.0100002288818,NA,NA,ESA109287,ESA109287,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"61",2020-11-04 11:03:28-03,ESALQ,ESA,"75408",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,DC.,NA,"Romão, G.O.; Nave, A.G.; Pereira, M.; Zevallos, P.; Garcia, R.; Rodrigues, R.R.","729.0","2001","04","19",NA,Brasil,São Paulo,Itanhaém,NA,-46.7799987792969,-24.1800003051758,NA,NA,ESA075408,ESA075408,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"62",2020-11-04 11:03:28-03,ESALQ,ESA,"73204",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Sztutman, M. et al.","148.0","1999","01","07",NA,Brasil,São Paulo,Pariquera-açu,NA,-47.8800010681152,-24.7099990844727,NA,NA,ESA073204,ESA073204,NA,NA,NA,NA,NA,NA,NA,"17990",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"63",2020-11-04 11:03:28-03,ESALQ,ESA,"75409",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,DC.,NA,"Romão, G.O.; Nave, A.G.; Pereira, M.; Zevallos, P.; Garcia, R.; Rodrigues, R.R.","729.0","2001","04","19",NA,Brasil,São Paulo,Itanhaém,"Rio Ipanema, Caxetal. 7324662m; 0302259m",-46.7799987792969,-24.1800003051758,NA,"Árvore dominante, 6m alt. Frutos verdes.",ESA075409,ESA075409,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"64",2020-11-04 11:03:28-03,ESALQ,ESA,"61886",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,"Souza, V.C. & Rodrigues, R.R.","Kozera, C. et al.","821.0","1999","01","10",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA061886,ESA061886,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"65",2020-11-04 11:03:28-03,ESALQ,ESA,"4593",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) DC.,NA,"Catharino, E.L.M.","28.0","1984","04","07",NA,Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,ESA004593,ESA004593,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"66",2020-11-04 11:03:28-03,ESALQ,ESA,"82490",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,NA,"Sampaio, D., XII/2002","Mazine, F.F.; Sampaio, D.; Forster, W.; Salmazo, P.B. ; Ribeiro Jr., E.","748.0","2002","12","08",NA,Brasil,São Paulo,Cananéia,Parque Estadual da Ilha do Cardoso. Mata de Restinga.,-47.9199981689453,-25.0100002288818,NA,Árvore ca. 4m. Flor branca.,ESA082490,ESA082490,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8400001525879,-24.4799995422363,"67",2020-11-04 11:03:28-03,ESALQ,ESA,"22348",PreservedSpecimen,Plantae,Magnoliophyta,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,DC.,"Lohmann, L.G.","Souza, J.P.; Zandoval, J.A.; Miyagi, P.H.","101.0","1995","02","16",NA,Brasil,São Paulo,Registro,Estrada para Sete Barras a 5km de Registro. Beira de brejo.,-47.8400001525879,-24.4799995422363,NA,"Árvore 3-4m alt. Flores creme, tubo da corola amarelo interiormente, frutos imaturos verdes.",ESA022348,ESA022348,NA,NA,NA,NA,NA,NA,NA,"25922",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.918056,-24.9025,"85",2021-03-01 16:26:43-03,UNICAMP,UEC,"149615",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Urbanetz, C","Urbanetz, C","483","2007",NA,NA,NA,Brazil,São Paulo,Cananéia,"Km 31 da rodovia SP-226, estrada de terra para o mar de dentro.",-47.918056,-24.9025,NA,"Árvore de 7m de altura. Flores com pétalas brancas.; Floresta alta de restinga.",UEC148323,UEC148323,NA,NA,NA,NA,"-47.918056","-24.9025",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.502778,-23.619722,"87",2021-03-01 16:26:43-03,UNICAMP,UEC,"166883",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, JC","134","2010","06","01",NA,Brazil,São Paulo,Caraguatatuba,Parque Estadual da Serra do Mar.,-45.502778,-23.619722,NA,"Árvore com 14 m.; Mata Atlântica.",UEC059360,UEC059360,"50","90","2010","12","-45.502778","-23.619722",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.575,-22.905556,"89",2021-03-01 16:26:43-03,UNICAMP,UEC,"38011",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,NA,"Matthes, LAF","16592","1981","09","18",NA,Brazil,São Paulo,Campinas,"IAC, Fazenda Santa Elisa, Monjolinho",-47.575,-22.905556,NA,flores brancas com amarelas,UEC148321,UEC148321,NA,NA,NA,NA,"-47.575","-22.905556",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.852789,-23.352639,"90",2021-03-01 16:26:43-03,UNICAMP,UEC,"82197",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Nave, AG","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, VF","34713","1996","01","30",NA,Brazil,São Paulo,Ubatuba,Trilha da Casa da Farinha,-44.852789,-23.352639,NA,"árvore 6m, tubo da corola amarelo e pontas das pétalas brancas; transição entre planície e encosta atlântica",UEC148318,UEC148318,NA,NA,NA,NA,"-44.852789","-23.352639",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"93",2021-03-01 16:26:43-03,UNICAMP,UEC,"51634",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,NA,"Salis, SM","275","1989","11","18",NA,Brazil,São Paulo,Bertioga,"beira da estrada Rio-Santos, km 207,5",-46.138599395752,-23.8544006347656,NA,"árvore 3,5m, flor branca com odor agradável; restinga arbórea",UEC148316,UEC148316,NA,NA,NA,NA,NA,NA,NA,"37616",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"94",2021-03-01 16:26:43-03,UNICAMP,UEC,"72562",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,NA,"Leitão Filho, HF; et al.","33393","1995","02","11",NA,Brazil,São Paulo,Cananéia,Ilha Comprida,-47.9199981689453,-25.0100002288818,NA,"árvore 6m, flores brancas; restinga",UEC148313,UEC148313,NA,NA,NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"95",2020-02-10 17:51:29-03,UNICAMP,UEC,"146595",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Cordeiro, I","Barros, F; Forero, E","3135","2006","03","21",NA,Brazil,São Paulo,Cananéia,Ilha do Cardoso,-47.9199981689453,-25.0100002288818,NA,Árvore ca 8 m alt. Flores com corola branca e fauce amarela.,UEC148322,UEC148322,NA,NA,"2006","04",NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"96",2021-03-01 16:26:43-03,UNICAMP,UEC,"33638",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,NA,"Figueiredo, N; Rodrigues, RR","14507","1983","01","16",NA,Brazil,São Paulo,Iguape,Estação Ecológica da Juréia,-47.5499992370605,-24.7000007629395,NA,"arvoreta 3m, flor creme, frutos, sementes aladas; beira de rio",UEC148315,UEC148315,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"97",2021-03-01 16:26:43-03,UNICAMP,UEC,"28751",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Rodrigues, RR","Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","13228","1981","12","11",NA,Brazil,São Paulo,Iguape,Restinga do Grajaú,-47.5499992370605,-24.7000007629395,NA,"arvoreta até 6m, flores brancas; mangue",UEC148312,UEC148312,NA,NA,NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7799987792969,-24.1800003051758,"98",2021-03-01 16:26:43-03,UNICAMP,UEC,"121532",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,NA,"Romão, GO; Nave, AG; Pereira, M; Zevallos, P; Garcia, R; Rodrigues, RR","729","2001","04","19",NA,Brazil,São Paulo,Itanhaém,"Rio Ipanema, caxetal, 7324662m, 0302259m",-46.7799987792969,-24.1800003051758,NA,"árvore 6m, frutos verdes; caxetal",UEC148319,UEC148319,NA,NA,NA,NA,NA,NA,NA,"26998",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.9900016784668,-24.3199996948242,"99",2021-03-01 16:26:43-03,UNICAMP,UEC,"37862",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Vigna, EAGD","Figueiredo, N; Rocha, DS","15603","1983","11","06",NA,Brazil,São Paulo,Peruíbe,Estação Ecológica da Juréia,-46.9900016784668,-24.3199996948242,NA,"árvore 4m, flores brancas, guia de nectar amarelo",UEC148317,UEC148317,NA,NA,"1987","11",NA,NA,"13","21922",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8400001525879,-24.4799995422363,"100",2021-03-01 16:26:43-03,UNICAMP,UEC,"76358",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Miyagi, PH","Souza, JP; Zandoval, JA; Miyagi, PH","101","1995","02","16",NA,Brazil,São Paulo,Registro,estrada para Sete Barras a 5km de Registro,-47.8400001525879,-24.4799995422363,NA,"árvore 3-4m, flores creme, tubo da corola amarelo interiormente, frutos imaturos verdes; beira de brejo",UEC148311,UEC148311,NA,NA,"1995","02",NA,NA,NA,"25922",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"101",2021-03-01 16:26:43-03,UNICAMP,UEC,"832",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,"Gentry, A","Gibbs, PE; Leitão Filho, HF; Kinoshita, LS; Andrade, JB","3459","1976","11","09",NA,Brazil,São Paulo,Ubatuba,ao redor do Hotel das Flores,-45.0699996948242,-23.4300003051758,NA,"arvoreta em brejo, flores brancas com a fauce do tubo amarela, folhas verde-escuro, algo reluzente; campo brejoso",UEC148304,UEC148304,NA,NA,"1981",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"102",2021-03-01 16:26:43-03,UNICAMP,UEC,"96479",S,Plantae,Magnoliopsida,NA,Bignoniaceae,Tabebuia,cassinoides,Tabebuia cassinoides,(Lam.) A.DC.,NA,"Assis, MA; et al.","453","1994","10","28",NA,Brazil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,"árvore 7m, inerior do tubo amarelo com linhas amarelas escuras, frutos imaturos verdes; mangue doce",UEC148309,UEC148309,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
