X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,typeStatus,recordNumber,stateProvince,locality,phylum,order,scientificNameAuthorship,identifiedBy,imagecode,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,county,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,class,fieldNumber,individualCount,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-50.4099998474121,-22.6599998474121,"395",2020-11-12 17:00:37-03,UEL,FUEL,"36436",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Medri, C; et al.","1997","08","07",NA,Brasil,NA,NA,NA,FUEL006419,NA,"325",São Paulo,Reserva Instituto Florestal,Tracheophyta,Laurales,Meisn.,"Vieira, AOS; Estevan, DA",NA,-50.4099998474121,-22.6599998474121,NA,NA,Assis,NA,NA,"23972",auto,"2004",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.783333,-21.916667,"404",2019-11-01 15:01:56-03,UnB,UB,"6019",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Gomes Júnior, JC","1964","06","23",Southern America,Brasil,NA,NA,"Ráquis da inflorescência vermelho.; Arbusto 3m. Flor verde-amarelado; Cerrado.",NA,NA,"1992",Mato Grosso do Sul,Fazenda Retiro dos Telhados. Margem do rio Campo Triste,Dicotyledoneae,NA,Meisn.,"Bucci, FFB",NA,-48.783333,-21.916667,NA,NA,Três Lagoas,"-48.783333","-21.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-50.4099998474121,-22.6599998474121,"462",2021-03-04 15:43:50-03,IF,SPSF,"10816",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,A.Celso,"1986","08","11",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,SP,E.E.Instituto Florestal,Magnoliophyta,Laurales,NA,NA,NA,-50.4099998474121,-22.6599998474121,NA,NA,Assis,NA,NA,"23972",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"463",2021-03-04 15:43:50-03,IF,SPSF,"19551",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,S.E.Martins,"1994","11","24",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area poluida&nf;;",NA,NA,"164",SP,"P.E.Serra do Mar, vale do rio Mogi,",Magnoliophyta,Laurales,NA,NA,NA,-46.4199981689453,-23.8899993896484,NA,NA,Cubatão,NA,NA,"15123",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"464",2021-03-04 15:43:50-03,IF,SPSF,"16647",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,S.E.Martins,"1993","09","01",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"75",SP,"P.E.Serra do Mar, vale do rio Moji",Magnoliophyta,Laurales,NA,NA,NA,-46.4199981689453,-23.8899993896484,NA,NA,Cubatão,NA,NA,"15123",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"465",2021-03-04 15:43:50-03,IF,SPSF,"16648",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,S.E.Martins,"1993","12","02",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"20",SP,"P.E.Serra do Mar, vale do rio Moji",Magnoliophyta,Laurales,NA,NA,NA,-46.4199981689453,-23.8899993896484,NA,NA,Cubatão,NA,NA,"15123",auto,NA,NA,NA,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"475",2020-08-26 10:49:20-03,MCN-FZBRS,HAS,"89893",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Mattos, J.","1961","09",NA,NA,Brasil,NA,NA,"Na mata secundária, 2,5 km de altura. Panículas grandes, terminais.",HAS0089893,NA,"9.151",São Paulo,"15 km ao norte da cidade, 1,5 km da BR2",Magnoliophyta,NA,Meisn.,"Moraes, P.",NA,-46.6300010681152,-23.5400009155273,NA,NA,São Paulo,NA,NA,"53584",auto,"2014","08","29",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"476",2020-08-26 10:49:20-03,MCN-FZBRS,HAS,"90015",PreservedSpecimen,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Pinho, R.","1946","08",NA,NA,Brasil,NA,NA,Amostra de madeira nº 33,HAS0090015,NA,"29",São Paulo,"Ibiti, bairro do Pico",Magnoliophyta,NA,Meisn.,"Pedralli, G.",NA,-46.6300010681152,-23.5400009155273,NA,NA,São Paulo,NA,NA,"53584",auto,"1982",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"483",2019-11-21 10:07:18-03,IBt,SP,"344748",S,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Correa Gomes Jr, J","1964","09","18",NA,Brasil,NA,NA,NA,SP034140,NA,"2157",Mato Grosso do Sul,Fazenda do Servo do Dr. Saide Saior,NA,NA,Meisn.,"Nicolau, SA",SP034140,-49,-22,NA,NA,Três Lagoas,"-49","-22",NA,NA,"2001","01","04",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"484",2019-11-21 10:07:18-03,IBt,SP,"344756",S,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Correa Gomes Jr, J","1964","09","21",NA,Brasil,NA,NA,NA,SP034139,NA,"2210",Mato Grosso do Sul,Retiro das telhas margem esquerda do rio Campo Triste,NA,NA,Meisn.,"Nicolau, SA",SP034139,-49,-22,NA,NA,Três Lagoas,"-49","-22",NA,NA,"2001","01","04",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.783333,-21.916667,"485",2019-11-21 10:07:18-03,IBt,SP,"300993",S,Plantae,Lauraceae,Aiouea,trinervis,Aiouea trinervis,"Correa Gomes Jr, J","1964","06","23",NA,Brasil,NA,NA,NA,SP034147,NA,"1992",Mato Grosso do Sul,"Fazenda Retiro dos Telhados, margem do rio Campo Triste",NA,NA,Meisn.,"Bucci, F",SP034147,-48.783333,-21.916667,NA,NA,Três Lagoas,"-48.783333","-21.916667",NA,NA,"1996","06","25",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
