X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,recordedBy,county,decimalLongitude,decimalLatitude,yearIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,monthIdentified,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,individualCount,infraspecificEpithet,fieldNumber,typeStatus,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.827944,-22.09725,"118",2021-03-15 18:24:52-03,USP,SPF,"157026",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,"Farinaccio, MA","485","2001","12","23",NA,Brasil,São Paulo,"SP 310, km 221. Rodovia Washington Luis, São Carlos, sentido Rio Claro.",NA,"Planta ereta, latescente em cerrado. Flores de corola atro-purpurea. Corona amarela a esverdeada. Ginostégio amarelo, vináceo no ápice.",SPF00157026,NA,"Farinaccio, MA",São Carlos,-47.827944,-22.09725,"2001","-47.827944","-22.09725",NA,NA,NA,"12","761","761",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"125",2021-03-15 18:24:52-03,USP,SPF,"188670",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,"Farinaccio, MA","752","2005","12",NA,NA,Brasil,São Paulo,Jardim Floridiana.,NA,"Ereta, latescente. Flores castanhas, corona amarela.",SPF00188670,NA,"Farinaccio, MA",Rio Claro,-47.560001373291,-22.4099998474121,"2006",NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"126",2021-03-15 18:24:52-03,USP,SPF,"157027",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,"Farinaccio, MA","489","2001","12","26",NA,Brasil,São Paulo,Jardim Floridiana. Terrenos baldios próximo ao SESI.,NA,"Planta ereta, latescente. Botões vináceos. Flores de corola atropurpurea. Corona amarela. Inflorescências eretas. Frutos maduros amarelos salpicados de vinho. Sementes castanhas.; Área degradada, anteriormente área de cerrado.",SPF00157027,NA,"Farinaccio, MA",Rio Claro,-47.560001373291,-22.4099998474121,"2001",NA,NA,"21773",auto,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"127",2021-03-15 18:24:52-03,USP,SPF,"157028",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,"Farinaccio, MA","490","2001","12","27",NA,Brasil,São Paulo,Jardim Floridiana. Terrenos baldios próximo ao SESI.,NA,"Planta ereta, latescente. Botões vináceos. Pedúnculos e pedicelos vináceos a verdes. Flores de corola atrop-purpurea, menos freqüentemente coral. Corona amarela. Inflorescências eretas. Frutos maduros, amarelos com máculas vináceas o",SPF00157028,NA,"Farinaccio, MA",Rio Claro,-47.560001373291,-22.4099998474121,"2001",NA,NA,"21773",auto,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"128",2021-03-15 18:24:52-03,USP,SPF,"160926",PreservedSpecimen,Plantae,NA,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,"Farinaccio, MA","599","2004","01","04",NA,Brasil,São Paulo,Jardim Florindiana.,NA,"Planta ereta, latescente em terreno abandonado próximo ao SESI. Inflorescência ereta. Corola atro-purpurea. Corona amarela.",SPF00160926,NA,"Farinaccio, MA",Rio Claro,-47.560001373291,-22.4099998474121,"2003",NA,NA,"21773",auto,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8228,-22.2528,"137",2020-01-27 18:24:15-03,IAC,IAC,"7342",S,Plantae,NA,NA,Apocynaceae-5.Asclepiadoideae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,M.A. Farinaccio,s/nº,"1943","11","12",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,A.S. Lima,Itirapina,-47.8228,-22.2528,"1997","-47.8228","-22.2528",NA,NA,NA,"12",NA,NA,"27",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.827778,-22.080556,"138",2020-08-11 15:54:03-03,CEPLAC,CEPEC,"97051",PreservedSpecimen,Plantae,NA,NA,Asclepiadaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,NA,M. A. Farinaccio,"480","2001","12","21",NA,Brasil,São Paulo,"SP 310, Km 221. Rod. Washington Luis, São Carlos, sentido Rio Claro.",NA,NA,NA,NA,M. A. Farinaccio,SÃO CARLOS,-47.827778,-22.080556,NA,47W49'40,22S4'50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30/12/2001,"35",São Paulo,SP,Sudeste
-47.827778,-22.097222,"140",2019-11-01 14:52:50-03,UnB,UB,"117925",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H. Buek,"Farinaccio, MA","480","2001","12","21",Southern America,Brasil,São Paulo,"SP 310, Km 221. Rodovia Washington Luís, São Carlos, sentido Rio Claro",NA,"Flores de corola atro-purpurea. Corona amarela a esverdeada. Ginostégio amarelo, vináceo no ápice.; Cerrado",NA,NA,"Farinaccio, MA",São Carlos,-47.827778,-22.097222,NA,"-47.827778","-22.097222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.439998626709,-22.8799991607666,"141",2019-11-01 14:52:50-03,UnB,UB,"117926",PreservedSpecimen,Plantae,Dicotyledoneae,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H. Buek,"Pereira, JF",21-301072,"1972","10","30",Southern America,Brasil,São Paulo,"Distrito de Rubião Júnior, a 5km SW da Faculdade de Ciências Médicas e Biológicas de Botucatu",NA,"Pétalas pretas; látex branco.; Cerrado",NA,NA,"Gottsberger, IS",Botucatu,-48.439998626709,-22.8799991607666,NA,NA,NA,"40412",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.560001373291,-22.4099998474121,"161",2019-11-21 09:58:52-03,IBt,SP,"370518",S,Plantae,NA,NA,Apocynaceae,Oxypetalum,arnottianum,Oxypetalum arnottianum,H.Buek,"Farinaccio, MA","490","2001","12","27",NA,Brasil,São Paulo,Jardim Floridiana. Terrenos baldios próximos ao SESI,NA,NA,NA,NA,"Farinaccio, MA; Farinaccio, FC",Rio Claro,-47.560001373291,-22.4099998474121,"2005",NA,NA,"21773",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
