X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,phylum,order,coordinatePrecision,individualCount,geoFlag,continentOcean,preparationType,relationshipType,relatedCatalogItem,class,infraspecificEpithet,typeStatus,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.916667,-24.166667,"30",2020-02-10 17:51:38-03,UNICAMP,UEC,"137463",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Zappi, DC","2003",NA,NA,"Breier, TB; Budke, JC","0489","2002","08","19",Brazil,São Paulo,Sete Barras,"Parque Estadual Carlos Botelho, Núcleo Sete Barras.",-47.916667,-24.166667,"-47.916667","-24.166667",NA,NA,NA,UEC090876,UEC090876,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.885,-24.608333,"32",2021-03-01 16:27:18-03,UNICAMP,UEC,"90228",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,NA,NA,NA,NA,"Leitão Filho, HF; et al.","33217","1995","02","10",Brazil,São Paulo,Pariquera-Açu,Estação Esperimental do IAC.,-47.885,-24.608333,"-47.885","-24.608333",NA,NA,"Epífita, frutos imaturos brancos botões florais esverdeados.",UEC090869,UEC090869,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5499992370605,-23.1100006103516,"33",2019-08-20 10:08:47-03,UNICAMP,UEC,"140598",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Breier, TB",NA,NA,NA,"Breier, TB","1297","2005","06","18",Brazil,São Paulo,Atibaia,Grota Funda.,-46.5499992370605,-23.1100006103516,NA,NA,NA,NA,NA,UEC090874,UEC090874,Magnoliopsida,NA,"21675",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"34",2019-08-20 10:08:47-03,UNICAMP,UEC,"132277",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Aona, LYS","2003","11",NA,"Pansarin, ER","525","2003","11",NA,Brazil,São Paulo,Jundiaí,"Serra do Japi, Dentro da mata.",-46.8800010681152,-23.1800003051758,NA,NA,NA,NA,NA,UEC090875,UEC090875,Magnoliopsida,NA,"17840",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9900016784668,-23.8700008392334,"35",2021-03-01 16:27:18-03,UNICAMP,UEC,"60086",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,NA,NA,NA,NA,"Lombardi, JA","113","1992","06","06",Brazil,São Paulo,São Miguel Arcanjo,Parque Estadual Carlos Botelho - Municípios de Capão Bonito e Sete Barras.,-47.9900016784668,-23.8700008392334,NA,NA,NA,NA,"Epífita, estéril, em árvore caida perto hospedaria.",UEC090872,UEC090872,Magnoliopsida,NA,"27904",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-23.1000003814697,"36",2021-03-01 16:27:18-03,UNICAMP,UEC,"87267",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,NA,NA,NA,NA,"Bernacci, LC; Cardoso, EG; Silva, AMC; Bom, JCA","530","1994","07","20",Brazil,São Paulo,Tietê,Instituto Agronômico.,-47.7099990844727,-23.1000003814697,NA,NA,NA,NA,"Erva epífita pendente, ramos com projeções.; Terreno ondulado, mata mesófila semidecídua.",UEC090870,UEC090870,Magnoliopsida,NA,"26682",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"37",2019-08-20 10:08:47-03,UNICAMP,UEC,"147833",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Salm-Dyck ex Pfeiff.,"Aona, LYS",NA,NA,NA,"Breier, TB","1124","2003","12","05",Brazil,São Paulo,Ubatuba,Parque Estadual Picinguaba (SP).,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,UEC090871,UEC090871,Magnoliopsida,NA,"34265",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"60",2019-08-15 09:03:25-03,UESC,UESC,"14055",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa subsp. septetrionalis,(Salm-Dyck ex Pfeiff.) Salm-Dyck,E.A.Rocha,"2007","11",NA,E.A. Rocha,"1649","2007","11","01",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"Epífita, cerda de 70-90 cm de comprimento.; Material vegetativo. Planta ornamental. Rara no local. Anatomia 3.",UESC0014055,NA,Angiospermae,Florideophycidae,"53584",NA,auto,NA,NA,NA,NA,Dicotyledoneae,subsp. septetrionalis,NA,"35",São Paulo,SP,Sudeste
-48.8400001525879,-24.5,"67",2021-02-11 17:18:26-03,UFPR,UPCB,"73074",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Soller, A.","2011","10","06","Soller, A.","155","2011","09","23",Brasil,São Paulo,Apiaí,P.E. Turístico Alto Ribeira (PETAR),-48.8400001525879,-24.5,NA,NA,NA,NA,"Estrada p/ Santana, floreceu em 6/10/11, flores róseas, planta com 4-5 m comprimento..",NA,NA,NA,NA,"37738",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"70",2021-03-04 11:06:37-03,UFRB,HURB,"759",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,L.Y.S.Aona,"2008","11",NA,"Pastore, J.A.; Arzolla, F.A.R.D.P.; Santos, J.R.","1338","2005","07","20",Brasil,São Paulo,Mairiporã,"Parque Estadual da Cantareira; Pinheirinho, interior da mata",-46.5800018310547,-23.3099994659424,NA,NA,"742","742",UTM 7.413.589 N e 344.207 E.,HURB000000759,HURB000000759 HURB000000759_1,Anthophyta,NA,"15840",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.511111,-22.8375,"71",2020-06-15 15:29:46-03,UNESP-RC,HRCB,"51710",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Lombardi, J.A.","2009","12",NA,"Santos, L.B.","458","2009","11","16",Brasil,São Paulo,Botucatu,Parque Ecológico da Pavuna,-46.511111,-22.8375,46º30'40W,22º50'15S,"750","750","epífita carnosa, caule com três costelas, torcidas entre si, frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8800010681152,-23.1800003051758,"73",2020-06-15 15:29:46-03,UNESP-RC,HRCB,"48454",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,NA,NA,NA,NA,Lombardi,"6904","2007","09","18",Brasil,São Paulo,Jundiaí,NA,-46.8800010681152,-23.1800003051758,46º56'08.8W,"23º13'49,6S","850","850","borda da trilha, base de afloramento rochoso e ao longo de córregos. Sobre rocha, pendente, flore velhas, frutos imaturos verdes",NA,NA,NA,NA,"17840",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"74",2020-06-17 15:24:58-03,UNESP-RC,HRCB,"14524",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa subsp. paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,L.Y.S Sona,NA,NA,NA,"Romero, R.",NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",NA,auto,NA,NA,NA,NA,NA,subsp. paradoxa,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"79",2020-09-12 05:00:02-03,US,US,"762787",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck) Pfeiff.,NA,NA,NA,NA,J. N. Rose,"20848","1915","8","14",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,US00180703,US00180703_01,NA,Caryophyllales,"53584","1",auto,South America - Neotropics,NA,NA,NA,Dicotyledonae,NA,NA,"35",São Paulo,SP,Sudeste
-45.366694,-23.843472,"89",2019-11-13 11:17:24-03,USP,SPF,"191360",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Calvente, AM","2008",NA,NA,"Calvente, AM","372","2007","12","01",Brasil,São Paulo,São Sebastião,"Parque Estadual da Serra do Mar, núcleo ilhabela.",-45.366694,-23.843472,"-45.366694","-23.843472","225","225",NA,SPF00191360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.49525,-23.93425,"91",2019-11-13 11:17:24-03,USP,SPF,"194542",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Calvente, AM","2006",NA,NA,"Calvente, AM","235","2006","05","30",Brasil,São Paulo,São Vicente,NA,-46.49525,-23.93425,"-46.49525","-23.93425","224","224",NA,SPF00194542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.3600006103516,-24.0900001525879,"96",2019-11-13 11:17:24-03,USP,SPF,"187874",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Temponi, LG","2007",NA,NA,"Bazarian, SV","103","2006","06","03",Brasil,São Paulo,Ribeirão Grande,Coord. 23°00' - 23°05' S - 48°11'- 48°16'W.,-48.3600006103516,-24.0900001525879,NA,NA,"800","1000",NA,SPF00187874,NA,NA,NA,"25028",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7147,-23.1019,"103",2020-01-27 18:24:28-03,IAC,IAC,"29183",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,s/det.,"1994","07","20","L.C. Bernacci; E.G. Cardoso; A.M.C. Silva & J.C.A. Bom","530","1994","07","20",Brasil,São Paulo,Tietê,"IAC, Estação Experimental",-47.7147,-23.1019,"-47.7147","-23.1019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"110",2019-11-13 16:04:34-03,UNISANTA,HUSC,"2143",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,"Zappi, D.","2000",NA,NA,"Martins, S.E.; Pereira, O.J.","562","1999","10","13",Brasil,São Paulo,Bertioga,"Guaratuba, Condomínio Costa do Sol",-46.138599395752,-23.8544006347656,NA,NA,NA,NA,"Epífita, Tépalas creme, estames creme e pistilo alvo; Transição de Mata de Encosta para Mata de Restinga",NA,NA,Magnoliophyta,NA,"37616",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"111",2019-11-13 16:04:34-03,UNISANTA,HUSC,"12010",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,D.R. Gonzaga,"2017","07",NA,"P.S.P Sampaio; O.J.G. Almeida; R.C. kamikawachi","1694","2017","07","11",Brasil,São Paulo,Bertioga,"Parque Estadual Restinga de Bertioga; trilha da captação de água em Guaratuba.",-46.138599395752,-23.8544006347656,NA,NA,NA,NA,"Epífita em subosque, estéril.; Vegetação de restinga; Floresta de Restinga Alta.",NA,NA,Magnoliophyta,NA,"37616",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3300018310547,-23.9599990844727,"112",2020-07-21 15:08:14-03,UNISANTA,HUSC,"12330",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,(Salm-Dyck ex Pfeiff.) Salm-Dyck,D.R.Gonzaga,"2017","06",NA,P.S.P.Sampaio,"1774","2017","06","26",Brasil,São Paulo,Santos,Rua Doutor Moura Ribeiro próximo ao n 125,-46.3300018310547,-23.9599990844727,NA,NA,NA,NA,"Epífita estéril em árvore morta.; Urbano.",NA,NA,Magnoliophyta,NA,"26836",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"119",2021-03-04 15:42:46-03,IF,SPSF,"34997",PreservedSpecimen,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm.-Dyck,L. Y. S. Aona,"2008","12","03",J.A.Pastore & F. A. R. D. P. Arzolla & J.R.Santos,"1338","2005","07","20",Brasil,SP,Mairiporã,"Parque Estadual da Cantareira, Pinheirinho",-46.5800018310547,-23.3099994659424,NA,NA,NA,NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Epífita, flores brancas; GEOGRAFIA: Interior da mata.;",NA,NA,Magnoliophyta,Caryophyllales,"15840",NA,auto,América do Sul,NA,NA,NA,Magnoliopsida,NA,NA,"35",São Paulo,SP,Sudeste
-46.138599395752,-23.8544006347656,"131",2020-11-26 09:59:46-03,IBt,SP,"366538",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,NA,NA,NA,NA,"Martins, SE","562","1999","10","13",Brasil,São Paulo,Bertioga,NA,-46.138599395752,-23.8544006347656,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37616",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.8499984741211,-23.6399993896484,"132",2019-11-21 10:03:01-03,IBt,SP,"406785",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,"Ostinowsky, AV","2008","04","29","Shirasuna, RT; et al.","320","2007","09","20",Brasil,São Paulo,Embu,"Lote 5 Rodoanel Mário Covas, Trecho Sul",-46.8499984741211,-23.6399993896484,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6851",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.3499984741211,-23.7700004577637,"133",2020-04-15 17:19:34-03,IBt,SP,"249569",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,NA,NA,NA,NA,"Taylor, NP","1647","1991","06","13",Brasil,São Paulo,Ilhabela,NA,-45.3499984741211,-23.7700004577637,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23719",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"134",2019-11-21 10:03:01-03,IBt,SP,"254472",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,"Calvente, AM","2004","03","15","Mamede, MCH; et al.","495","1991","11","28",Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, Serra da Juréia, caminho do Imperador em direção à praia da Juréia, mata",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,"Epífita, ramos pendentes, flores amarelas",NA,NA,NA,NA,"55628",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.7099990844727,-23.1000003814697,"135",2020-07-02 08:39:46-03,IBt,SP,"278219",S,Plantae,Cactaceae,Rhipsalis,paradoxa,Rhipsalis paradoxa,Salm-Dyck,NA,NA,NA,NA,"Bernacci, LC","530","1994","07","20",Brasil,São Paulo,Tietê,NA,-47.7099990844727,-23.1000003814697,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26682",NA,auto,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
