X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,typeStatus,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,dayIdentified,class,coordinatePrecision,geoFlag,fieldNumber,individualCount,infraspecificEpithet,previousCatalogNumber,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.5900001525879,-22.7299995422363,"62",2019-11-01 15:28:29-03,PUC-RIO,FCAB,"7156",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"D. Legrand; Kausel",P. Capell S.J.,"1369","1952","12","12",Brasil,São Paulo,Campos do Jordão,NA,-45.5900001525879,-22.7299995422363,NA,NA,Bimestrale árvores fora da floresta atrás da nossa casa.,"007156",NA,NA,Angiospermae,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.013889,-23.229167,"71",2020-10-01 14:24:09-03,JBB,HEPH,"32368",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(A.DC.) D.Legrand & Kausel,"Meireles, L; Maruyama, A","Maruyama, A; Cicco, L","550","2016","09","07",Brasil,São Paulo,Cunha,NA,-45.013889,-23.229167,"-45.013889","-23.229167",Floresta Ombrófila,NA,NA,Dicotyledon,Myrtales,NA,Southern America,"1046","1046",NA,"2016","09","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.014444,-23.229722,"75",2021-02-11 17:20:42-03,UFPR,UPCB,"95060",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,cf. rufescens,Myrceugenia cf. rufescens,(DC.) D.Legrand & Kausel,"Maruyama, A.","Maruyama, A. | Cicco, L.","1007","2018","02","11",Brasil,São Paulo,Cunha,Sítio Vivenda das Meninas,-45.014444,-23.229722,"-45.014444","-23.229722","Floresta Ombrófila densa. Árvore ca. 5,0 m alt. Frutos maduros amarronzados",UPCB0046289,NA,NA,NA,NA,NA,"1120","1120",NA,"2018","02","11",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"81",2020-09-12 05:00:02-03,US,US,"2790592",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,F. C. Hoehne,s.n.,"1931","9","28",Brazil,São Paulo,São Paulo,Nativa no Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891733,US01891733_01 US01891733_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"82",2020-09-12 05:00:02-03,US,US,"2780099",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,A. Usteri,s.n.,"1906","9","19",Brazil,São Paulo,São Paulo,Avenida Paulista,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891736,US01891736_01 US01891736_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"83",2020-09-12 05:00:02-03,US,US,"2622748",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,A. C. Brade,"21290","1953","10",NA,Brazil,São Paulo,São Paulo,Vila Ema,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891730,US01891730_01 US01891730_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"86",2020-09-12 05:00:02-03,US,US,"1802780",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,B. J. Pickel,"5374","1941","9","1",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891732,US01891732_01 US01891732_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"88",2020-09-12 05:00:02-03,US,US,"2780100",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,F. C. Hoehne,s.n.,"1918","9","14",Brazil,São Paulo,São Paulo,Vila Cerqueira Cezar,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891734,US01891734_01 US01891734_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.560001373291,-23.6900005340576,"89",2020-09-12 05:00:02-03,US,US,"2790639",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,A. C. Brade,"7407","1913","10","26",Brazil,São Paulo,São Bernardo do Campo,NA,-46.560001373291,-23.6900005340576,NA,NA,NA,US01891735,US01891735_01 US01891735_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"31119",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"90",2020-09-12 05:00:02-03,US,US,"1802830",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,NA,NA,"5375","1941","9","1",Brazil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,US01891731,US01891731_01 US01891731_02,NA,Myrtales,NA,South America - Neotropics,NA,NA,NA,NA,NA,NA,Dicotyledonae,"53584",auto,NA,"1",NA,NA,"35",São Paulo,SP,Sudeste
-46.9099998474121,-23.6000003814697,"99",2019-11-13 11:26:55-03,USP,SPF,"219498",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,Anônimo,"Bernacci, LC","3008","2001","01","11",Brasil,São Paulo,Cotia,Caucaia do Alto,-46.9099998474121,-23.6000003814697,NA,NA,NA,SPF00219498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23869",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"100",2019-11-13 11:26:55-03,USP,SPF,"12329",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, W","1929","1945","09","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012329,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"101",2019-11-13 11:26:55-03,USP,SPF,"12328",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, W","1881","1945","10","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012328,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"102",2019-11-13 11:26:55-03,USP,SPF,"82270",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J",Sem coletor,s.n.,NA,NA,NA,Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00082270,NA,NA,NA,NA,NA,NA,NA,NA,"1961",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"103",2019-11-13 11:26:55-03,USP,SPF,"81923",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, FC",s.n.,"1931","09","28",Brasil,São Paulo,São Paulo,Jardim Botânico de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00081923,NA,NA,NA,NA,NA,NA,NA,NA,"1961","03",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"104",2019-11-13 11:26:55-03,USP,SPF,"12327",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Mattos, J","Hoehne, W","1468","1944","09","12",Brasil,São Paulo,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,SPF00012327,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"124",2018-05-14 16:14:20-03,F,FMNH-SEEDPLANTS,V0349049F,PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,NA,RRC ID Flag,W. Hoehne,SPF 12327,"1944","9","12",Brazil,São Paulo,NA,NA,-49,-22,NA,NA,NA,V0349049F,V0349049F_01 V0349049F_02,Spermatophyta,NA,NA,South America,NA,NA,NA,NA,NA,NA,Dicotyledoneae,NA,NA,"12327",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.072134,-23.708332,"126",2020-11-23 11:39:09-03,IAC,IAC,"40375",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G. Durigan,L.C. Bernacci & G. Durigan,"3058","2001","04","26",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Tereza",-47.072134,-23.708332,"-47.072134","-23.708332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","04","26",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.062946,-23.725098,"127",2019-01-25 15:35:34-02,IAC,IAC,"40979",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G.A.D.C. Franco et al.,L.C. Bernacci & G.A.D.C. Franco et al.,"2960","2000","12","07",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",-47.062946,-23.725098,"-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.062946,-23.725098,"128",2019-01-25 15:35:34-02,IAC,IAC,"40983",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G.A.D.C. Franco et al.,L.C. Bernacci & G.A.D.C. Franco et al.,"2964","2000","12","07",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",-47.062946,-23.725098,"-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","12","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.072921,-23.715509,"129",2020-11-23 11:39:09-03,IAC,IAC,"41027",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci & G.F. Árbocz,L.C. Bernacci & G.F. Árbocz,"3008","2001","01","11",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Beto Borracheiro",-47.072921,-23.715509,"-47.072921","-23.715509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","01","11",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.072168,-23.72448,"130",2020-11-23 11:39:09-03,IAC,IAC,"41835",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; E. Quirino & E. Furlan","3268","2001","08","08",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Godoy",-47.072168,-23.72448,"-47.072168","-23.72448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001","08","08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.062946,-23.725098,"131",2020-11-23 11:39:09-03,IAC,IAC,"42128",S,Plantae,Myrtaceae-2.Myrtoideae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,L.C. Bernacci et al.,"L.C. Bernacci; G.A.D.C. Franco; G. Durigan; G.F. Árbocz & E. Furlan","3288","2000","11","09",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Mioko",-47.062946,-23.725098,"-47.062946","-23.725098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","11","09",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.9599990844727,-23.0699996948242,"146",2019-11-01 15:05:57-03,UnB,UB,"144763",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D. Legrand & Kausel,"Meireles, LD","Lucas, EJ; et al.;","469","2006","11","18",Brasil,São Paulo,Cunha,"Distrito de Campos Novos, próximo a Sete.",-44.9599990844727,-23.0699996948242,NA,NA,"Material coletado em sílica.; Árvore de c.8 m de altura, frutos jovens verde.; Floresta ombrófila densa alto montanha.",NA,NA,Dicotyledoneae,NA,NA,Southern America,"1099","1099",NA,"2017","10",NA,NA,"38855",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-51.6500015258789,-21.9699993133545,"147",2019-11-01 15:05:57-03,UnB,UB,"190769",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D. Legrand & Kausel,"Meireles, LD","Menini Neto, L; Salimena, FRG; Nobre, PH","942","2010","09","25",Brasil,São Paulo,Santo Anastácio,Parque Estadual da Serra do Papagaio. Trilha para o Pico do Papagaio.,-51.6500015258789,-21.9699993133545,NA,NA,"Árvore 2,5m. alt.; folhas discolores; frutos imaturos verdes.; No campo, proximo ao curso d'água.",NA,NA,Dicotyledoneae,NA,NA,Southern America,NA,NA,NA,"2017","10",NA,NA,"31681",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"148",2019-11-01 15:05:57-03,UnB,UB,"131444",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D. Legrand & Kausel,"Mattos, J","Hoehne, W",SPF12327,"1944","09","12",Brasil,São Paulo,São Paulo,Parque do Estado de São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,Arbusto.,NA,NA,Dicotyledoneae,NA,NA,Southern America,NA,NA,NA,"1963",NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"149",2019-10-03 10:04:16-03,UFSCar,SORO,"7664",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,J.R.Mattos,NA,"1881","1945","10","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"150",2019-10-03 10:04:16-03,UFSCar,SORO,"7663",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,J.R.Mattos,NA,"1929","1945","09","05",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963","10",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"152",2019-10-03 10:04:16-03,UFSCar,SORO,"7662",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,J.R.Mattos,NA,"1468","1944","09","12",Brasil,São Paulo,São Paulo,Parque do Estado.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"154",2019-12-05 14:48:38-03,UFSCar,SORO,"7789",PreservedSpecimen,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,E.H.P.Barretto,"Barretto, E.H.P.; Granato, L.; Carvalho, G.S.","612","2015","12","08",Brasil,São Paulo,São Paulo,"Sítio Nova Esperança, Estrada do Gramado. Capoeirinha.",-46.6300010681152,-23.5400009155273,NA,NA,"Árvore, 6m alt.; frutos verde-acastanhados. Mesmo exemplar de E.H.P.Barretto 587.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","12",NA,NA,"53584",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8199996948242,-22.25,"155",2019-05-06 12:01:02-03,UFU,HUFU,"2830",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Proença, C.","Barbosa, A.A.A.","444","1991","07","06",Brasil,São Paulo,Itirapina,Instituto Florestal,-47.8199996948242,-22.25,NA,NA,Cerrado.,HUFU00017457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22843",auto,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
