X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,recordedBy,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,barcode,imagecode,monthIdentified,dayIdentified,recordNumber,occurrenceRemarks,phylum,order,continentOcean,preparationType,coordinatePrecision,geoFlag,class,relatedCatalogItem,typeStatus,fieldNumber,individualCount,infraspecificEpithet,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.5499992370605,-24.7000007629395,"281",2021-02-11 17:20:44-03,UFPR,UPCB,"94400",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D. Legrand,"Lima, D.F.","2019","Rossi, L. | Nicolau, S.A. | Chu, E.P. | Yamamoto, M.M.A.","1992","07","28",Brasil,São Paulo,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,UPCB0042447,UPCB0042447 UPCB0042447_1,NA,NA,"1059","Mata de encosta . Árvore, 6,0m alt. Inflourescência alvas",NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"282",2021-02-11 17:20:44-03,UFPR,UPCB,"94399",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D. Legrand,"Lima, D.F.","2018","Sugiyama, M. | Silva, S.J.G.","1991","08","15",Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, margem do rio Verde, Pocinho",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,UPCB0042448,UPCB0042448,NA,NA,"925","Árvore 6m alt., flores alvas",NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"283",2021-02-11 17:20:44-03,UFPR,UPCB,"94507",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D. Legrand,"Lima, D.F.","2018","Lohmann, C.E.O. | Pereira, D.F. | Rossi, L. | Nicolau, S.A.","1992","06","24",Brasil,São Paulo,Iguape,"Estação Ecológica Juréia-Itatins, trilha da Figueira",-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,UPCB0042417,UPCB0042417,NA,NA,"37","Árvore 10m alt., 15cm DAP, folhas levemente discolores, frutos imaturos verdes passando a laranja e depois vináceos",NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"289",2021-02-11 17:20:44-03,UFPR,UPCB,"94506",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D. Legrand,NA,"2004","Nicolau, S.A. | Faria, V.B. | Cortez, L.T. | Soares, W.N.","1999","04","13",Brasil,São Paulo,Mogi das Cruzes,Margens do Rio Tietê em direção a Biritiba Mirim,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,UPCB0042415,UPCB0042415,NA,NA,"2292",Margens do Rio Tietê em direção a Biritiba Mirim. Árvore ca. 5m alt. Botões brancos.,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"347",2020-08-31 09:07:57-03,INPA,INPA,"132310",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Sobral, MEG","1984","Hatschbach, GG","1983","05","10",Brasil,São Paulo,Barra do Turvo,"Rod. BR-116, rio Caatinga",-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,INPA0132310,INPA0132310 INPA0132310_e,NA,NA,"46281",NA,Dicotyledon Com-Clade,Myrtales,Southern America,NA,"38172",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-48.5046997070312,-24.7563991546631,"371",2020-09-12 05:00:02-03,US,US,"3034531",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O. Berg) D. Legrand,NA,NA,G. Hatschbach,"1983","5","10",Brazil,São Paulo,Barra do Turvo,"Rod. BR-116, rio Caatinga.",-48.5046997070312,-24.7563991546631,NA,NA,NA,NA,US01892102,US01892102_01 US01892102_02,NA,NA,"46281",NA,NA,Myrtales,South America - Neotropics,NA,"38172",auto,Dicotyledonae,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"389",2020-09-02 16:33:57-03,Cenargen,CEN,"62549",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urban,M. L. Kawasaki,"2000",E. Kuhlmann - SP,"1946","01","29",Brasil,SP,SAO PAULO,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Picada da Bomba, caixa d`água.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,CEN00062549,CEN00062549,NA,NA,NA,NA,NA,NA,NA,Exsicatas,"53584",auto,NA,NA,NA,NA,"1",NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"396",2019-11-13 11:27:01-03,USP,SPF,"199842",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Lima, DF","2016","Lohmann, CEO","1992","06","24",Brasil,São Paulo,Iguape,Estação Ecológica Juréia-Itatins,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,SPF00199842,NA,"06",NA,"37",NA,NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.092482,-23.714883,"442",2019-01-25 15:35:34-02,IAC,IAC,"43132",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,L.C. Bernacci et al.,"2000","L.C. Bernacci; G.A.D.C. Franco; G. Durigan; E.L.M. Catharino; E.Q. Santos & E. Furlan","2000","08","08",Brasil,São Paulo,Ibiúna,"próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Pedro, indivíduo P 42.3",-47.092482,-23.714883,"-47.092482","-23.714883",NA,NA,NA,NA,"08","08","3425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6361,-23.5475,"443",2020-11-23 11:39:23-03,IAC,IAC,"45930",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,M.L. Kawasaki,"2000",O. Handro,"1931","12","16",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6361,-23.5475,"-46.6361","-23.5475",NA,NA,NA,NA,"06","16",s/nº,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8825,-24.608333,"444",2020-11-23 11:39:24-03,IAC,IAC,"36009",S,Plantae,Myrtaceae-2.Myrtoideae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,M.E.G. Sobral,"2002",R.B. Torres et al.,"1998","03","23",Brasil,São Paulo,Pariquera-Açu,"IAC, Estação Experimental, área nativa",-47.8825,-24.608333,"-47.882500","-24.608333",NA,NA,NA,NA,"10","17","438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"463",2019-11-01 15:06:09-03,UnB,UB,"131684",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O. Berg) D. Legrand,"Jaramillo, JBC",NA,"Catharino, ELM","1986","05","22",Brasil,São Paulo,Iguapé,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,"802","Frutos maduros cor de vinho.; Arvoreta 5m.; Restinga",Dicotyledoneae,NA,Southern America,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.926944,-25.083889,"476",2020-01-31 10:39:10-03,IFAM,EAFM,"11927",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O. Berg.) D.Legrand,"Stoike, FC de O","2006","Stoike, FC de O","2006","05","09",Brasil,São Paulo,Cananéia,Ilha de Cananéia,-47.926944,-25.083889,"-47.926944","-25.083889",NA,NA,NA,NA,"05","09","806","; DESC: arbórea; artefato; cerco-fixo; tronco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.926944,-25.083889,"477",2020-01-31 10:39:10-03,IFAM,EAFM,"11926",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O. Berg.) D.Legrand,"Stoike, FC de O","2006","Stoike, FC de O","2006","09","01",Brasil,São Paulo,Cananéia,"Ilha do Cardoso, parcelas",-47.926944,-25.083889,"-47.926944","-25.083889",NA,NA,NA,NA,"09","01","805","; DESC: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"478",2021-03-04 15:45:31-03,IF,SPSF,"24438",PreservedSpecimen,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,NA,NA,NA,C.Kozera,"1999","01","10",Brasil,SP,Iguape,E.Ecol.Chauás,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,NA,NA,NA,NA,"824","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta de restinga&nf;;",Magnoliophyta,Myrtales,América do Sul,NA,"55628",auto,Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883,-23.5228,"483",2016-04-07 09:43:40-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Myrtaceae,Aulomyrcia,laxiflora,Aulomyrcia laxiflora latifolia,O.Berg,NA,NA,"Saint-Hilaire, AFCP",NA,NA,NA,Brazil,São Paulo,Moji das Cruzes,prope villam Mugi das Cruzes,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,Original herbarium: Camb.,NA,NA,Southern America,NA,"28666",auto,NA,NA,NA,NA,NA,latifolia,"35",São Paulo,SP,Sudeste
-46.1883,-23.5228,"484",2017-09-11 17:11:09-03,UnB,HBVIRTFLBRAS,NA,O,Plantae,Myrtaceae,Aulomyrcia,laxiflora,Aulomyrcia laxiflora latifolia,O.Berg,NA,NA,"Saint-Hilaire, AFCP",NA,NA,NA,Brazil,São Paulo,Moji das Cruzes,prope villam Mugi das Cruzes,-46.1883,-23.5228,NA,NA,NA,NA,NA,NA,NA,NA,s.n.,Original herbarium: Camb.,NA,NA,Southern America,NA,"28666",auto,NA,NA,NA,NA,NA,latifolia,"35",São Paulo,SP,Sudeste
-48.3199996948242,-21.25,"547",2019-11-21 10:12:03-03,IBt,SP,"26906",S,Plantae,Myrtaceae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,"Kiaerskov, H",NA,"Loefgren, A","1888","12","09",Brasil,São Paulo,Jaboticabal,"Cerrado, vulgar.",-48.3199996948242,-21.25,NA,NA,NA,NA,SP007431,SP007431,NA,NA,CGG1173,Arbust. lign. fruto rubro transparente.,NA,NA,NA,NA,"22420",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"548",2019-11-21 10:12:03-03,IBt,SP,"339653",S,Plantae,Myrtaceae,Myrcia,citrifolia,Myrcia citrifolia,(Aubl.) Urb.,"Kawasaki, ML","2000","Hashimoto, G","1986","12","20",Brasil,São Paulo,São Paulo,Parque da Conceição,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"17184",NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.949,-24.353833,"550",2019-11-21 10:12:08-03,IBt,SP,"306987",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Kawasaki, ML",NA,"Leitão Filho, HF; et al.","1995","02","13",Brasil,São Paulo,Juquiá,Sete Barras Juquiá,-47.949,-24.353833,"-47.949","-24.353833",NA,NA,SP032923,SP032923,NA,NA,"33422","Mata atlântica de encosta. Árvore 6m alt., botões e flores brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.0299987792969,-23.5699996948242,"555",2019-11-21 10:12:08-03,IBt,SP,"356953",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Sobral, M","2004","Nicolau, SA; Braz, JD; Braz, SA; Faria, VB; Miranda, LC","2001","04","27",Brasil,São Paulo,Biritiba-Mirim,"Bairro de Manoel Ferreira, sentido Pedra do Sapo",-46.0299987792969,-23.5699996948242,NA,NA,NA,NA,NA,NA,NA,NA,"2864",NA,NA,NA,NA,NA,"19656",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-25.0100002288818,"556",2019-11-21 10:12:08-03,IBt,SP,"254559",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Mantovani, W","1992","Sugiyama, M; Corrêa, JA","1990","08","24",Brasil,São Paulo,Cananéia,"Parque Estadual da Ilha do Cardoso, Restinga do Pereirinha",-47.9199981689453,-25.0100002288818,NA,NA,NA,NA,NA,NA,NA,NA,"915",NA,NA,NA,NA,NA,"37574",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.5499992370605,-24.7000007629395,"557",2019-11-21 10:12:08-03,IBt,SP,"272362",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Kawasaki, ML",NA,"Catharino, ELM","1986","05","22",Brasil,São Paulo,Iguape,NA,-47.5499992370605,-24.7000007629395,NA,NA,NA,NA,SP029722,SP029722,NA,NA,"802","Arvoreta ca. 5m alt., com botões e frutos, frutos maduros cor de vinho, restinga.",NA,NA,NA,NA,"55628",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"558",2019-11-21 10:12:08-03,IBt,SP,"356679",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Sobral, M","2004","Nicolau, SA; Faria, VB; Cortez, LT; Soares, WN","1999","04","13",Brasil,São Paulo,Mogi das Cruzes,Margens do Rio Tietê em direção a Biritiba Mirim.,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,NA,NA,NA,"2292",NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"559",2019-11-21 10:12:08-03,IBt,SP,"339575",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Sobral, M","2004","Nicolau, SA; Mana de Deus, JR; Kusakabe, NK; Moraes, AL","1997","01","19",Brasil,São Paulo,Mogi das Cruzes,"Ponte do rio Biritiba, estrada Mogi e Salesópolis",-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,NA,NA,NA,"1294",NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4099998474121,-23.7099990844727,"560",2019-11-21 10:12:08-03,IBt,SP,"339018",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,"Kawasaki, ML","2000","Hashimoto, G","1949","04","03",Brasil,São Paulo,Ribeirão Pires,NA,-46.4099998474121,-23.7099990844727,NA,NA,NA,NA,SP032922,SP032922,NA,NA,"17042",NA,NA,NA,NA,NA,"10581",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"561",2019-11-21 10:12:08-03,IBt,SP,"2120",S,Plantae,Myrtaceae,Myrcia,glabra,Myrcia glabra,(O.Berg) D.Legrand,NA,NA,"Hoehne, FC","1918","05","27",Brasil,São Paulo,São Paulo,Butantan.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,SP029717,SP029717,NA,NA,s.n.,Flores alvas muito cheirosas.,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
