X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,maximumElevationInMeters,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,coordinatePrecision,geoFlag,typeStatus,fieldNumber,individualCount,class,relatedCatalogItem,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-44.812222,-23.311111,"23",2021-03-01 16:40:16-03,UNICAMP,UEC,"174048",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1052","1997","02","06",NA,Brazil,São Paulo,Ubatuba,"Picinguaba, Morro do Corisco.",-44.812222,-23.311111,"300",NA,"Árvore 176 com 7,5m de altura, com frutos imaturos de cor verde claro.; Mata Atlântica de Encosta.",UEC089139,UEC089139,"300",NA,"-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.812222,-23.311111,"24",2021-03-01 16:40:16-03,UNICAMP,UEC,"174049",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,NA,"Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1053","1997","09","10",NA,Brazil,São Paulo,Ubatuba,"Picinguaba, Morro do Corisco.",-44.812222,-23.311111,"300",NA,"Árvore 206 com 8,5m de altura, com botões.; Mata Atlântica de Encosta.",UEC089140,UEC089140,"300",NA,"-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"25",2021-03-01 16:40:16-03,UNICAMP,UEC,"174178",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,NA,"Pedroni, F; Sanchez, M; Belinello, R","1058","1997","09","11",NA,Brazil,São Paulo,Ubatuba,Picinguaba. Margens do rio da Fazenda.,-44.8,-23.366667,"100",NA,"Árvore 500 fp com 4 metros de altura, vegetativo.; Mata Atlântica de Encosta.",UEC089107,UEC089107,"100",NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"28",2021-03-01 16:40:16-03,UNICAMP,UEC,"92013",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,NA,"Sanchez, M; Pedroni, F","31267","1992","11","08",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, Margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,NA,"Árvore de 7m de altura, cálice verde, flores brancas com a face externa das pétalas com pilosidade velutina.",NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"29",2021-03-01 16:40:16-03,UNICAMP,UEC,"92014",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,NA,"Sanchez, M; Pedroni, F","31268","1993","01","12",NA,Brazil,São Paulo,Ubatuba,"Núcleo Picinguaba, Margem do rio da Fazenda.",-45.0699996948242,-23.4300003051758,NA,NA,"Árvode de 4m de altura, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"30",2021-03-01 16:40:16-03,UNICAMP,UEC,"174179",S,Plantae,Magnoliopsida,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,"Zappi, DC","Sanchez, M; Pedroni, F; Laps, RR","540","1992","11","08",NA,Brazil,São Paulo,Ubatuba,Picinguaba. Margens do rio da Fazenda.,-45.0699996948242,-23.4300003051758,NA,NA,"Arvoreta de 4 metros, flores brancas muito pilosas.; Mata Atlântica.",UEC089103,UEC089103,NA,"1993",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"51",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"13320",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,Mario Gomes,"Furlan, A.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"52",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"30593",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,NA,"Takahasi, A.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"53",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"30591",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,NA,"Takahasi, A.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"54",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"30592",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,NA,"Takahasi, A.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"55",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"11493",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,Mario Gomes,"Furlan, A.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"56",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"32863",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,NA,"Gajardo, I. S. M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"57",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"34800",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,R. G. Udulutsch,"Udulutsch, R. G.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"58",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"11536",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,Mario Gomes,"Garcia, F. C. P.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"59",2020-07-15 14:43:41-03,UNESP-RC,HRCB,"16244",PreservedSpecimen,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,D. C. Zappi,"Sanchez, M.",NA,NA,NA,NA,NA,Brasil,São Paulo,Ubatuba,Picinguaba - Parque Estadual da Serra do Mar,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-49,-22,"67",2018-05-14 16:42:38-03,F,FMNH-SEEDPLANTS,V0293986F,PreservedSpecimen,Plantae,Spermatophyta,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,NA,RRC ID Flag,R. Marquete,"284","1990","11","13",South America,Brazil,São Paulo,NA,NA,-49,-22,NA,NA,NA,V0293986F,V0293986F_01 V0293986F_02,NA,NA,NA,NA,NA,NA,NA,NA,NA,"284",NA,Dicotyledoneae,NA,"35",São Paulo,SP,Sudeste
-46.9983,-24.32,"69",2020-02-20 14:37:31-03,IAC,IAC,"45751",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,"R. Cielo Filho; N.M. Ivanauskas & D. Souza","R. Cielo Filho; N.M. Ivanauskas & D. Souza","374","2005","03","03",NA,Brasil,São Paulo,Peruíbe,"Parque Estadual da Serra do Mar, Núcleo Pedro de Toledo, trilha do Rio do Ouro",-46.9983,-24.32,NA,NA,NA,NA,NA,NA,"2005","-46.9983","-24.3200","03","03",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.080223,-23.373498,"70",2020-02-20 14:37:31-03,IAC,IAC,"49043",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,S.L. Jung-Mendaçolli,"J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","398","2006","11","01",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.080223,-23.373498,NA,NA,"subparcela 67, indivíduo G 1104",NA,NA,NA,"2006","-45.080223","-23.373498","11","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.082337,-23.373505,"71",2020-02-20 14:37:31-03,IAC,IAC,"49910",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,E. Ramos et al.,"E. Ramos; S. Santos & H.R. Gonçalves","587","2007","10","01",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H",-45.082337,-23.373505,NA,NA,"Sub-parcela 40, indivíduo H0615",NA,NA,NA,"2007","-45.082337","-23.373505","10","01",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.083511,-23.367009,"72",2020-02-20 14:37:31-03,IAC,IAC,"50416",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,"J.A.M.A. Gomes; L.C. Bernacci & R.B. Torres et al.","J.A.M.A. Gomes; O.A. Santos; S. Santos & F.J. Benedetti","594","2007","12","04",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-45.083511,-23.367009,NA,NA,"subparcela 68, indivíduo I 1392",NA,NA,NA,"2007","-45.083511","-23.367009","12","04",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.835,-23.337222,"73",2020-02-20 14:37:31-03,IAC,IAC,"50624",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,J.A.M.A. Gomes et al.,"J.A.M.A. Gomes; O.A. Santos & S. Santos","715","2009","02","17",NA,Brasil,São Paulo,Ubatuba,"Fazenda Capricórnio, Casa da Farinha (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",-44.835,-23.337222,NA,NA,"23°20#?#14#?##?#S , 44°50#?#06#?##?#W",NA,NA,NA,"2009","-44.835000","-23.337222","02","17",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.081486,-23.372927,"74",2020-02-20 14:37:31-03,IAC,IAC,"51960",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,E. Ramos et al.,"E. Ramos; M. Eltink; J.F. Benedito & S. Santos","640","2009","11","07",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Fazenda Capricórnio",-45.081486,-23.372927,NA,NA,"Parcela H, subparcela 91, indivíduo n°1421",NA,NA,NA,"2009","-45.081486","-23.372927","11","07",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0711,-23.4339,"75",2020-02-20 14:37:31-03,IAC,IAC,"51962",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,E. Ramos,E. Ramos & M. Eltink,s/nº,"2009","11","08",NA,Brasil,São Paulo,Ubatuba,"Parque Estadual da Serra do Mar, Núcleo Picinguaba, Fazenda Capricórnio",-45.0711,-23.4339,NA,NA,NA,NA,NA,NA,"2009","-45.0711","-23.4339","11","08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.109914,-23.360372,"76",2020-02-20 14:37:31-03,IAC,IAC,"54307",S,Plantae,NA,NA,Rubiaceae-220.Rubioideae-Palicoureeae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,L.C. Bernacci et al.,"L.C. Bernacci; A.C.O. Souza; R.M. Coelho & C.A. Joly","4817","2011","02","22",NA,Brasil,São Paulo,Ubatuba,"Parque estadual da Serra do Mar, trlha do Morro da Pipoca",-45.109914,-23.360372,NA,NA,NA,NA,NA,NA,"2011","-45.109914","-23.360372","02","22",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.833333,-23.335833,"80",2021-03-04 15:46:12-03,IF,SPSF,"49028",PreservedSpecimen,Plantae,Magnoliophyta,Rubiales,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll. Arg.,M.A.Assis,M.A.Assis,NA,"2009","08","06",América do Sul,Brasil,SP,Ubatuba,Parque Estadual da Serra do Mar - Núcleo Picinguaba,-44.833333,-23.335833,"43",NA,"GEOGRAFIA: Floresta Ombrófila Densa de Terras Baixas.;",NA,NA,"69","2009",NA,NA,"08","06",NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-45.083333,-23.4,"84",2019-11-21 10:18:38-03,IBt,SP,"301044",S,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,"Zappi, DC","Furlan, A; Assis, AM; Garcia, FCP; Ruffino, PHP; Carneiro, CE","1507","1994","04","16",NA,Brasil,São Paulo,Ubatuba,"Estrada da Fazenda Capricórnio, km 46 da Rodovia Rio/Santos",-45.083333,-23.4,NA,NA,NA,NA,NA,NA,"2007","-45.083333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.0699996948242,-23.4300003051758,"87",2020-02-13 09:37:17-03,IBt,SP,"276540",S,Plantae,NA,NA,Rubiaceae,Rudgea,vellerea,Rudgea vellerea,Müll.Arg.,"Bruniera, CP","Barros, F","2842","1993","11","10",NA,Brasil,São Paulo,Ubatuba,Núcleo Picinguaba,-45.0699996948242,-23.4300003051758,NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,"34265",auto,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
