X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,typeStatus,coordinatePrecision,geoFlag,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,individualCount,fieldNumber,previousCatalogNumber,sex,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.405833,-23.09,"305",2020-12-11 11:35:11-03,UFMG,BHCB,"170857",PreservedSpecimen,Plantae,Dicotyledon,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,NA,"Kamino, LHY","1214","2008","10","28",Southern America,Brasil,Minas Gerais,Gonçalves,"Rodovia MG, beira de estrada, próximo ao bairro da Serrinha.",-46.405833,-23.09,NA,NA,NA,Floresta Ombrófila.,BHCB030895,NA,NA,NA,NA,"2016","-46.405833","-23.09","12","01",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.189998626709,-22.8099994659424,"389",2020-06-15 15:30:22-03,UNESP-RC,HRCB,"31778",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,NA,"Cavalcanti, D.C.","103","1992","09","19",NA,Brasil,São Paulo,Guaratinguetá,Escola de Especialistas da Aeronáutica,-45.189998626709,-22.8099994659424,NA,NA,NA,"Arbusto com 2,5m de altura, flores",NA,NA,NA,"27040",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.1800003051758,"391",2020-06-15 15:30:22-03,UNESP-RC,HRCB,"19535",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Souza, A.A.","Tamashiro, J.Y.","763","1995","04","10",NA,Brasil,São Paulo,Nazaré Paulista,Estrada de terra para Piracaia,-46.3899993896484,-23.1800003051758,NA,NA,NA,"Arbusto de 1m., flores com estigmas castanho",NA,NA,NA,"18850",auto,"2017",NA,NA,"05","06",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45,-22.6599998474121,"483",2021-03-15 18:26:48-03,USP,SPF,"99505",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Simão-Bianchini, R","565","1994","10","16",NA,Brasil,São Paulo,Cachoeira Paulista,Mata próxima ao Rio Paraíba do Sul.,-45,-22.6599998474121,NA,NA,NA,"Arbusto ca. 2.0 m alt., ramos delgadas, flores verdes.",SPF00099505,SPF00099505,NA,"23173",auto,"2013",NA,NA,"08","23",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.7400016784668,-23.3600006103516,"484",2019-11-13 11:19:41-03,USP,SPF,"128796",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Giulietti, AM","1170","1994","08","16",NA,Brasil,São Paulo,Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,Fazenda da Companhia de Melhoramentos. Mata mesófila semidecídua.,SPF00128796,SPF00128796,NA,"9448",auto,"2017",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5800018310547,-23.3099994659424,"485",2021-03-15 18:26:48-03,USP,SPF,"17555",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Mayo, S",s.n.,"1981","02","26",NA,Brasil,São Paulo,Mairiporã,Beira da estr. Fernão Dias (Serra do Mar).,-46.5800018310547,-23.3099994659424,NA,NA,NA,"Arbusto ca. 2 m., estigma rosa-escuro, estames alvos.",SPF00017555,SPF00017555,NA,"15840",auto,"2013",NA,NA,"08","23",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.3899993896484,-23.1800003051758,"486",2021-03-15 18:26:48-03,USP,SPF,"98709",PreservedSpecimen,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Tamashiro, JY","763","1995","04","10",NA,Brasil,São Paulo,Nazaré Paulista,Estrada para Piracaia.,-46.3899993896484,-23.1800003051758,NA,NA,NA,"Arbusto de 1.0 m, flores com estigma castanho.",SPF00098709,SPF00098709,NA,"18850",auto,"2017",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.1883010864258,-23.5228004455566,"648",2021-03-04 15:44:33-03,IF,SPSF,"00830",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Mül.Arg.,A.A.C. Sousa,D.Bento Pickel,NA,"1943","11","30",América do Sul,Brasil,SP,Mogi das Cruzes,NA,-46.1883010864258,-23.5228004455566,NA,NA,NA,"COLETA: Colhida na mata.;",NA,NA,NA,"28666",auto,"2015",NA,NA,"09","03",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"649",2021-03-04 15:44:33-03,IF,SPSF,"19064",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,A.A.C. Sousa,R.Esteves,"129","1995","05","23",América do Sul,Brasil,SP,São Paulo,"P.E.Cantareira, Engordador",-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: Herbácea até 50cm. Inflorescência rósea.;",NA,NA,NA,"53584",auto,"2015",NA,NA,"09","03",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"650",2021-03-04 15:44:33-03,IF,SPSF,"15380",PreservedSpecimen,Plantae,Magnoliophyta,Malpighiales,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,A.A.C. Sousa,J.A.Pastore & L.Marino,"443","1992","10","16",América do Sul,Brasil,SP,São Paulo,P.E.Cantareira- Núcleo Engordador,-46.6300010681152,-23.5400009155273,NA,NA,NA,"COLETA: Arbusto ca. 1m de altura, início de frutos.;",NA,NA,NA,"53584",auto,"2015",NA,NA,"09","03",Magnoliopsida,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.586778,-22.651694,"716",2019-11-21 10:03:45-03,IBt,SP,"476701",S,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Barreto, KD; et al.","2652","1994","06","28",NA,Brasil,São Paulo,São José do Barreiro,"Serra da Bocaina, Serra da Bocaina",-44.586778,-22.651694,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018","-44.586778","-22.651694","08","29",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"755",2019-11-21 10:03:45-03,IBt,SP,"267535",S,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Pastore, JA; Marino, L","443","1992","10","16",NA,Brasil,São Paulo,São Paulo,"Serra da Cantareira, Região do Engordador.",-46.6300010681152,-23.5400009155273,NA,NA,NA,"Arbusto de 1m de altura, início de frutos.",NA,NA,NA,"53584",auto,"2018",NA,NA,"08",NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5200004577637,-22.5900001525879,"756",2019-11-21 10:03:45-03,IBt,SP,"362877",S,Plantae,NA,NA,Euphorbiaceae,Acalypha,brasiliensis,NA,Acalypha brasiliensis,Müll.Arg.,"Sousa, AAC","Árbocz, GF","1416","1995","05","09",NA,Brasil,São Paulo,Socorro,Estrada dos Gabiroba,-46.5200004577637,-22.5900001525879,NA,NA,NA,NA,NA,NA,NA,"17674",auto,"2018",NA,NA,"08","30",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
