X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,recordedBy,recordNumber,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,yearIdentified,locality,coordinatePrecision,geoFlag,class,relatedCatalogItem,monthIdentified,dayIdentified,minimumElevationInMeters,maximumElevationInMeters,fieldNumber,typeStatus,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-47.916667,-24.883333,"27",2019-08-20 10:13:45-03,UNICAMP,UEC,"133481",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Urbanetz, C","277",NA,Brazil,São Paulo,NA,"Flor, Árvore de 20m, com flores brancas.",UEC133957,UEC133957,"Udulutsch, RG","2003","12","15",Cananéia,-47.916667,-24.883333,"-47.916667","-24.883333","2007","Fazenda Folha Larga, Trilha da Vitória.",NA,NA,NA,NA,"08","28","30","155",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.194444,-23.435278,"29",2021-03-01 16:30:41-03,UNICAMP,UEC,"179034",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Silva, ED","1171",NA,Brazil,São Paulo,NA,"Árvore 6 m, frutos imaturos.; Flores Ombrófila Densa Montana",UEC023327,UEC023327,NA,"2008","09","07",Ubatuba,-45.194444,-23.435278,"-45.194444","-23.435278",NA,"Núcleo Santa Virgínia, P.E.S.M., Cac. Salto Grande",NA,NA,NA,NA,NA,NA,"1123","1123",NA,NA,NA,"35",São Paulo,SP,Sudeste
-44.8,-23.366667,"30",2021-03-01 16:30:41-03,UNICAMP,UEC,"163642",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Pedroni, F; Belinello, R; Sanchez, M; Laps, RR","1010",NA,Brazil,São Paulo,NA,"Árvore 376 com 5 m de altura, vegetativo.; Mata atlântica de encosta.",UEC092239,UEC092239,"Garcia, F","1997","04","16",Ubatuba,-44.8,-23.366667,"-44.8","-23.366667",NA,Picinguaba Morro do Corisco.,NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.194444,-23.454722,"31",2021-03-01 16:30:41-03,UNICAMP,UEC,"173625",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Silva, ED","1170",NA,Brazil,São Paulo,NA,"Árvore 8 m; frutos imaturos.; Floresta Ombrófila Densa Montana.",UEC089692,UEC089692,"Silva, ED","2008","09","07",Ubatuba,-45.194444,-23.454722,"-45.194444","-23.454722","2009","Núcleo de Santa Virginia, Parque Estadual da Serra do Mar.",NA,NA,NA,NA,"03",NA,"1123","1123",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.916667,-24.883333,"33",2019-08-20 10:13:45-03,UNICAMP,UEC,NA,S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Urbanetz, C","369",NA,Brazil,São Paulo,NA,"Flor, Árvore de 20m, com flores brancas.",NA,NA,"Udulutsch, RG","2004","03","17",Cananéia,-47.916667,-24.883333,"-47.916667","-24.883333","2007","Fazenda Folha Larga, Trilha Kaá-pozanga.",NA,NA,NA,NA,"08","28","30","155",NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.9199981689453,-24.3799991607666,"35",2021-03-01 16:30:41-03,UNICAMP,UEC,"160567",S,Plantae,Magnoliopsida,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Dias, AC","85",NA,Brazil,São Paulo,NA,"Árvore 5 m altura, tronco rugoso e ramos lenticelados.",UEC017234,UEC017234,"Garcia, FCP","1986","07","29",Sete Barras,-47.9199981689453,-24.3799991607666,NA,NA,"1999",Parque Estadual Carlos Botelho,"34059",auto,NA,NA,"08",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.194444,-23.435278,"43",2020-12-21 16:26:41-03,MBM,MBM,"410817",PreservedSpecimen,Plantae,NA,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Silva, E.D.","1172",Southern America,Brazil,São Paulo,NA,"Árvore 8 m, frutos imaturos.",MBM410817,MBM410817,"Silva, E.D.","2008","09","07",Ubatuba,-45.194444,-23.435278,"-45.194444","-23.435278","2007","Núcleo Santa Virgínia, Vargem Grande, trilha do morro do Corcovado",NA,NA,NA,NA,"03",NA,"1123","1123",NA,NA,NA,"35",São Paulo,SP,Sudeste
-45.19444,-23.43528,"47",2016-03-09 17:11:56-03,MNHN,RECOLNAT_MNHN_P,P00871136,PreservedSpecimen,NA,NA,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Silva, E.D.",NA,NA,Brasil,São Paulo,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00871136' target='other'> <mi>dwc_moreinfo</mi></a>,P00871136,P00871136_01,NA,"2008","9","7",Ubatuba,-45.19444,-23.43528,NA,NA,NA,"Núcleo Santa Virginia, Parque Estadual da Serra do Mar, Vargem Grande, trilha do morro do Corcovado",NA,NA,NA,NA,NA,NA,"1123",NA,"1171",NA,NA,"35",São Paulo,SP,Sudeste
-45.19444,-23.43528,"50",2016-03-09 17:11:56-03,MNHN,RECOLNAT_MNHN_P,P00871133,PreservedSpecimen,NA,NA,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,"Silva, E.D.",NA,NA,Brasil,São Paulo,hb,<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00871133' target='other'> <mi>dwc_moreinfo</mi></a>,P00871133,P00871133_01,NA,"2008","9","7",Ubatuba,-45.19444,-23.43528,NA,NA,NA,"Núcleo Santa Virgínia, Parque Estadual da Serra do Mar, Vargem Grande, trilha do morro do Corcovado",NA,NA,NA,NA,NA,NA,"1123",NA,"1172",NA,NA,"35",São Paulo,SP,Sudeste
-45.31,-23.2217,"65",2019-01-25 15:40:51-02,IAC,IAC,"55760",S,Plantae,NA,NA,Fabaceae,Inga,lanceifolia,Inga lanceifolia,Benth.,I.P. Renó,"10",NA,Brasil,São Paulo,NA,"Parcela L, Indivíduo L0772",NA,NA,I.P. Renó,"2014","07","29",São Luís do Paraitinga,-45.31,-23.2217,"-45.3100","-23.2217","2014","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia",NA,NA,NA,NA,"07","29",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
