X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,coordinatePrecision,occurrenceRemarks,barcode,geoFlag,minimumElevationInMeters,maximumElevationInMeters,order,verbatimLongitude,verbatimLatitude,imagecode,yearIdentified,monthIdentified,continentOcean,class,individualCount,typeStatus,dayIdentified,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-46.6300010681152,-23.5400009155273,"36",2021-03-04 15:45:28-03,IF,SPSF,"31573",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,((Burret)),L. Meireles,R.J.F. Garcia & A.P.Santos-Gonçalves & T.Filgueiras & K.Matsumoto,"2126","2002","02","14",Brasil,SP,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutú",-46.6300010681152,-23.5400009155273,"53584","COLETA: Arbusto de 1,7m de altura;folhas discolores, as mais novas avermelhadas; botões ferrugineos.; GEOGRAFIA: Inicio da trilha do Rio Embu-Guaçu. Mata baixa.;",NA,auto,NA,NA,Myrtales,NA,NA,NA,"2013","10",América do Sul,Magnoliopsida,NA,NA,"10","35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"37",2021-03-04 15:45:28-03,IF,SPSF,"29748",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,NA,NA,F.M.Souza,"100","2001","04","12",Brasil,SP,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutú",-46.6300010681152,-23.5400009155273,"53584","COLETA: XLS: SPSFAntigo;",NA,auto,NA,NA,Myrtales,NA,NA,NA,NA,NA,América do Sul,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"38",2021-03-04 15:45:28-03,IF,SPSF,"22876",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) (D.Legrand & Kausel & Kiaersk.),L. Meireles,P.Affonso & R.J.F.Garcia & M.Goems Neto & E.H.Silva,"194","1998","03","07",Brasil,SP,São Paulo,"P.E.Serra do Mar, Curucutu",-46.6300010681152,-23.5400009155273,"53584","COLETA: Arvoretade 1,7m de altura; flor branca.; GEOGRAFIA: Trilha do Mirante, na subida da trilha.;",NA,auto,NA,NA,Myrtales,NA,NA,NA,"2013","12",América do Sul,Magnoliopsida,NA,NA,"10","35",São Paulo,SP,Sudeste
-46.733333,-23.983333,"39",2021-03-04 15:45:28-03,IF,SPSF,"29629",PreservedSpecimen,Plantae,Magnoliophyta,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,((Kausel) & (D.Legrand)) (Burret),NA,F.M.Souza,"53","2001","04","11",Brasil,SP,São Paulo,"Parque Estadual da Serra do Mar, Núcleo Curucutú",-46.733333,-23.983333,NA,"COLETA: botõesna cor amarelo.; GEOGRAFIA: Trilha do Campo.&nf;Floresta Ribeirinha Altomontana com Campo adjacente.;",NA,NA,"800","800",Myrtales,NA,NA,NA,NA,NA,América do Sul,Magnoliopsida,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.4199981689453,-23.8899993896484,"42",2019-11-21 10:11:49-03,IBt,SP,"17200",S,Plantae,NA,Myrtaceae,Luma,hoehnei,Luma hoehnei,Burret,"Burret, M","Gehrt, A",s.n.,"1926","04","01",Brasil,São Paulo,Cubatão,Raiz da Serra,-46.4199981689453,-23.8899993896484,"15123","Árvore, flores alvas",SP001358,auto,NA,NA,NA,NA,NA,SP001358,"1941",NA,NA,NA,NA,Holotype,NA,"35",São Paulo,SP,Sudeste
-46.25,-23.833333,"43",2019-11-21 10:11:55-03,IBt,SP,"158052",S,Plantae,NA,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) D.Legrand & Kausel,NA,"Landrum, LR","2784",NA,NA,NA,Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, about 30km north of Santos, wet foggy evergreen forest",-46.25,-23.833333,NA,Shrub 2 m tall,SP057560,NA,"900","900",NA,"-46.25","-23.833333",SP057560,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"45",2019-11-21 10:11:55-03,IBt,SP,"77639",S,Plantae,NA,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) D.Legrand & Kausel,NA,"Mattos, J","11461","1964","03","05",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,"27258","Na mata virgem, arbusto de 1,7m de alt., flores brancas",SP057562,auto,NA,NA,NA,NA,NA,SP057562,"1964","03",NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"46",2019-11-21 10:11:55-03,IBt,SP,"65714",S,Plantae,NA,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) D.Legrand & Kausel,"Landrum, LR","Handro, O","1056","1963","03","18",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,"27258",NA,SP057556,auto,NA,NA,NA,NA,NA,SP057556,"1980",NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"47",2019-11-21 10:11:55-03,IBt,SP,"197718",S,Plantae,NA,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) D.Legrand & Kausel,"Sugiyama, M","Guerra, TP; Kirizawa, M","74","1984","05","22",Brasil,São Paulo,Santo André,E.B. do Alto da Serra de Paranapiacaba,-46.5299987792969,-23.6599998474121,"27258","Arbusto de 2,5m., flor branca",SP057558,auto,NA,NA,NA,NA,NA,SP057558,"1986","12",NA,NA,NA,NA,"02","35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"48",2019-11-21 10:11:55-03,IBt,SP,"102229",S,Plantae,NA,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) D.Legrand & Kausel,NA,"Mattos, J; Mattos, N","14838","1967","07","27",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,"27258","Na mata, arbusto com ca. de 2,5m de alt., frutos pouco desenvolvidos",SP057559,auto,NA,NA,NA,NA,NA,SP057559,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.5299987792969,-23.6599998474121,"49",2019-11-21 10:11:55-03,IBt,SP,"115732",S,Plantae,NA,Myrtaceae,Myrceugenia,hoehnei,Myrceugenia hoehnei,(Burret) D.Legrand & Kausel,NA,"Mattos, J; Mattos, N","15623","1971","07","26",Brasil,São Paulo,Santo André,"E.B. do Alto da Serra de Paranapiacaba, via férrea São Paulo-Santos",-46.5299987792969,-23.6599998474121,"27258","Na mata virgem, arbusto com ca. de 1,5m de alt.",SP057561,auto,NA,NA,NA,NA,NA,SP057561,NA,NA,NA,NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
