"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","infraspecificEpithet","scientificNameAuthorship","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","477878","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","J. S. Blanchet","588","1831",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=68639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477878","Bahia","In Brasilia intratropical circa Bahia",NA,NA,NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.","NY00477878_01",NA,NA,NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","477889","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","R. M. Harley","17356","1974","03","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=68652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477889","Bahia","Coastal Zone; 24 km SW of Belmonte on road to Itapebi","-39.05","-16",NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.","NY00477889_01","Belmonte",NA,NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00477864","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","A. C. Smith","10053","1956","03","08","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477864",NA,"Trinidad. Crest of Northern Range between Arima-Blanchisseuse Road and Morne Bleu",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY00477864_01",NA,"600","750","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01131181","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","T. W. Henkel","790","1993","01","16","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281836' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131181","Potaro-Siparuni","Pakaraima Mts, Upper Ireg R.; 0.5 km E of Cipo settlement and adjacent savanna ridges 3-5 km SW.","-60.02","4.82",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,"570","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01131142","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","F. M. R. Leprieur","178","1833",NA,NA,"South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280908' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131142",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.","NY01131142_01",NA,NA,NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3165029","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","L. Uribe-Uribe","2661","1955","10","30","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3412702' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165029","Cundinamarca","Camino a Guaduero en Quebrada-Honda.",NA,NA,NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,"Guaduas","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3165011","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","J. Fernández Casas","8233","1983","01","13","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3412462' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165011","Pando","En la zona del Nareuda, Campoana, junto a la barraca San José.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,"Nicolás Suárez","290","290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3165057","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","Schweinitz","s.n.",NA,NA,NA,"South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3412731' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165057",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3145790","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","F. W. Pennell","3466","1917","12","29","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3411088' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145790","Tolima","El Convenio West of San Lorenzo",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,"1000","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3145791","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","O. Haught","4843",NA,NA,NA,"South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3411089' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145791","Antioquia",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3145793","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","W. E. Broadway","7314","1927","02","19","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3411091' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145793",NA,"Aripo Road, near the ? post.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3145782","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","K. von Sneidern","4858","1945","08","28","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3411080' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145782","Chocó","Pizarro",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01131116","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","B. Hoffman","3541","1993","02","08","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280910' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131116","Upper Takutu-Upper Essequibo","NW Kanuku Mtns.; top of Nappi Mtn., 12 km S Nappi village.","-59.55","3.3",NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,NA,"750","950","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01855816","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","C. Morales","1849","2006","03","31","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2145099' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855816","Morona-Santiago","Región de la Cordillera del Cóndor, al oeste del Río Zamora. Parroquia Santa Susana de Chiviaza. En los alrededores y en lomas arriba de la población de El Pescado. Suelo arenoso derivado de roca arenisca. Bosque muy húmedo premontano. Bosque maduro intervenido por agricultura y ganadería.","-78.3322223","-2.9583333",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY01855816_01","Limón Indanza","1400",NA,"F. A. Michelangeli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01131178","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","A. L. Uribe Uribe","3137","1958","03","29","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281847' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131178","Chocó","Quibdó, en La Platina.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,"60","60","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01081146","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","Martii Herbar. Florae Brasil.","503","1839",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081146",NA,"In paludosis prope Soderopoli",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY01081146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1739072","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","T. J. Killeen","5367","1993","04","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1980043' target='other'> <mi>dwc_moreinfo</mi></a>","NY01739072","Santa Cruz","Parque nacional Noel Kempff M. Estacion Flor de Oro.","-61.0167","-14.5333",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY01739072_01","José Miguel de Velasco","250",NA,"S. S. Renner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02423729","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","R. Goldenberg","1691","2013","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2676364' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423729","Rondônia","Estrada para Alvorada, Linha 7, Cerrado.","-62.0603","-11.2428",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY02423729_01","Presidente Médici","202",NA,"R. Goldenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01131180","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","M. Lemoine","7768","1961","09","07","South America","French Guiana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281838' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131180",NA,"Criques Ouaqui, Grande Ouaqui, Petite Ouaqui.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,NA,NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01131141","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","L. J. Gillespie","1989","1989","07","03","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280945' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131141","Upper Takutu-Upper Essequibo","Rupununi Savannas, Towatawan Mountain, 11 km E of Dadanawa.","-59.42","2.82",NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,NA,"150","150","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01129968","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","A. L. Uribe Uribe","2734","1956","03","19","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1289705' target='other'> <mi>dwc_moreinfo</mi></a>","NY01129968","Cundinamarca","Guaduas, carretera a Honda.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY01129968_01",NA,"1000","1100","A. L. Uribe Uribe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01131224","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","G. Davidse","2603","1970","08","08","South America","Trinidad and Tobago","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281874' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131224",NA,"Trinidad. 3 mi. S of Cunupia along the Southern Main Road.",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,"40","40","J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00778088","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","M. R. de V. Barbosa","2514","2002","08","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360551' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778088","Alagoas","Fazenda Boa Vista, proximo a torre","-35.8361","-9.2361",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY00778088_01","Murici","587","587","M. R. de V. Barbosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3145796","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","L. W. Williams","6153","1929","12","01","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3411094' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145796","San Martin","Alto Rio Huallaga",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,"360","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01131052","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","J. M. Pires","52672","1962","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131052","Amapá","Colonia do Torrao.","-51.25","2.42",NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,NA,NA,NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3107658","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","F. Almeda","9567","2009","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3445998' target='other'> <mi>dwc_moreinfo</mi></a>","NY03107658","Minas Gerais","Cadeia do Espinhaço. Large rock outcrop on right-hand side of road from Diamantina to Mendanha at Km 585 and the Caminho dos Escravos.","-43.59379","-18.21751",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY03107658_01","Diamantina","1401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01806088","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","A. P. do N. Prata","2307","2010","08","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2129780' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806088","Sergipe","RPPN Mata do Crasto.","-37.4197","-11.395",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don","NY01806088_01","Santa Luzia do Itanhy",NA,NA,"L.A. Gomes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3165064","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","C. Vargas C.","3784","1943","12","12","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3412738' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165064","Cusco","Mandor; Marcapata",NA,NA,NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,"Quispicanchi","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3165062","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata dependens","E. P. Killip","27205","1929","08","02","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3412736' target='other'> <mi>dwc_moreinfo</mi></a>","NY03165062","Loreto","Iquitos",NA,NA,NA,NA,"Magnoliophyta","Myrtales","dependens","(D.Don) J.F.Macbr.",NA,"Maynas","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3145794","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","E. P. Killip","28175","1929","08","22","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3411092' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145794","Loreto","Yurimaguas, lower Rio Huallaga","-76.115974","-5.897021",NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,"135","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01131176","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata","L. C. M. Croizat","235","1951","07","20","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131176",NA,"La Esmeralda (Cerro de la Bandera).",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"(Bonpl.) D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1654228","PreservedSpecimen","Plantae","Melastomataceae","Clidemia","capitellata","Clidemia capitellata levelii","O. Huber","1846","1978","05","29","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1984184' target='other'> <mi>dwc_moreinfo</mi></a>","NY01654228","Amazonas","En los alrededores de Canaripó, en la margen izquierda (Sur) del bajo Río Ventuari, a unos 20 km. al E de la confluencia con el río Orinoco.","-66.82","4.05",NA,NA,"Magnoliophyta","Myrtales","levelii","Wurdack","NY01654228_01","Atabapo","98",NA,"J. J. Wurdack",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
