"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2020-09-23 10:35:42-03","E","E","104456","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,NA,NA,NA,NA,"Fiebrig, K.","4662","1905","03","22","PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00104456",NA,"<a href=http://data.rbge.org.uk/herb/E00104456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:113683",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:35:42-03","E","E","104459","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,NA,NA,NA,NA,"Hassler, E.","599","1902","03","12","PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00104459",NA,"<a href=http://data.rbge.org.uk/herb/E00104459 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:113680",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:35:42-03","E","E","104458","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,NA,NA,NA,NA,"Fiebrig, K.","6174","1905","03","23","PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00104458",NA,"<a href=http://data.rbge.org.uk/herb/E00104458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:113681",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:35:42-03","E","E","104457","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,NA,NA,NA,NA,"Hassler, E.","11740","1905","03","27","PY",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00104457",NA,"<a href=http://data.rbge.org.uk/herb/E00104457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","W. Tropical South America","herbarium specimen of unspecif","BGBASE:113682",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","484184","PreservedSpecimen","Plantae","Acanthaceae","Beloperone","amherstiae","Beloperone amherstiae","Nees",NA,NA,NA,NA,"Martii Herbar. Florae Brasil.","1047",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00484184","NY00484184_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=533927' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 04:21:00-03","NY","NYBG","484186","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,NA,NA,NA,NA,"T. M. Pedersen","525","1949","12","18","Argentina","Corrientes","Mburucuyá","Estancia Santa Maria",NA,NA,NA,NA,NA,NA,"NY00484186",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129467' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","492014","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. A. Wasum","10244","1994","10","29","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional II.","-50.395632","-29.433343",NA,NA,"850","850","NY00492014","NY00492014_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129456' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","492021","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","E. C. Leonard",NA,NA,NA,"L. B. Smith","11744","1957","02","24","Brazil","Santa Catarina","Itapiranga","3 km west of Popí, on the road to Sant'António.","-53.7119","-27.1694",NA,NA,"200","350","NY00492021","NY00492021_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129463' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","492017","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"M. Laner","10516","1995","01","18","Brazil","Rio Grande do Sul",NA,"Sao Francisco de Paula - Floresta Nacional II.","-50.395632","-29.433343",NA,NA,"800","800","NY00492017","NY00492017_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129459' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","492026","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","C. Ezcurra",NA,NA,NA,"M. Bernardi","18195","1978","10","26","Brazil","Distrito Federal","Brasília","Parque Sete Quedas, circa civitatem Guairá.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00492026","NY00492026_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129460' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","492009","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. Reitz","6590","1958","03","06","Brazil","Santa Catarina","Vidal Ramos","Barra de Areia, Vidal Ramos","-49.3556","-27.3919",NA,NA,"200","200","NY00492009","NY00492009_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129450' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","484183","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"J. E. Leite","632","1941","12",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo.","-51.143791","-29.75136",NA,NA,NA,NA,"NY00484183","NY00484183_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129468' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","484182","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"A. A. Beetle","1897","1952","08","07","Brazil","Rio Grande do Sul","Torres","Coastal town of Torres.","-49.7267","-29.3356",NA,NA,NA,NA,"NY00484182","NY00484182_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129469' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","492015","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. A. Wasum","10334","1994","12","16","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional II.","-50.395632","-29.433343",NA,NA,"850","850","NY00492015","NY00492015_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129457' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"25","2016-09-27 02:02:00-03","NY","NYBG","492025","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,"C. Ezcurra",NA,NA,NA,"O. Morrone","931","1996","02","17","Argentina","Misiones","General Manuel Belgrano","Ruta Nac. 101, Paruqe Prov. Urugua-í, 10 km de Deseado camino a Bernardo de Irigoyen.","-53.98","-25.83",NA,NA,"360","360","NY00492025",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129461' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","492013","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. A. Wasum","5171","1989","01","18","Brazil","Rio Grande do Sul","Farroupilha","Farroupilha - Sao Roque.","-51.339909","-29.218747",NA,NA,"700","700","NY00492013","NY00492013_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129455' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","492022","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. Reitz","2956","1956","04","05","Brazil","Santa Catarina","Santo Amaro da Imperatriz","Piloes, Santo Amaro de Imperatriz.","-48.7783","-27.6883",NA,NA,"200","200","NY00492022","NY00492022_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129451' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","778948","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. A. Wasum","1822","2003","03","08","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Linha Feixe.","-50.5833","-29.4483",NA,NA,"560","560","NY00778948","NY00778948_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800242' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 04:00:00-03","NY","NYBG","492024","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana",NA,"D. C. Wasshausen",NA,NA,NA,"W. J. Hahn","2038","1984","02","09","Paraguay","Cordillera",NA,"Caacupe.","-57.17","-25.33",NA,NA,NA,NA,"NY00492024",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129470' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","484187","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"J. C. Lindeman","3145","1966","10","19","Brazil","Paraná","Tomazina","8 km N of Tomazina.","-49.9494","-23.7783",NA,NA,NA,NA,"NY00484187","NY00484187_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129464' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","492023","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"L. Riedel","791","1832","03",NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00492023","NY00492023_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129453' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","492012","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. A. Wasum","1270","1986","02","27","Brazil","Rio Grande do Sul","Caxias do Sul","Sao Martinho - Caxias do Sul.","-51.1792","-29.1683",NA,NA,NA,NA,"NY00492012","NY00492012_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129454' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","492016","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"R. A. Wasum","10389","1994","12","28","Brazil","Rio Grande do Sul","Agudo","Agudo - Morro de Agudo.","-53.24","-29.6456",NA,NA,"200","200","NY00492016","NY00492016_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129458' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","492019","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","D. C. Wasshausen",NA,NA,NA,"W. R. Anderson","11631","1976","02","18","Brazil","Rio de Janeiro","Maricá","2 km from highway Amaral Peixoto.","-42.8183","-22.9194",NA,NA,NA,NA,"NY00492019","NY00492019_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129452' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","484185","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"P. K. H. Dusén","9766","1910","04","18","Brazil","Paraná","Jaguariaíva","Jaguariahyva, in silva primaeva.","-49.7056","-24.2511",NA,NA,NA,NA,"NY00484185","NY00484185_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129466' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","492018","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","S. M. Silva",NA,NA,NA,"M. Borgo","198","1998","03","28","Brazil","Paraná","Fênix","Fazenda Ubá","-51.97","-23.92",NA,NA,NA,NA,"NY00492018","NY00492018_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129462' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","492020","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","E. C. Leonard",NA,NA,NA,"B. Rambo","33255","1949","11","10","Brazil","Rio Grande do Sul","Porto Alegre","Porto Alegre.","-51.153181","-30.11284",NA,NA,NA,NA,"NY00492020","NY00492020_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=129465' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","23533","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","Ferreira, R.C.C.",NA,NA,NA,NA,"77","1997","08","12","Brasil","São Paulo","Botucatu","Remanescente de floresta tropical estacional semidecidual",NA,NA,"9999","9999",NA,NA,"BOTU023533","BOTU023533","Cerrado; 12m de altura; Corola branca com mancha avermelhada; filete e conectivo avermelhado; anteras avermelhadas; ovário; estilete; estigma verdes; com odor adocicado(bala de canela).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","1390","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","Kameyama, C.","1998","06","26","Assis Camargo, P.F.","488","1997","11","11","Brasil","São Paulo","Agudos","Fazenda Santa Rita",NA,NA,"9999","9999",NA,NA,"BOTU001390","BOTU001390","Mata mesófila semidecídua de encosta - base da cuesta. Arbusto 1,5 m; caule lenticelado; folhas cartáceas; flor com cálice verde e corola vermelha; botões florais verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","29175","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"Ishara, K.L.","413","2005","07","18","Brasil","São Paulo","Botucatu",NA,"-48.443333","-22.988889","48°26'36w","22°59'20s",NA,NA,"BOTU029175","BOTU029175","Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","29170","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"Bignotto, R.B.","308","2004","05","24","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"BOTU029170","BOTU029170","Mata mesófila semidecidual secundária, com árvores de até 20m de altura e sub-bosque pouco denso. Arbusto de 2,0m com flores de corola vermelha na porção interna das pétalas, guias de néctar amarelos.; Coleção: Jardim Botânico UNESP B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","23534","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth",NA,NA,NA,NA,"Ferreira, R.C.C.","216","1998","05","13","Brasil","São Paulo","Botucatu",NA,"-49.733333","-22.816667","49° 44' w","22°49's",NA,NA,"BOTU023534","BOTU023534","Herbácea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:28:29-03","UNESP-IBB","BOTU","27074","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.","3925","1992","12","17","Brasil","Paraná","Foz do Iguaçú","Trilha do Macuco",NA,NA,"9999","9999",NA,NA,"BOTU027074","BOTU027074",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-13 09:18:42-03","UFRJ","RFA","16740","PreservedSpecimen","Plantae","Acanthaceae","Jacobinia","festiva","Jacobinia festiva","Rizzini",NA,NA,NA,NA,"C.T. Rizzini",NA,"1975","04","15","Brasil","Rio de Janeiro","Maricá","Barra de Maricá. Restinga densa.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"RFA14194",NA,"Arbusto de 1 a 2 m de altura. Flores róseas",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"45","2020-11-24 17:10:22-03","UTFPR","DVPR","5871","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","Silva, DR","2018","11","06","Rocha Filho, JA; Silva, DR; Piva, J","630","2018","02","09","Brasil","Paraná","Capitão Leonidas Marques","Rua Marumbi esquina com a rua Prof. Laurindo Pargmegiani.","-53.3606","-25.2917","-53.3606","-25.2917","362","362","DVPR005871",NA,"Arbusto 2 m de altura. Flores vermelhas. Ponto 615.; Fragmento florestal urbano, estágio médio de sucessão secundária. Solo argiloso.",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:10:22-03","UTFPR","DVPR","3906","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","Caxambu, MG","2016","02","23","Caxambu, MG; Siqueira, EL; Rasbold, J","7235","2016","02","11","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio Azul.","-53.19101","-25.08014","-53.19101","-25.08014","630","630","DVPR003906",NA,"arbusto semi-ciófilo, ca. 2 m. Flores com cálice verde e corola vermelha.; Relevo: suave-ondulado",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-24 17:10:22-03","UTFPR","DVPR","3061","PreservedSpecimen","Plantae","Acanthaceae","Justicia","brasiliana","Justicia brasiliana","Roth","Caxambu, MG","2015","03","17","Siqueira, EL; et al.","1349","2015","01","27","Brasil","Paraná","Entre Rios do Oeste","Margens do rio São Francisco Falso","-54.14157","-24.41222","-54.14157","-24.41222","227","227","DVPR003061",NA,"Subarbusto 1 m, semi-ciófila, flores vermelhas.; Relevo: suave-ondulado. Floresta Estacional Semidecidual Submontana",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
