"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","previousCatalogNumber","typeStatus","individualCount","class"
"11","2019-10-09 11:09:53-03","UFBA","ALCB","96135","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach ex G.M. Barroso","Cordeiro, J","Cordeiro, J; Cordeiro, J; Barbosa, E; Lozano, ED","2009","04","07","Brasil","Campo Alegre","Serra Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"3015","Southern America","Santa Catarina",NA,"1,50 cm alt. Capítulos creme esverdeados.","37493","auto","2010",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:09:53-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach ex G.M. Barroso","Hatschbach, G","Barbosa, E; Ribas, OS","2000","04","08","Brasil","Guaratuba","Sera do Araçatuba","-48.566667","-25.866667","-48.566667","-25.866667",NA,NA,NA,NA,"Dicotyledon",NA,"442","Southern America","Paraná",NA,"1,0 m. Capítulo alavacento.; orla da matinha nebular.",NA,NA,"2000",NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:09:53-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach ex G.M. Barroso","Hatschbach, G","Silva, JM; Ribas, OS; Barbosa, E","2004","10","16","Brasil","Garuva","Serra do Quiriri","-48.85","-26.016667","-48.85","-26.016667","1300","1300",NA,NA,"Dicotyledon",NA,"4118","Southern America","Santa Catarina",NA,"1 m. Capítulo creme.",NA,NA,"2005",NA,NA,NA,NA,NA,NA
"14","2021-03-10 14:35:01-03","UFSC","CTBS","223","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","J.R.V. Iganci","Iganci, João Ricardo Vieira & Heiden, Gustavo et al.","2008","11","19","Brasil","Urubici","Morro da Igreja. Próximo ao CINDACTA","-49.47975","-28.127042","49°28'47.10W","28° 7'37.35S",NA,NA,NA,NA,NA,NA,"541",NA,"Santa Catarina",NA,NA,NA,NA,"2008","11","19","ICN: 172164",NA,NA,NA
"15","2020-02-27 16:43:49-03","UFSC","CTBS","3732","PreservedSpecimen","Plantae","Asteraceae","Baccharis","arassatubaensis","Baccharis arassatubaensis","Malag.","Nunes, M.G.","Nunes, M.G. & Ferreira, P.C.","2017","11","10","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"97",NA,"Paraná",NA,"Arbusto com 1,5 m de altura; capítulos creme. No cume do morro. Floresta Ombrófila Densa Altomontana","12577","auto",NA,NA,NA,NA,NA,NA,NA
"16","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0007870","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach ex G.M.Barroso","G. Hatschbach","E. Barbosa; O. S. Ribas","2000","4","8","Brazil",NA,"Serra do Aracatuba (Mun. Guaratuba)","-48.5667","-25.9",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","442",NA,"Parana",NA,"Arbusto, 1m, capitulo alvacento",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0007871","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Teodoro & Hatschbach ex G.M.Barroso","G. Hatschbach","C. B. Poliquesi;","1994","11","9","Brazil",NA,"Serra de Aracatuba (Mun. Guaratuba)","-48.5667","-25.9",NA,NA,"1250",NA,NA,NA,"Magnoliophyta","Asterales","213",NA,"Parana",NA,"Arbusto, 1.70m, capitulos creme",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:31:28-03","UFJF","CESJ","48335","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","O.S. Ribas","J.M. Silva; et al.","2004","10","16","Brasil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"CESJ048335","CESJ048335","Angiosperma",NA,"4132","América do Sul","Santa Catarina",NA,"Arbusto, 1 m, capítulo creme. Campo de altitude. Alt: 1300 m.","22441","auto","2005",NA,NA,NA,NA,NA,NA
"19","2021-04-07 11:41:17-03","UFMS","CGMS","45006","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G. Hatschbach","O.S. Ribas; J.M. Silva; E.F. Costa","2004","01","09","Brasil","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,"1300","1300","CGMS1074974",NA,NA,NA,"5721",NA,"Paraná",NA,"Capítulo creme. Fruto ausente. Habitat: Encosta do morro. Habito: Arbusto. 1.5m de altura.","12577","auto","2004",NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:41:17-03","UFMS","CGMS","45009","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","O.S. Ribas","J.M. Silva; O.S. Ribas; M.R. Bornschein","2004","10","16","Brasil","Garuva","Serra do Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300","CGMS1074977",NA,NA,NA,"4132",NA,"Santa Catarina",NA,"Capítulo creme. Fruto ausente. Habitat: Campo de altitude. Habito: Arbusto. 1m de altura.","22441","auto","2005",NA,NA,NA,NA,NA,NA
"21","2019-11-27 13:46:09-03","UFS","ASE","12619","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb.","Ribas, OS","Ribas, OS; Labiak, P; Pichorim, M","2005","02","12","Brasil","Campo Alegre","Serra Quiriri","-49.1556","-26.113","-49.1556","-26.113",NA,NA,"ASE0026182","ASE0026182","Magnoliophyta",NA,"6676","Southern America","Santa Catarina",NA,"Arbusto até 2,5m, capítulo creme.; Arbusto até 2,5m, capítulo creme.; Encosta de morro. Matinha nebular.",NA,NA,"2005",NA,NA,NA,NA,NA,NA
"22","2019-11-27 13:46:09-03","UFS","ASE","12587","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb.","Hatschbach, G","Cordeiro, J","2003","11","12","Brasil","Piraquara","Morro do Canal","-49.0347","-25.2631","-49.0347","-25.2631",NA,NA,"ASE0026183","ASE0026183","Magnoliophyta",NA,"3139","Southern America","Paraná",NA,"Subarbusto, 90cm, capítulo creme.; Subarbusto, 90cm, capítulo creme.; Altodo morro.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:23:11-03","UNICAMP","UEC","160670","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G","Romão, GO; Dantas, APT","2006","09","09","Brazil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos. Acesso pela rodovia BR-376 entre os Km 665-666, 500 m após o rio Itararé e 1 Km antes do Posto Policial. &nf;Sítio Arca de Noé, topo do morro por estrada de terra ca. 6 Km da BR.&nf;Campo de altitude com predomíni","-48.969083","-25.851472","-48.969083","-25.851472","1430","1430","UEC017048","UEC017048","Magnoliopsida",NA,"1696",NA,"Paraná",NA,"Subarbusto ca. 50 cm alt.; capítulos brancos.",NA,NA,"2017","10","18",NA,NA,NA,NA
"24","2021-03-01 16:23:11-03","UNICAMP","UEC","167894","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G","Romão, GO; Dantas, APT","2006","09","09","Brazil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos. Acesso pela rodovia BR-376 entre os Km 665-666, 500 m após o rio Itararée 1 km antes do Posto Policial. Sítio Arca de Noé, topo do morro por estrada de terra ca. 6 km da BR.&nf;Próximo da ultima antena.","-48.956417","-25.889611","-48.956417","-25.889611","1430","1430","UEC091939","UEC091939","Magnoliopsida",NA,"1683",NA,"Paraná",NA,"Arbusto até 60 cm alt.; botões creme-esverdeados.; Campo de altitude com predomínio de gramíneas e alguns aglomerados de arbustos; solo arenoso seco.",NA,NA,"2017","10","18",NA,NA,NA,NA
"25","2020-10-14 09:58:53-03","FURB","FURB","32658","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Verdi, M.; Martins, E.M. & Veiga, O.N.","2010","09","02","Brasil","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9566667","-25.8902777","-48.9566667","-25.8902777","1444","1444","FURB00677","FURB00677",NA,NA,"5678",NA,"Paraná",NA,NA,NA,NA,"2017","12","05",NA,NA,NA,NA
"26","2020-10-14 09:58:53-03","FURB","FURB","4372","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Silva, J.M.; Ribas, O.S. & Costa, E.F.","2004","01","09","Brasil","Piraquara","Morro do Canal.","-49.0633010864258","-25.4416999816895",NA,NA,"1300","1300","FURB16602","FURB16602",NA,NA,"5722",NA,"Paraná",NA,NA,"12577","auto","2017","12","05",NA,NA,NA,NA
"27","2019-11-08 08:49:37-03","FURB","FURB","4443","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Silva, J.M.; Ribas, O.S. & Bornschein, M.R.","2004","10","16","Brasil","Garuva","Serra do Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300","FURB16601","FURB16601",NA,NA,"4132",NA,"Santa Catarina",NA,NA,"22441","auto","2017","12","05",NA,NA,NA,NA
"28","2019-11-08 08:49:37-03","FURB","FURB","5889","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Vieira, F.C.S.","2005","09","07","Brasil","Garuva","Serra Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,"1200","1200","FURB16844","FURB16844",NA,NA,"1315",NA,"Santa Catarina",NA,NA,"22441","auto","2017","12","05",NA,NA,NA,NA
"29","2021-03-16 17:50:27-03","UCS","HUCS","23662","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Heiden, G.","Ribas, O.S.","2004","01","09","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales","5721",NA,"Paraná",NA,"Herbário MBM; Encosta do morro","12577","auto","2016","11","01",NA,NA,NA,NA
"30","2021-03-16 17:50:27-03","UCS","HUCS","26445","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Heiden, G.","Silva, J.M.","2004","10","16","Brasil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,NA,"Angiospermae","Asterales","4118",NA,"Santa Catarina",NA,"Herbário MBM; Campo de altitude","22441","auto","2016","11","01",NA,NA,NA,NA
"31","2021-03-21 18:17:27-03","UTFPR","HCF","5198","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","M.G. Caxambu","J.M. Silva","2004","10","16","Brasil","Garuva","Serra do Quiriri",NA,NA,NA,NA,"1300","1300",NA,NA,NA,NA,"4118",NA,"PR",NA,"arbusto, 1 m, capítulo creme. Campo de altitude.",NA,NA,"2011","04","26",NA,NA,NA,NA
"32","2021-03-21 18:17:27-03","UTFPR","HCF","27509","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G. Hatschbach","J.M. Silva","2006","06","02","Brasil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1500","1500",NA,NA,NA,NA,"4779",NA,"PR",NA,"arbusto, 80 cm, capítulo creme. Orla da mata nebular.","41937","auto","2006",NA,NA,NA,NA,NA,NA
"33","2021-03-21 18:17:27-03","UTFPR","HCF","2161","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","M.G. Caxambu","O.S. Ribas","2004","01","09","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,"1.3","1.3",NA,NA,NA,NA,"5721",NA,"PR",NA,"arbusto, 1,50 m, capítulo creme, flor feminina. Encosta do morro.","12577","auto","2011","04","26",NA,NA,NA,NA
"34","2021-03-21 18:17:27-03","UTFPR","HCF","4557","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","M.G. Caxambu","M.G. Caxambu","2006","11","17","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"1259",NA,"PR",NA,"arbusto heliófito, ramificado, com flores de cor creme. Próximo a afloramento granítico.","12577","auto","2011","04","26",NA,NA,NA,NA
"35","2020-12-21 16:14:21-03","MBM","MBM","386162","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Barboza, E.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","2013","10","24","Brazil","Piraquara","Recreio da Serra","-49.005667","-25.455214","-49.005667","-25.455214","1200","1200","MBM386162","MBM386162",NA,NA,"1399","Southern America","Paraná",NA,"Arbusto 1m; capítulos alvos.; Refúgio Vegetacional Altomontano (campo de altitude).",NA,NA,"2013","11","14",NA,NA,NA,NA
"36","2020-12-21 16:14:21-03","MBM","MBM","386162","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Barboza, E.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","2013","10","24","Brazil","Piraquara","Recreio da Serra","-49.005667","-25.455214","-49.005667","-25.455214","1200","1200","MBM386162","MBM386162",NA,NA,"1399","Southern America","Paraná",NA,"Arbusto 1m; capítulos alvos.; Refúgio Vegetacional Altomontano (campo de altitude).",NA,NA,"2013","11","14",NA,NA,NA,NA
"37","2020-12-21 16:14:21-03","MBM","MBM","386267","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Campos, F.; Jasinski, V.C.G.; et al.; Jasinski, V.C.G.; et al.","2013","11","10","Brazil","Piraquara","Morro do Canal","-48.9882","-25.514722","-48.9882","-25.514722","1100","1100","MBM386267","MBM386267",NA,NA,"11","Southern America","Paraná",NA,"Arbusto 1,2m; capítulos cremes.",NA,NA,"2013","11","25",NA,NA,NA,NA
"38","2020-12-21 16:14:21-03","MBM","MBM","386268","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Campos, F.; Jasinski, V.C.G.; et al.; Jasinski, V.C.G.; et al.","2013","11","10","Brazil","Piraquara","Morro do Canal","-48.9882","-25.514722","-48.9882","-25.514722","1100","1100","MBM386268","MBM386268",NA,NA,"10","Southern America","Paraná",NA,"Arbusto 1,1m; capítulos cremes.",NA,NA,"2013","11","25",NA,NA,NA,NA
"39","2020-12-21 16:14:21-03","MBM","MBM","386274","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Cordeiro, J.; Campos, F.; Campos, F.","2013","09","12","Brazil","Piraquara","Morro do Canal","-48.9882","-25.514722","-48.9882","-25.514722","1100","1100","MBM386274","MBM386274",NA,NA,"5112","Southern America","Paraná",NA,"Arbusto 1,2m; capítulos cremes.",NA,NA,"2013","11","25",NA,NA,NA,NA
"40","2020-12-21 16:14:21-03","MBM","MBM","386443","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","2013","10","31","Brazil","Garuva","Campos do Quiriri","-48.979083","-26.032306","-48.979083","-26.032306","1350","1350","MBM386443","MBM386443",NA,NA,"4030","Southern America","Santa Catarina",NA,"Arbusto 1,80cm, capítulos creme.; Floresta Ombrófila Densa Altomontana (mata nebular), borda de capão.",NA,NA,"2013","12","03",NA,NA,NA,NA
"41","2020-12-21 16:14:21-03","MBM","MBM","386443","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Barboza, E.; Cordeiro, J.; Silva, J.M.; Motta, J.T.; Cordeiro, J.; Silva, J.M.; Motta, J.T.","2013","10","31","Brazil","Garuva","Campos do Quiriri","-48.979083","-26.032306","-48.979083","-26.032306","1350","1350","MBM386443","MBM386443",NA,NA,"4030","Southern America","Santa Catarina",NA,"Arbusto 1,80cm, capítulos creme.; Floresta Ombrófila Densa Altomontana (mata nebular), borda de capão.",NA,NA,"2013","12","03",NA,NA,NA,NA
"42","2020-12-21 16:14:21-03","MBM","MBM","390535","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Heiden, G.; Iganci, J.R.V.; Silva, J.M.; Vaz, J.; Iganci, J.R.V.; Silva, J.M.; Vaz, J.","2010","12","17","Brazil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos, estrada para as antenas, final da trilha para o cume","-48.959444","-25.886667","-48.959444","-25.886667","1349","1349","MBM390535","MBM390535",NA,NA,"1448","Southern America","Paraná",NA,"Subarbusto, ca 1 m alt. Ramos vináceos. Folhas verdes, margens castanhas. Brácteas involucrais verde-claras. Flores amarelo-esverdeadas. Planta estaminada.; Campo de altitude tropical (campos de altitude da Serra do Mar). Campo sujo",NA,NA,"2010","12","17",NA,NA,NA,NA
"43","2020-12-21 16:14:21-03","MBM","MBM","391603","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Barboza, E.","Cordeiro, J.; Barboza, E.; Brotto, M.L.; Barboza, E.; Brotto, M.L.","2014","08","12","Brazil","Guaratuba","Pico Pedra Branca de Araraquara, cume","-48.872778","-25.939722","-48.872778","-25.939722","1160","1160","MBM391603","MBM391603",NA,NA,"5225","Southern America","Paraná",NA,"Arbusto de 1,1m; capítulos de cor creme.; Refúgio Vegetacional Altomontano (campo de altitude).",NA,NA,"2014","08","21",NA,NA,NA,NA
"44","2020-12-21 16:14:21-03","MBM","MBM","419464","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Völtz, R.R.","Völtz, R.R.; Santos, G.H.; Santos, G.H.","2015","08","02","Brazil","Tijucas do Sul","Serra do Araçatuba, morro Araçatuba","-48.993611","-25.902222","-48.993611","-25.902222","1655","1655","MBM419464",NA,NA,NA,"2001","Southern America","Paraná",NA,"Arvoreta 0,5 m alt.; flores flavas.; Refúgio Vegetacional Altomontano; fisionomia herbáceo de topo de morro.",NA,NA,"2018","11","28",NA,NA,NA,NA
"45","2020-12-21 16:14:21-03","MBM","MBM","225836","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Robinson, H.","Kummrow, R.; Silva, J.M.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.","1994","01","21","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1400","1400","MBM225836","MBM225836",NA,NA,"3386","Southern America","Paraná",NA,"Subarbusto, 1,00 m, capítulo creme.; Orla da mata nebular.","41937","auto","2000",NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:14:21-03","MBM","MBM","75465","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Teodoro Luis","Hatschbach, G.","1960","01","31","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1200","1200","MBM075465","MBM075465",NA,NA,"6691","Southern America","Paraná",NA,"Arbusto flor creme, vãos de rocha região nebular; Arbusto, flor creme.; Vãos de rocha região nebular.","41937","auto","1976",NA,NA,NA,"PARATYPE",NA,NA
"47","2020-12-21 16:14:21-03","MBM","MBM","247342","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G.","Barboza, E.; Ribas, O.S.; Ribas, O.S.","2000","04","08","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM247342","MBM247342",NA,NA,"442","Southern America","Paraná",NA,"Arbusto, 1 m, capítulo alvacento.; Campo de altitude, orla da matinha nebular.","41937","auto","2000",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:14:21-03","MBM","MBM","21754","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Irmão Teodoro Luis","Hatschbach, G.","1959","05","24","Brazil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1350","1350","MBM021754","MBM021754",NA,NA,"5885","Southern America","Paraná",NA,"Subarbusto,até 1 m. Planta feminina.; Vegetação arbustiva tipo carrascal do alto dos morros.","41937","auto","1959",NA,NA,NA,NA,NA,NA
