"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","previousCatalogNumber","typeStatus","individualCount","class"
"98","2021-01-26 14:12:10-03","CPACT","ECT","5583","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","A.V.F.Lourenço","2015","06","30","Brasil","Piraquara","BR-277, próximo ao primeiro pedágio. Altitude obtida a partir das coordenadas geográficas.","-48.586944","-25.305556","48º35'13''W","25º18'20''S","115","115","ECT0005583","ECT0005583","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2018","12","14",NA,NA,NA,NA
"99","2021-01-26 14:12:10-03","CPACT","ECT","5593","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","G.Heiden","A.V.F.Lourenço","2015","06","30","Brasil","Piraquara","Morro do Canal. Altitude obtida a partir das coordenadas geográficas.","-48.585833","-25.305278","48º35'9''W","25º18'19''S","141","141","ECT0005593","ECT0005593","Embryophyta",NA,NA,NA,"Paraná",NA,NA,NA,NA,"2018","12","12",NA,NA,NA,NA
"100","2020-09-12 05:00:02-03","US","US","1954680","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb. ex G.M. Barroso",NA,"-- Reitz","1948","12","21","Brazil",NA,"Campo dos Padres.",NA,NA,NA,NA,"1800",NA,"US01724284","US01724284_01",NA,"Asterales","2658","South America","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"101","2020-09-12 05:00:02-03","US","US","2321498","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb. ex G.M. Barroso",NA,"-- Reitz & Klein, --","1957","10","18","Brazil",NA,"Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,"1300",NA,"US01724289","US01724289_01",NA,"Asterales","5304","South America","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"102","2020-09-12 05:00:02-03","US","US","3656334","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb. ex G.M. Barroso",NA,"G. Heiden, J. R. V. Iganci, J. M. Silva & J. Vaz","2010","12","17","Brazil",NA,"Brasil , Parana, Guaratuba: Serra de Aracatuba Morro dos Perdidos, estarda para as antenas.","-48.9594","-25.8867",NA,NA,"1349",NA,"US01724286","US01724286_01",NA,"Asterales","1448","South America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"103","2020-09-12 05:00:02-03","US","US","2706600","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb. ex G.M. Barroso",NA,"G. Hatschbach","1959","5","24","Brazil",NA,"Serra de Aracatuba (mun. Guaratuba) Parana.",NA,NA,NA,NA,"1350",NA,"US01724287","US01724287_01",NA,"Asterales","5885","South America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"104","2020-09-12 05:00:02-03","US","US","3387163","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb. ex G.M. Barroso",NA,"R. Kummrow, J. M. Silva & J. Cordeiro","1994","1","21","Brazil",NA,"Serra de Aracatuba (Mun. Guaratuba) Parana.",NA,NA,NA,NA,"1400",NA,"US01724288","US01724288_01",NA,"Asterales","3386","South America","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"105","2020-09-12 05:00:02-03","US","US","2402994","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb. ex G.M. Barroso",NA,"R. Reitz","1948","12","21","Brazil",NA,"Campo dos Padres, Bom Retiro.",NA,NA,NA,NA,"1800",NA,"US01724285","US01724285_01",NA,"Asterales","2658","South America","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"106","2019-12-09 17:29:22-03","UFPR","EFC","12911","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Vieira, R.S.","Vieira, R.S.","2014","06","02","Brasil","Piraquara","Serra do Marumbi - Morro do Canal","-48.9814","-25.5154","-48.9814","-25.5154",NA,NA,"EFC012911",NA,NA,NA,"383",NA,"Paraná",NA,"Arbusto com 80 cm. em refúgio vegetacional. Com flores alvas.",NA,NA,"2014","06","11",NA,NA,NA,NA
"107","2019-12-09 17:29:22-03","UFPR","EFC","13094","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Vieira, R.S.","Vieira, R.S.","2014","08","11","Brasil","Piraquara","Serra do Marumbi - Morro do Canal","-48.9865","-25.5145","-48.9865","-25.5145",NA,NA,"EFC013094",NA,NA,NA,"500",NA,"Paraná",NA,"Arbusto com 1,5 m. próximo ao cume. Com flores amarelo-esverdeadas.",NA,NA,"2014","08","11",NA,NA,NA,NA
"108","2019-12-09 17:29:23-03","UFPR","EFC","15726","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Barboza, E.","Cordeiro, J.","2014","08","12","Brasil","Guaratuba","Pico Pedra Branca de Araraquara","-48.5222","-25.5623","-48.5222","-25.5623","1160","1160","EFC015726",NA,NA,NA,"5225",NA,"Paraná",NA,"Arbusto 1,1m; capítulos de cor creme. Refúgio Vegetacional Altomontano",NA,NA,"2014","08","21",NA,NA,NA,NA
"109","2019-12-09 17:29:22-03","UFPR","EFC","17349","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Dall Agnol, R.T.","Dall Agnol, R.T.","2017","11","02","Brasil","Piraquara","Serra do Marumbi - Morro do Canal","-48.9817","-25.5158","-48.9817","-25.5158",NA,NA,"EFC017349",NA,NA,NA,NA,NA,"Paraná",NA,"Arbusto, 1,5 m, flores creme, cume do morro. Refúgio Vegetacional Altomontano (Campo de Altitude)",NA,NA,"2018","10","11",NA,NA,NA,NA
"110","2019-12-09 17:29:23-03","UFPR","EFC","17674","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Völtz, R.R.","Völtz, R.R.; Santos, G.H.","2015","08","02","Brasil","Tijucas do Sul","Serra do Araçatuba, morro Araçatuba","-48.9936","-25.9022","-48.9936","-25.9022","1655","1655","EFC017674",NA,NA,NA,"2001",NA,"Paraná",NA,"Arvoreta 0,5 m alt.; flores flavas; fisionomia herbáceo de topo de morro. Refúgio Vegetacional Altomontano",NA,NA,"2018","11","28",NA,NA,NA,NA
"111","2021-03-15 18:25:18-03","USP","SPF","208108","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Heiden, G","Heiden, G; Iganci, JRV; Silva, JM; Vaz, JM","2010","12","17","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos, estrada para as antenas, final da trilha para o cume.","-48.959444","-25.886667","-48.959444","-25.886667","1349","1349","SPF00208108",NA,NA,NA,"1448",NA,"Paraná",NA,"Subarbusto, ca. 1 m alt, em campo sujo e afloramentos rochosos. Ramos vináceos. Folhas verdes, margens castanhas. Brácteas involucrais verde-claras. Flores amarelo-esverdeadas. Planta estaminada.",NA,NA,"2010","12","17",NA,NA,NA,NA
"112","2019-11-13 11:16:01-03","USP","SPF","211540","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Heiden, G","Romão, GO","2006","09","09","Brasil","Guaratuba","Serra de Araçatuba","-48.956417","-25.889611","-48.956417","-25.889611","1430","1430","SPF00211540",NA,NA,NA,"1683",NA,"Paraná",NA,NA,NA,NA,"2014","07",NA,NA,NA,NA,NA
"113","2014-04-04 18:26:19-03","PNFM","IRAI","2248","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb.","Cordeiro, J.","Ristow, R.","2010","07","03","Brasil","Piraquara","Morro do Canal","-48.987056","-25.515806","-48.987056","-25.515806",NA,NA,"IRAI00002248",NA,"Magnoliophyta",NA,"684",NA,"Paraná",NA,"Arbusto, 1 m, flor creme",NA,NA,"2011","01","01",NA,NA,NA,NA
"114","2014-04-04 18:26:19-03","PNFM","IRAI","2573","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschb.","Cordeiro, J.","Cordeiro, J.","2009","04","07","Brasil","Campo Alegre","Serra Quiriri",NA,NA,NA,NA,NA,NA,"IRAI00002573",NA,"Magnoliophyta",NA,"3015",NA,"Santa Catarina",NA,"Arbusto, 1.5 m, capítulos creme escredeado. Matinha nebular",NA,NA,"2010","01","01",NA,NA,NA,NA
"115","2020-12-02 09:06:51-03","UNITINS","HUTO","4768","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G. Hatschbach","Caxambu, M.G.","Caxambu, M.G.","2006","11","17","Brasil","Piraquara","Morro do Canal. Próximo a afloramento granítico. Relevo montanhoso","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUTO004768",NA,NA,NA,"1259",NA,"Paraná",NA,"Arbusto heliófilo, ramificado, com flores de cor creme; Floresta ombrófila densa altomontana","12577","auto","2007","02","27",NA,NA,NA,NA
"116","2021-03-25 13:51:32-03","UNIVILLE","JOI","13171","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.",NA,"Melo-Júnior, J.C.F.",NA,NA,NA,"Brasil","Tijucas do Sul","Araçatuba.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"JOI013171",NA,NA,NA,"882",NA,"Paraná",NA,NA,"25228","auto","2020","11","10",NA,NA,NA,NA
"117","2019-10-07 09:11:06-03","UEFS","HUEFS","208819","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.",NA,"Barboza, E.","2013","10","31","Brasil","Garuva","Campos do Quiriri.","-48.979167","-26.032222","48W58'45''","26S1'56''","1350","1350","HUEFS0208819","HUEFS0208819","Angiospermae","Asterales","4030",NA,"Santa Catarina",NA,"Floresta Ombrófila Densa altomontana (mata nebular).",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"118","2019-10-07 09:11:06-03","UEFS","HUEFS","19596","PreservedSpecimen","Plantae","Asteraceae","Baccharis","araçatubensis","Baccharis araçatubensis","Malag. & Hatschb. ex G.M.Barroso",NA,"Poliquesi, G.B.","1994","11","09","Brasil","São Miguel das Matas",NA,NA,NA,NA,NA,"1250","1250","HUEFS0019596","HUEFS0019596","Angiospermae","Asterales","213",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"119","2019-10-07 09:11:06-03","UEFS","HUEFS","49849","PreservedSpecimen","Plantae","Asteraceae","Baccharis","araçatubensis","Baccharis araçatubensis","Malag. & Hatschb. ex G.M.Barroso",NA,"Barbosa, E.","2000","04","08","Brasil","Guaratuba","Serra da Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUEFS0049849","HUEFS0049849","Angiospermae","Asterales","442",NA,"Paraná",NA,"Campo de Altitude.","41937","auto",NA,NA,NA,NA,NA,NA,"Asteranae"
"120","2019-10-07 09:11:06-03","UEFS","HUEFS","117409","PreservedSpecimen","Plantae","Asteraceae","Baccharis","araçatubensis","Baccharis araçatubensis","Malag. & Hatschb. ex G.M.Barroso",NA,"Silva, J.M.","2004","10","16","Brasil","Garuva","Serra do Quiriri.","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"HUEFS0117409","HUEFS0117409","Angiospermae","Asterales","4132",NA,"Santa Catarina",NA,"Campo de altitude.","22441","auto",NA,NA,NA,NA,NA,NA,"Asteranae"
"121","2020-11-12 16:58:13-03","UEL","FUEL","24822","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G","Lobato, T; et al.","2005","02","01","Brasil","Piraquara","Medianeira","-49.0633010864258","-25.4416999816895",NA,NA,"1150","1150","FUEL005799",NA,"Tracheophyta","Asterales","4",NA,"Paraná",NA,NA,"12577","auto","2019","05","07",NA,NA,NA,NA
"122","2020-11-12 16:58:13-03","UEL","FUEL","38993","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G","Silva, JM; Silva, JM; Ribas, OS; Barbosa, E","2004","10","16","Brasil","Garuva","Serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,"1300","1300","FUEL018297",NA,"Tracheophyta","Asterales","4118",NA,"Santa Catarina",NA,NA,"22441","auto","2019","02","27",NA,NA,NA,NA
"123","2019-11-01 14:53:15-03","UnB","UB","121951","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Hatschbach, G","Ribas, OS","2004","01","09","Brasil","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"5721","Southern America","Paraná ",NA,"Flor feminina.; Arbusto 1,5m. Capítulo creme; Encosta do Morro","12577","auto","2004",NA,NA,NA,NA,NA,NA
"124","2019-05-06 11:52:34-03","UFU","HUFU","48757","S","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","Hatschbach, G.","Silva, J.M.; Barbosa, E.","2006","06","02","Brasil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"HUFU00042920","HUFU00042920",NA,NA,"4779",NA,"Paraná",NA,"Arbusto, ca. 0,8 m. Capítulo creme.; Orla da matinha nebular.","41937","auto","2006",NA,NA,NA,NA,NA,NA
"125","2020-08-20 20:38:00-03","UFSC","FLOR","59742","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Funez, L.A.","Funez, L.A.; Trevisan, R.; Ferreira, J.P.R. & Venturi, S.","2014","11","04","Brasil","Campo Alegre","Campos do Quiriri.","-48.953333","-26.036667","48º57'12''W","26º2'12''S",NA,NA,"FLOR0059742","FLOR0059742",NA,"Asterales","3990",NA,"Santa Catarina",NA,"arbusto ca. 1m, flores esverdeadas",NA,NA,"2014",NA,NA,NA,NA,NA,NA
"126","2020-08-20 14:54:56-03","UFSC","FLOR","60638","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Cordeiro, J.","Barboza, E.; Cordeiro, J.; Silva, J.M. & Motta, J.T.","2013","10","31","Brasil","Garuva","Campos do Quiriri.","-48.979167","-26.032222","48º58'45''W","26º1'56''S","1350","1350","FLOR0060638","FLOR0060638",NA,"Asterales","4030",NA,"Santa Catarina",NA,"Arbusto 1,80cm, capítulos creme",NA,NA,"2013","12","03",NA,NA,NA,NA
"127","2020-08-20 20:38:00-03","UFSC","FLOR","67547","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Lobato, T.","Lobato, T.; Ribas, O.S.; Silva, S.S.C. da","2005","02","01","Brasil","Piraquara","Medianeira.","-49.0633010864258","-25.4416999816895",NA,NA,"1150","1150","FLOR0067547","FLOR0067547",NA,"Asterales","4",NA,"Paraná",NA,"Arbusto, 2m, capítulos creme, floresta denso montana, encosta de morro. Duplicata de MBM 301333","12577","auto","2005",NA,NA,NA,NA,NA,NA
"128","2020-08-20 14:54:56-03","UFSC","FLOR","24604","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Reitz, R.; Klein, R.M.","1960","11","04","Brasil","Campo Alegre","Morro do Campo Alegre.","-49.2655982971191","-26.1924991607666",NA,NA,"1300","1300","FLOR0024604","FLOR0024604",NA,"Asterales","10345",NA,"Santa Catarina",NA,"arbusto, flor esbranquiçada, 2m altura","37493","auto","2014","02","01",NA,NA,NA,NA
"129","2020-08-20 14:54:56-03","UFSC","FLOR","1921","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag.","Heiden, G.","Klein, R.M.; Ravenna","1966","10","21","Brasil","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,NA,"750","750","FLOR0001921","FLOR0001921",NA,"Asterales","6836",NA,"Santa Catarina",NA,"arbusto, flor creme, 2m altura","22441","auto","2014","02","01",NA,NA,NA,NA
"130","2021-03-04 15:42:25-03","IF","SPSF","27821","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis",NA,NA,"E.Barbosa & O.Ribas","2000","04","08","Brasil","Guaratuba","serra do Aracatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","442","América do Sul","PR",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo de altitude&nf;;","41937","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"131","2021-03-04 15:42:25-03","IF","SPSF","35436","PreservedSpecimen","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis",NA,NA,"J.M.Silva & O.S.Ribas & E.Barbosa","2004","10","16","Brasil","Garuva","serra do Quiriri","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales","4118","América do Sul","SC",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: campo de altitude&nf;;","22441","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"132","2021-02-08 12:33:20-03","UFRGS","ICN","181674","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Cordeiro, J","Barboza, E; Cordeiro, J; Silva, JM; Motta, JT","2013","10","31","Brasil","Guaruva","Campos do Quiriri","-48.979167","-26.032222","-48.979167","-26.032222","1350","1350",NA,NA,"Dicotyledon",NA,"4030","América do Sul","SC",NA,"Doação do MBM; Arbusto, 1,80cm, capítulos creme; Floresta Ombrófila Densa Altomontana (mata nebular)",NA,NA,"2013","12","03",NA,NA,NA,NA
"133","2021-02-08 12:33:20-03","UFRGS","ICN","032013","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Hatschbach, G; Teodoro","Hatschbach, G","1960","06","19","Brasil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","ICN00000020","ICN00000020","Dicotyledon",NA,"7078","América do Sul","PR",NA,"Doação G. Hatschbach (ISOTYPUS); Arbusto; Orla da Matinha Nebular","41937","auto",NA,NA,NA,NA,"Isotypus",NA,NA
"134","2021-02-08 12:33:20-03","UFRGS","ICN","032027","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Heiden, G","Hatschbach, G","1960","01","31","Brasil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1200","1200","ICN00032251",NA,"Dicotyledon",NA,"6691","América do Sul","PR",NA,"arbusto flor creme; nos vão de rocha, região nebular","41937","auto",NA,NA,NA,NA,"Paratypus",NA,NA
"135","2021-02-08 12:33:20-03","UFRGS","ICN","032028","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Heiden, G","Hatschbach, G","1960","01","31","Brasil","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300",NA,NA,"Dicotyledon",NA,"6703","América do Sul","PR",NA,"Doação do Herbário Hatschbach n° 6703; Arbusto; Orla da matinha nebular","41937","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-02-08 12:33:20-03","UFRGS","ICN","032014","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Heiden, G","Hatschbach, G","1959","05","24","Brasil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1350","1350",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","PR",NA,"Doação do Herbário Hatschbach n° 5886; Subarbusto, até 1 metro, com capítulos cremes; Vegetação arbustiva tipo cerrascal do alto dos morros","41937","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-02-08 12:33:20-03","UFRGS","ICN","032012","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","de Oliveira, AS","Hatschbach, G","1960","06","19","Brasil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","PR",NA,"Doação do Herbário Hatschbach n° 7079; Arbusto com capítulos creme; Orla da matinha nebular","41937","auto","2005","09","15",NA,NA,NA,NA
"138","2021-02-08 12:33:20-03","UFRGS","ICN","172164","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & Hatschbach ex G.M.Barroso","Iganci, JRV","Iganci, JRV; Ferreira, PA; Silveira, GH; Buzatto, CR;","2008","11","19","Brasil","Urubici","Morro da Igreja. Próximo ao CINDACTA.","-49.5917015075684","-28.0149993896484",NA,NA,"1800","1800",NA,NA,"Dicotyledon",NA,"541","América do Sul","SC",NA,NA,"30102","auto","2008","11","19",NA,NA,NA,NA
"139","2019-11-21 09:59:53-03","IBt","SP","357603","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G.Hatschbach","Hatschbach, G","Barbosa, E; Ribas, OS","2000","04","08","Brasil","Guaratuba","Serra de Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"SP031198","SP031198",NA,NA,"442",NA,"Paraná",NA,NA,"41937","auto","2000",NA,NA,NA,NA,NA,NA
"140","2019-11-21 09:59:53-03","IBt","SP","363561","S","Plantae","Asteraceae","Baccharis","aracatubensis","Baccharis aracatubensis","Malag. & G.Hatschbach","Robinson, H","Kummrow, R; Silva, JM; Cordeiro, J","1994","01","21","Brasil","Guaratuba","Serra do Araçatuba.","-48.5746994018555","-25.8827991485596",NA,NA,"1400","1400","SP031197","SP031197",NA,NA,"3386",NA,"Paraná",NA,NA,"41937","auto","2000",NA,NA,NA,NA,NA,NA
"141","2014-09-23 10:46:36-03","G","G","G00222513","S","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","?","Hatschbach, G. G.","1959","05","24","Brazil",NA,NA,"-51.34944444","-24.65444444","-51.34944444","-24.65444444","1350","1350","G00222513","G00222513",NA,NA,"5885","AMERIQUE DU SUD","Paraná",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=214284&base=img&lang=en",NA,NA,NA,NA,NA,NA,"TYPUS of Baccharis aracatubaensis Malag.",NA,NA
"142","2014-09-23 10:46:36-03","G","G","G00222514","S","Plantae","Asteraceae","Baccharis","aracatubaensis","Baccharis aracatubaensis","Malag.","?","Hatschbach, G. G.","1959","05","24","Brazil",NA,NA,"-51.34944444","-24.65444444","-51.34944444","-24.65444444","1350","1350","G00222514","G00222514",NA,NA,"5886","AMERIQUE DU SUD","Paraná",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=214285&base=img&lang=en",NA,NA,NA,NA,NA,NA,"TYPUS of Baccharis aracatubaensis Malag.",NA,NA
