"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","typeStatus","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","individualCount","fieldNumber","sex"
"215","2009-08-18 12:11:00-03","MO","MOBOT","2233257","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Erik L. Ekman","Ekman 168",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Candelaria","Bonpland","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2009-07-31 05:57:00-03","MO","MOBOT","2233270","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","José E. Montes","Montes 1552",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Candelaria","Santa Ana","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2014-11-30 21:39:00-02","MO","MOBOT","2233288","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Camilo L. Quarín|et al.","Quarín 160",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Candelaria","entre Loreto y San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-04-30 04:37:00-03","MO","MOBOT","2233314","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","RODRÍGUEZ","RODRÍGUEZ 131","1930","3","15","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2010-02-28 06:14:00-03","MO","MOBOT","2247893","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Julio A. Tolaba","Tolaba 2717","2000","12","25","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Salta","La Capital","Finca La Candelaria; cerros 2 km al E de la Universidad Católica de Salta.",NA,NA,NA,NA,NA,"Tolaba, J. A.","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2011-02-18 21:13:00-02","MO","MOBOT","2293238","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Sara G. Tressens|M. Silvia Ferrucci|Anita Radovancich","Tressens 3846","1991","2","13","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Santo Tomé","Ayo. Chimiray, 10 Km SE de Azara",NA,NA,NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2011-02-28 18:13:00-03","MO","MOBOT","2293267","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Nélida S. Troncoso|Nélida M. Bacigalupo|Silvia C. Arroyo","Troncoso 3871","1984","3","28","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Entre Ríos","Concordia","Ayuí, alrededores de la represa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2010-12-01 18:09:00-02","MO","MOBOT","2293295","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Victor Maruñak","Maruñak 37",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Leandro N. Alem","de Cerro Azul a San José, a 100 m del Arroyo Liso","-55.58333","-27.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2010-11-21 08:41:00-02","MO","MOBOT","2293313","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","G.J. Schwarz","Schwarz 3880",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","San Javier","Puerto Rosario","-55.01666","-27.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2008-05-27 22:02:00-03","MO","MOBOT","2337673","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Julio A. Hurrell","Hurrell 4863","2003","1","26","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Buenos Aires",NA,"Isla Martín García: Punta La Gata",NA,NA,NA,NA,NA,"Hurrell, J. A., I-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2011-02-25 07:03:00-03","MO","MOBOT","2337693","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Julio A. Hurrell","Hurrell 4864","2003","1","26","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Buenos Aires",NA,"Isla Martín García: Barrio Chino",NA,NA,NA,NA,NA,"Hurrell, J. A., I-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2011-03-01 23:35:00-03","MO","MOBOT","2337707","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Sara G. Tressens|M. Silvia Ferrucci|Victor Maruñak|M.G. Pellegrini","Tressens 4130","1992","4","11","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","San Martín","Río Aguapey y ruta 40",NA,NA,NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2011-03-01 23:35:00-03","MO","MOBOT","2337725","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Sara G. Tressens|M. Silvia Ferrucci|Victor Maruñak|M.G. Pellegrini","Tressens 4013","1992","4","7","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Santo Tomé","Ea. Bertrán (Infrán Cué), 23 Km SW de Virasoro","-56.1","-28.23333",NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2008-05-27 22:02:00-03","MO","MOBOT","2404894","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Maevia N. Correa|et al.","Correa 5238","1973","11","4","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Paso de los Libres","RP 23 y cruce del río Miriñay","-57.33333","-29.6",NA,NA,NA,"Krapovickas, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2016-11-15 05:15:00-02","MO","MOBOT","2426769","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas","Krapovickas 7918","1953","3","7","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Candelaria","Loreto, Estación Experimental","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2011-03-14 22:38:00-03","MO","MOBOT","2431426","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Ricardo O. Vanni","Vanni 688",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Cainguás","Campo Grande","-54.98333","-27.23333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2010-02-15 15:39:00-02","MO","MOBOT","2440277","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","Biganzoli 833","2000","3","15","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Cainguás","Predio UNLP Reserva Privada Valle del Arroyo Cuña Pirú. Campito 1","-54.97305","-27.11222",NA,NA,NA,"Múlgura, M. E. & Biganzoli, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2011-03-26 11:09:00-03","MO","MOBOT","2440294","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Maria M. Arbo|Aurelio Schinini|Myriam C. Peichoto|M.C. Franceschini|E. Flaschland","Arbo 8662","2000","1","20","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Santo Tomé","Ruta 12 en cruce con ruta 41",NA,NA,NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2012-04-20 05:09:00-03","MO","MOBOT","2516373","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30002","1995","10","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caaguazú",NA,"Rio Acaray, camino de Itaquyry a Curuguaty",NA,NA,NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2012-04-20 05:09:00-03","MO","MOBOT","2516388","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30024","1995","10","10","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caaguazú",NA,"Palomares, camino de Itaquyry a Curuguaty. En cerrado de Butia paraguayensis, suelo arenoso","-55.41666","-24.91666",NA,NA,NA,"Krapovickas, A., //","275.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2012-04-20 05:09:00-03","MO","MOBOT","2516400","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Aurelio Schinini|Guillermo Caballero M.","Schinini Cacace 30090","1995","10","11","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caaguazú",NA,"Cnia. Pindo, camino entre Itaquyry y Curuguati. Estribaciones de la Sra. de San Joaquin","-55.33333","-24.58333",NA,NA,NA,"Krapovickas, A., //","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2016-11-15 05:15:00-02","MO","MOBOT","2516410","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44875","1994","2","19","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caaguazú",NA,"Ruta 3, 46 km N de Coronel Oviedo",NA,NA,NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2011-02-19 16:04:00-02","MO","MOBOT","2516424","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Aurelio Schinini|Ricardo O. Vanni|Sergio Cáceres M.","Schinini Cacace 27840","1993","3","23","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caazapá",NA,"Santa Ursula, 55 Km NE de Yuty",NA,NA,NA,NA,NA,"A. Krapovickas","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2016-11-15 05:15:00-02","MO","MOBOT","2516439","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 45173","1994","3","2","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Cordillera",NA,"13 km E del camino Piribebuy-Paraguarí, en dirección a Valenzuela",NA,NA,NA,NA,NA,"Krapovickas, A., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2008-05-27 22:02:00-03","MO","MOBOT","3048060","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","August G. Schulz","Schulz 4030","1943",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes",NA,"Colonia Benitez, Potrero Mendiburu.",NA,NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2008-05-27 22:02:00-03","MO","MOBOT","3048325","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Itaipú Binacional","Itaipú Binacional 265","1979",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Alto Paraná",NA,"Rva. itabo. Bosque explotado, zona cultivo.",NA,NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2009-10-14 20:07:00-03","MO","MOBOT","3048603","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Rosa Degen","Degen 1239","1988",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caazapá",NA,"Tavai. Propiedad del hospital. En el campo.",NA,NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2011-03-30 20:33:00-03","MO","MOBOT","3048776","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","S. Ninin","Ninin 15518","1975",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,"Capital Federal, Villa Ortúzar.",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2009-08-21 07:03:00-03","MO","MOBOT","3048786","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Émile Hassler","Hassler 5684",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.",NA,NA,NA,NA,NA,NA,NA,NA,"P.A. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2011-03-01 10:04:00-03","MO","MOBOT","3048915","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Balduino Rambo","Rambo 203","1942",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Cav.","Rio Grande do Sul",NA,"In campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2016-11-15 05:15:00-02","MO","MOBOT","3048924","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44875","1994",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes",NA,"Ruta 3, 46 km N de Coronel Oviedo. En barranco de arroyo.",NA,NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2008-05-27 22:02:00-03","MO","MOBOT","3049167","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","* PRANSE","PRANSE s.n.","1975","2","19","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Monte Caseros","Mote. Caseros. Campo humedo.",NA,NA,NA,NA,NA,"P. A. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2008-05-27 22:02:00-03","MO","MOBOT","3049447","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","G.J. Schwarz","Schwarz 9872","1950",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Empedrado","Puerto Empedrado.",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2008-05-27 22:02:00-03","MO","MOBOT","3049589","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","G.J. Schwarz","Schwarz 3964","1947",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","San Javier","Pamambi.",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2016-11-15 05:15:00-02","MO","MOBOT","3049727","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas|Carmen L. Cristóbal|Maria M. Arbo|Victor Maruñak|R.I. Maruñak|J. Irigoyen","Krapovickas 16865","1970",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Santo Tomé","Estancia San Francisco (23 Km. NW de Gobernador Virasoro).",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2011-03-01 10:04:00-03","MO","MOBOT","3049802","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Balduino Rambo","Rambo 43848","1949",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Cav.","Rio Grande do Sul",NA,"Caí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2011-04-11 12:14:00-03","MO","MOBOT","3049930","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Ismael Morel","Morel 6303","1948",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Formosa","Pilcomayo","N.O. a 2 kms. de Laguna Blanca.",NA,NA,NA,NA,NA,"T.H.K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2016-11-15 05:15:00-02","MO","MOBOT","3050075","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 30389","1977",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Salta",NA,"Dep. Capital. Vaqueros, Balneario Castañares, orillas río Vaqueros, 8 Km N de Salta.",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2008-05-27 22:02:00-03","MO","MOBOT","3050206","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Troels M. Pedersen","Pedersen 8753","1968","1","31","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes","Concepción","Estancia :Fortin del Iberá Carambole.",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2008-05-27 22:02:00-03","MO","MOBOT","3050559","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Troels M. Pedersen","Pedersen 7225","1964","11","20","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Entre Ríos","Uruguay","Low land by the R. Uruguay, mainly woodland and scrubland. Estancia La Selmira.",NA,NA,NA,NA,NA,"P. Fryxell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2016-11-15 05:15:00-02","MO","MOBOT","3051550","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Antonio C. Krapovickas","Krapovickas 5560","1960",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Corrientes",NA,"Dep. Itati. At the fott of the bank of the R. Parane.",NA,NA,NA,NA,NA,"Troels Myndel Pedersen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2012-04-12 05:10:00-03","MO","MOBOT","3051670","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","A.M. Ruiz Huidobro","Huidobro 4555","1947",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2008-05-27 22:02:00-03","MO","MOBOT","3051826","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","G.J. Schwarz","Schwarz 5821","1948",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Misiones",NA,"Gobernador Roca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2013-11-26 05:40:00-02","MO","MOBOT","3249750","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 6887","2005","12","24","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Cav.","Chuquisaca","Hernando Siles","Municipio Huacareta. Serranía Los Milagros. Subiendo de la Hacianda Guzman al abra.","-64.0422222","-20.3294445",NA,NA,NA,"S.R. Hill (ILLS)","1854.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"259","2008-05-27 22:02:00-03","MO","MOBOT","3313176","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Aurelio Schinini|Ricardo O. Vanni","Schinini Cacace 26039","1988","2","3","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Misiones",NA,"Ea. La Soledad, 3 km S de Santiago. En selva en galería.","-56.76666","-27.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2012-04-09 08:50:00-03","MO","MOBOT","3408085","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Aurelio Schinini","Schinini Cacace 29241","1995","4","17","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caaguazú",NA,"Ruta 3 , 47 n de Coronel Oviedo. En Campo anegable con Copernicia alba",NA,NA,NA,NA,NA,"A. Krapovickas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"261","2010-08-16 15:30:00-03","MO","MOBOT","3443342","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","C. Ortiz","Ortiz 33","2007","12","27","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Cav.","Chuquisaca","Hernando Siles","Provincia Hernando Siles Municipio Monteagudo primera seccion del Canton Fernandes. Aproximadamente a 2 km. de la comunidad San Lorenzo. Borde del rio.","-64.2319445","-19.9277778",NA,NA,NA,NA,"1676.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"262","2013-08-23 04:12:00-03","MO","MOBOT","3480149","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Arturo E. Burkart|Susana Crespo","Burkart s.n.","1961","12","15","South America","Argentina",NA,NA,NA,NA,NA,NA,"Cav.","Entre Ríos","Gualeguaychú","Gualeguay-chú, Parque Unzué.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2016-07-13 08:17:00-03","MO","MOBOT","3582477","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","D. Villarroel","Villarroel Segarra 1414","2007","12","10","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Cav.","Santa Cruz","Florida","Caminodel Refugio a Las Lajas, ladera con exposición SW, suelos húmedos en las orillas.","-63.6733334","-18.2697223",NA,NA,NA,"O. Blanchard Jr. (FLAS)","1380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"264","2014-01-02 05:36:00-02","MO","MOBOT","3582507","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","D. Villarroel","Villarroel Segarra 1481","2007","12","11","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Cav.","Santa Cruz","Florida","Sendero eclógico el Cañadón, bosque Tucumano-Boliviano húmedo con bastante hojarasca y compuesto por árboles de 10 m de altura algunos simpódicos y achaparrados, ladera con exposición oeste.","-63.6669445","-18.2430555",NA,NA,NA,"Luzmiila Arroyo P","1525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"265","2008-05-27 22:02:00-03","MO","MOBOT","884720","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Elsa M. Zardini|Leongino Guerrero","Zardini 40170","1994","7","28","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Paraguarí",NA,"Arroyo Mbopicua. Gallery forest.","-57.14583","-26.34222",NA,NA,NA,"A. Krapovickas (CTES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","927",NA
"266","2008-05-27 22:02:00-03","MO","MOBOT","3048623","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Isabel Basualdo","Basualdo 002068","1988","12","21","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Caazapá",NA,"Tavai Destacamento militar. En campo.","-55.33333","-26.16666",NA,NA,NA,"A. Krapovickas, V.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2015-02-17 12:26:00-02","MO","MOBOT","1817117","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Elsa M. Zardini|R. Gamarra","Zardini 59300","2002","12","5","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cav.","Itapúa",NA,"Yacyreta dam island reserve. Dunes and inundated savannas.","-56.7547222","-27.4888889",NA,NA,NA,"A. Krapovickas (CTES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1273",NA
"268","2020-08-31 09:05:39-03","INPA","INPA","98409","S","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Crovetto, RM","11270","1978","12","26","Southern America","Argentina",NA,NA,NA,"INPA0098409","Dicotyledon Com-Clade","Malvales","Cav.","Corrientes","Concepción","Santa Rosa",NA,NA,"INPA0098409 INPA0098409_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","2990",NA,"Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","A. Ruschi; André Ruschi",NA,"1978","01","14",NA,"Brasil",NA,NA,"Altitude de 1260m.","MBML002990",NA,NA,"Cav.","Bahia","Andaraí","Serra Capa Bode","-41.3314018249512","-12.8072004318237","MBML002990",NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2020-06-15 15:31:02-03","UNESP-RC","HRCB","45298","PreservedSpecimen","Plantae","Malvaceae","Pavonia","hastata","Pavonia hastata","Pivetta",NA,"1956","02","07",NA,"Brasil",NA,NA,"Arbustinho, flor roxo-roxo",NA,NA,NA,"Cav.","Rio Grande do Sul","Augusto Pestana",NA,"-53.9921989440918","-28.5168991088867",NA,NA,NA,"Pivetta","500","500","15366","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
