"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","phylum","yearIdentified","verbatimLongitude","verbatimLatitude","imagecode","continentOcean","class","order","monthIdentified","dayIdentified","fieldNumber","preparationType","individualCount"
"153","2019-12-09 17:31:00-03","UFPR","EFC","8610","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Cruz, K.B.",NA,"Pacheco, G.","9","1999","08","10","Brasil","Paraná","Curitiba","Bosque Siemens - CIC","-49.3164","-25.5089",NA,"950","950","Árvore 6m, eventual na bordadura do capão com Araucária, à 950m s.n.m., botão floral","EFC008610",NA,NA,"2019","-49.3164","-25.5089",NA,NA,NA,NA,"08","23",NA,NA,NA
"154","2020-10-15 09:54:06-03","UFPR","EFC","18238","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Seki M. S.",NA,"Seki M. S.",NA,"2019","03","05","Brasil","SC","Papanduva","Faixa de domínio da rodovia BR-116","-50.142597","-26.38889",NA,"848","848","Árvore com 4 m de altura e 34 cm de CAP; ocorrência isolada junto à rodovia BR-116. __COMMOM_NAME__: maria-mole-miúda","EFC018238",NA,NA,"2019","-50.142597","-26.388890",NA,NA,NA,NA,"04","23",NA,NA,NA
"155","2019-12-09 17:31:00-03","UFPR","EFC","1439","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Bidá, A.",NA,"Schimmelpfeng, L.C.",NA,"1987","10","10","Brasil","Paraná","Curitiba","Centro Politécnico UFPR","-49.2345","-25.4537",NA,"920","920","Árvore em capão com araucária, na Educação Física do Centro Politécnico, 920m s.n.m. Botões florais.","EFC001439",NA,NA,"1995","-49.2345","-25.4537",NA,NA,NA,NA,"03","17",NA,NA,NA
"156","2019-11-13 11:32:25-03","USP","SPF","124934","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, JLM",NA,"Carmello-Guerreiro, SM","s.n.","1987","11","06","Brasil","São Paulo","Campos do Jordão",NA,"-45.5","-22.75",NA,"2000","2000",NA,"SPF00124934",NA,NA,"2010","-45.5","-22.75",NA,NA,NA,NA,"04",NA,NA,NA,NA
"157","2019-11-13 11:32:25-03","USP","SPF","147271","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, JLM",NA,"Krieger, L","s.n.","1977","09","29","Brasil","Minas Gerais",NA,"Serra do Caparaó",NA,NA,NA,"2400","2400",NA,"SPF00147271",NA,NA,"2010",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA
"158","2019-11-13 11:32:25-03","USP","SPF","81858","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, JLM",NA,"Mattos, J","2071","1968","10","15","Brasil","Minas Gerais","Camanducaia",NA,"-46.1446990966797","-22.7553005218506","22140","1500","1500",NA,"SPF00081858","auto",NA,"2010",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA
"159","2019-11-13 11:32:25-03","USP","SPF","149107","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, JLM",NA,"Pirani, JR","4898","2001","10","19","Brasil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,"SPF00149107","auto",NA,"2010",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA
"160","2019-11-13 11:32:25-03","USP","SPF","112353","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, JLM",NA,"Carvalho, JPM","s.n.","1984","10","08","Brasil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,"SPF00112353","auto",NA,"2010",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA
"161","2019-11-13 11:32:25-03","USP","SPF","173556","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, JLM",NA,"Sakuragui, CM","352","1993","10","01","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","27729",NA,NA,NA,"SPF00173556","auto",NA,"2010",NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA
"162","2014-04-04 18:28:46-03","PNFM","IRAI","6168","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Liebsch, D.","1316","2007","09","10","Brasil","Santa Catarina","Vargem Bonita","Fazenda Campina da Alegria",NA,NA,NA,NA,NA,"Arvoreta, 4 m, flor alva. Mata ciliar","IRAI00006168",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-03-25 13:53:46-03","UNIVILLE","JOI","9858","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","M.K. Caddah",NA,"B. Kellermann","95","2009","09","27","Brasil","Paraná","Balsa Nova","Morro do Cristo, Serra de São João Luiz do Purunã.","-49.644444","-25.480556",NA,NA,NA,"; TIPO VEGETACIONAL: Floresta Ombrófila Mista","JOI009858",NA,NA,NA,"49º38'40''W","25º28'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-10-07 09:13:04-03","UEFS","HUEFS","7349","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","N.Santiago",NA,"Neto, A.B.C.","40","1980","09","19","Brasil","Rio Grande do Sul","Soledade",NA,"-52.5102996826172","-28.8183002471924","42411",NA,NA,NA,"HUEFS0007349","auto","Angiospermae","1998",NA,NA,"HUEFS0007349",NA,"Asteranae","Ericales","06",NA,NA,NA,NA
"165","2019-10-07 09:13:04-03","UEFS","HUEFS","174372","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha",NA,NA,"Hatschbach, G.","72449","2001","09","20","Brasil","Paraná","Inácio Martins","Rio Bananas.","-51.0788993835449","-25.5711002349854","35964",NA,NA,"Capão com araucária.","HUEFS0174372","auto","Angiospermae",NA,NA,NA,"HUEFS0174372",NA,"Asteranae","Ericales",NA,NA,NA,NA,NA
"166","2018-04-06 15:25:33-03","F","FMNH-SEEDPLANTS","V0437435F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"J. R. Pirani & et al.","4898","2001","10","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437435F",NA,"Spermatophyta",NA,NA,NA,"V0437435F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"167","2018-04-06 15:25:33-03","F","FMNH-SEEDPLANTS","V0437436F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"G. G. Hatschbach & O. A. Guimarães","14651","1966","9","5","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437436F",NA,"Spermatophyta",NA,NA,NA,"V0437436F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"168","2018-04-06 15:25:30-03","F","FMNH-SEEDPLANTS","V0437425F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"L. B. Smith & R. M. Klein","13423","1964","12","3","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437425F",NA,"Spermatophyta",NA,NA,NA,"V0437425F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"169","2018-04-06 15:25:31-03","F","FMNH-SEEDPLANTS","V0437426F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,NA,"932a","1914","9","15","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437426F",NA,"Spermatophyta",NA,NA,NA,"V0437426F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"170","2018-04-06 15:25:31-03","F","FMNH-SEEDPLANTS","V0437427F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"G. G. Hatschbach","15002","1966","10","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437427F",NA,"Spermatophyta",NA,NA,NA,"V0437427F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"171","2018-04-06 15:25:31-03","F","FMNH-SEEDPLANTS","V0437428F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"P. Dusén","7326","1908","12","8","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437428F",NA,"Spermatophyta",NA,NA,NA,"V0437428F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"172","2018-04-06 15:25:32-03","F","FMNH-SEEDPLANTS","V0437429F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"P. Dusén","15800","1914","11","3","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437429F",NA,"Spermatophyta",NA,NA,NA,"V0437429F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"173","2018-04-06 15:25:32-03","F","FMNH-SEEDPLANTS","V0437430F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"A. C. Brade","17138","1941","10",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437430F",NA,"Spermatophyta",NA,NA,NA,"V0437430F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"174","2018-04-06 15:25:32-03","F","FMNH-SEEDPLANTS","V0437431F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"R. Reitz & R. M. Klein","17650","1965","12","14","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437431F",NA,"Spermatophyta",NA,NA,NA,"V0437431F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"175","2018-04-06 15:25:32-03","F","FMNH-SEEDPLANTS","V0437432F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"G. G. Hatschbach",NA,"1966","10","19","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437432F",NA,"Spermatophyta",NA,NA,NA,"V0437432F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"176","2018-04-06 15:25:33-03","F","FMNH-SEEDPLANTS","V0437433F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,NA,"9873","1978","10","11","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437433F",NA,"Spermatophyta",NA,NA,NA,"V0437433F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"177","2018-04-06 15:25:33-03","F","FMNH-SEEDPLANTS","V0437434F","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra",NA,NA,NA,"P. Dusén","13183","1911","10","10","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0437434F",NA,"Spermatophyta",NA,NA,NA,"V0437434F_01","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"178","2019-04-02 09:32:40-03","URICER","HPBR","11647","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","BUDKE, J.C.",NA,"SLAVIEIRO, L. B.",NA,"2011","11","24","Brasil","RS","Sertão",NA,"-52.2597007751465","-27.979700088501","30142",NA,NA,NA,"HPBR011647","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-10 11:38:59-03","UNILA","EVB","508","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Vendruscolo, G.",NA,"Rosina, A.","110","2012","09","21","Brasil","Santa Catarina","São Sebastião do Sul","Serra do Espigão.","-51.757778","-26.577778",NA,"1132","1132",NA,"EVB000508",NA,NA,NA,"51º45'28''W","26º34'40''S","EVB000508",NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-11-12 16:59:12-03","UEL","FUEL","21930","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Brotto, ML",NA,"Francisco das Chagas e Silva; Soares-Silva, LH","1982","1996","09","19","Brasil","Paraná","Tibagi","Estrada Tibagi-Castro, km 35, Castro-Km 35","-50.4136009216309","-24.5093994140625","56988",NA,NA,NA,"FUEL005005","auto","Tracheophyta","2017",NA,NA,NA,NA,NA,"Ericales","08","15",NA,NA,NA
"181","2020-11-12 16:59:12-03","UEL","FUEL","52110","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Felitto, G; Barboza, E",NA,"Barboza, E; Silva, JM; Felitto, G","3110","2011","08","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988",NA,NA,NA,"FUEL005084","auto","Tracheophyta","2011",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"182","2020-08-20 20:38:36-03","UFSC","FLOR","6591","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, J.L.M.",NA,"Smith, L.B.; Klein, R.M.","13423","1964","12","03","Brasil","Santa Catarina","Água Doce","Campos de Palmas.","-51.4","-26.75",NA,"1000","1000","4m altura","FLOR0006591",NA,NA,"2010","51º24'W","26º45'S",NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"183","2020-08-20 14:55:52-03","UFSC","FLOR","63413","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","P. Fiaschi",NA,"Fiaschi, P.","4964","2017","12","08","Brasil","Santa Catarina","Alfredo Wagner","Morro da Boa Vista. Mata ombrófila em grota.","-49.151389","-27.687222",NA,"1130","1130","Arvoreta, na orla da mata. Frutos imaturos esverdeados","FLOR0063413",NA,NA,"2017","49º9'5''W","27º41'14''S",NA,NA,NA,"Ericales","12",NA,NA,NA,NA
"184","2020-08-20 20:38:36-03","UFSC","FLOR","29812","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, J.L.M.",NA,"Mattos, J.; Handro, O.","2071","1968","10","15","Brasil","Minas Gerais","Camanducaia","Fazenda Bela Vista.","-46.1446990966797","-22.7553005218506","22140","1500","1500","árvore pequena, flor alva, 4m altura. Recebido do Instituto de Pesquisas de Recursos Naturais Renováveis, IPRN, RS nº 5711.","FLOR0029812","auto",NA,"2010",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"185","2020-08-20 20:38:36-03","UFSC","FLOR","28911","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, J.L.M.",NA,"Poliquesi, C.B.; Cruz, J.M.","589","1996","10","07","Brasil","Paraná","Balsa Nova","Serra São Luiz do Purunã.","-49.6356010437012","-25.5839004516602","27346",NA,NA,"arbusto, flor alva, 1,8m altura. Recebido de MBM.","FLOR0028911","auto",NA,"2010",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"186","2020-08-20 20:38:36-03","UFSC","FLOR","15386","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","Aranha Filho, J.L.M.",NA,"Reitz, R.; Klein, R.M.","17650","1965","12","14","Brasil","Paraná","Guarapuava","10 km ao Oeste de Guarapuava.","-51.4580993652344","-25.395299911499","53832","1100","1100","arvoreta, Fruto Maduro, roxo-escuro, 4m altura. Abundante na orla dos capões desta região","FLOR0015386","auto",NA,"2010",NA,NA,NA,NA,NA,"Ericales",NA,NA,NA,NA,NA
"187","2021-03-04 15:42:50-03","IF","SPSF","53487","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","((Mattos)) Occhioni ex Aranha","L.S. Braga",NA,"O.T. Aguiar et al.","1422","2014","11","06","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.171389","-24.284444",NA,"1170","1170","COLETA: Arbusto de 40 cm de altura. Frutos verdes.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"Magnoliophyta","2017",NA,NA,NA,"América do Sul","Magnoliopsida","Ebenales","03","31",NA,NA,NA
"188","2021-03-04 15:42:50-03","IF","SPSF","53490","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","((Mattos)) Occhioni ex Aranha","L.S. Braga",NA,"O.T. Aguiar et al.","1425","2014","11","06","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.212222","-24.301111",NA,"1180","1180","COLETA: Arvoreta. Frutos verdes.; GEOGRAFIA: Vegetação de Floresta Ombrófila Densa Montana.;",NA,NA,"Magnoliophyta","2017",NA,NA,NA,"América do Sul","Magnoliopsida","Ebenales","03","31",NA,NA,NA
"189","2021-03-04 15:42:50-03","IF","SPSF","53491","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","((Mattos) Occhioni ex Aranha)","L.S. Braga",NA,"O.T. Aguiar et al.","1426","2014","11","05","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.178333","-24.2275",NA,"1030","1030","COLETA: Arvoreta de 3m de altura. Flores vermelhas.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Ebenales",NA,NA,NA,NA,NA
"190","2021-03-04 15:42:50-03","IF","SPSF","53492","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","((Mattos)) Occhioni ex Aranha","L.S. Braga",NA,"O.T. Aguiar et al.","1427","2014","11","05","Brasil","SP","Itararé","Estação Experimental de Itararé","-49.178333","-24.2275",NA,"1030","1030","COLETA: Arvoreta de 1,7 m de altura. Frutos verdes.; GEOGRAFIA: Vegetação de Campo.;",NA,NA,"Magnoliophyta","2017",NA,NA,NA,"América do Sul","Magnoliopsida","Ebenales","03","31",NA,NA,NA
"191","2021-03-04 15:42:50-03","IF","SPSF","14769","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni ex Aranha","J.L.M.Aranha Filho",NA,"G. Hatschbach","30703","1972","11","19","Brasil","PR","General Carneiro",NA,"-51.315601348877","-26.4274997711182","33284",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"auto","Magnoliophyta","2010",NA,NA,NA,"América do Sul","Magnoliopsida","Ebenales","04","13",NA,NA,NA
"192","2021-03-04 15:42:50-03","IF","SPSF","08647","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","((Mattos)) Occhioni ex Aranha","J.L.M.Aranha Filho",NA,"J.R.Guillaumon",NA,"1975","10","01","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.5900001525879","-22.7299995422363","21048",NA,NA,"COLETA: XLS: SPSFAntigo&nf;campo de altitude&nf;Arbusto 40cm.; GEOGRAFIA: Região de São José dos Alpes;",NA,"auto","Magnoliophyta","2010",NA,NA,NA,"América do Sul","Magnoliopsida","Ebenales","04","13",NA,NA,NA
"193","2018-10-11 10:45:40-03","CAS","CAS-BOT","593659","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni",NA,NA,"Almeda, F.; Fritsch, P. W.; Aranha Filho, J. L. M.; Belinello, R.","8779","2004","11",NA,"Brazil","Minas Gerais",NA,"Municipio Camanducaia. Distrito Monte Verde. Vicinity of the entrance to Monte Verde","-46.0495333333","-22.8666333333",NA,"1400",NA,"Openly branched tree to 4 m, possibly androdioecious but most plants seen were in fruit. Corolla white, anthers yellow. Young fruit green. Locally common.",NA,NA,"Magnoliophyta",NA,"46° 2.972' W","22° 51.998' S",NA,"South America","Magnoliopsida","Ebenales",NA,NA,NA,NA,NA
"194","2018-10-11 10:40:03-03","CAS","CAS-BOT","593660","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni",NA,NA,"Hatschbach, G.","30703","1972","9",NA,"Brazil","Paraná",NA,"Gal. Carneiro",NA,NA,NA,NA,NA,"Arvoreta 4 m, flor verde pálido.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"South America","Magnoliopsida","Ebenales",NA,NA,NA,NA,NA
"195","2018-10-11 10:49:15-03","CAS","CAS-BOT","593658","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni",NA,NA,"Almeda, F.; Fritsch, P. W.; Aranha Filho, J. L. M.; Belinello, R.","8876","2004","11",NA,"Brazil","Minas Gerais",NA,"Serro do Caraça. Parque do Caraça just below the summit of Pico Inficionado","-43.4527222222","-20.1346111111",NA,"2066",NA,"Shrub 0.7 m tall (in fruit) but one sterile tree to 3 m tall seen downslope. Rare.",NA,NA,"Magnoliophyta",NA,"43° 27' 9.8 W","20° 8' 4.6 S",NA,"South America","Magnoliopsida","Ebenales",NA,NA,NA,NA,NA
"196","2014-12-02 13:27:07-02","CAS","CAS-BOT","412235","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","(Mattos) Occhioni",NA,NA,"Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9688","2009","3",NA,"Brazil","Minas Gerais",NA,"Municipio Santo Antônio do Itambe. Parque Estadual do Pico do Itambe, from the Fazenda at 1367 m to the summit of Pico do Itambe at 2038 m, along the main trail.","-43.34816","-18.39868",NA,"1367","2038","Densely branched shrub to 3 m tall. Sterile collection for DNA voucher. 4 plants seen. Range is from -18.40226 and -43.31295.",NA,NA,"Magnoliophyta",NA,"43.34816° W","18.39868° S",NA,"South America","Magnoliopsida","Ebenales",NA,NA,NA,NA,NA
"197","2021-02-08 12:46:03-03","UFRGS","ICN","064609","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Oech.","Bidá, A",NA,"Arzivenco, L","137","1978","09","14","Brasil","RS","Esmeralda",NA,"-51.190299987793","-28.0536003112793","38649",NA,NA,NA,NA,"auto","Dicotyledon","1996",NA,NA,NA,"América do Sul",NA,NA,"10","22",NA,NA,NA
"198","2020-08-26 10:51:00-03","MCN-FZBRS","HAS","93092","PreservedSpecimen","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni","Mondin, C.",NA,"Mondin, C.","3365","2009","03",NA,"Brasil","Rio Grande do Sul","Arroio do Sal","Balneário Praia Azul","-49.8889007568359","-29.551399230957","15157",NA,NA,"Árvore com ca. 6m alt., na mata secundária. Frutos negros","HAS0093092","auto","Magnoliophyta","2009",NA,NA,NA,NA,NA,NA,"03",NA,NA,NA,NA
"199","2019-11-21 10:19:35-03","IBt","SP","54232","S","Plantae","Symplocaceae","Symplocos","itatiaiae","pentandra","Symplocos itatiaiae pentandra","Mattos","Bidá, A","Isotype","Hatschbach, G","358","1946","11","07","Brasil","Paraná","Piraquara","Florestal. Em capão","-49.0633010864258","-25.4416999816895","12577","930","930","Arbusto 2 m. Flor branca","SP001658","auto",NA,"1996",NA,NA,"SP001658",NA,NA,NA,"02","15",NA,NA,NA
"200","2020-12-10 11:28:22-03","IBt","SP","396506","S","Plantae","Symplocaceae","Symplocos","pentandra",NA,"Symplocos pentandra","Occhioni",NA,NA,"Hatschbach, G","72449","2001","09","20","Brasil","Paraná","Inácio Martins",NA,"-51.0788993835449","-25.5711002349854","35964",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
