"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount","fieldNumber"
"11","2015-07-02 14:42:11-03","JBP","HPL","10237","S","Plantae",NA,NA,"Asteraceae","Gochnatia","cf. orbiculata","Gochnatia cf. orbiculata",NA,"R. Tsuji","R. Tsuji","2478","2008","03","05",NA,"Brasil","RS","Coletado nas proximidades do município de Pelotas.",NA,NA,NA,NA,"-52.3425","-31.7719",NA,NA,"Pelotas","2008","51462","auto","03",NA,NA,"05",NA,NA,NA
"12","2019-08-27 13:27:44-03","IAP","PACA-AGP","56352","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquinia","orbiculata","Moquinia orbiculata","Malme","Emrich-Rambo","Rambo, B.",NA,"1955","01","09",NA,"Brasil","RS","Passo do Inferno",NA,"cap. nondum evolutis Habitat: in rupestribus dumetosis Fenofase: na","PACA056352",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Canela","1955","16452","auto","05",NA,NA,"07","Magnoliatae",NA,NA
"13","2019-08-27 13:27:44-03","IAP","PACA-AGP","4877","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquinia","orbiculata","Moquinia orbiculata","Malme","Emrich-Rambo","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Passo do Inferno",NA,"cap. nondum evolutis Habitat: in campestribus dumetosis","PACA004877",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Canela","1954","16452","auto","07",NA,NA,"03","Magnoliatae",NA,NA
"14","2019-08-27 13:27:44-03","IAP","PACA-AGP","4850","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquinia","orbiculata","Moquinia orbiculata","Malme","Emrich-Rambo","Rambo, B.",NA,"1941","02","10",NA,"Brasil","RS","Passo do Inferno",NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA004850",NA,"-50.815601348877","-29.3656005859375",NA,NA,"Canela","1954","16452","auto","07",NA,NA,"03","Magnoliatae",NA,NA
"15","2019-08-27 13:27:44-03","IAP","PACA-AGP","10152","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquinia","orbiculata","Moquinia orbiculata","Malme","Emrich-Rambo","Rambo, B.",NA,"1942","01","30",NA,"Brasil","RS","Ijuisinho",NA,"fl. nondum evoluto Habitat: in campestribus dumetosis Fenofase: na","PACA010152",NA,"-53.8358001708984","-29.0806007385254",NA,NA,"Tupanciretã","1954","59498","auto","07",NA,NA,"03","Magnoliatae",NA,NA
"16","2019-08-27 13:27:44-03","IAP","PACA-AGP","50005","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquinia","orbiculata","Moquinia orbiculata","Malme","Emrich-Rambo","Rambo, B.",NA,"1951","02","12",NA,"Brasil","RS","Ijuisinho",NA,"SEM MATERIAL - fl. nondum evoluto Habitat: in campestribus siccis dumetosis Fenofase: na","PACA050005",NA,"-53.8358001708984","-29.0806007385254",NA,NA,"Tupanciretã","1954","59498","auto","07",NA,NA,"03","Magnoliatae",NA,NA
"17","2019-08-27 13:27:44-03","IAP","PACA-AGP","29802","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K.A. Freitas","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EM PERIGO Fenofase: flor","PACA029802",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"08",NA,NA,NA,"Magnoliatae",NA,NA
"18","2019-08-27 13:27:44-03","IAP","PACA-AGP","487","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K. A. Freitas","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EM PERIGO Fenofase: flor","PACA000487",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"08",NA,NA,NA,"Magnoliatae",NA,NA
"19","2019-08-27 13:27:44-03","IAP","PACA-AGP","2689","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K.A. Freitas","Emrich, K.",NA,"1942","05","02",NA,"Brasil","RS","Montserrat",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA002689",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,"Magnoliatae",NA,NA
"20","2019-08-27 13:27:44-03","IAP","PACA-AGP","11898","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","C. Mondin","Emrich, K.",NA,"1943",NA,NA,NA,"Brasil","RS","Montserrat",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA011898",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","1994","29946","auto","01",NA,NA,"19","Magnoliatae",NA,NA
"21","2019-08-27 13:27:44-03","IAP","PACA-AGP","33794","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K. A. Freitas","Emrich, K.",NA,"1946","05","06",NA,"Brasil","RS","Montserrat",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA033794",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,"Magnoliatae",NA,NA
"22","2019-08-27 13:27:44-03","IAP","PACA-AGP","33793","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K. A. Freitas","Emrich, K.",NA,"1946","05","06",NA,"Brasil","RS","Montserrat",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA033793",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,"Magnoliatae",NA,NA
"23","2019-08-27 13:27:44-03","IAP","PACA-AGP","39643","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K.A. Freitas","Rambo, B.",NA,"1949","01","09",NA,"Brasil","RS","Morro das Abertas",NA,"EM PERIGO Habitat: in rupestribus dumetosis Fenofase: flor","PACA039643",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,"Magnoliatae",NA,NA
"24","2019-08-27 13:27:44-03","IAP","PACA-AGP","41498","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K.A. Freitas","Rambo, B.",NA,"1949","12","13",NA,"Brasil","RS","Morro do Osso",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA041498",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre","2014","29946","auto","08",NA,NA,NA,"Magnoliatae",NA,NA
"25","2021-03-01 16:24:17-03","UNICAMP","UEC","140383","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Monge, M","Moraes, MD","747","2005","07","14",NA,"Brazil","Bahia","Campo cerrado próximo a cidade.",NA,"Arbusto 1 m, flores esbranquiçadas.; Campo cerrado.","UEC123866","UEC123866",NA,NA,NA,NA,"Capão Da Volta","2010",NA,NA,"05",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:17-03","UNICAMP","UEC","132025","S","Plantae","Magnoliopsida",NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Monge, M","Handro, O","156","1950","01","12",NA,"Brazil","São Paulo","Jabaquara.",NA,"Arbusto de campo seco, com xilopodo. Caules numerosos de 70-100 cm de altura, flores amarelo-pálidas.","UEC065868","UEC065868","-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo","2010","53584","auto","05",NA,NA,NA,NA,NA,NA
"27","2019-01-17 11:24:29-02","PUCRS","MPUC","2581","S","Plantae",NA,"Asterales","Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","N.I. Matzenbacher",NA,NA,"1984","02","02","South America","Brasil","RS",".",NA,NA,NA,NA,"-51.3280556","-30.1011667",NA,NA,"Guaíba","1984",NA,NA,"01","-51.3280556000","-30.1011667000","01","Magnoliopsida","1",NA
"28","2019-01-17 11:24:29-02","PUCRS","MPUC","14779","S","Plantae",NA,"Asterales","Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","N.I. Matzenbacher",NA,NA,"1975","01","03","South America","Brasil","RS","BR 116, km 32",NA,NA,NA,NA,"-51.3280556","-30.1011667",NA,NA,"Guaíba",NA,NA,NA,NA,"-51.3280556000","-30.1011667000",NA,"Magnoliopsida","1",NA
"29","2019-01-17 11:24:34-02","PUCRS","MPUC","19088","S","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","K.A. Freitas","L. Bohnen",NA,"2008","04","11","South America","Brasil","RS","Canta Galo",NA,"No topo do morro, em campo",NA,NA,"-51.2372222222","-30.0191388889",NA,NA,"Porto Alegre","2014",NA,NA,"01","-51.2372222222","-30.0191388889","01","Magnoliopsida","1","3219"
"30","2021-03-16 17:50:49-03","UCS","HUCS","44248","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera",NA,"Matzenbacher, N.I.","s.n.","2008","07","20",NA,"Brasil","Rio Grande do Sul","Fazenda São Maximiano, Br 116, km 308",NA,"subarbusto.; em campo sujo, a beira de mata",NA,NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-16 17:50:49-03","UCS","HUCS","35109","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Grings, M.","Setubal, R.","918","2008","09","27",NA,"Brasil","Rio Grande do Sul","Morro São Pedro",NA,"Arbusto - em campo rupestre",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,"Porto Alegre",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:15:59-03","MBM","MBM","145897","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Nakajima, J.","Tenório, E.C.; et al.; et al.","s.n.","1979","06","06","Southern America","Brazil","Minas Gerais",NA,NA,"Arbusto ca. 80 cm de altura","MBM145897","MBM145897","-43.4883003234863","-16.4757995605469",NA,NA,"Francisco Sá","2009","45875","auto","09",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:15:59-03","MBM","MBM","9449","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Cabrera, A.L.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","21238","1969","03","10","Southern America","Brazil","Paraná","Parque Vila Velha",NA,NA,"MBM009449","MBM009449","-50.1618995666504","-25.0949993133545",NA,NA,"Ponta Grossa",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:15:59-03","MBM","MBM","41380","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera",NA,"Handro, O.","156","1950","01","12","Southern America","Brazil","São Paulo","Jabaquara",NA,NA,"MBM041380","MBM041380","-46.6300010681152","-23.5400009155273",NA,NA,"São Paulo",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 06:04:20-03","MNHN","RECOLNAT_MNHN_P","P02481179","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Rio Grande do Sul","Province. Rio Grande do Sul, Sul, Brasil, América do Sul","hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821. No.1456 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481179' target='other'> <mi>dwc_moreinfo</mi></a>","P02481179","P02481179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 06:04:20-03","MNHN","RECOLNAT_MNHN_P","P02481180","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil","Rio Grande do Sul","Province. Rio Grande do Sul, Sul, Brasil, América do Sul","hb",". Voyage d´Auguste de Saint-Hilaire, de 1816 à 1821 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02481180' target='other'> <mi>dwc_moreinfo</mi></a>","P02481180","P02481180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2015-09-04 10:23:07-03","MNHN","RECOLNAT_MNHN_P","P04317690","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Roque","Richard",NA,"1839","1","1",NA,"Brasil","São Paulo","Brésil. Camp. St Paulo. São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04317690' target='other'> <mi>dwc_moreinfo</mi></a>","P04317690","P04317690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","2456420","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera","Freire, S. E.","Sancho, Leopoldo G.","Sancho 48",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","Guaiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2009-08-21 06:32:00-03","MO","MOBOT","2456437","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gochnatia","orbiculata","Gochnatia orbiculata","(Malme) Cabrera",NA,"Balduino Rambo","Rambo 41498","1949","12","13","South America","Brazil","Rio Grande do Sul","Porto Alegre. Morro do Osso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2014-11-17 17:51:00-02","MO","MOBOT","100262484","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","John Pruski (MO)","Balduino Rambo","Rambo 40867","1949","4","3","South America","Brazil","Rio Grande do Sul","Itapoan, Fazenda Neugebauer.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","1473863","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho",NA,"P. Dusén","15690","1914","10","21","South America","Brazil","Paraná","Villa Velha",NA,NA,"US01208709","US01208709_01",NA,NA,"875",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"42","2020-09-12 05:00:02-03","US","US","1423975","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho",NA,"L. Brado","6264","1913","2","23","South America - Neotropics","Brazil","São Paulo","Mooca",NA,"also No. 5523 and F.C. Hoehne on label","US01208710","US01208710_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"43","2020-09-12 05:00:02-03","US","US","3663420","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Funk, V. A., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","M. R. Ritter & N. Matzenbacher","1473","2008","10","14","South America","Brazil","Rio Grande do Sul","Guaiba, Fazenda Sao Macimiano, BR-116, km 308",NA,NA,"US01340219","US01340219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"44","2020-09-12 05:00:02-03","US","US","3638288","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho",NA,"N. Roque, R. Ritter & N. Matzenbacher","1951","2009","2","25","South America","Brazil","Rio Grande do Sul","Guaiba, Fazenda Sao Maximiano (Bahia?)",NA,"ALCB #87094","US01208706","US01208706_01","-51.3925","-30.1797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"45","2020-09-12 05:00:02-03","US","US","1280990","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho",NA,"P. Dusén","9437","1910","2","24","South America","Brazil","Paraná","Villa Velha",NA,NA,"US01208708","US01208708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"46","2020-09-12 05:00:02-03","US","US","2780055","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho",NA,"O. Handro","156","1950","1","12","South America - Neotropics","Brazil",NA,"Estado de Sao Paulo: capital, Jabaquara",NA,NA,"US01208711","US01208711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"47","2020-09-12 05:00:02-03","US","US","3638289","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho",NA,"N. Roque, R. Ritter & N. Matzenbacher","1949","2009","2","25","South America","Brazil","Rio Grande do Sul","Guaiba, Fazenda Sao Maximiano",NA,"ALCB #87092","US01208707","US01208707_01","-51.3925","-30.1797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"48","2020-09-12 05:00:02-03","US","US","3663419","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Funk, V. A., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","M. R. Ritter & N. Matzenbacher","1472","2008","10","14","South America","Brazil","Rio Grande do Sul","Guaiba, Fazenda Sao Macimiano, BR-116, km 308",NA,NA,"US01340221","US01340221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"49","2020-12-16 08:42:12-03","Fiocruz","FIOCRUZ-CBPM","306","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Galvão, M.N.","Siani, A. C.","s.n","1999","12","19",NA,"Brasil","São Paulo",NA,NA,NA,"CBPM00000306",NA,"-46.990278","-22.970556",NA,NA,"Valinhos","2019",NA,NA,"06","46º59'25''W","22º58'14''S","17",NA,NA,NA
"50","2020-08-20 14:55:13-03","UFSC","FLOR","8323","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, K.A.","Sobral, M.","1881","1983","04","01",NA,"Brasil","Rio Grande do Sul","BR-116, km 307.",NA,NA,"FLOR0008323",NA,"-51.3250007629395","-30.113899230957",NA,NA,"Guaíba","2014","28343","auto","10",NA,NA,"08",NA,NA,NA
"51","2021-02-08 12:36:46-03","UFRGS","ICN","178291","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","cinereum","Moquiniastrum cinereum","(Hook. & Arn.) G. Sancho","Freitas, KA","Freitas, KA","88","2014","03","08","América do Sul","Brasil","RS","Lami, Cantagalo",NA,NA,NA,NA,"-51.010556","-30.201944",NA,NA,"Porto Alegre","2014",NA,NA,"06","-51.010556","-30.201944","01",NA,NA,NA
