"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","885674","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","F. T. Grifo","L. B. Smith","1964","10","25","Brazil","Santa Catarina","Concórdia","-51.97","-27.23",NA,NA,"NY00885674","NY00885674_01","12953","Planalto","500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006259' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","885672","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","F. T. Grifo","L. B. Smith","1957","03","17","Brazil","Rio Grande do Sul","Vacaria","-50.9339","-28.5122",NA,NA,"NY00885672","NY00885672_01","12252","Pinheiral, ravine by Rio Pelotas, by Estrada da Rodagem Federeal","600","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006249' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:15-03","UNESP-IBB","BOTU","33935","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand","Soares-Silva, L.H.","Chagas e Silva das, F.","1994","11","02","Brasil","Paraná","Londrina",NA,NA,"9999","9999","BOTU033935",NA,"1778","P.E.M. Godoy, margem direita ribeirão Apertados",NA,NA,NA,NA,NA,NA,NA,"1998","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:54-03","UTFPR","DVPR","2780","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Soares-Silva, LH","Medri, C; Kinupp, VF; Francisco, EM","1997","11","08","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"DVPR002780",NA,"528","Salto das Orquídeas",NA,NA,"Arvoreta 4m, frutos imaturos verdes e pilosos.; Beira do pasto perto da casa do caseiro.","Magnoliophyta",NA,NA,NA,"1998","09","22","21990","auto",NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:45:53-03","EAO","IAN","53391","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","Berg","Legrand, CDR","Aguilar, RM","1946","01","06",NA,NA,NA,NA,NA,NA,NA,"IAN053391",NA,"625","Gob. Chaco. Margarita Belém. Depto. Resisteneia.",NA,NA,NA,"Dicotiledônea",NA,NA,NA,"1947","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:45:53-03","EAO","IAN","93974","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","Berg",NA,"Glaziou, AFM","1907",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"IAN093974",NA,"14842",NA,NA,NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:46:05-03","EAO","IAN","186902","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) Legrand","Soares-Silva, LH","Fadelli, L","2001","01","10","Brasil","Paraná","Bela Vista do Paraíso","-51.190601348877","-22.9967002868652",NA,NA,"IAN186902",NA,"277","Sítio São Pedro.",NA,NA,"Árvore 10 m , CAP-1,08 , projeção da copa 6 x 8 , copa cheia , frutos imaturos verdes e maduros roxo com pilosidades ,localizado na mata ciliar próximo ao rio ,Matriz do Viveiro.","Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,"15605","auto",NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:31-03","PUCPR","HUCP","18837","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Selusniaki, M","Selusniaki, M; Beltrami, L","2007","09","27","Brasil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,"HUCP00015729","HUCP00015729","1306","Embrapa",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:31-03","PUCPR","HUCP","13110","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Sobral, M","Medri, C","1998","10","10","Brasil","Paraná","Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,"HUCP00015998","HUCP00015998","719",NA,NA,NA,"Nº 23014.","Eudicotiledonea",NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:31-03","PUCPR","HUCP","13993","S","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O. Berg) D. Legrand.","Libsch, D","Libsch, D","2002","08","03","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,"HUCP00015677","HUCP00015677","464","Lagoinha",NA,NA,NA,"Eudicotiledonea",NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-02 16:29:05-03","CPAN-UFMS","COR","12165","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Damasceno Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott,A. & Velasques, J.","2005","09","06","Brasil","Mato Grosso do Sul","Porto Murtinho","-56.733333","-21.239444","56º44'0''W","21º14'22''S",NA,NA,"3788","Fazenda Harmonia - estrada interna para o rio Perdido","531","531","Árvore com 5m de altura Habito: árvore 5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-02 16:29:05-03","CPAN-UFMS","COR","6367","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Kawasaki, M. L.","Resende, U. M.; Nakajima, J.; Damasceno Júnior, G. A. & equipe do aquarap cabeceiras","1998","09","04","Brasil","Mato Grosso do Sul","Bonito","-56.433611","-21.3","56º26'1''W","21º18'0''S",NA,NA,NA,"Rio Mutum",NA,NA,"Habito: Árvore",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-02 16:29:05-03","CPAN-UFMS","COR","6332","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand","Kawasaki, M. L.","Damasceno - Júnior, G.A.; ;Nakagima,J. e equipe do projeto Aquarap","1998","09","06","Brasil","Mato Grosso do Sul","Bonito","-56.636389","-21.256667","56º38'11''W","21º15'24''S",NA,NA,"1655","Ressurgência do rio Formoso.",NA,NA,"Casca esfoliante marrom; Com Flor: branca Habito: Árvore",NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:37-03","UFBA","ALCB","89229","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand, D.","Sobral, M","Silva, JM; Hatschbach, G","2007","08","17","Brasil","Minas Gerais","Joaquim Felício","-44.1721992492676","-17.7574996948242",NA,NA,"ALCB060546",NA,"6019","Serra do Cabral",NA,NA,"ca. 9m. flor alvacenta.; Encosta do Paredão na beira do rio.","Dicotyledon",NA,"Southern America",NA,"2008",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:06:25-03","NBC","NL-BOTANY","U.1442019","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","O.Berg",NA,"Schreiter R","1925","12","10","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1442019","NL-U1442019",NA,"Gob: Tucuman. Loc: Capital. Dep. Capital.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 10:06:25-03","NBC","NL-BOTANY","U.1452326","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","O.Berg",NA,"Petersen TM","1954","09","28","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1452326","NL-U1452326",NA,"Estancia, Santa Teresa. Dep Mburucuya. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 10:06:25-03","NBC","NL-BOTANY","U.1452330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pungens","Eugenia pungens","O.Berg",NA,"Schreiter R","1925","12","10","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1452330","NL-U1452330",NA,"Gob: Tucuman. Loc: Capital. Dep. Capital.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.1134923","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Pedersen TM","1971","09","25","Argentina",NA,NA,NA,NA,NA,NA,"NL-L1134923","NL-L1134923",NA,"Argentinae. Carabola. Dep. Concepcion. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1134923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528137","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Klein RM","1963","10","29","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528137","NL-L2528137",NA,"Santa Catarina - Brasil. Guabiju. Tupitinga, Campos Noves. Pinhal. Arvore.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528138","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Pedersen TM","1971","09","25","Argentina",NA,NA,NA,NA,NA,NA,"NL-L2528138","NL-L2528138",NA,"Argentinae. Carabola. Dep. Concepcion. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528139","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Hatschbach GG","1960","10","11","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528139","NL-L2528139",NA,"Parana ( Brasil ). Mun. Guarap ava. Campo da Aviacao.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528140","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Smith LB; Klein RM","1957","03","17","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528140","NL-L2528140",NA,"Brazil. Rio Grande do Sul. Mun. Vacaria ; Pinheiral, ravine by Rio Pelotas, by Estrada da Rodagem Federal.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528141","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Henz E","1946","09","10","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528141","NL-L2528141",NA,"Brasil. Rio Grande Do sul, Barsilia, S. Leopoldo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528142","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Pedersen TM",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"NL-L2528142","NL-L2528142",NA,"Estancia,, Santa Tersa''. Dep. Mburucuya. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528142 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.2528143","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Klein RM","1962","12","07","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2528143","NL-L2528143",NA,"Santa Catarina - Brasil. Rio do Burge, Cacador. Imbuial. Arvore.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2528143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:07:23-03","NBC","NL-BOTANY","L.4165062","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Pedersen TM","1989","01","27","Argentina",NA,NA,NA,NA,NA,NA,"NL-L4165062","NL-L4165062",NA,"Estancia 'La Yela', Dep. Empedrado, Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4165062 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:07:23-03","NBC","NL-BOTANY","WAG.1116271","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Smith LB; Klein RM","1964","11","07","Brazil",NA,NA,"-51.75","-27.05","-51.75","-27.05","NL-WAG1116271","NL-WAG1116271",NA,"Mun. Catanduvas: east of Catanduvas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1116271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U 0284914","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0284914",NA,NA,"along stony campo N of sawmill, settlement Brandalize, 20 km N of Clevelândia",NA,NA,"border vegetation of shrubs and low trees along stony campo<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13000",NA,NA,NA,NA
"39","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U 0284915","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0284915",NA,NA,"low forest near sawmill settlement Brandalize, ca. 20 km N of Clevelândia",NA,NA,"low forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12969",NA,NA,NA,NA
"40","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U 0284916","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0284916",NA,NA,"SE of Xambrê",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200284916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13150",NA,NA,NA,NA
"41","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U 0294296","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0294296",NA,NA,"Pinheiro fores on upper slope of hill with small campo on flat top, N of sawmill Brandaliz",NA,NA,"Pinheiro forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294296 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw12953",NA,NA,NA,NA
"42","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U.1452308","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Solomon JC","1983","05","05","Bolivia",NA,NA,"-64.666667","-21.983333","-64.666667","-21.983333","NL-U1452308","NL-U1452308",NA,"Dpto. Tarija. prov. Arce, comunidad Guayavillas, 23.8km S of Padcaya on road to Bermejo. W side of Serranias de Cerrillos.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U.1452364","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","05","03","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1452364","NL-U1452364",NA,"Est Parana Pinheiro forest on upper slope of hill with small campo on flat top, N of sawmill Brandalize, 20 km N of Clevelandia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 10:07:23-03","NBC","NL-BOTANY","U.1452365","PreservedSpecimen","Plantae","Myrtaceae","Myrcianthes","pungens","Myrcianthes pungens","(O.Berg) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","05","09","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1452365","NL-U1452365",NA,"Est Parana. Bordervegetation of schrubs and low trees along stony campo N of Sawmillsetlement Brandalize, ca 20 km N of Clevelandia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
