"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class","previousCatalogNumber"
"11","2014-10-02 12:40:53-03","FEMACT","MIRR","5995","S","Plantae",NA,NA,"Leguminosae-Pap","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Flores, A...S...","894","2002","02","14",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2014-10-02 12:40:53-03","FEMACT","MIRR","5996","S","Plantae",NA,NA,"Leguminosae-Pap","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Flores, A...S...","861","2002","02","10",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2014-10-02 12:40:53-03","FEMACT","MIRR","5997","S","Plantae",NA,NA,"Leguminosae-Pap","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Flores, A...S...","897","2002","02","15",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2014-12-19 11:45:27-02","FEMACT","MIRR","12757","S","Plantae",NA,NA,"Leguminosae-Pap","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Melo-Silva, C.","Melo-Silva, C.","504","2013","09",NA,NA,"Brasil","Goiás","Goiânia","Área de cerrado. Camping poço do Jacaré, Parque Estadual da Serra Dourada.","-49.2539","-16.6786",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA
"15","2014-10-02 12:40:53-03","FEMACT","MIRR","8296","S","Plantae",NA,NA,"Leguminosae-Pap","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Rodrigues R.S.","1671","2006","11","26",NA,"Brasil","Roraima","Boa Vista",NA,"-60.6733","2.81972",NA,NA,NA,"Plântulas com 65 dias, raizes castanhas, nódulos arredondados, castanho claro.",NA,NA,NA,NA,NA,"90031","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-01-29 12:47:06-03","UNICAMP","UEC","7862","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.","Burkart, A","Lindeman, JC; Hatschbach, G; Haas, H","s.n.","1965","12","11",NA,"Brazil","Paraná","Guaíra","7 Quedas.","-54.183333","-24.666667",NA,NA,NA,"fruto, Suffrutice, afloramentos rochosos a beira dos saltos, flor amarela, fruto negro.",NA,NA,"1967",NA,NA,NA,NA,"-54.183333","-24.666667",NA,NA,NA,NA,NA
"17","2019-08-20 10:13:06-03","UNICAMP","UEC","123574","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.",NA,"Flores, AS; Schütz Rodrigues, R; Barbosa, AR; Simões, AO; Belinello, R","869","2002","02","10",NA,"Brazil","Goiás","Colinas do Sul","9,8 km do trevo em dir. a Minaçu.","-48.153778","-13.827528","740","740",NA,"Arbusto 2m alt., estéril, em borda de mata de galeria.",NA,NA,NA,NA,NA,NA,NA,"-48.153778","-13.827528",NA,NA,NA,NA,NA
"18","2019-08-20 10:13:06-03","UNICAMP","UEC","123579","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.","Flores, AS","Flores, AS; Belinello, R; Barbosa, AR; Simões, AO; Schütz Rodrigues, R","861","2002","02","10",NA,"Brazil","Goiás","Colinas do Sul","Em direção a Cavalvanti","-48.083583","-14.141944","580","580",NA,"rbusto 2,5m alt., borda de mata de galeria de arroio junto à estrada, corola amarela.",NA,NA,"2005",NA,NA,NA,NA,"-48.083583","-14.141944",NA,NA,NA,NA,NA
"19","2019-08-20 10:13:06-03","UNICAMP","UEC","125880","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.",NA,"Flores, AS; Schütz Rodrigues, R","984","2002","05","17",NA,"Brazil","Goiás","Colinas do Sul","Em direção a Cavalvanti","-48.083583","-14.141944","580","580",NA,"Arbusto 2m alt., em borade de mata brajosa, corla amarela, frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,"-48.083583","-14.141944",NA,NA,NA,NA,NA
"20","2021-03-01 16:30:21-03","UNICAMP","UEC","192312","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.","Queiroz, LP","Cordeiro, I; Pirani, JR; Amaral, MCE; Rossi, L; Furlan, A","CFCR1001","1981","05","15",NA,"Brazil","Minas Gerais","Grão Mogol","Estrada Grão-Mongol - Virgem da Lapa. Margem do Rio Ventania.","-42.875","-16.359444",NA,NA,NA,"Arbusto 2 m. Flores amarelas, frutos negros.","UEC126730","UEC126730","1996",NA,NA,NA,NA,"-42.875","-16.359444",NA,NA,NA,NA,NA
"21","2019-08-20 10:13:06-03","UNICAMP","UEC","123503","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.",NA,"Flores, AS; Schütz Rodrigues, R; Barbosa, AR; Simões, AO; Belinello, R","897","2002","02","15",NA,"Brazil","Goiás","Goiás","Estra da terra para Serra Dourada","-50.1403007507324","-15.9343996047974",NA,NA,NA,"Arbusto 1,5m alt., corola amarela, borda de mata.",NA,NA,NA,NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:13:06-03","UNICAMP","UEC","123509","S","Plantae","Magnoliopsida",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart.","Flores, AS","Flores, AS; Belinello, R; Barbosa, AR; Simões, AO; Schütz Rodrigues, R","894","2002","02","14",NA,"Brazil","Goiás","Goiás","Rod. GO 164, Km 7 ca. 400 m. da ponte sobre Rio Vermelho. Borda de mata.","-50.1403007507324","-15.9343996047974",NA,NA,NA,NA,NA,NA,"2005",NA,NA,"63502","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-06 09:55:28-03","UFOP","OUPR","9147","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Dutra, V.F.","Roschel, M.B.","s.n.","2000","05","02",NA,"Brasil","Minas Gerais","Berilo","Vale do Jequitinhonha","-42.4655990600586","-16.9517002105713",NA,NA,NA,"Capoeira em orla de cerrado. Subarbusto. Flores amarelas",NA,NA,"2006","07","10","31142","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-12-04 13:19:11-03","UDESC","LUSC","10251","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Hatschbach, G.","Buttura, E.","294","1979","11","07",NA,"Brasil","Paraná","Guaíra","Parque Nacional Sete Quedas.","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"LUSC009940",NA,"1980","07","10","33984","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:26:09-03","MBM","MBM","40224","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, A.","Hatschbach, G.","38576",NA,NA,NA,"Southern America","Brazil","Goiás","Jaraguá","Rodovia Belém - Brasília","-49.334400177002","-15.7568998336792",NA,NA,NA,NA,"MBM040224","MBM040224",NA,NA,NA,"39368","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:26:09-03","MBM","MBM","57412","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Filliettaz, A.M.","Pereira, C.","370",NA,NA,NA,"Southern America","Brazil","Goiás","Mozarlândia","Mozarlândia","-50.5705986022949","-14.7447004318237",NA,NA,NA,"=71921","MBM057412","MBM057412",NA,NA,NA,"35559","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:26:09-03","MBM","MBM","71921","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Filliettaz, A.M.","Pereira, C.","370",NA,NA,NA,"Southern America","Brazil","Goiás","Mozarlândia","Mozarlândia","-50.5705986022949","-14.7447004318237",NA,NA,NA,"=57412","MBM071921","MBM071921",NA,NA,NA,"35559","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:26:09-03","MBM","MBM","136319","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Filliettaz, A.M.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54242",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Cristália","Rio Santa Clara","-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"MBM136319","MBM136319",NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:26:09-03","MBM","MBM","52938","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Hatschbach, G.","Hatschbach, G.","9336",NA,NA,NA,"Southern America","Brazil","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"MBM052938","MBM052938",NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:26:09-03","MBM","MBM","572","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Burkart, A.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13331",NA,NA,NA,"Southern America","Brazil","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,"MBM000572","MBM000572",NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"31","2015-10-20 00:26:37-02","MNHN","RECOLNAT_MNHN_P","P02731105","PreservedSpecimen",NA,NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Goyas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02731105' target='other'> <mi>dwc_moreinfo</mi></a>","P02731105","P02731105_01 P02731105_02",NA,NA,NA,NA,NA,NA,NA,"type","3650 p.p.",NA,NA,NA
"32","2015-09-04 02:10:59-03","MNHN","RECOLNAT_MNHN_P","P02731106","PreservedSpecimen",NA,NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Goyas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02731106' target='other'> <mi>dwc_moreinfo</mi></a>","P02731106","P02731106_01 P02731106_02",NA,NA,NA,NA,NA,NA,NA,"type","3650 p.p.",NA,NA,NA
"33","2015-09-04 02:10:59-03","MNHN","RECOLNAT_MNHN_P","P02731107","PreservedSpecimen",NA,NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Goyas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02731107' target='other'> <mi>dwc_moreinfo</mi></a>","P02731107","P02731107_01 P02731107_02",NA,NA,NA,NA,NA,NA,NA,"type","3650 p.p.",NA,NA,NA
"34","2020-12-11 11:35:55-03","UFMG","BHCB","184403","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,"Mota, RC da; Vasconcelos, MF de","3760","2016","06","15","Southern America","Brasil","Minas Gerais","Riacho dos Machados","Vale do Esmeril","-42.721944","-16.1125","745","745",NA,"Projeto desenvolvido pelo Instituto Prístino!; Subarbusto; corola amarela.; Coletada em Mata de Galeria","BHCB040264",NA,"2017","03","03",NA,NA,"-42.721944","-16.1125",NA,NA,NA,NA,NA
"35","2020-12-11 11:35:55-03","UFMG","BHCB","61226","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"36","2015-08-10 05:49:00-03","MO","MOBOT","100159167","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A.M. Filliettaz","Amaro Macedo","Macedo 1485","1948","12","13","South America","Brazil","Goiás",NA,"[Mun. Latai. Queixade]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2014-08-23 05:36:00-03","MO","MOBOT","100159396","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A.M. Filliettaz","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 24169","1969","3","9","South America","Brazil","Goiás",NA,"Chapada dos Veadeiros. Wet places in cerrado. Cerrado and gallery woods, ca. 12 km south of Cavalcante.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2020-09-02 16:27:39-03","Cenargen","CEN","14208","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L. P. Queiroz","Taciana Barbosa Cavalcanti","839","1991","08","13",NA,"Brasil","GO","MINACU","Bacia de inundação da Usina Hidrelétrica de Serra da Mesa.","-48.283333","-13.833333","500","500","Exsicatas",NA,"CEN00014208","CEN00014208","2018","10",NA,NA,NA,"-48.283333","-13.833333",NA,NA,"5",NA,NA
"39","2020-09-02 16:27:39-03","Cenargen","CEN","25007","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L. P. Queiroz","Taciana Barbosa Cavalcanti","1546","1995","07","21",NA,"Brasil","GO","NIQUELANDIA","Nas margens do rio Tocantinzinho.","48.3125","-13.586111","420","420","Exsicatas","Na beira da Mata","CEN00025007","CEN00025007","2018","10",NA,NA,NA,"48.3125","-13.586111",NA,NA,"2",NA,NA
"40","2020-09-02 16:27:39-03","Cenargen","CEN","113413","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","J. M. Garcia","Carlos Romero Martins","3155","2019","01","13",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília - Borda da Mata próximo a estrada de acesso ao córrego Cristal.","-47.931111","-15.731944",NA,NA,"Exsicatas","Doação Flora do Brasil - Distrito Federal.","CEN00113413","CEN00113413","2019","04",NA,NA,NA,"-47.931111","-15.731944",NA,NA,"1",NA,NA
"41","2020-09-02 16:27:39-03","Cenargen","CEN","31521","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A. S. Flores","Bruno Machado Teles Walter","4233","1998","07","15",NA,"Brasil","GO","COLINAS DO SUL","Região abaixo da antiga foz do rio Tocantinzinho. Descendo, a partir daquele ponto, no vale original do rio Tocantins.","-48.0783004760742","-14.1513996124268","480","480","Exsicatas","Área de influência do AHE Serra da Mesa. No antigo vale do rio Tocantins.","CEN00031521","CEN00031521","2005","04",NA,"58154","auto","-4831750.0","-1373306.0",NA,NA,"1",NA,NA
"42","2020-09-02 16:27:39-03","Cenargen","CEN","6653","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A. S. Flores","Lídio Coradin","3506","1980","10","04",NA,"Brasil","GO","ESTRELA DO NORTE","Rodovia Anápolis - Belém, BR-316, km 316-GO.","-49.0724983215332","-13.8683004379272","460","460","Exsicatas",NA,"CEN00006653","CEN00006653","2005",NA,NA,"21666","auto","-49066666.0",NA,NA,NA,NA,NA,NA
"43","2020-09-02 16:27:39-03","Cenargen","CEN","24524","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","L. P. Queiroz","Bruno Machado Teles Walter","1626","1992","06","11",NA,"Brasil","GO","NIQUELANDIA","Fazenda Serra Negra (Niqueltocantins). Serra Negra para o lado do rio Bagagem, ao lado da linha de transmissão.","-48.4597015380859","-14.4738998413086","470","470","Exsicatas","Cálice verde, flores com nervuras vinácea na face externa da corola. Folhas discolores, face abaxial branca tomentosa. Bacia de inundação da UHE Serra da Mesa.","CEN00024524","CEN00024524","2011","04",NA,"74171","auto","-48316666.0","-14033333.0",NA,NA,"4",NA,NA
"44","2020-09-02 16:27:39-03","Cenargen","CEN","32049","PreservedSpecimen","Plantae",NA,NA,"Fabaceae Faboideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A. S. Flores","Bruno Machado Teles Walter","3777","1997","07","08",NA,"Brasil","GO","NIQUELANDIA","Porção Sul da Serra Negra, para o lado do rio Bagagem (antigo leito).","-48.4597015380859","-14.4738998413086","460","460","Exsicatas","Futuro reservatório do AHE Serra da Mesa. Planta coletada entre pedras no leito do pequeno córrego, em local de clareira.","CEN00032049","CEN00032049","2005",NA,NA,"74171","auto","-4833778.0","-1404444.0",NA,NA,"3",NA,NA
"45","2019-12-09 17:29:55-03","UFPR","EFC","5710","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth","Hatschbach, G.","Tiepolo, G.; Gatti, G.","525","1996","11","24",NA,"Brasil","Paraná","Quatro Barras","Serra da Baitaca","-49.0036","-25.3887",NA,NA,NA,"Subarbusto 50cm, flores amarelas, beira da estrada (espécie de ocorrência natural do Cerrado)","EFC005710",NA,"1997","01","01",NA,NA,"-49.0036","-25.3887",NA,NA,NA,NA,NA
"46","2021-03-15 18:27:50-03","USP","SPF","122392","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Flores, AS","Lombardi, JA","822","1995","07","05",NA,"Brasil","Minas Gerais",NA,"Furnas, Próximo as eclusas, pela estrada Belo Horizonte-Furnas.",NA,NA,NA,NA,NA,"Arbusto ca. 1,5 m. alt. Flores com cálice verde e pétalas amarelas.; Cerrado.","SPF00122392",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 18:27:50-03","USP","SPF","22928","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","Rockinger, A","Cordeiro, I","CFCR1001","1981","04","15",NA,"Brasil","Minas Gerais","Grão Mogol","Margem do rio Ventania.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Arbusto 2 m. alt. Flores amarelas. Frutos negros.","SPF00022928",NA,"2014","05","13","67219","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-05-08 11:12:11-03","UEFS","HUEFS","47909","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Crotalaria","subdecurrens","Crotalaria subdecurrens","Mart. ex Benth.","A.S.Flores","Walter, B.M.T.","4233","1998","07","15",NA,"Brasil","Goiás","Colinas do Sul","Região abaixo da antiga foz do rio Tocantinzinho. Descendo, a partir daquele ponto, no vale original do rio Tocantins.","-48.3175","-13.733056","480","480",NA,"Campo Limpo Úmido ( a coleta). Pequenas ihas com Vereda e Matas de Galeria estreitas nas linhas de drenagem.","HUEFS0047909","HUEFS0047909","2005","12",NA,NA,NA,"48W19'3''","13S43'59''",NA,NA,NA,"Rosanae",NA
