"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"154","2019-10-25 14:22:05-03","UEFS","HUEFS","238307","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Santos, J.M.","164","2019","05","07",NA,"Brasil","Pernambuco","Sertânia","-37.626389","-8.043889",NA,"Savana Estépica, Neossolo Litólico Eutrófico","HUEFS0238307",NA,"Canal C1","612","612","37W37'35''","8S2'38''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"155","2019-10-07 09:33:13-03","UEFS","HUEFS","190076","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Carvalho, D.N.","146","2012","11","11",NA,"Brasil","Bahia","Conceição do Coité","-39.2","-11.5",NA,"Caatinga.","HUEFS0190076","HUEFS0190076","Serra do Mucambo. Caatinga, área utilizada para pastagem, solo pedregoso.",NA,NA,"39W12'","11S30'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"156","2019-10-07 09:33:13-03","UEFS","HUEFS","206851","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Melo, E.","12523","2014","03","04",NA,"Brasil","Bahia","Morro do Chapéu","-40.968333","-11.551111",NA,"Mata de cerradão.","HUEFS0206851","HUEFS0206851","Estrada para Veredinha, Fazenda Matão.","920","920","40W58'6''","11S33'4''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"157","2021-03-04 11:17:24-03","UEFS","HUEFS","206890","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Melo, E.","12562","2014","03","23",NA,"Brasil","Bahia","Morro do Chapéu","-41.207222","-11.591111",NA,NA,"HUEFS0206890","HUEFS0206890","Morrão. Ápice, proximidades das antenas.","1276","1276","41W12'26''","11S35'28''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"158","2019-10-07 09:33:11-03","UEFS","HUEFS","2502","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","A.Krapovickas","Noblick, L.R.","2722","1983","08","27",NA,"Brasil","Bahia","Feira de Santana","-38.966667","-12.25",NA,NA,"HUEFS0002502","HUEFS0002502",NA,NA,NA,"38W58'","12S15'","1997","01",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"159","2019-10-25 14:22:05-03","UEFS","HUEFS","238149","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Constantino, M.R.L.","77","2017","07","22",NA,"Brasil","Bahia","Valente","-39.655","-11.441389",NA,"Savana Estépica, Planossolo Háplico Eutrófico","HUEFS0238149",NA,"Mata nativa, localizada à 4 km do centro, sentido a saída para Retirolândia.","326","326","39W39'18''","11S26'29''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"160","2019-10-07 09:33:13-03","UEFS","HUEFS","47303","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","A.Krapovickas","Jesus, N.G.","854","2000","02","29",NA,"Brasil","Bahia","Pilão Arcado","-42.391389","-9.966389",NA,"Caatinga arbustiva-arbórea.","HUEFS0047303","HUEFS0047303","Torre da Telemar.",NA,NA,"42W23'29''","9S57'59''","2006","06",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"161","2019-10-25 14:22:05-03","UEFS","HUEFS","238150","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Oliveira, M.","5848","2015","04","08",NA,"Brasil","Pernambuco","Serra Talhada","-38.647222","-7.734722",NA,"Savana Estépica, Neossolo Litólico Eutrófico","HUEFS0238150",NA,"PE-418, Divisa PE-PB, Serra Pintada, Caatinga arbóreo-arbustiva aberta","647","647","38W38'50''","7S44'5''",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"162","2021-03-04 11:17:24-03","UEFS","HUEFS","71359","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","G.L.Esteves","van den Berg, C.","960","2003","05","12",NA,"Brasil","Bahia","Feira de Santana","-38.966667","-12.25",NA,NA,"HUEFS0071359","HUEFS0071359","Serra de São José. Trilha no pequeno vale a NE da Serra.",NA,NA,"38W58'","12S15'","2011","07",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"163","2019-10-07 09:33:13-03","UEFS","HUEFS","71945","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Arbo, M.M.","5350","1992","11","28",NA,"Brasil","Bahia","Central","-42.05","-11.183333",NA,NA,"HUEFS0071945","HUEFS0071945","BA'052, 26 Km ESE de Irece",NA,NA,"42W3'","11S11'",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"164","2019-10-07 09:33:13-03","UEFS","HUEFS","74874","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","V.M.Gonçalez","Giulietti, A.M.","2438","2003","04","21",NA,"Brasil","Bahia","Rio de Contas","-41.5","-13.9",NA,"Caatinga úmida, solo arenoso localmente na sombra de spondias tubenosa.","HUEFS0074874","HUEFS0074874","Estiade Boa-Sentença - Brumado.","430","430","41W30'","13S54'","2009","06",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"165","2019-10-07 09:33:13-03","UEFS","HUEFS","98316","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C.Takeuchi","Carneiro-Torres, D.S.","404","2005","07","30",NA,"Brasil","Bahia","Jaguarari","-40.229167","-10.100278",NA,"Caatinga arbustiva sobre afloramento rochoso com cactos, bromélias e subarbustos.","HUEFS0098316","HUEFS0098316","Crista quartzítica.","580","580","40W13'45''","10S6'1''","2012","10",NA,NA,NA,"Rosanae",NA,NA,NA,NA
"166","2019-10-07 09:33:11-03","UEFS","HUEFS","6524","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","A.Krapovickas","Pinto, G.C.P.","12484","1984","07","25",NA,"Brasil","Pernambuco","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,"HUEFS0006524","HUEFS0006524",NA,NA,NA,NA,NA,"1997","01","90462","auto",NA,"Rosanae",NA,NA,NA,NA
"167","2019-10-07 09:33:13-03","UEFS","HUEFS","44936","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","G.L.Esteves","Oliveira, R.P.","441","2000","04","18",NA,"Brasil","Bahia","Monte Santo","-39.3328018188477","-10.4378004074097",NA,"Caatinga.","HUEFS0044936","HUEFS0044936","arredores da cidade.",NA,NA,NA,NA,"2001","09","74832","auto",NA,"Rosanae",NA,NA,NA,NA
"168","2021-03-04 11:17:24-03","UEFS","HUEFS","136854","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","G.L.Esteves","Costa e Silva, M.B.","2160","2006","03","29",NA,"Brasil","Pernambuco","Arcoverde","-37.0539016723633","-8.41888999938965",NA,NA,"HUEFS0136854","HUEFS0136854","Serra das Varas Caatinga Mata da Jacú, no Entorno do Açude, na Barragem.",NA,NA,NA,NA,"2011","07","23066","auto",NA,"Rosanae",NA,NA,NA,NA
"169","2015-03-13 18:49:54-03","F","FMNH-SEEDPLANTS","V0240002F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0240002F","V0240002F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"170","2015-03-13 18:49:54-03","F","FMNH-SEEDPLANTS","V0240003F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"-64.9208","-35.3869",NA,NA,"V0240003F","V0240003F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"171","2020-07-23 12:12:07-03","CEPLAC","CEPEC","72141","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,"A. Krapovickas","M. S. Ferrucci","1028","1996","08","12",NA,"Brasil","Bahia","CAETITÉ","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,"3Km da Rod. Caetité/Brumado.",NA,NA,NA,NA,NA,NA,"53684","auto",NA,NA,NA,NA,"30/12/1996",NA
"172","2020-07-23 12:12:07-03","CEPLAC","CEPEC","9121","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,"A. Krapovickas","T. S. dos Santos","2483","1972","11","22",NA,"Brasil","Bahia","VITÓRIA DA CONQUISTA","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,"Km 10 a 15 da Rod. Conquista/Anagé.",NA,NA,NA,NA,NA,NA,"70493","auto",NA,NA,NA,NA,"30/01/1997",NA
"173","2020-07-23 12:12:07-03","CEPLAC","CEPEC","10910","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,"A. Krapovickas","R. M. Harley","16233","1974","02","20",NA,"Brasil","Bahia","ITIÚBA","-39.716667","-10.666667",NA,NA,NA,NA,"Lagoa da Eugenia, ao S de Camaleão.",NA,NA,"39W43'","10S40'",NA,NA,NA,NA,NA,NA,NA,NA,"30/01/1997",NA
"174","2020-07-23 12:12:07-03","CEPLAC","CEPEC","73449","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,"A. Krapovickas","M. M. Arbo","7341","1997","01","17",NA,"Brasil","Bahia","JACOBINA","-40.6","-11.1",NA,NA,NA,NA,"BR-324. 12Km a NW cidade, caminho p/ Umburanas.",NA,NA,"40W36'","11S6'",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1977",NA
"175","2020-07-23 12:12:07-03","CEPLAC","CEPEC","15699","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis",NA,"A. Krapovickas","L. A. Mattos-Silva","267","1979","02","16",NA,"Brasil","Bahia","MANOEL VITORINO","-40.2425003051758","-14.145299911499",NA,NA,NA,NA,"Rod. Manoel Vitorino/Caatingal. Km 4.",NA,NA,NA,NA,NA,NA,"80138","auto",NA,NA,NA,NA,"30/01/1997",NA
"176","2020-11-04 17:29:40-03","UEM","HUEM","13647","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Kawakita, K; T.R. Tavares; Dutra, AM; R.S. Garcia; J. Reis","1116","2007","03","07",NA,"Brasil","Paraná","Maringá","-51.928333","-23.429444",NA,"Arbusto; 1,5m de alt.; botões florais de col. verde e flores de col. bege; frutos imaturos de col. verde e frutos maduros de col. bege.","HUEM000006916","HUEM000006916","Parque do Ingá, Solo seco.","530","530","-51.928333","-23.429444","2013","10",NA,NA,"03",NA,NA,NA,NA,NA
"177","2020-11-12 17:01:26-03","UEL","FUEL","32154","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Kranz, WM; Cassiano, J","734","2001","10","22",NA,"Brasil","Paraná","Apucarana","-51.4608001708984","-23.5508003234863",NA,NA,"OK",NA,"Pinhalzinho, pastagem",NA,NA,NA,NA,"2013","10","23979","auto","04",NA,NA,NA,NA,NA
"178","2019-10-16 14:13:35-03","UEL","FUEL","29640","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Tomaselli, F; et al.","s.n.","1997","10","29",NA,"Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Fazenda São Luiz",NA,NA,NA,NA,"2013","10","63728","auto","04",NA,NA,NA,NA,NA
"179","2020-11-12 17:01:26-03","UEL","FUEL","32157","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Kranz, WM; Cassiano, J","755","2001","12","10",NA,"Brasil","Paraná","Rio Bom","-51.4105987548828","-23.7621994018555",NA,NA,NA,NA,"Barra do Molina, pastagem",NA,NA,NA,NA,"2013","10","14838","auto","04",NA,NA,NA,NA,NA
"180","2021-04-05 12:35:35-03","UNIVASF","HVASF","23716","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","J.A. Siqueira Filho","E.M.B. Nunes","80","2018","04","13","América do Sul","Brasil","Bahia","Juazeiro","-40.424222","-9.357166",NA,"Subarbusto ca. 50 cm alt. Flores amarelas inconspícuas e presença de frutos, imaturos verdes e maduros marrons. Início da dispersão das sementes.","HVASF023716",NA,"Fazenda Porto da Pedra, propriedade da Agrovale, próximo a bomba do Pivô 24, margem do Rio São Francisco, Parcelas permanentes","370","370","-40.424222","-9.357166","2018","04",NA,NA,"20",NA,NA,NA,NA,"U"
"181","2021-04-05 12:35:35-03","UNIVASF","HVASF","7228","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C. Takeuchi","D. Araújo","1224","2010","01","27","América do Sul","Brasil","Bahia","Umburanas","-41.302361","-10.71425",NA,"Erva ereta Corola branca.","HVASF007228","HVASF007228_v01","Estrada para Rodoleiro","743","743","-41.302361","-10.714250","2012","10",NA,NA,"30",NA,NA,NA,NA,"U"
"182","2021-04-05 12:35:35-03","UNIVASF","HVASF","4956","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C. Takeuchi","J.G. Carvalho-Sobrinho","2220","2009","07","06","América do Sul","Brasil","Pernambuco","Sertânia","-37.336733","-8.21008",NA,"Subarbusto ereto, pouco ramificado, ca. 1m alt. Frutos imaturos verdes.","HVASF004956",NA,"Lote 12","611","611","-37.336733","-8.210080","2012","10",NA,NA,"30",NA,NA,NA,NA,"U"
"183","2021-04-05 12:35:35-03","UNIVASF","HVASF","20286","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","J.A. Siqueira Filho","V.M. Cotarelli","2571","2013","05","28","América do Sul","Brasil","Paraíba","Bom Jesus","-38.655333","-6.826861",NA,"Erva ca. de 30cm. Frutos verdes","HVASF020286",NA,"Sítio Forquilha, açude Arroz, margem da estrada sentido Bom Jesus PB.","330","330","-38.655333","-6.826861","2016","11",NA,NA,"10",NA,NA,NA,NA,"U"
"184","2021-04-05 12:35:35-03","UNIVASF","HVASF","5994","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","C. Takeuchi","Marcondes Oliveira","4378","2009","07","21","América do Sul","Brasil","Pernambuco","Salgueiro","-39.176","-8.105472",NA,"Subarbusto cerca de 50cm alt. Flores amarelas. Fruto imaturo verde.","HVASF005994",NA,"Reservatório Negreiros, Lote 02","450","450","-39.176000","-8.105472","2012","10",NA,NA,"30",NA,NA,NA,NA,"U"
"185","2021-04-05 12:35:35-03","UNIVASF","HVASF","15263","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","J.A. Siqueira Filho","V.M. Cotarelli","1663","2012","04","11","América do Sul","Brasil","Paraíba","Cajazeiras","-38.568361","-6.994527",NA,"Arbustro ca. 50cm alt. Frutos secos cálice persistentes.","HVASF015263",NA,"Lote 07, entrada da Fazenda Batateira, propriedade de Seu Damião. ASV testemunho (2,5%) Jazida Terra Molhada 02","357","357","-38.568361","-6.994527","2016","11",NA,NA,"10",NA,NA,NA,NA,"U"
"186","2020-07-23 10:21:37-03","IBt","SP","271812","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Agra, MF; et al.","2720","1994","02","25",NA,"Brasil","Paraíba","Teixeira","-37.139444","-7.183333",NA,NA,NA,NA,"Pico do Jabre; Serra Teixeira, Distrito Maturéia","1190","1190","-37.139444","-7.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-07-23 10:21:37-03","IBt","SP","268956","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Guedes, ML; et al.","2706","1992","11","26",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-07-23 10:21:37-03","IBt","SP","305871","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Arbo, MM; et al.","5350","1992","11","28",NA,"Brasil","Bahia","Central","-42.05","-11.183333",NA,NA,NA,NA,"BA-052, 26 km ESE de Irecê","500","500","-42.05","-11.183333","1996","11",NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-09-24 08:25:28-03","IBt","SP","348697","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Hind, DJN; et al.","H50447","1992","12","27",NA,"Brasil","Bahia","Abaíra","-41.8","-13.3",NA,NA,NA,NA,"Brejo do Engenho","950","1000","-41.8","-13.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-07-23 10:21:37-03","IBt","SP","357037","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Silva, RA; Moura, D","1560","2000","07","06",NA,"Brasil","Sergipe","Canindé de São Francisco","-37.984461","-9.712222",NA,NA,NA,NA,"Fazenda Brejo",NA,NA,"-37.984461","-9.712222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-07-23 10:21:37-03","IBt","SP","364119","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Krapovickas, A","Arbo, MM; et al.","5350","1992","11","28",NA,"Brasil","Bahia","Central","-42.05","-11.183333",NA,NA,NA,NA,"BA-052, 26 km ESE de Irecê",NA,NA,"-42.05","-11.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-07-23 10:21:37-03","IBt","SP","443598","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Pscheidt, AC; et al.","158","2012","06","22",NA,"Brasil","Minas Gerais","Grão Mogol","-42.744167","-16.535294",NA,NA,NA,NA,"Estrada para Virgem da Lapa, próximo a ponte da barragem do Rio Ventania","534","534","-42.744167","-16.535294","2015","03",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-07-23 10:21:37-03","IBt","SP","444485","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Souza Silva, RF; et al.","204","2012","02","07",NA,"Brasil","Bahia","Jaguarari","-40.229722","-10.103333",NA,NA,NA,NA,"Base da Crista, próximo ao rio","560","560","-40.229722","-10.103333","2012","02",NA,NA,"07",NA,NA,NA,NA,NA
"194","2020-07-23 10:21:37-03","IBt","SP","444486","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Melo, E; et al.","4425","2006","04","12",NA,"Brasil","Bahia","Antônio Gonçalves","-40.270556","-10.604444",NA,NA,NA,NA,NA,"490","490","-40.270556","-10.604444","2012","02",NA,NA,"07",NA,NA,NA,NA,NA
"195","2020-07-23 10:21:37-03","IBt","SP","444492","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Cielo Filho, R","Baitello, JB; et al.","1980","2007","12","06",NA,"Brasil","São Paulo","Paranapanema","-48.741944","-23.506667",NA,NA,NA,NA,"Estação Ecológica. Cachoeirinha","630","630","-48.741944","-23.506667","2007","12",NA,NA,"17",NA,NA,NA,NA,NA
"196","2020-07-23 10:21:37-03","IBt","SP","473899","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Fotius, G","3262","1982","12","23",NA,"Brasil","Pernambuco","Petrolina","-40.495556","-9.154722",NA,NA,NA,NA,"Área da CODEVASF, área erodida perto da casa e em cultivo de cana-de-açúcar",NA,NA,"-40.495556","-9.154722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-07-23 10:21:37-03","IBt","SP","474046","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.",NA,"Takeuchi, C","129","2012","10","21",NA,"Brasil","Bahia","Feira de Santana","-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,"Campus da Universidade Estadual de Feira de Santana",NA,NA,NA,NA,NA,NA,"46325","auto",NA,NA,NA,NA,NA,NA
"198","2020-07-23 10:21:37-03","IBt","SP","305872","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Esteves, GL; Barros, C","2369","1991","01","14",NA,"Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"No caminho para o povoado de Mato Grosso",NA,NA,NA,NA,"1996","11","49773","auto",NA,NA,NA,NA,NA,NA
"199","2020-07-23 10:21:37-03","IBt","SP","444460","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Takeuchi, C; et al.","84","2011","09","11",NA,"Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"No centro da cidade",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA
"200","2020-07-23 10:21:37-03","IBt","SP","444461","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Takeuchi, C; et al.","89","2011","09","14",NA,"Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"Povoado de Mato Grosso",NA,NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA
"201","2020-07-23 10:21:37-03","IBt","SP","441428","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Wanderley, MGL; Kral, R","1646","1988","11","12",NA,"Brasil","Bahia","Vitória da Conquista","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,"70493","auto",NA,NA,NA,NA,NA,NA
"202","2019-11-21 10:09:23-03","IBt","SP","234865","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Wanderley, MGL; Kral, R","1646","1988","11","12",NA,"Brasil","Bahia","Vitória da Conquista","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,"70493","auto",NA,NA,NA,NA,NA,NA
"203","2020-07-23 10:21:37-03","IBt","SP","444464","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Takeuchi, C; et al.","99","2011","11","14",NA,"Brasil","Minas Gerais","Buritizeiro","-44.9622001647949","-17.3511009216309",NA,NA,NA,NA,"Ambiente urbano na beira de estrada",NA,NA,NA,NA,NA,NA,"88041","auto",NA,NA,NA,NA,NA,NA
"204","2020-07-23 10:21:37-03","IBt","SP","444465","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Takeuchi, C; et al.","100","2011","11","15",NA,"Brasil","Minas Gerais","Corinto","-44.4564018249512","-18.3808002471924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49021","auto",NA,NA,NA,NA,NA,NA
"205","2020-07-23 10:21:37-03","IBt","SP","492068","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Fernandes Jr, AJ","Ferreira Jr, CA","1363","2014","02","05",NA,"Brasil","Minas Gerais","Itaguara","-44.4874992370605","-20.3922004699707",NA,NA,NA,NA,"Rua Aladim Ferreira de Moraes, em frente ao número 100",NA,NA,NA,NA,"2016",NA,"18107","auto",NA,NA,NA,NA,NA,NA
"206","2020-07-23 10:21:37-03","IBt","SP","473897","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Saturnino, H","1283","1986","11","30",NA,"Brasil","Minas Gerais","Janaúba","-43.3088989257812","-15.8024997711182",NA,NA,NA,NA,"Núcleo de Colonização I, beira de estrada",NA,NA,NA,NA,NA,NA,"55466","auto",NA,NA,NA,NA,NA,NA
"207","2020-07-23 10:21:37-03","IBt","SP","473894","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Saturnino, H","919","1985","10","27",NA,"Brasil","Minas Gerais","Montes Claros","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,"BR-135 Engº Navarro",NA,NA,NA,NA,"2012","02","72568","auto","07",NA,NA,NA,NA,NA
"208","2020-07-23 10:21:37-03","IBt","SP","473896","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Saturnino, H","919","1985","10","27",NA,"Brasil","Minas Gerais","Montes Claros","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,"BR-135 Engº Navarro",NA,NA,NA,NA,"2012","02","72568","auto","07",NA,NA,NA,NA,NA
"209","2020-07-23 10:21:37-03","IBt","SP","312265","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Esteves, GL","Mello-Silva, R; et al.","767","1992","11","20",NA,"Brasil","Minas Gerais","Porteirinha","-43.0283012390137","-15.7433004379272",NA,NA,NA,NA,"Ao Norte da cidade, saída pela BE-122",NA,NA,NA,NA,"1992",NA,"56892","auto",NA,NA,NA,NA,NA,NA
"210","2020-07-23 10:21:37-03","IBt","SP","473901","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Silva, KBD; et al.","2174","2002","04","22",NA,"Brasil","Pernambuco","Petrolina","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"CPATSA",NA,NA,NA,NA,"2015","03","90462","auto",NA,NA,NA,NA,NA,NA
"211","2020-07-23 10:21:37-03","IBt","SP","444458","S","Plantae",NA,NA,"Malvaceae","Gaya","domingensis","Gaya domingensis","Urb.","Takeuchi, C","Takeuchi, C; Gonçalez, VM","81-b","2011","08","24",NA,"Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Instituto Agronômico de Campinas, na Fazenda Santa Eliza. Beira da estrada",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
