"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","01067782","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquette","M. A. Farinaccio","G. G. Hatschbach","36418","1975","02","23","South America","Brazil","Minas Gerais","Gouveia","BR 259, subida Serra do Espinhaço","-43.7406","-18.4544","850","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1215398' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067782","NY01067782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1013530","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquette","A. Rapini","H. S. Irwin","27576","1970","03","15","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 25 km E. of Diamantina, near Rio Jequití","-43.50795","-18.1448","800","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096433' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013530","NY01013530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1013526","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquette","A. Rapini","W. R. Anderson","35419","1972","02","04","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km N of Gouveia on road to Diamantina","-43.6836","-18.41575","1220","1220","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01013526","NY01013526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1039413","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquette","M. A. Farinaccio","M. A. Farinaccio","678","2004","03","29","South America","Brazil","Minas Gerais","Diamantina","Pau Grande, estrada para Conselheiro Mata, ca. do km 184, 8 km da rodovia Diamantin-Gouevia (BR 367).","-43.73919","-18.29253","1270",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039413","NY01039413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:28:40-03","UNESP-IBB","BOTU","13676","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E. Fourn)","Farinaccio, M.A.","Bicudo, L.R.H.","762","1986","03","18",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,NA,"BOTU013676",NA,"1997","12","9999","9999",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:34:25-03","EAO","IAN","69890","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(Fourn.) Fontella & Marquete","Fontelle, H","Black, GA; Magalhães, MG","12066","1951","04","05","Southern America","Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,"IAN069890",NA,"1988","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:34:25-03","EAO","IAN","107623","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(Fourn.) Fontella & Marquete","Fontelle, H","Magalhães, MG","9991","1957","05","03","Southern America","Brasil","Minas Gerais","Araguarí","Cerrado.","-48.187198638916","-18.6471996307373",NA,NA,NA,"Pequena trepadeira; flor alva amarelada.","IAN107623",NA,"1988","09",NA,NA,"58653","auto",NA,NA,NA,NA,NA
"18","2021-03-30 12:34:25-03","EAO","IAN","107805","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(Fourn.) Fontella & Marquete","Fontelle, H","Magalhães, MG","17502","1960","04","02","Southern America","Brasil","Minas Gerais","Diamantina","Entre pedras da serra Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Cipó sublenhoso; flor amarela; pouco frequente.","IAN107805",NA,"1988","09",NA,NA,"101169","auto",NA,NA,NA,NA,NA
"19","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092298","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da",NA,"1969","01","24","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092298 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092298","NL-U1092298",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092299","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da",NA,"1969","01","28","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092299","NL-U1092299",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 09:20:04-03","NBC","NL-BOTANY","U.1092300","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da",NA,"1969","01","13","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1092300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1092300","NL-U1092300",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-11-04 10:59:58-03","ESALQ","ESA","82939","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii",NA,"Rapini, A.","Araújo, A.O.; Romão, G.O.; Vieira, S.",NA,"2003","01","08",NA,"Brasil","Minas Gerais","Diamantina","ca. 8 km de Diamantina na estrada para Mendanha",NA,"-18.18","1230","1230",NA,"liana; botões verdes; flores creme-esverdeadas","ESA082939","ESA082939","2008",NA,"-43,543,333","-18.18",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 10:59:58-03","ESALQ","ESA","60139","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Farinaccio, M.A.","Souza, V.C. ; Souza, J.P.","22140.0","1999","03","13",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. Campo rupestre.","-441.025","-174.348",NA,NA,NA,"escandente; flores creme.","ESA060139","ESA060139",NA,NA,"-441,025","-174,348",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 10:59:58-03","ESALQ","ESA","97701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","E. Fourn.","Rapini, A.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32599.0","2007","02","17",NA,"Brasil","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre. 680 m.s.m.",NA,"-19.005","680","680",NA,"Volúvel; flores creme com androceu e gineceu vinho-escuro.","ESA097701","ESA097701","2008",NA,"-43,768,333","-19,005",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 10:59:58-03","ESALQ","ESA","99724","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii",NA,"Morakawa, R.","Morokawa, R.","206.0","2008","03","21",NA,"Brasil","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,"ESA099724","ESA099724",NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA
"26","2020-11-04 10:59:58-03","ESALQ","ESA","24861","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Schwarz, E.A.","Sakuragui, C.M. et al.",NA,"1994","03","20",NA,"Brasil","Minas Gerais","Augusto de Lima",NA,"-44.2668991088867","-18.1091995239258",NA,NA,NA,NA,"ESA024861","ESA024861",NA,NA,NA,NA,"34209","auto",NA,NA,NA,NA,NA
"27","2020-11-04 10:59:58-03","ESALQ","ESA","61968","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Rapini, A.","Hatschbach, G. et al.","66272.0","1997","03","14",NA,"Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"ESA061968","ESA061968",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"28","2020-11-04 10:59:58-03","ESALQ","ESA","61051","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Schwarz, E.A.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22546.0","1999","05","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. 17o41'55S, 44o15'07W. Campo rupestre.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Escandente; flores verdes.","ESA061051","ESA061051",NA,NA,NA,NA,"37503","auto",NA,NA,NA,NA,NA
"29","2020-11-04 10:59:58-03","ESALQ","ESA","97741","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","E. Fourn.","Rapini, A.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32639.0","2007","02","18",NA,"Brasil","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha para a Cachoeira Bonita. Beira de córrego pedregoso em área de cerrado. 680 m.s.m.",NA,NA,"680","680",NA,"Volúvel. Corola creme com centro das pétalas roxo-escuro.","ESA097741","ESA097741","2008",NA,"-43,776,389","-18,977,778",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 10:59:58-03","ESALQ","ESA","99725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii",NA,"Morakawa, R.","Morokawa, R.","205.0","2008","03","22",NA,"Brasil","Goiás","Caldas Novas",NA,"-48.625","-17.74169921875",NA,NA,NA,NA,"ESA099725","ESA099725",NA,NA,NA,NA,"36612","auto",NA,NA,NA,NA,NA
"31","2020-11-04 10:59:58-03","ESALQ","ESA","18868","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Rapini, A.","Souza, V.C. et al.","8507.0","1995","03","13",NA,"Brasil","Minas Gerais","Datas",NA,"-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"ESA018868","ESA018868",NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA
"32","2020-11-04 10:59:58-03","ESALQ","ESA","100492","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii",NA,"Rapini, A.","Costa, F.N.","755.0","2004","03","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"ESA100492","ESA100492","2008",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"33","2020-11-04 10:59:58-03","ESALQ","ESA","41066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","E. Fourn.","Rapini, A.","Souza, V.C. et al.","20886.0","1998","04","05",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"ESA041066",NA,"1999",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA
"34","2020-11-04 10:59:58-03","ESALQ","ESA","100493","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii",NA,"Rapini, A.","Costa, F.N.","842.0","2005","04","02",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto",NA,"-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,"ESA100493","ESA100493","2008",NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"35","2021-03-31 13:35:23-03","MN","R","125388","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E. Fourn.) Fontella & Marquete","Fontella, J.P.","Trinta, Z.A. 682; Trinta, E.F. 1758",NA,"1964","03","29",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1979","08",NA,NA,NA,NA,NA,"17",NA,NA,NA
"36","2021-03-31 13:35:23-03","MN","R","199375","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E. Fourn.) Fontella & Marquete","Spellman, D.L.","Irwin, H.S.; Santos, R.R.; Souza, R. & Fonseca, S.F.",NA,"1969","01","24",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:35:23-03","MN","R","95119","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E. Fourn.) Fontella & Marquete","Fontella, J.P.","Mello Barreto, H.L.",NA,"1933","03","09",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,"1979","08",NA,NA,"17082","auto",NA,"18",NA,NA,NA
"38","2021-03-31 13:35:23-03","MN","R","210268","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E. Fourn.) Fontella & Marquete","Fontella, J.P.","Hatschbach, G.G. 64876; Schinini, A. & Silva, J.M.",NA,"1996","04","16",NA,"Brasil","Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242","1050","1050",NA,NA,NA,NA,"2003","03",NA,NA,"37503","auto",NA,"28",NA,NA,NA
"39","2021-03-31 13:35:23-03","MN","R","216182","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E. Fourn.) Fontella & Marquete","Fontella, J.P.","Chacon, R.G.","405","2008","05","17",NA,"Brasil","Distrito Federal","Brasília","Lago Sul","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2008","11",NA,NA,"70570","auto",NA,"01",NA,NA,NA
"40","2019-08-20 10:03:48-03","UNICAMP","UEC","41260","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S","1241","2008","11","18",NA,"Brazil","Minas Gerais","Biguatinga","beira de estrada, mata secundária","-46","-22.166667","1057","1057",NA,"trepadeira, com látex, sépalas esverdeadas, estilete vináceo",NA,NA,NA,NA,"-46","-22.166667",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:22:11-03","UNICAMP","UEC","127090","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Rapini, A","Simões, AO; Barbosa, AR; Flores, AS; Rodrigues, RS; Belinello, R","1251","2002","02","13",NA,"Brazil","Goiás","Pirenópolis","Estrada para o pico dos Pirineus, campo rupestre.","-48.858528","-15.805111","1280","1280",NA,"Liana, volúvel, látex branco, cálice roxo-esverdeado, corola roxa, corona e apêndice estigmático púrpurea. Em afloramento.","UEC005992","UEC005992","2005",NA,"-48.858528","-15.805111",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:22:11-03","UNICAMP","UEC","44782","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Fontella, H","Bicudo, LRH; Campos, CJ","762","1986","03","18",NA,"Brazil","São Paulo","Botucatu","Estado de São Paulo, á margem da rodovia municipal (estrada do Roberto), que liga Victoriana ao Rio Bonito Campo e Nautica, a mais ou menos 5km de Vitoriana. Fazenda Gold Farm.","-48.297222","-22.8",NA,NA,NA,"Sépalas e pétalas verdes, coronas brancas, estiletes vermelhos, estígma verde, estaminódios vermelhos, presença de látex, sem odor, Trepadeira, subindo em <em>Benisteria</em>.","UEC005988","UEC005988","1988","11","-48.297222","-22.8",NA,NA,NA,"21",NA,NA,NA
"43","2019-08-20 10:03:48-03","UNICAMP","UEC","142163","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Rapini, A","Gomes, SM","627","2003","07","23",NA,"Brazil","Distrito Federal","Brasília","RECOR-REs.Ecol.do IBGE, margem esqueda d","-47.9296989440918","-15.7797002792358",NA,NA,NA,"liana ,látex branco, apículos roxos.",NA,NA,"2008","03",NA,NA,"70570","auto",NA,"15",NA,NA,NA
"44","2021-03-01 16:22:11-03","UNICAMP","UEC","135140","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Rapini, A","Simões, AO; Jannini, AW; Singer, RB","827","1999","04","30",NA,"Brazil","Minas Gerais","Carrancas","Cachoeira da Fumaça, capoeira junto a curso d'água.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Liana, látex branco abundante, frutos verdes com estrias marrons.","UEC005986","UEC005986","2005",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"45","2021-03-01 16:22:11-03","UNICAMP","UEC","135135","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Rapini, A","Simões, AO; Matsumoto, K; Jannini, AW; Lopes, AC","159","1998","03","29",NA,"Brazil","Minas Gerais","Carrancas","Fazenda Grão-Mogol, afloramento.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Liana, látex branco abundante, cálice verde, pétalas roxas, pedicelo tamb#?#m roxo, estames e estigma roxo-escuro, corona branca.","UEC005987","UEC005987","2005",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"46","2021-03-01 16:22:11-03","UNICAMP","UEC","61139","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Oxypetalum","warmingii","Oxypetalum warmingii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FAM; alunos","27444","1992","12","08",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Biribiri.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flores verdes-castanhas, trepadeira. Campo rupestre/mata ciliar.","UEC005985","UEC005985",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
