"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","eventTime","individualCount","relatedCatalogItem"
"12","2021-03-15 16:37:00-03","NY","NYBG","686921","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","51206","1992","01","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846243' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686921","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Tijuquinho","-41.9","-13.27","1650","1800","NY00686921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","686963","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","371","1992","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686963","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Veio de Cristais.","-41.88","-13.33","1800","1800","NY00686963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","686926","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","2295","1993","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686926","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Jambeiro, Belo Horizonte.","-41.9","-13.3","1150","1150","NY00686926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1551110","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. R. Brooks","BRASPEX #182","1988","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693956' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551110","Goiás","Magnoliophyta","Lamiales","Schauer","S. Atkins","Niquelândia","Macedo, ca. 15 km N of Niquelândia. NW facing hill slope, rocky pyroxenite/ peridotite-based slope, and flat area adjacent to roadside below, about 1-1.5 km west of nickel ore workings.","-48.4594","-14.4742","1000","1000","NY01551110_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","684983","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","2932","1994","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884070' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684983","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Forquilha da Serra.","-41.95","-13.3","1700","1700","NY00684983_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","571548","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","26175","1988","11","16","South America","Brazil","sheet",NA,"Foto; fixado <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571548","Bahia","Magnoliophyta","Lamiales","Schauer",NA,"Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz","-41.97","-13.53","1850","1850","NY00571548_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","571547","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","26406","1988","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571547","Bahia","Magnoliophyta","Lamiales","Schauer",NA,"Rio de Contas","Pico das Almas. Vertente leste. Subida do pico do Campo do Queiroz","-41.97","-13.53","1600","1750","NY00571547_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1144760","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","51271","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1299140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144760","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Serra ao Sul do Riacho da Taquara","-41.92","-13.25","1920","1920","NY01144760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","686925","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","2462","1993","11","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686925","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Serra dos Frios","-41.88","-13.33","1700","1800","NY00686925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","884592","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","A. M. V. de Carvalho","6616","1998","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884592","Bahia","Magnoliophyta","Lamiales","Schauer","L. P. de Queiroz","Rio de Contas","Pico do Itubira. Cerca de 31 km SW da cidade, caminho para Mato Grosso.","-41.8969","-13.3889",NA,NA,"NY00884592_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","571863","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","V. C. Souza","5213","1994","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=220962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571863","Bahia","Magnoliophyta","Lamiales","Schauer","F. R. G. Salimena","Palmeiras","Palmeiras. Morro do Pai Inácio","-41.5588989257812","-12.5289001464844","1100","1200","NY00571863_01","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","571864","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","V. C. Souza","5213","1994","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=220963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571864","Bahia","Magnoliophyta","Lamiales","Schauer","F. R. G. Salimena","Palmeiras","Palmeiras. Morro do Pai Inácio","-41.5588989257812","-12.5289001464844","1100","1200","NY00571864_01","20767","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01788539","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","A. S. Muller","469","1933","04","18","South America","Brazil","sheet",NA,"Collected for the fungus <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2109203' target='other'> <mi>dwc_moreinfo</mi></a>","NY01788539","Minas Gerais","Magnoliophyta","Lamiales","Schauer",NA,"Viçosa","Escola","-42.8819007873535","-20.7539005279541",NA,NA,"NY01788539_01","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","686923","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","52035","1992","02","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686923","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Campo do Cigano","-41.92","-13.25","1780","1780","NY00686923_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","686924","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","51271","1992","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=846246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686924","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Serra ao Sul do Riacho da Taquara","-41.92","-13.25","1920","1920","NY00686924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","684982","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","1258","1992","10","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684982","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Piata","Jambreiro, próximo a Catolés","-41.85","-13.3","1250","1250","NY00684982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","684981","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","184","1992","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884067' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684981","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Distrito de Catolés: Serra do Porco Gordo - Gerais do Tijuca.","-41.75","-13.4","1250","1250","NY00684981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","571551","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","26989","1988","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525048' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571551","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Rio de Contas","Cachoeira da Fraga do rio Brumado, arredores da cidade","-41.8","-13.58",NA,NA,"NY00571551_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","886019","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","A. M. V. de Carvalho","PCD994","1994","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886019","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Palmeiras","Pai Inácio. Pai Inácio.","-41.4708","-12.4556","1080","1080","NY00886019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","571542","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","20147","1977","03","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525055' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571542","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins",NA,"Serra do Rio de Contas. Between 2.5 and 5 km S. of Vila do Rio de Contas on side road to W. of the road to Livramento, leading to the Rio Brumado","-41.83","-13.6","980","980","NY00571542_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","571550","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","26952","1988","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571550","Bahia","Magnoliophyta","Lamiales","Schauer",NA,"Barra da Estiva","Morro do Ouro. 9km ao S da cidade na estrada para Ituaçú","-41.3","-13.7","1500","1500","NY00571550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","571545","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","19763","1977","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525047' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571545","Bahia","Magnoliophyta","Lamiales","Schauer","H. N. Moldenke","Rio de Contas","Serra das Almas. Lower N.E. slopes of the Pico das Almas, ca. 25km. WNW of the Vila do Rio de Contas","-41.95","-13.55","1500","1500","NY00571545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","571552","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","G. G. Hatschbach","48329","1984","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525046' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571552","Bahia","Magnoliophyta","Lamiales","Schauer","G. G. Hatschbach",NA,"Mucugê, rod. p/ Andarai",NA,NA,NA,NA,"NY00571552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","571544","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R. M. Harley","26136","1988","11","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=525050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00571544","Bahia","Magnoliophyta","Lamiales","Schauer",NA,"Rio de Contas","Pico das Almas. Vertente leste. Trilha Faz.Silvina - Queiroz","-41.93","-13.53","1400","1400","NY00571544_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","684984","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","W. Ganev","1929","1993","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884071' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684984","Bahia","Magnoliophyta","Lamiales","Schauer","S. Atkins","Abaíra","Serra do Bicota","-42.35","-13.85","1800","1800","NY00684984_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","83794","PreservedSpecimen","Plantae","Verbenaceae","Lippia","rotundifolia","Lippia rotundifolia bahiensis","S. A. Mori","12919","1979","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=703233' target='other'> <mi>dwc_moreinfo</mi></a>","NY00083794","Bahia","Magnoliophyta","Lamiales","Moldenke",NA,NA,"Município de Palmeiras. Pai Inácio. BR 242, km. 232, a cerca de 15 km. ao NE de palmeiras",NA,NA,"1000","1200","NY00083794_01",NA,NA,"bahiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00956298","PreservedSpecimen","Plantae","Verbenaceae","Lippia","rotundifolia","Lippia rotundifolia bahiensis","J. A. Ratter","R.2600","1972","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1055000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00956298","Distrito Federal","Magnoliophyta","Lamiales","Moldenke","H. N. Moldenke","Brasília","Nr. Brasília. E of the lake on the road to the prison.","-47.83","-15.85",NA,NA,"NY00956298_01",NA,NA,"bahiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:32:50-03","UFRJ","RFA","36431","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","R.M. Harley; B. Stannard; R. F. Queiroz","52035","1992","02","14",NA,"Brasil",NA,NA,NA,"RFA50357","Bahia",NA,NA,"Mart. & Schauer","S. Atkins","Abaíra","Campo do Cigano","-41.916667","-13.25","1780","1780",NA,NA,NA,NA,"1997","41º55'W","13º15'S",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-19 15:45:16-03","UNEB","HUNEB","1130","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Guedes, M.L.","38352","1998","09","19",NA,"Brasil",NA,NA,"Vegetação rupícola.","HUNEB0001130","Bahia","Angiospermae","Florideophycidae","Mart. & Schauer",NA,"Palmeiras","Chapada Diamantina, Pai Inácio.","-41.5588989257812","-12.5289001464844",NA,NA,NA,"20767","auto",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:25:34-03","UFBA","ALCB","99112","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Conceição, SF; Silva, TRS","659","2008","03","19","Southern America","Brasil",NA,NA,"até 2,0 m alt. Frutos marrons. DNA.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Santana, IN","Rio de Contas","Chapada Diamantina, estrada para Serra das Almas","-41.966667","-13.583333",NA,NA,NA,NA,NA,NA,"2018","-41.966667","-13.583333",NA,"06","06",NA,NA,NA,NA
"42","2019-10-09 11:25:34-03","UFBA","ALCB","035288","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Santos, TRM dos; Guedes, ML; Stannard, B; Atkins, S; Saar, E","PCD5778","1997","02","16","Southern America","Brasil",NA,NA,"1,00 m. Folhas semi-crassas, levemente discolores. Flores com brácteas verdes, corola lilás.; Campo rupestre",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Santana, IN","Barra da Estiva","Chapada Diamantina, Torre da Telebahia","-41","-13","1130","1130",NA,NA,NA,NA,"2018","-41","-13",NA,"06","06",NA,NA,NA,NA
"43","2019-10-09 11:25:34-03","UFBA","ALCB","035222","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Stradmann, MTS; Orlandi, RP; Poveda, A","PCD568","1994","08","30","Southern America","Brasil",NA,NA,"0,90-1,10 m. Folhas simples, coriáceas, discolores, pilosas. Flores branco-rósea. ocasional.; Vegetação rupícola em terreno plano. Afloramento rochoso de arenito.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, lado oposto da torre de repetição","-41.472222","-12.45","1090","1090",NA,NA,NA,NA,"1997","-41.472222","-12.45",NA,"07",NA,NA,NA,NA,NA
"44","2019-10-09 11:25:34-03","UFBA","ALCB","035223","PreservedSpecimen","Plantae","Verbenaceae","Lippia","alnifolia","Lippia alnifolia","Carvalho, AM de; Amorim, AMA; Sant'Ana, SC de; Jardim, JG; Souza, GR; Cruz, NB","PCD994","1994","10","25","Southern America","Brasil",NA,NA,"0,80 m. Folhas simples, discolores, face inferior mais clara. Flores com corola rósea, mancha amarela. Ocasional.; Campo aberto com arbustos esparsos. Afloramento rochoso de arenito.",NA,"Bahia","Dicotyledon",NA,"Mart. & Schauer","Atkins, S","Palmeiras","Chapada Diamantina, Morro do Pai Inácio, campos aberto e rupestre","-41.470833","-12.455556","1080","1080",NA,NA,NA,NA,"1997","-41.470833","-12.455556",NA,"07",NA,NA,NA,NA,NA
