"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","individualCount","typeStatus","fieldNumber","previousCatalogNumber","sex"
"11","2021-04-05 14:34:11-03","UNESC","CRI","5021","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","Mileide Pirola","Eufinis G.; Eliane Piazza","1996","10","16","Brasil","Santa Catarina","Criciúma","-49.37","-28.678056","49º22'12''W","28º40'41''S","CRI007548","CRI007548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:26:07-03","UNESC","CRI","11286","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","S. Dreveck","S. Dreveck; F.E. Carneiro","2009","10","17","Brasil","Santa Catarina","Joinville","-48.96","-26.19","48º57'36''W","26º11'24''S","CRI007554","CRI007554","2009","10","17","Piraberaba - Rio da Prata.","Floresta Ombrófila Densa","1154","15","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","03687185","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don",NA,"L. Nusbaumer","2014","10","23","Brazil","Alagoas","Quebrangulo","-36.429965","-9.229862",NA,NA,"NY03687185","NY03687185_01",NA,NA,NA,"Reserva Biológica da Pedra Talhada. localité de Quebrangulo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952244' target='other'> <mi>dwc_moreinfo</mi></a>","4210","730",NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","655960","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00655960","NY00655960_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376413' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","655949","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. H. Nee","L. A. Mattos Silva","1985","02","27","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,"NY00655949","NY00655949_01",NA,NA,NA,"Ramal novo para o povoado de Vila Brasil, com entrada no km 28 da rodovia Ilhéus/Una, lado direito. Km 3 a 7.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376385' target='other'> <mi>dwc_moreinfo</mi></a>","1832",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","655954","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. H. Nee","A. M. Amorim","1992","08","25","Brazil","Bahia","Uruçuca","-39.02","-14.42",NA,NA,"NY00655954","NY00655954_01",NA,NA,NA,"Distrito de Serra Grande. 7.3km na estrada Serra Grande/Itacaré. Conjunto Fazenda Santa Cruz.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376391' target='other'> <mi>dwc_moreinfo</mi></a>","660",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1239883","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","L. J. Graf","1936","04",NA,"Trinidad and Tobago",NA,NA,NA,NA,NA,NA,"NY01239883","NY01239883_01",NA,NA,NA,"Trinidad. Monos Island","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1527648' target='other'> <mi>dwc_moreinfo</mi></a>","10","30",NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","655985","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","L. M. Nascimento","A. G. d. Silva","1999","05","10","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3708","-8.1458",NA,NA,"NY00655985","NY00655985_01",NA,NA,NA,"Mata do Malhada","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376403' target='other'> <mi>dwc_moreinfo</mi></a>","23","565","960","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01873872","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","L. G. Lohmann","W. W. Thomas","2001","10","25","Brazil","Bahia","Boa Nova","-40.145367","-14.39383",NA,NA,"NY01873872","NY01873872_01",NA,NA,NA,"Fazenda Sao José entrance 8.8 km E of Boa Nova on road to Dario Meira","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282910' target='other'> <mi>dwc_moreinfo</mi></a>","12605","860","900","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01805769","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. Sales de Melo","A. B. Marcon","1995","05","08","Brazil","Pernambuco","Bonito","-35.7283","-8.4706",NA,NA,"NY01805769","NY01805769_01",NA,NA,NA,"Reserva Ecológica Municipal da Prefeitura de Bonito","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2119622' target='other'> <mi>dwc_moreinfo</mi></a>","42",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","910951","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","L. B. Smith","H. S. Irwin","1959","02","20","Brazil","Minas Gerais","Viçosa","-42.868031","-20.7613428",NA,NA,"NY00910951","NY00910951_01",NA,NA,NA,"State Agricultural School, Vicosa.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989602' target='other'> <mi>dwc_moreinfo</mi></a>","2674",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","655962","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","L. Riedel","1832","10",NA,"Brazil","Rio de Janeiro",NA,"-43.22","-22.88",NA,NA,"NY00655962","NY00655962_01",NA,NA,NA,"Corcovado.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376420' target='other'> <mi>dwc_moreinfo</mi></a>","1112",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","910952","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","G. Gardner","1838","08",NA,"Brazil","Ceará",NA,NA,NA,NA,NA,"NY00910952","NY00910952_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989603' target='other'> <mi>dwc_moreinfo</mi></a>","1798",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","655987","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","L. P. de Queiroz","L. P. de Queiroz","1986","11","13","Brazil","Bahia","Feira de Santana","-39.1881","-12.1667",NA,NA,"NY00655987","NY00655987_01",NA,NA,NA,"BA052, km 25 NW de Feira de Santana. Faz. Retiro.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376408' target='other'> <mi>dwc_moreinfo</mi></a>","1010",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","655980","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","L. M. Nascimento","L. M. Nascimento","1999","05","15","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3708","-8.1458",NA,NA,"NY00655980","NY00655980_01",NA,NA,NA,"Mata do Bituri","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376400' target='other'> <mi>dwc_moreinfo</mi></a>","218","920","1030","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","910947","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","H. C. Cutler",NA,NA,NA,"Brazil","Ceará","Fortaleza","-38.5431","-3.7172",NA,NA,"NY00910947","NY00910947_01",NA,NA,NA,NA,"Part of a collection of 42 remedies from one herb stall. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989594' target='other'> <mi>dwc_moreinfo</mi></a>","12422",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","655956","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","R. M. Harley","1974","02","20","Brazil","Bahia","Monte Santo","-39.33","-10.45",NA,NA,"NY00655956","NY00655956_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376394' target='other'> <mi>dwc_moreinfo</mi></a>","16432","610","610","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","655979","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","L. M. Nascimento","L. M. Nascimento","1999","05","15","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3708","-8.1458",NA,NA,"NY00655979","NY00655979_01",NA,NA,NA,"Mata do Bituri","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376399' target='other'> <mi>dwc_moreinfo</mi></a>","218","920","1030","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","655966","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","P. W. Lund",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00655966","NY00655966_01",NA,NA,NA,"Brasilia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376421' target='other'> <mi>dwc_moreinfo</mi></a>","s.n.",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 08:15:00-03","NY","NYBG","1239882","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora",NA,"T. C. Plowman","O. O. Miller","1901","08","03","Venezuela","Nueva Esparta","Isla Margarita",NA,NA,NA,NA,"NY01239882","NY01239882_01",NA,NA,NA,"El Valle","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1527643' target='other'> <mi>dwc_moreinfo</mi></a>","265",NA,NA,NA,"Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01806117","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","D. A. do Araújo","D. A. do Araújo","2011","11","27","Brazil","Alagoas","Quebrangulo","-36.4247","-9.2472",NA,NA,"NY01806117","NY01806117_01",NA,NA,NA,"REBIO Pedra Talhada. Caminho principal após a entrada para a Pedra Telhada.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2130014' target='other'> <mi>dwc_moreinfo</mi></a>","1865",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","655968","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","W. R. Anderson","1972","03","16","Brazil","Bahia","Cocos","-44.5344009399414","-14.1838998794556",NA,NA,"NY00655968","NY00655968_01",NA,NA,NA,"6km S of Cocos. Espigâo Mestre.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376393' target='other'> <mi>dwc_moreinfo</mi></a>","37048","520","520","Magnoliophyta","Solanales","South America","sheet","199742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","655978","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","K. Almeida","K. Almeida","2001","06","13","Brazil","Pernambuco","Sao Lourenço da Mata","-34.9503","-8.0128",NA,NA,"NY00655978","NY00655978_01",NA,NA,NA,"Estaçao Ecológica do Tapacurá.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376422' target='other'> <mi>dwc_moreinfo</mi></a>","144",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","655976","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","K. Almeida","K. Almeida","2001","09","04","Brazil","Pernambuco","Sao Lourenço da Mata","-34.9503","-8.0128",NA,NA,"NY00655976","NY00655976_01",NA,NA,NA,"Estaçao Ecológica do Tapacurá.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376423' target='other'> <mi>dwc_moreinfo</mi></a>","191",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","227672","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. H. Nee","W. W. Thomas","1996","03","25","Brazil","Bahia","Itambé","-40.5747","-15.2647",NA,NA,"NY00227672","NY00227672_01",NA,NA,NA,"37.5 km west of Itapetinga on BR 415 to Itambé.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376388' target='other'> <mi>dwc_moreinfo</mi></a>","11137",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","227663","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. H. Nee","W. W. Thomas","1994","09","28","Brazil","Bahia","Ilhéus","-39.0911","-14.7772",NA,NA,"NY00227663","NY00227663_01",NA,NA,NA,"2.0 km. NNE of Banco da Vitoria on road leading to W edge of Mata da Esperança.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376387' target='other'> <mi>dwc_moreinfo</mi></a>","10699",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","655951","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. de F. Agra","W. Ganev","1994","04","11","Brazil","Bahia","Abaíra","-41.88","-13.33",NA,NA,"NY00655951","NY00655951_01",NA,NA,NA,"Frios, caminho Guarda Mor-Frios pelo covuao. Divisor Bacio Rio de Contas e Bacia do Sao Francisco.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376407' target='other'> <mi>dwc_moreinfo</mi></a>","3062","1600","1700","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","684367","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","S. D. Knapp","J. G. Jardim","2000","04","21","Brazil","Bahia","Uruçuca","-39.1047222","-14.485",NA,NA,"NY00684367","NY00684367_01",NA,NA,NA,"Parque Estudual Serra do Condurú. Rodovia Serra Grande/Uruçuca, 9.4 k. Serra do Conduru vertente E.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=821152' target='other'> <mi>dwc_moreinfo</mi></a>","2991","250","450","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","655963","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","W. Hoehne","W. Hoehne","1956","08","27","Brazil",NA,NA,NA,NA,NA,NA,"NY00655963","NY00655963_01",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376411' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","655950","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","D. C. Zappi","W. Ganev","1992","07","16","Brazil","Bahia","Abaíra","-41.9","-13.27",NA,NA,"NY00655950","NY00655950_01",NA,NA,NA,"Campos de Ouro Fino, próximo a Serra dos Bicanos.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=376398' target='other'> <mi>dwc_moreinfo</mi></a>","673","1650","1650","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01805770","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. Sales de Melo","D. C. Silva","1995","05","26","Brazil","Pernambuco","Brejo da Madre de Deus","-36.3708","-8.1458",NA,NA,"NY01805770","NY01805770_01",NA,NA,NA,"Fazenda Bituri.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2119623' target='other'> <mi>dwc_moreinfo</mi></a>","51",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","910948","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","T. C. Plowman","Y. E. J. Mexia","1930","04","02","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY00910948","NY00910948_01",NA,NA,NA,"Viçosa. Ox-cart road to São Miguel; about km. 4","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=989596' target='other'> <mi>dwc_moreinfo</mi></a>","4551",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01805768","PreservedSpecimen","Plantae","Solanaceae","Brunfelsia","uniflora","Brunfelsia uniflora","(Pohl) D.Don","M. Sales de Melo","E. Rodrigues","1995","03","08","Brazil","Pernambuco",NA,NA,NA,NA,NA,"NY01805768","NY01805768_01",NA,NA,NA,"Floresta, Inajá, Reserva Biológica de Serra Negra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2119620' target='other'> <mi>dwc_moreinfo</mi></a>","5",NA,NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
