"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","478346","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","22763","1969","10","31","Brazil","Paraná",NA,"Rio Putuna",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=202437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478346","NY00478346_01","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:20:16-03","UFRJ","RFA","9481","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","J.J. Wurdack","1970",NA,NA,"G.G. Hatschbach","21682","1969","07","03","Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,"Arbusto de 1,70 m, flor alva, verso da folha as vezes purpúrea Habitat: Mata pluvial,vertente atlântica,prefere clareiras Habito: Arbusto","RFA28094",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"13","2020-11-13 09:20:16-03","UFRJ","RFA","9547","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","J.J. Wurdack","1970",NA,NA,"G.G. Hatschbach","22763","1969","10","31","Brasil","Paraná","Bocaiúva do Sul","Rio Putufia","-49.1150016784668","-25.2061004638672",NA,NA,"Arbusto de 1 m, flor alva Habitat: Mata Habito: Arbusto","RFA28115",NA,NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA
"14","2020-11-24 17:10:49-03","UTFPR","DVPR","3088","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Feliceti, ML","2014","06","26","Silva, JM; Motta, JT; Barboza, E","8528","2014","05","20","Brasil","Paraná","Guaratuba","Torre da Embratel","-48.5518","-25.5145","-48.5518","-25.5145","Arbusto 1 m, flor alva.; Floresta Ombrófila Densa","DVPR003088",NA,"Magnoliophyta",NA,NA,NA,"855","855",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-26 18:08:49-03","CPAN-UFMS","COR","10473","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","G. Hatschbach",NA,NA,NA,"Silva, J.M.;Barbosa, E.;Vas, J.","3631","2002","09","29","Brasil","São Paulo","Cajati","Conchas. Orla da floresta atlântica.; ;.","-48.1199989318848","-24.7299995422363",NA,NA,"Com Flor: alva; Com fruto:fruto vinoso",NA,NA,NA,NA,NA,NA,NA,NA,"24646","auto",NA,NA,NA,NA,NA
"16","2020-02-08 10:03:01-03","NBC","NL-BOTANY","L.2534386","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.",NA,NA,NA,NA,"Hatschbach GG",NA,"1969","07","03","Brazil",NA,NA,"S. Sebastiño (mun. Antenina) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534386","NL-L2534386",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:03:01-03","NBC","NL-BOTANY","L.2534407","PreservedSpecimen","Plantae","Melastomataceae","Leandra","horrida","Leandra horrida","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1959","08","21","Brazil",NA,NA,"Santa Catarina, Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534407 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534407","NL-L2534407",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 10:03:01-03","NBC","NL-BOTANY","L.2534408","PreservedSpecimen","Plantae","Melastomataceae","Leandra","horrida","Leandra horrida","Cogn.",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1960","07","05","Brazil",NA,NA,"Santa Catarina, Morro Spitzkopf, Blumenau.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2534408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2534408","NL-L2534408",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 10:03:54-03","NBC","NL-BOTANY","L.2551074","PreservedSpecimen","Plantae","Melastomataceae","Miconia","horrida","Miconia horrida",NA,NA,NA,NA,NA,"Hatschbach GG",NA,"1960","07","03","Brazil",NA,NA,"Parana, Cerro Azul, Morro Grande.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2551074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2551074","NL-L2551074",NA,"Myrtales","Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-11-04 11:13:28-03","ESALQ","ESA","70836","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Souza, M.L.","2000","01","01","Barbosa, E. ; Abe, L.M.","393.0","1999","11","17","Brasil","Paraná","Adrianópolis",NA,"-48.9911003112793","-24.6571998596191",NA,NA,NA,"ESA070836","ESA070836","Magnoliophyta",NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"21","2019-08-27 13:31:06-03","IAP","PACA-AGP","86754","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","G. Hatschbach","2002",NA,NA,"J.M. Silva","3631","2002","09","29","Brasil","SP","Cajati","Conchas","-48.1199989318848","-24.7299995422363",NA,NA,"arbusto 1m, flor alva, fruto vinoso Habitat: orla da floresta atlântica Hábito: arbusto","PACA086754",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"24646","auto","Magnoliatae",NA,NA,NA,NA
"22","2019-08-27 13:31:06-03","IAP","PACA-AGP","66256","PreservedSpecimen","Plantae","Melastomataceae","Leandra","horrida","Leandra horrida","Cogn.","J.J. Wurdack","1961",NA,NA,"Reitz & Klein","4323","1957","06","15","Brasil","SC","Vidal Ramos","Sabiá.","-49.3558006286621","-27.3918991088867",NA,NA,"Habitat: mata","PACA066256",NA,"Magnoliophyta","Myrtales",NA,NA,"750","750","21797","auto","Magnoliatae",NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059410","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","E.Barbosa",NA,NA,NA,"J. M. Silva; C. B. Poliquesi","7629","2010","6","29","Brazil","Parana",NA,"Fazenda Bernek, Mato Limpo (Mun. Adrianópolis).","-49","-24.6667",NA,NA,"Arbusto, 1.50 m, anteras alvacentas.",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:39:25-03","UFJF","CESJ","59328","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","A.A. Oliveira","2010","05","27","S.Dreveck","2241","2010","05","27","Brasil","Santa Catarina","Doutor Pedrinho","Alto Benedito, Lat.:26º38'24,00S; Lon.:49º30'00,00O; Alt.:900m.","-49.5","-26.64","-49.5","-26.64","Ecótono Floresta O. Densa e F.O.Misata; estádio suces.: médio. Arbusto, em alt., em interior de fragmento, fruto imaturo vinho.","CESJ059328",NA,"Angiosperma",NA,"América do Sul",NA,"900","900",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:39:25-03","UFJF","CESJ","40772","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","G. Hatschbach","2002",NA,NA,"J.M. Silva; E. Barbosa; J.Vaz","3631","2002","09","29","Brasil","São Paulo","Cajati","Conchas","-48.1199989318848","-24.7299995422363",NA,NA,"Arbusto, 1m, flor alva, fruto vinoso. Orla da Floresta Atlântica.","CESJ040772",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,"24646","auto",NA,NA,NA,NA,NA
"26","2021-04-07 11:46:05-03","UFMS","CGMS","66475","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","J.J. Wurdack","1970",NA,NA,"G. Hatschbach","21682","1969","07","03","Brasil","Paraná","Antonina","São Sebastião.","-48.7118988037109","-25.4286003112793",NA,NA,"Flor alva. Verso da folha, às vezes, purpúrea. Coordenadas geográficas: -25.4286003112793 -48.7118988037109 Habitat: Mata pluvial, vertente atlântica; prefere clareiras. Habito: Arbusto, 1,70 m de altura.","CGMS1099436",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"27","2021-03-01 16:34:15-03","UNICAMP","UEC","96398","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","2012",NA,NA,"Gorenstein, MR; Sanches, CD; Bastos, EB; Hoffmann, JR; Pereira, VF","37","1994","09","09","Brazil","São Paulo","Tapiraí","12 km de Tapiraí em direção a Juquiá. Cachoeira do Chá.","-47.560833","-20.029611","-47.560833","-20.029611","Arbusto, 5 m alt.; flores alvas.; Mata Atlântica.","UEC050852","UEC050852","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:34:15-03","UNICAMP","UEC","54815","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","1995","11","28","Alvares, SMR","23319","1989","09","11","Brazil","São Paulo","Capão Bonito","Fazenda intervales (Fundação Florestal Secr. Meio Ambiente).","-48.3400001525879","-24",NA,NA,"Arbusto ca, de 1m, botões e flores de pétalas amarelas.","UEC022619","UEC022619","Magnoliopsida",NA,NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA
"29","2021-03-01 16:34:15-03","UNICAMP","UEC","57438","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","1995","11","28","Alvares, SMR","23328","1989","10","09","Brazil","São Paulo","Capão Bonito","Fazenda intervales (Fundação Florestal Secr. Meio Ambiente).","-48.3400001525879","-24",NA,NA,"Arbusto ca. 0,5m , frutos imatros marrom avermelhados.","UEC022621","UEC022621","Magnoliopsida",NA,NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA
"30","2021-03-01 16:34:15-03","UNICAMP","UEC","172291","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Michelangeli, FA","2015",NA,NA,"Corrêa, AM; Hoch, AM; Prado, J; Costa, CB; Proença, SL; Silva, E; Galante, O","77","1996","05","23","Brazil","São Paulo","Iporanga","Fazenda Intervales, Trilha do Minotauro.","-48.5900001525879","-24.5799999237061",NA,NA,"Arbusto 1m alt., tricomas creme, cálice vináceo, flores creme.","UEC084699","UEC084699","Magnoliopsida",NA,NA,NA,NA,NA,"38740","auto",NA,NA,NA,NA,NA
"31","2021-03-01 16:34:15-03","UNICAMP","UEC","070117","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","1995","11","28","Árbocz, GF","551","1994","08","03","Brazil","São Paulo","Ribeirão Grande","Fazenda Intervales - Base São Pedro.","-48.3600006103516","-24.0900001525879",NA,NA,"Arbusto c/ mais ou menos 0,5m alt, flores c/ estames amarelos vinhosos, flores brancas; Mata Atlântica","UEC022617","UEC022617","Magnoliopsida",NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA
"32","2021-03-01 16:34:15-03","UNICAMP","UEC","52696","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","1995","11","28","Alvares, SMR","23259","1990","06","16","Brazil","São Paulo","Ribeirão Grande","Fazenda intervales (Fundação Florestal Secr. Meio Ambiente).","-48.3600006103516","-24.0900001525879",NA,NA,"Arbusto, 2m, botões.","UEC022615","UEC022615","Magnoliopsida",NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA
"33","2021-03-01 16:34:15-03","UNICAMP","UEC","158269","S","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","2012",NA,NA,"Machado, CG; Rodrigues, NMR","s.n.",NA,NA,NA,"Brazil","São Paulo","Ribeirão Grande","Parque Estadual de Intervales Região da Sede - entrada da gruta Colorida.","-48.3600006103516","-24.0900001525879",NA,NA,"Arbusto de 2 m, com botões, flores e frutos imaturos. Caule e peciolos pelosos (pelos brancos) e a face abaxial das folhas jovens também pilosa (pelos avermelhados) sépalas vermelhas, pétalas e anteras brancas.","UEC015504","UEC015504","Magnoliopsida",NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA
"34","2020-12-04 13:19:23-03","UDESC","LUSC","8363","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Feliceti, M.L.","2014","07","26","Silva, J.M.; Motta, J.T.",NA,"2014","05","20","Brasil","Paraná","Guaratuba","Torre da Embratel.","-48.5746994018555","-25.8827991485596",NA,NA,NA,"LUSC004647","LUSC004647",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"35","2019-11-08 08:53:19-03","FURB","FURB","55043","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Farias, D.M.","2017","10","19","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1185","2017","10","06","Brasil","Santa Catarina","Orleans",NA,"-49.4119444","-28.2597222","-49.4119444","-28.2597222","flor branca Habitat: borda do fragmento Habito: erva","FURB55043","FURB55043",NA,NA,NA,NA,"309","309",NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:02:50-03","FURB","FURB","59643","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Kassner-Filho, A.","2018","07","03","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3030","2018","07","03","Brasil","Santa Catarina","Grão Pará",NA,"-49.3222223","-28.17","-49.3222223","-28.1700000","flor branca Habitat: borda do fragmento florestal Habito: arbusto","FURB59643","FURB59643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:02:49-03","FURB","FURB","10909","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Goldenberg, R","2009","10","03","Grippa, C.R.; Souza, N.L. de; Costa Silva, F. da & Bachmann, V.","689","2007","07","12","Brasil","Santa Catarina","Indaial","Warnow Alto.","-49.2683334","-27.0475","-49.2683334","-27.0475000","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo IV. Habitat: Floresta Ombrófila Densa; Habito: arbustiva;","FURB29401","FURB29401",NA,NA,NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:02:49-03","FURB","FURB","15647","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2009","11","01","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2840","2009","10","17","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","Florística IFFSC 28 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor branca","FURB29410","FURB29410",NA,NA,NA,NA,"360","360",NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:02:49-03","FURB","FURB","16964","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2009","12","10","Korte, A.; Kniess, A.","343","2009","09","24","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","Florística IFFSC 466 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto; flor branca","FURB29411","FURB29411",NA,NA,NA,NA,"526","526",NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:02:49-03","FURB","FURB","17092","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2009","12","14","Korte, A.; Kruger, A.","129","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","Florística IFFSC 383 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto; flor branca","FURB29409","FURB29409",NA,NA,NA,NA,"761","761",NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 10:02:49-03","FURB","FURB","17733","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Sobral, M","2010","01","25","Korte, A.; Kniess, A.","212","2009","09","17","Brasil","Santa Catarina","Leoberto Leal","Tigre.","-49.23","-27.3597222","-49.2300000","-27.3597222","Florística IFFSC 424 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva; flor branca","FURB02221","FURB02221",NA,NA,NA,NA,"438","438",NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 10:02:49-03","FURB","FURB","19218","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","369","2009","10","08","Brasil","Santa Catarina","Presidente Nereu","Rio Pequeno.","-49.4105556","-27.27","-49.4105556","-27.2700000","Florística IFFSC 464 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbusto; flor branca","FURB29404","FURB29404",NA,NA,NA,NA,"640","640",NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:02:50-03","FURB","FURB","21785","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2010","03","26","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1081","2010","01","26","Brasil","Santa Catarina","Doutor Pedrinho","Forcação.","-49.5852777","-26.7275","-49.5852777","-26.7275000","Florística IFFSC e801a (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbusto; Fruto roxo;","FURB29405","FURB29405",NA,NA,NA,NA,"785","785",NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:02:50-03","FURB","FURB","25344","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Oliveira, AA de","2010","05","27","Dreveck, S.","2193","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","Florística IFFSC 801 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbusto; flor sépalas verdes","FURB29406","FURB29406",NA,NA,NA,NA,"600","600",NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:02:50-03","FURB","FURB","26441","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","05","21","Korte, A.; Kniess, A.","3409","2010","05","21","Brasil","Santa Catarina","Indaial","Parque Nacional da Serra do Itajaí.","-49.2308334","-27.09","-49.2308334","-27.0900000","Florística IFFSC 577 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB29402","FURB29402",NA,NA,NA,NA,"601","601",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:02:50-03","FURB","FURB","26640","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","06","03","Korte, A.; Kniess, A.","3589","2010","06","03","Brasil","Santa Catarina","Vitor Meireles","Barra da Prata.","-49.8608333","-26.7302778","-49.8608333","-26.7302778","Florística IFFSC 798 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva; flor branca","FURB29398","FURB29398 FURB29398_1",NA,NA,NA,NA,"540","540",NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:02:50-03","FURB","FURB","26668","PreservedSpecimen","Plantae","Melastomataceae","Leandra","echinata","Leandra echinata","Cogn.","Korte, A","2010","06","01","Korte, A.; Kniess, A.","3550","2010","06","01","Brasil","Santa Catarina","Vitor Meireles","Serra Cambará.","-49.8630556","-26.9097222","-49.8630556","-26.9097222","Florística IFFSC 685 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: arbustiva; flor branca","FURB29412","FURB29412",NA,NA,NA,NA,"587","587",NA,NA,NA,NA,NA,NA,NA
