"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"11","2021-04-05 14:25:04-03","UNESC","CRI","7528","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Telma Elyta V. Azeredo","2006","10","27","Telma Elyta V. Azeredo","2006","10","26","Brasil","Santa Catarina","Nova Veneza","Fazenda Vale do Paraíso - Rio Cedro Alto.","-49.498056","-28.637222","49º29'53''W","28º38'14''S",NA,NA,NA,"CRI001771","CRI001771","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:22-03","UNESC","CRI","8738","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Telma Elyta V. Azeredo","2009","11","18","Emilaine Biava Dalmolim; Lislaine Cardoso de Oliveira, Peterson T. Padilha, Telma Elyta Vilhaba Azevedo","2009","11","18","Brasil","Santa Catarina","Criciúma","Parque Ecológico Municipal José Milanese.","-49.431944","-28.69","49º25'55''W","28º41'24''S","58","58",NA,"CRI001768","CRI001768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","3368","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","2864","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Elton. C. M. Leme","2011","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","438","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Elton. C. M. Leme","2011","08",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1130","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,"2008","04","15",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1217","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,"2007","11","05",NA,NA,NA,NA,"Brasil","Minas Gerais","Congonhas","Morro da Bandeira","-43.8577995300293","-20.4997005462646",NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","2","16368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","741","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Elton. C. M. Leme","2011","08",NA,"Elton M. C. Leme; Ludovic Kollmann","2010","03","23","Brasil","Minas Gerais","Santa Maria do Salto","Próximo à divisa com a Bahia. RPPN, Fazenda Duas Barras, mata Atlântica em frente à sede da fezenda","-40.1493988037109","-16.2488994598389","40°03,21'","16°24,80'",NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","1","24863","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","3301","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Lucas Assis","2014","01","27","Lucas Assis; Kelen Soares","2014","01","25","Brasil","Minas Gerais","Diamantina","Riacho do Inferno","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","2","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:10:40-03","FZB-BH","CVJBFZB","1307","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Carlos A. Ferreira Jr.","2009","11","04","Carlos Alberto F. Jr.;","2009","11","01","Brasil","Rio de Janeiro","São Francisco de Itabapoana","Bairro do Sonho, terrenos baldios","-40.9613990783691","-21.3019008636475",NA,NA,NA,NA,"254",NA,NA,NA,"Magnoliophyta","Poales","1","48091","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:36:44-03","E","E","46918","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis",NA,NA,NA,NA,NA,"Argent, G.C.G. & Ratter, J.A.",NA,NA,NA,"BR","Sao Paulo",NA,"Jureia.","-47.25","-24.5","-47.250000","-24.500000",NA,"700","<a href=http://data.rbge.org.uk/herb/E00046918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00046918",NA,"674",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54541",NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:36:44-03","E","E","46919","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis",NA,NA,NA,NA,NA,"Argent, G.C.G. & Ratter, J.A.",NA,NA,NA,"BR","Sao Paulo",NA,"Jureia.","-47.25","-24.5","-47.250000","-24.500000",NA,"700","<a href=http://data.rbge.org.uk/herb/E00046919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00046919",NA,"674",NA,NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54547",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","376351","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","L. B. Smith",NA,NA,NA,"J. L. Hage","1979","07","04","Brazil","Bahia","Alcobaça","Km 8 da Rod. BR 255, Alcobaça/Teixeira de Freitas","-39.25","-17.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376351","NY00376351_01","276","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1018189","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","T. Wendt",NA,NA,NA,"E. F. Guimarães","1966","10","20","Brazil","Rio de Janeiro",NA,"Estrada de Guaratiba",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250192' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018189","NY01018189_01","s.n.","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","884566","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"J. W. C. Harshberger","1927","07","16","Brazil","Rio de Janeiro",NA,"Ipanema.","-43.1936","-22.9033",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884566","NY00884566_01","3247","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","376395","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","L. B. Smith",NA,NA,NA,"J. A. Steyermark","1960","12","12","Venezuela","Bolívar",NA,"Sierra Imatica, Rio Torro (Rio Grande), between Rio La Reforma and Puerto Rico, north of El Palmar.",NA,NA,NA,NA,"200","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376395","NY00376395_01","87983","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","376394","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A. Fendler","1877",NA,NA,"Trinidad and Tobago",NA,NA,"Trinidad.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376394","NY00376394_01","835","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3805498","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"J. A. Steyermark","1960","12","07","Venezuela","Bolívar",NA,"Toro (Rio Grande), between Rio Reforma and Puerto Rico, north of El Plamar",NA,NA,NA,NA,"200","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134129' target='other'> <mi>dwc_moreinfo</mi></a>","NY03805498",NA,"87828","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","376347","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","L. B. Smith",NA,NA,NA,"P. K. H. Dusén","1914","12","12","Brazil","Paraná","Jaguariaíva","Jacarehy (illegible)","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376347","NY00376347_01","16103","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-29 14:08:00-03","NY","NYBG","376346","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis",NA,"L. B. Smith",NA,NA,NA,"R. A. Wasum","1989","12","02","Brazil","Rio Grande do Sul","Torres","Em beira da estrada","-49.7267","-29.3356",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376346","NY00376346_01","6374","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3805497","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"J. A. Steyermark","1960","12","07","Venezuela","Bolívar",NA,"Toro (Rio Grande), between Rio Reforma and Puerto Rico, north of El Plamar",NA,NA,NA,NA,"200","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134128' target='other'> <mi>dwc_moreinfo</mi></a>","NY03805497",NA,"87828","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 21:16:00-03","NY","NYBG","884567","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis",NA,"L. B. Smith",NA,NA,NA,"F. C. Hoehne","1932","08","10","Brazil","São Paulo",NA,"(Capital). Cult. proc. de Pouso Alegre, Minas.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961568' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884567","NY00884567_01","29796","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","376348","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1971","02","20","Brazil","Bahia","Morro do Chapéu","Serra do Tombador, ca. 22 km W of Morro do Chapéu","-41.1558","-11.5503",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=500621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376348","NY00376348_01","30667","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","376366","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aureo-rosea","(Antoine) L.B.Sm.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1969","01","16","Brazil","Minas Gerais",NA,"Ca. 24 km SW of Diamantina on road to Gouveia",NA,NA,NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564458' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376366","NY00376366_01","22127","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"aureo-rosea",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","873146","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aureo-rosea","(Antoine) L.B.Sm.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1969","01","16","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873146","NY00873146_01","22095","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"aureo-rosea",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","873145","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aureo-rosea","(Antoine) L.B.Sm.","L. B. Smith",NA,NA,NA,"L. B. Smith","1952","04","11","Brazil","Rio de Janeiro",NA,"Distrito Federal. Near Marambaia. Praia de Grumari, near Guaratiba, near sea level.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873145","NY00873145_01","6530","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"aureo-rosea",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","376349","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aureo-rosea","(Antoine) L.B.Sm.","G. Martinelli",NA,NA,NA,"G. Martinelli","1977","10","21","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgaos; proximo ao Museu Martius","-42.9656","-22.4122",NA,NA,"300","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=564457' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376349","NY00376349_01","3338","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"aureo-rosea",NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","873147","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aureo-rosea","(Antoine) L.B.Sm.","L. B. Smith",NA,NA,NA,"H. S. Irwin","1971","01","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, near summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","-43.67613","-19.82237",NA,NA,"1800","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873147","NY00873147_01","30254","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"aureo-rosea",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01192945","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","H. E. Luther",NA,NA,NA,"A. M. Amorim","2007","02","11","Brazil","Bahia","Itamarajú","Serra de Itamaraju. Morro Pescoço. Aproximadamente 15 km da entrada de cidade","-39.6008","-16.9869",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396794' target='other'> <mi>dwc_moreinfo</mi></a>","NY01192945","NY01192945_01","6927","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","376352","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","H. E. Luther",NA,NA,NA,"W. W. Thomas","1988","02","24","Brazil","Espírito Santo","Guarapari","6 km N of Guarapari","-40.48","-20.62",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650509' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376352","NY00376352_01","6121","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","873144","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","L. B. Smith",NA,NA,NA,"W. R. Anderson","1972","02","14","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 5 km SSE of Pico do Itambé","-43.3919444","-18.43185",NA,NA,"1140","1140","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00873144","NY00873144_01","36001","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","376367","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","L. B. Smith",NA,NA,NA,"H. S. Irwin","1968","02","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km N of Sêrro on road (MG 2) to Diamantina","-43.62","-18.53",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376367","NY00376367_01","20951","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","376350","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","L. B. Smith",NA,NA,NA,"L. B. Smith","1952","04","19","Brazil","Rio de Janeiro","Sao Joao da Barra","Estrada entre Barcelos e Atafona","-41.17","-21.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650512' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376350","NY00376350_01","6674","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","376393","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis nudicaulis","(L.) Griseb.","L. B. Smith",NA,NA,NA,"B. M. Boom","1987","03","22","Guyana","Demerara-Mahaica",NA,"Demerara/Mahaica Region (IV). Along highway to Timehri International Airport","-58","6.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371313' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376393","NY00376393_01","7128","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"nudicaulis",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","376351","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","L. B. Smith",NA,NA,NA,"J. L. Hage","1979","07","04","Brazil","Bahia","Alcobaça","Km 8 da Rod. BR 255, Alcobaça/Teixeira de Freitas","-39.25","-17.5",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650511' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376351","NY00376351_01","276","Magnoliophyta","Poales",NA,NA,NA,"South America","sheet",NA,"cuspidata",NA,NA,NA,NA,NA,NA
