"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","individualCount","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","typeStatus","sex"
"430","2020-04-27 16:09:03-03","UFES","VIES","12617","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Gomes, J.M.L.","2012","04","20","Silva, L.A.; Barros, P.H.D.","2012","04","01","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES012617","VIES012617","219",NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-04-27 16:09:03-03","UFES","VIES","26275","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","B.S. Mendes","2017","11","01","Barros, P.H.D.; Ribeiro, K.S. & Silva, L.A.","2011","08","18","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES026275","VIES026275","184",NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","2020-04-27 16:09:03-03","UFES","VIES","26277","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","B.S. Mendes","2017","11","01","Barros, P.H.D.; Ribeiro, K.S. & Silva, L.A.","2011","08","18","Brasil","Espírito Santo","Vila Velha","Parque Natural Municipal de Jacarenema.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES026277","VIES026277","183",NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-04-27 16:09:03-03","UFES","VIES","10668","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aequalis","L.B. Smith & Reitz","Gomes, J.M.L.","1996","10","05","Gomes, J.M.L.","1996","10","05","Brasil","Espírito Santo","Vila Velha","Xuri.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES010668","VIES010668","2228",NA,NA,NA,"27156","auto",NA,NA,NA,"aequalis",NA,NA,NA,NA,NA,NA
"434","2020-04-27 16:09:03-03","UFES","VIES","7406","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.","1991","12","02","Gomes, J.M.L.","1991","12","02","Brasil","Espírito Santo","Cariacica","Sítio Santa Fé - Alegre.","-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,NA,"VIES007406","VIES007406","1682",NA,NA,NA,"18507","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"435","2019-06-27 10:24:19-03","UFES","VIES","7398","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Gomes, J.M.L.","1991","04","17","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES007398","VIES007398","1509",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"436","2019-06-27 10:24:19-03","UFES","VIES","2206","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Schneider, S.Z.","1987","10","30","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES002206","VIES002206","28",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"437","2021-02-12 18:11:56-03","UFES","VIES","962","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.",NA,NA,NA,"Schneider, S.Z.","1986","05","05","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060 - Km 32.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES000962","VIES000962","s.n.",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"438","2019-06-27 10:24:19-03","UFES","VIES","1304","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Martinelli, G.",NA,NA,NA,"Schneider, S.Z.; Zamprogno, O.","1987","04","01","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060 - Km 32 - Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES001304","VIES001304","11",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"439","2019-06-27 10:24:19-03","UFES","VIES","1305","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Schneider, S.Z.; Zamprogno, O.","1987","04","01","Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES001305","VIES001305","12",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"440","2019-06-27 10:24:19-03","UFES","VIES","5618","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.","1991",NA,NA,"Gomes, J.M.L.; Behar, L.","1991","03","21","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES005618","VIES005618","1474",NA,NA,NA,"48094","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"441","2020-04-27 16:09:03-03","UFES","VIES","12075","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.","1996","08","05","Dutra, R.L.S.; Assis, A.M. & Silva, G.H.","1996","08","04","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES012075","VIES012075","77",NA,NA,NA,"48094","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"442","2019-06-27 10:24:19-03","UFES","VIES","1251","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Schneider, S.Z.","1987","03","20","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES001251","VIES001251","4",NA,NA,NA,"48094","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"443","2020-04-27 16:09:03-03","UFES","VIES","10668","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis aequalis","L.B. Smith & Reitz","Gomes, J.M.L.","1996","10","05","Gomes, J.M.L.","1996","10","05","Brasil","Espírito Santo","Vila Velha","Xuri.","-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES010668","VIES010668","2228",NA,NA,NA,"27156","auto",NA,NA,NA,"aequalis",NA,NA,NA,NA,NA,NA
"444","2020-04-27 16:09:03-03","UFES","VIES","7406","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.","1991","12","02","Gomes, J.M.L.","1991","12","02","Brasil","Espírito Santo","Cariacica","Sítio Santa Fé - Alegre.","-40.4199981689453","-20.2639007568359",NA,NA,NA,NA,NA,"VIES007406","VIES007406","1682",NA,NA,NA,"18507","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"445","2019-06-27 10:24:19-03","UFES","VIES","7398","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Gomes, J.M.L.","1991","04","17","Brasil","Espírito Santo","Guarapari","Parque Estadual de Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES007398","VIES007398","1509",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"446","2019-06-27 10:24:19-03","UFES","VIES","2206","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Schneider, S.Z.","1987","10","30","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES002206","VIES002206","28",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"447","2021-02-12 18:11:56-03","UFES","VIES","962","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.",NA,NA,NA,"Schneider, S.Z.","1986","05","05","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060 - Km 32.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES000962","VIES000962","s.n.",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"448","2019-06-27 10:24:19-03","UFES","VIES","1304","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Martinelli, G.",NA,NA,NA,"Schneider, S.Z.; Zamprogno, O.","1987","04","01","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - ES 060 - Km 32 - Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES001304","VIES001304","11",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"449","2019-06-27 10:24:19-03","UFES","VIES","1305","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Schneider, S.Z.; Zamprogno, O.","1987","04","01","Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES001305","VIES001305","12",NA,NA,NA,"28401","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"450","2019-06-27 10:24:19-03","UFES","VIES","5618","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.","1991",NA,NA,"Gomes, J.M.L.; Behar, L.","1991","03","21","Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES005618","VIES005618","1474",NA,NA,NA,"48094","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"451","2020-04-27 16:09:03-03","UFES","VIES","12075","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker","Gomes, J.M.L.","1996","08","05","Dutra, R.L.S.; Assis, A.M. & Silva, G.H.","1996","08","04","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES012075","VIES012075","77",NA,NA,NA,"48094","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"452","2019-06-27 10:24:19-03","UFES","VIES","1251","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis cuspidata","Baker",NA,NA,NA,NA,"Schneider, S.Z.","1987","03","20","Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"VIES001251","VIES001251","4",NA,NA,NA,"48094","auto",NA,NA,NA,"cuspidata",NA,NA,NA,NA,NA,NA
"453","2019-08-16 08:38:50-03","UTFPR","HCF","15533","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Grisebach","M.G. Caxambu","2014","12","02","M.G. Caxambu","2014","11","01","Brasil","PR","Guaraqueçaba","estrada Pedra Chata, beira do Rio Serra","-48.348083","-25.127917","48°20'53,1 W","25°07'40,5 S","30","30","erva ca. 0,45 m, ripária, ciófila, epífita. Flores amarelas com brácteas vermelhas.",NA,NA,"5768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2019-08-16 08:38:50-03","UTFPR","HCF","14429","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Grisebach","M.L. Brotto","2013","12","06","M.L. Brotto","2013","11","16","Brasil","PR","Guaraqueçaba","PARNA do Superagui, Barra do Superagui","-48.238333","-25.464722","48°14'18 W","25°27'53 S","2","2","epífita; inflorescência vermelha, flores amarelas.",NA,NA,"1463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2019-09-13 16:53:11-03","UTFPR","HCF","29297","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Grisebach","A. Stival-Santos","2009","11","17","A. Stival-Santos","2009","11","17","Brasil","SC","Brusque","Barracão","-48.869722","-27.005556","48°52'11 W","27°00'20 S","45","45","erva terrícola. Flor bráctea vermelha. Estágio médio de regeneração. Borda do fragmento. Muito comum encontrada também como epífita.",NA,NA,"1206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-08-16 08:38:50-03","UTFPR","HCF","13843","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Grisebach","M.G. Caxambu","2014","05","24","M.G. Caxambu","2014","03","25","Brasil","PR","Guaraqueçaba","Propriedade do Sr. Macuco","-48.404472","-25.182139","48°24'16,1 W","25°10'55,7 S","13","13","erva heliófita, epífita. Flores amarelas. Brácteas vermelhas.",NA,NA,"5109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2019-08-16 08:38:50-03","UTFPR","HCF","15447","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Grisebach","M.G. Caxambu","2014","11","27","M.G. Caxambu","2014","10","31","Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.3855","-25.178306","48°23'07,8 W","25°10'41,9 S","22","22","erva epífita, heliófita, ca. 0,45 m, em árvore morta. Flores amarelas e brácteas vermelhas.",NA,NA,"5682",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2019-08-16 08:38:50-03","UTFPR","HCF","3488","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Grisebach","M.G. Caxambu","2006","07","12","M.G. Caxambu","2006","02","11","Brasil","SC","Bombinhas","Praia de Mariscal","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"herbácea, epífita, com flores amarelas e brácteas rosas. Folhas com espinhos nas margens.",NA,NA,"1044",NA,NA,NA,"11943","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2020-06-29 09:29:55-03","UFRRJ","RBR","35510","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"M.M.T. Rosa; G.V. Somner, E.L. Jacques, D.M. Braz, A.V.S. Couto","2008","07","25","Brasil","Espírito Santo","Presidente Kennedy","praia das neves, segunda entrada do loteamento, formação arbustiva fechada em cordao arenoso","-40.970833","-21.2575","40º58'15''W","21º15'27''S",NA,NA,NA,"RBR00035510","RBR00035510","541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2020-06-18 10:56:16-03","UFRRJ","RBR","42582","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","A.F. Nunes-Freitas","2017","05","09","M.R. Bernardo; V.A.F. Teixeira","2016","10","29","Brasil","Rio de Janeiro","Petrópolis","Centro de Petrópolis, 1ª distrito. Parque Natural Municipal de Petrópolis","-43.173333","-22.503333","43º10'24''W","22º30'12''S","810","810",NA,"RBR00042582",NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","2020-06-18 10:56:16-03","UFRRJ","RBR","42714","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","A.F. Nunes-Freitas","2016","10","25","A.C.R. Cruz; R.G. Diniz","2016","10","15","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Parcelas do Módulo Oeste do RAPELD Ilha Grande em Mata de restinga. Reserva Biológica Estadual da Praia do Sul","-44.298056","-23.176667","44º17'53''W","23º10'36''S",NA,NA,NA,"RBR00042714","RBR00042714","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","2020-06-29 09:29:55-03","UFRRJ","RBR","44592","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","I.B. Veloso-Freitas","2018","04","09","I.B. Veloso-Freitas","2018","04","09","Brasil","Rio de Janeiro","Seropédica","Universidade Federal Rural do Rio de Janeiro.","-43.695278","-22.759722","43º41'43''W","22º45'35''S",NA,NA,NA,"RBR00044592","RBR00044592","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","2020-06-29 09:29:55-03","UFRRJ","RBR","7847","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"M.M.S. Conde; M.V.L. Pereira-Moura","1999","10","27","Brasil","Rio de Janeiro","Ilha do Governador","parque do material belico do galeao (PMBG), mata atras do predio da diretoria.",NA,NA,NA,NA,NA,NA,NA,"RBR00007847","RBR00007847","460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2020-06-29 09:29:55-03","UFRRJ","RBR","44595","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas; T.C. Rocha-Pessôa","2002","04","26","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mãe d#?#água, córrego das Andorinhas, Vila Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044595","RBR00044595","49",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-06-29 09:29:55-03","UFRRJ","RBR","44593","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas; T.C. Rocha-Pessôa","2002","04","26","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mãe d#?#água, córrego das Andorinhas, Vila Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044593","RBR00044593","50",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2020-06-29 09:29:55-03","UFRRJ","RBR","44594","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas; T.C. Rocha-Pessôa","2002","04","26","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mãe d#?#água, córrego das Andorinhas, Vila Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044594","RBR00044594","48",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-06-29 09:29:55-03","UFRRJ","RBR","44759","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas; T.C. Rocha-Pessoa, C.V. Ariani, A.S. Dias, R. Santos","2003","10",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mata alagada da restinga de Lopes Mendes.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044759","RBR00044759","96",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-06-29 09:29:55-03","UFRRJ","RBR","44758","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas","2004","03","15","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mata da jararaca, Vila Dois Rios.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044758","RBR00044758","95",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-06-29 09:29:55-03","UFRRJ","RBR","44222","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas","2004","07","27","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mata da Jararaca- Vila Dois Rios. Parque Estadual da Ilha Grande","-44.3180999755859","-23.0067005157471",NA,NA,"240","240",NA,"RBR00044222","RBR00044222_1 RBR00044222_2","93",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-06-29 09:29:55-03","UFRRJ","RBR","44760","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"A.F. Nunes-Freitas; C.V. Ariani, F.H. Hatano","2003","09","21","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Mata para a trilha da praia da Feiticeira.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044760","RBR00044760","811",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-06-29 09:29:55-03","UFRRJ","RBR","44285","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","I.B. Veloso-Freitas","2002","09","11","L. Cogliati-Carvalho; A.F. Nunes-Freitas, T.C. Rocha-Pessôa","2001","02","14","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Restinga da Praia do Sul.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00044285","RBR00044285_1 RBR00044285_2","81",NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-06-29 09:29:55-03","UFRRJ","RBR","44223","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"T.C. Rocha-Pessôa; Vítor, Gerônimo","2004","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Mendanha. Trilha da Torre. Parque Natural Municipal do Mendanha","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"RBR00044223","RBR00044223","14",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-06-29 09:29:55-03","UFRRJ","RBR","8529","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"L.F.T. Menezes","2004","06","11","Brasil","Rio de Janeiro","Mangaratiba","Restinga da Marambaia, Área de Moitas.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00008529","RBR00008529","1165",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-06-29 09:29:55-03","UFRRJ","RBR","9876","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"L.F.T. Menezes","2004","12","23","Brasil","Rio de Janeiro","Mangaratiba","Restinga da Marambaia, Área de Moitas, bravo 6.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00009876","RBR00009876","1330",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-06-29 09:29:55-03","UFRRJ","RBR","6618","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"M.C. Souza","2001","11","20","Brasil","Rio de Janeiro","Mangaratiba","'Restinga da Marambaia, Praia da Armação, estrada para a Gaeta.'","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00006618","RBR00006618","173",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-06-29 09:29:55-03","UFRRJ","RBR","6619","S","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.",NA,NA,NA,NA,"M.C. Souza","2001","01","20","Brasil","Rio de Janeiro","Mangaratiba","Restinga da Marambaia, Praia da Armação, estrada para Gaeta.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00006619","RBR00006619","172",NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-12-21 16:19:16-03","MBM","MBM","340560","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Krieger, L.","1974","11","03","Krieger, L.","1974","11","03","Brazil","Espírito Santo","Venda Nova",NA,NA,NA,NA,NA,NA,NA,"Epífita, em grandes formações, alto de morro. Frutos alaranjados","MBM340560","MBM340560","13403",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-12-21 16:19:16-03","MBM","MBM","386616","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Brotto, M.L.","2013","12","06","Brotto, M.L.; Picoli, A.; Martinazzo, G.M.; Picoli, A.; Martinazzo, G.M.","2013","11","16","Brazil","Paraná","Guaraqueçaba","PARNA do Superagui, Barra do Superagui","-48.238333","-25.464722","-48.238333","-25.464722","2","2","Epífita; inflorescência vermelha, flores amarelas.; Formação Pioneira com Influência Marinha (restinga).","MBM386616","MBM386616","1463",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-12-21 16:19:16-03","MBM","MBM","386616","PreservedSpecimen","Plantae","Bromeliaceae","Aechmea","nudicaulis","Aechmea nudicaulis","(L.) Griseb.","Brotto, M.L.","2013","12","06","Brotto, M.L.; Picoli, A.; Martinazzo, G.M.; Picoli, A.; Martinazzo, G.M.","2013","11","16","Brazil","Paraná","Guaraqueçaba","PARNA do Superagui, Barra do Superagui","-48.238333","-25.464722","-48.238333","-25.464722","2","2","Epífita; inflorescência vermelha, flores amarelas.; Formação Pioneira com Influência Marinha (restinga).","MBM386616","MBM386616","1463",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
