"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","sex"
"11","2016-09-27 13:09:00-03","NY","NYBG","806725","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,NA,"E. M. Zardini","21342","1990","06","23","Paraguay","Paraguarí",NA,"Estero del Ypoá, 10 km SW of Nueva Italia, south of Cañada.","-57.47","-25.33",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806725",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1128344","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"H. S. Irwin","17419","1966","06","18","Brazil","Mato Grosso",NA,"Ca. 96 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.18","-15.47",NA,NA,"500","500","Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278846' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128344","NY01128344_01 NY01128344_02",NA,NA,NA,NA,NA,"South America","separate fruit",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00938267","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"R. Spruce","4539","1855",NA,NA,"Peru",NA,NA,"Prope Tarapoto Peruviae orientalis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2486086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00938267","NY00938267_01 NY00938267_02",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03687085","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann","L. G. Lohmann","L. Nusbaumer","4280","2014","10","31","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.419103","-9.252357",NA,NA,"590",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4154308' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687085",NA,NA,NA,NA,NA,NA,"South America","boxed",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","569023","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"R. Reitz","936","1953","08","18","Brazil","Santa Catarina","Brusque","Mata do Hoffmann, Brusque","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569023","NY00569023_01",NA,NA,NA,NA,NA,"South America","separate fruit",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","569015","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"A. H. Gentry","49385","1985","01","09","Brazil","São Paulo",NA,"Hwy. 99 Caraguatatuba-San José dos Campos road, 67 km SE of San José dos Campos.","-45.55","-23.58",NA,NA,"600","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569015","NY00569015_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01174372","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"G. T. Prance","23162","1974","12","31","Brazil","Amazonas",NA,"Lajes, Rio Amazonas, below Rio Negro","-59.905962","-3.142346",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1392499' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174372","NY01174372_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1039532","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann","A. R. Zuntini","A. R. Zuntini","238","2008","05","02","Brazil","Espírito Santo","Linhares","Reserva Natural da Companhia Vale do Rio Doce. Aceiro João Pedro 1, divisa com Adalto Marinho, perto da curva e do poste da rede elétrica.","-40.03956","-19.20906",NA,NA,"42",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1487899' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039532","NY01039532_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1128345","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"G. T. Prance","26223","1979","06","14","Brazil","Mato Grosso",NA,"Transpantaneira Highway, Fazenda Jofre",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128345","NY01128345_01 NY01128345_02",NA,NA,NA,NA,NA,"South America","separate fruit",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","931570","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"J. B. dos Santos","0002","2001","11","26","Brazil","Minas Gerais",NA,"São Tome das Letras","-44.9853","-21.7222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931570","NY00931570_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-27 14:56:00-03","NY","NYBG","44230","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum",NA,NA,"M. J. G. Hopkins","133","1983","08","03","Bolivia","Santa Cruz","Ñuflo de Chávez","Between kms 15 and 35 from Asención dos Guarayos to Urubicha.","-63.03","-15.58",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044230",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1128342","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"E. P. Heringer","2231","1946","01","15","Brazil","Minas Gerais",NA,"Estacão Experimental de Agua Limpa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128342","NY01128342_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1128335","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"A. Macedo","2037","1949","12","11","Brazil","Minas Gerais","Ituiutaba","Fundão","-49.465","-18.9692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128335","NY01128335_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01174374","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"N. T. da Silva","1674",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1392501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174374","NY01174374_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1128336","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"G. T. Prance","26223","1979","06","14","Brazil","Mato Grosso",NA,"Transpantaneira Highway, Fazenda Jofre",NA,NA,NA,NA,NA,NA,"Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128336","NY01128336_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","569024","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"R. Reitz","936","1953","08","18","Brazil","Santa Catarina","Brusque","Mata do Hoffmann, Brusque","-48.9","-27.1",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569024",NA,NA,NA,NA,NA,NA,"South America","separate fruit",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1128338","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"R. P. Belém","1916","1965","12","16","Brazil","Goiás",NA,"Margem do Rodovia Brasilia-Anapólis.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278635' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128338","NY01128338_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1128339","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"A. P. Duarte","7410","1962","11","19","Brazil","Minas Gerais",NA,"Vazrea [Varzea] da Palma, Faz. da Mãe D'Agua, N. de Minas.","-44.749531","-17.411382",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278640' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128339","NY01128339_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","778945","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"A. Kegler","1187","2001","11","10","Brazil","Rio Grande do Sul","Caxias do Sul","Santa Justina.","-51.1792","-29.1683",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778945","NY00778945_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","03687084","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann","L. G. Lohmann","L. Nusbaumer","4280","2014","10","31","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.419103","-9.252357",NA,NA,"590",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952283' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687084","NY03687084_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1128341","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"A. H. Gentry","49634","1985","01","17","Brazil","Minas Gerais",NA,"14 km S of Ypanema, road to Manhuaçu","-41.75","-19.67",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278647' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128341","NY01128341_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1128337","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"H. S. Irwin","17419","1966","06","18","Brazil","Mato Grosso",NA,"Ca. 96 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","-52.18","-15.47",NA,NA,"500","500","Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278632' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128337","NY01128337_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","761924","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"M. H. Nee","35355","1987","07","25","Bolivia","Santa Cruz","Andrés Ibáñez","Jardín Botánico de Santa Cruz, 12 km E of center of Santa Cruz, on road to Cotoca",NA,NA,NA,NA,"375","375","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00761924",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01174845","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"D. C. Daly","6943","1991","06","11","Brazil","Acre","Rio Branco","Univ. Federal do Acre, Parque Zoobotânico","-67.8","-9.97",NA,NA,"160","160","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588173' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174845","NY01174845_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01174373","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"N. T. da Silva","1674",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1392500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174373","NY01174373_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","806724","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"H. H. van der Werff","8618","1986","03","11","Peru","Junín","Chanchamayo","Pichanaki, Rodal semillero de Kimiriki.","-74.87728","-10.923674",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=806311' target='other'> <mi>dwc_moreinfo</mi></a>","NY00806724",NA,NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1128346","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"Y. E. J. Mexia","5090","1930","09","23","Brazil","Minas Gerais","Vicosa","Road to São Miguel; on slope beyond km. 4",NA,NA,NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278881' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128346","NY01128346_01",NA,NA,NA,NA,NA,"South America","separate fruit",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1128340","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"H. S. Irwin","10343","1965","11","16","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca. 14 km E. of Cabeceiras","-46.85263","-15.8",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278642' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128340","NY01128340_01 NY01128340_02",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01174846","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"J. U. M. dos Santos","84","1978","05","23","Brazil","Acre","Rio Branco","Rio Branco, km 1-23 Rod. Rio Branco-Porto Velho","-57.1","-5.88",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=588214' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174846","NY01174846_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1128333","PreservedSpecimen","Plantae","Bignoniaceae","Amphilophium","crucigerum","Amphilophium crucigerum","(L.) L.G.Lohmann",NA,"L. Coradin","5877","1983","06","20","Brazil","Piauí","Bom Jesus","Rodovia Bom Jesus - Gilbues 23 km oeste da cidade de Bom Jesus.","-44.25","-8.9",NA,NA,"360","360","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278608' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128333","NY01128333_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-10-21 18:43:00-02","NY","NYBG","278047","PreservedSpecimen","Plantae","Bignoniaceae","Pithecoctenium","cordifolium","Pithecoctenium cordifolium",NA,NA,"C. F. P. von Martius","516",NA,NA,NA,"Brazil","Mato Grosso",NA,"Cujabá","-56.043867","-15.612755",NA,NA,NA,NA,"The 1839 on the label is not the Collection Date. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00278047","NY00278047_01",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Lamiales","lectotype",NA,NA,NA,NA,NA,NA,NA,NA
