"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4194844","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"J. S. de la Cruz","4154","1923","07","11","Guyana",NA,NA,"Kamakusa, Upper Mazaruni River",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517341' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194844",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1183196","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"G. T. Prance","19324","1973","10","23","Brazil","Mato Grosso",NA,"Road from Chapada to Cuiaba, about 3 miles from base of Chapada. By Igarapé.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420040' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183196","NY01183196_01","720","720","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4194827","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"M. Saldías Paz","3604","1994","03","21","Bolivia","Santa Cruz","José Miguel de Velasco","86 km N de Santa Rosa de la Roca sobre el camino a Moira","-61.5","-15.23",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517324' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194827",NA,"250",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4194832","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"H. H. Rusby","2387","1885",NA,NA,"Bolivia","La Paz",NA,"Yungas.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517329' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194832",NA,"1829",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1183310","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","34725","1972","01","21","Brazil","Goiás","Niquelândia","ca. 14 km S. of Niquelândia","-48.45","-14.57653",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183310","NY01183310_01","1000","1000","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","4194829","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"M. H. Nee","39634","1990","10","31","Bolivia","Santa Cruz","Ichilo","7 km N of Buena Vista, N end of Laguna Madrejon (Laguna Candelaria on topographic map)","-63.67","-17.38",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517326' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194829",NA,"295",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4194818","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"H. S. Irwin","55930","1963","09","22","Suriname",NA,NA,"Wilhelmina Gebergte. Zuid River. Kayser Airstrips 45 km above confluence with Lucie Rivier.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517315' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194818",NA,"270",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4194782","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"J. A. Steyermark","75593","1953","05","30","Venezuela","Bolívar",NA,"along trail from Base Camp to Bluffs Camp, western slopes of Chimantá-tepuí (Torono-tepuí)",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517279' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194782",NA,"1100","1700","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00748943","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","J. F. Morales Quirós",NA,NA,NA,"M. Hoff","5360","1988","10","21","French Guiana",NA,NA,"Mont Saint-Martin- Ile de Cayenne","-52.28","4.93",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886227' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748943",NA,"20","20","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1183286","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","18728","1968","01","17","Brazil","Goiás","Cocalzinho de Goiás","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","-48.77","-15.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421804' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183286","NY01183286_01","1150","1150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1183085","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","R. E. Woodson Jr.",NA,NA,NA,"E. P. Killip","30257","1929","10","27","Brazil","Pará",NA,"Pará",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418217' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183085","NY01183085_01 NY01183085_02",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4194779","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"B. Maguire","33659","1952","03","27","Venezuela","Bolívar","Gran Sabana","Laterite Hill. Rio Aponguao",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517276' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194779",NA,"1200",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1183193","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"G. T. Prance","58903","1964","08","27","Brazil","Pará",NA,"Belém-Brasília highway, km. 32.","-48.1913593","-1.2991883",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1420035' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183193","NY01183193_01 NY01183193_02",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1182998","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"R. de Lemos Fróes","1854","1932","09","01","Brazil","Maranhão",NA,"Maracassumé River Region, Campo de Boa Esperança.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416927' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182998","NY01182998_01 NY01182998_02",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1183088","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","J. F. Morales Quirós",NA,NA,NA,"J. H. Kirkbride Jr.","2929","1977","02","20","Brazil","Pará","Itaituba","Serra do Cachimbo. Wet area (artificial, created by bulldozing) alongside BR-163, Cuiabá-Santareém road, km 879.","-54.9717879","-8.7727094",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418228' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183088",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1183180","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","R. E. Woodson Jr.",NA,NA,NA,"J. E. B. Warming","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Lagos.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1419420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183180","NY01183180_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4194775","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"K. P. Dumont","VE7498","1972","07","09","Venezuela","Sucre","Peninsula de Paria","Distrito Mariño, bosque húmedo entre Manacal y Los Pocito de Santa Isabel, unos 25 Km. NO de Irapa, Oeste de Cerro Humo","-62.63","10.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517272' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194775",NA,"700","900","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4194788","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"J. Revilla","2221","1977","01","22","Peru",NA,NA,"Arbol ribereno",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517285' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194788",NA,"4",NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00041966","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","M. H. Nee",NA,NA,NA,"S. Tiwari","364","1991","10","12","Guyana",NA,NA,"Pomeroon. Kabakaburi",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4564422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041966","NY00041966_01","1","10","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1183282","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","15734","1966","05","08","Brazil","Distrito Federal","Brasília","Rio Contagem, ca. 35 km N. of Brasília","-47.88","-15.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421767' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183282","NY01183282_01","900","900","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1183007","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","B. F. Hansen",NA,NA,NA,"E. P. Heringer","3163","1980","01","17","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1417002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183007","NY01183007_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1182995","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"R. de Lemos Fróes","11746","1939","02",NA,"Brazil","Maranhão","São Luís","Island of Sao Luiz.","-44.201115","-2.577323",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416923' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182995","NY01182995_01 NY01182995_02",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1183248","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","6146","1964","09","12","Brazil","Distrito Federal","Brasília","Catetinho, ca. 15 km. S.W. of Brasília.","-48.13","-15.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421557' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183248","NY01183248_01","700","1000","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1183284","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","17714","1966","06","24","Brazil","Goiás","Piranhas","Ca. 6 km. N. W. of Piranhas. Drainage of the Upper Rio Araguaia.","-51.87","-16.47",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421775' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183284","NY01183284_01","700","700","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1182985","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","J. V. Monachino",NA,NA,NA,"R. S. Cowan","38664","1954","12","04","Brazil","Amapá",NA,"On old plantation behind Oiapoque Airfield.","-51.797206","3.854254",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1416864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182985","NY01182985_01 NY01182985_02",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","440541","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","A. J. M. Leeuwenberg",NA,NA,NA,"M. F. de Sales","221","1994","07","22","Brazil","Pernambuco","Caruaru","Murici, Brejo dos Cavalos, Parque Ecológico Municipal","-36","-8.31",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440541","NY00440541_01","1100","1100","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4194772","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.",NA,NA,NA,NA,"K. P. Dumont","VE7435","1972","07","07","Venezuela","Sucre","Peninsula de Paria","Distrito Mariño: bosque húmedo parcialemente de foresteado, camino Mundo Nueyo-Manacal, 18-20 km. NO de Irapa","-62.65","10.67",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4517269' target='other'> <mi>dwc_moreinfo</mi></a>","NY04194772",NA,"500","700","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1183146","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","R. E. Woodson Jr.",NA,NA,NA,"H. R. Wullschlaegel","320",NA,NA,NA,"Brazil",NA,NA,"Paramaibo",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418897' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183146","NY01183146_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","440535","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","A. J. M. Leeuwenberg",NA,NA,NA,"A. M. Amorim","2500","1998","09","13","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. Area limite entre o PARNA e a Reserva Indígena Barra Velha, da tribo Pataxó","-39.2033815","-16.8700182",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=727955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440535","NY00440535_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1183301","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","28148","1970","03","23","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 15 km N. of São João da Chapada","-43.68125","-17.99895",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421831' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183301","NY01183301_01","975","975","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1183245","PreservedSpecimen","Plantae","Apocynaceae","Mandevilla","hirsuta","Mandevilla hirsuta","(Rich.) K.Schum.","F. Markgraf",NA,NA,NA,"H. S. Irwin","5424","1964","08","21","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília.","-47.78","-15.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1421547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01183245","NY01183245_01","700","1000","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
