"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","class"
"19","2020-11-18 11:41:27-03","UERJ","HRJ","12729","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.","I.S. Matos","I.S. Matos","79","2015","07","14",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HRJ00012934",NA,"Itatiaia","19648","auto","2015",NA,NA,"08","30",NA,NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","1055728","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hindsia","glabra","Hindsia glabra","K. Schum.",NA,"P. K. Dusén","469","1902","6","5","South America - Neotropics","Brazil",NA,"Sia do Itatiaia.",NA,NA,"2400","2400",NA,NA,"US00385821","US00385821_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"1","Dicotyledonae"
"21","2020-09-12 05:00:02-03","US","US","3238611","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hindsia","glabra","Hindsia glabra","K. Schum.",NA,"G. Hatschbach, M. M. Hatschbach & D. Guimaraes","55489","1991","6","14","South America - Neotropics","Brazil","Minas Gerais","Parque Nacional do Caparao, Vale Encantado ( mun. Caparao)",NA,NA,"2100",NA,NA,NA,"US02366757","US02366757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"22","2020-09-12 05:00:02-03","US","US","2484145","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hindsia","glabra","Hindsia glabra","K. Schum.",NA,"R. M. Tryon & A. F. Tryon","6700","1965","11","4","South America - Neotropics","Brazil","Rio de Janeiro","Planalto of Itatiaia (mountain), 150 km. west- northwest of Rio de Janeiro",NA,NA,"2300",NA,NA,NA,"US02366755","US02366755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"23","2020-09-12 05:00:02-03","US","US","2688340","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Hindsia","glabra","Hindsia glabra","K. Schum.",NA,"G. Eiten & L. T. Eiten","6581","1965","11","4","South America - Neotropics","Brazil","Rio de Janeiro","Municipio de Resende. Mt. Itatiaia, planalto. East slope of south end of rock outcrop, Prateleiras","-44.692","-22.425","2300",NA,NA,NA,"US02366756","US02366756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"24","2019-12-09 17:30:51-03","UFPR","EFC","15281","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.","958","2016","09","05",NA,"Brasil","São Paulo","Serra Fina, região da Pedra da Mina","-44.8236","-22.433","2480","2480",NA,"Arvoreta 1 m alt; botões e flores azuladas; fisionomia herbáceo-arbustiva de encosta rochosa.","EFC015281",NA,"Queluz",NA,NA,"2016","-44.8236","-22.4330","09","14",NA,NA,NA,NA
"25","2019-11-13 11:30:09-03","USP","SPF","205791","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.",NA,"Silva-Neto, SJ","1873","2005","06","23",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, Prateleiras, vertente sudeste das Prateleiras.","-44.5633010864258","-22.4960994720459","2400","2400",NA,NA,"SPF00205791",NA,"Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-07 09:14:31-03","UEFS","HUEFS","179596","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.",NA,"Silva Neto, S.J.","1873","2005","06","23",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia. Prateleiras, vertente sudeste das prateleiras","-44.5633010864258","-22.4960994720459","2400","2400",NA,NA,"HUEFS0179596",NA,"Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"27","2019-09-04 19:41:32-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra",NA,NA,"A. Glaziou","4834",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"Dicotyledoneae"
"28","2019-01-23 12:50:23-02","F","FMNH-SEEDPLANTS","V0069473F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra",NA,NA,"A. Glaziou","4834",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0069473F","V0069473F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae"
"29","2019-09-04 18:34:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae",NA,NA,"P. Dusén","469",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae"
"30","2019-01-23 12:50:23-02","F","FMNH-SEEDPLANTS","V0069475F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae",NA,NA,"P. Dusén","469","1902","6","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0069475F","V0069475F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae"
"31","2019-09-04 18:22:56-03","F","FMNH-SEEDPLANTS","V0069476F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae",NA,NA,"P. Dusén","469","1902","6","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0069476F","V0069476F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae"
"32","2019-01-23 11:15:37-02","F","FMNH-SEEDPLANTS","V0069477F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae",NA,NA,"P. Dusén","469","1902","6","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0069477F","V0069477F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae"
"33","2019-01-23 12:50:24-02","F","FMNH-SEEDPLANTS","V0069478F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae",NA,NA,"P. Dusén","469","1902","6","6","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0069478F","V0069478F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"Dicotyledoneae"
"34","2020-07-23 12:20:36-03","CEPLAC","CEPEC","137177","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra",NA,"S. J. S. Neto","S. J. S. Neto","1873","2005","06","23",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia. Prateleiras vertente sudeste das Prateleiras.","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"ITATIAIA","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-23 13:23:04-03","MN","R-TIPOS","9942","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K. Schum.","Di Maio, F.R.","Glaziou, A.F.M.","4834","1871","06","05",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,NA,NA,NA,NA,NA,"R000009942","R000009942_001",NA,NA,NA,"1997",NA,NA,"10","21","Isotypus",NA,NA,NA
"36","2021-02-23 13:23:04-03","MN","R-TIPOS","23866","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae","Dusén","Di Maio, F.R.","Dusén, P.K.H.","469","1902","06","05",NA,"Brasil","Rio de Janeiro","Serra do Itatiaia",NA,NA,"2400","2400",NA,NA,"R000023866","R000023866_001",NA,NA,NA,"1997",NA,NA,"08","19","Isotypus",NA,NA,NA
"37","2021-02-23 13:23:04-03","MN","R-TIPOS","23866b","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae","Dusén","Di Maio, F.R.","Dusén, P.K.H.","469","1902","06","05",NA,"Brasil","Rio de Janeiro","Serra do Itatiaia",NA,NA,"2400","2400",NA,NA,"R000023866b","R000023866b_001",NA,NA,NA,"1997",NA,NA,"08","19","Isotypus",NA,NA,NA
"38","2021-02-23 13:23:04-03","MN","R-TIPOS","23866a","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae","Dusén","Di Maio, F.R.","Dusén, P.K.H.","469","1902","06","05",NA,"Brasil","Rio de Janeiro","Serra do Itatiaia",NA,NA,"2400","2400",NA,NA,"R000023866a","R000023866a_001",NA,NA,NA,"1997",NA,NA,"08","19","Isotypus",NA,NA,NA
"39","2021-02-23 13:23:04-03","MN","R-TIPOS","23866c","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Hindsia","itatiaiae","Hindsia itatiaiae","Dusén","Di Maio, F.R.","Dusén, P.K.H.","469","1902","06","05",NA,"Brasil","Rio de Janeiro","Serra do Itatiaia",NA,NA,"2400","2400",NA,NA,"R000023866c","R000023866c_001",NA,NA,NA,"1997",NA,NA,"08","19","Isotypus",NA,NA,NA
"40","2017-09-11 17:13:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.",NA,"Glaziou, AFM","4834",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia australi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:18:01-03","IBt","SP","139980","S","Plantae",NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.","Di Maio, FR","Eiten, G; Eiten, LT","6581","1965","11","04",NA,"Brasil","Rio de Janeiro","Parque Nacional do Itatiaia, East slope of south end of rock outcrop Prateleiras","-44.695","-22.416667","2300","2300",NA,NA,NA,NA,"Resende",NA,NA,"1995","-44.695","-22.416667",NA,NA,NA,NA,NA,NA
"42","2014-07-01 15:22:05-03","UM","RECOLNAT_UM_MPU","MPU021282","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Hindsia","glabra","Hindsia glabra","K.Schum.",NA,"Glaziou, A.",NA,"1871","6","5",NA,"Brésil",NA,"Province de Rio Janeiro, Itatiaia",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu021282' target='other'> <mi>dwc_moreinfo</mi></a>","MPU021282",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","4834",NA,NA
